a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
,2.0,one,38.0,zero,zero,83.0,,27.0,
one,,zero,10.0,zero,zero,43.0,one,,zero_zero_zero_zero_zero
,,one,20.0,,one,47.0,one,30.0,zero_one_zero_one_zero
,5.0,,30.0,zero,,55.0,,40.0,
two,,two,,,three,,one,,one_zero_zero_one_one
two,4.0,zero,30.0,zero,,41.0,,,
,3.0,two,22.0,zero,one,39.0,one,24.0,zero_one_zero_one_zero
,,two,,zero,one,,one,19.0,
one,1.0,zero,27.0,zero,two,,one,37.0,
,5.0,zero,13.0,zero,,,one,,
one,3.0,two,37.0,,,,,0.0,one_one_zero_one_one
zero,3.0,one,30.0,zero,two,97.0,one,40.0,
one,0.0,,18.0,,three,49.0,,,
zero,3.0,two,,zero,zero,53.0,,,zero_zero_zero_one_zero
zero,,two,18.0,zero,,,,,
,2.0,one,,,zero,47.0,one,59.0,
one,,zero,8.0,zero,,47.0,one,,
one,4.0,three,17.0,zero,,43.0,one,24.0,
zero,,,,zero,,,one,,
one,1.0,,,zero,zero,47.0,,12.0,
zero,,zero,,zero,zero,,one,14.0,
,5.0,four,30.0,zero,zero,47.0,one,40.0,
,,,33.0,zero,,47.0,one,8.0,
zero,2.0,two,25.0,zero,zero,49.0,one,35.0,
one,4.0,,42.0,zero,one,49.0,one,,
zero,0.0,,28.0,zero,,41.0,one,,
one,,,12.0,zero,zero,44.0,,,
one,,zero,,zero,two,47.0,one,,
zero,4.0,,35.0,zero,,83.0,,45.0,
zero,7.0,,15.0,zero,zero,39.0,,,zero_zero_zero_zero_zero
zero,0.0,,30.0,zero,zero,,,,zero_zero_zero_zero_zero
one,,two,,zero,zero,64.0,one,20.0,
one,7.0,,23.0,zero,one,,one,30.0,zero_zero_zero_zero_zero
one,3.0,two,,zero,two,,one,,
one,,three,40.0,zero,zero,44.0,,30.0,zero_zero_zero_one_one
one,4.0,three,37.0,zero,,41.0,,,
,2.0,one,16.0,,one,45.0,one,26.0,
zero,0.0,zero,,,zero,59.0,,8.0,zero_zero_one_zero_zero
,2.0,one,23.0,zero,zero,41.0,one,33.0,
zero,3.0,two,37.0,zero,zero,44.0,one,7.0,
zero,3.0,,33.0,,one,23.0,zero,30.0,
one,,zero,47.0,zero,zero,,,10.0,
,2.0,,,zero,one,59.0,one,29.0,
,3.0,zero,1.0,zero,zero,,one,,
two,2.0,,39.0,zero,two,71.0,one,34.0,zero_zero_one_zero_one
,,three,,zero,three,,,,zero_zero_zero_one_one
one,2.0,one,52.0,one,zero,83.0,one,43.0,zero_zero_zero_one_one
two,3.0,,,zero,two,19.0,one,52.0,zero_zero_zero_one_one
one,2.0,one,32.0,zero,zero,39.0,one,39.0,
zero,,,43.0,zero,zero,,,10.0,zero_zero_zero_one_zero
zero,,zero,,zero,,,one,8.0,
two,,zero,9.0,zero,,49.0,one,0.0,
one,1.0,,,zero,three,,,2.0,
zero,,zero,10.0,zero,one,19.0,one,20.0,
,5.0,three,46.0,zero,,,zero,,zero_zero_one_zero_zero
one,3.0,two,28.0,zero,,39.0,one,38.0,
,1.0,zero,24.0,zero,,,one,,
,5.0,four,28.0,zero,,43.0,one,38.0,
,2.0,one,14.0,zero,zero,,one,24.0,
one,,zero,43.0,zero,two,29.0,one,53.0,zero_zero_zero_zero_one
,2.0,one,18.0,zero,zero,43.0,one,28.0,
zero,3.0,,18.0,,zero,43.0,,12.0,
two,3.0,two,,zero,one,,one,33.0,
,4.0,,22.0,zero,,19.0,one,20.0,
zero,,zero,35.0,zero,zero,,,,zero_zero_zero_one_zero
zero,2.0,one,24.0,zero,one,39.0,one,9.0,
one,2.0,zero,23.0,,three,39.0,,,
zero,0.0,zero,27.0,,one,69.0,,,
,2.0,one,17.0,,two,69.0,one,27.0,
,2.0,one,,zero,,39.0,one,34.0,
one,,two,35.0,zero,,49.0,one,45.0,
,2.0,one,23.0,,zero,44.0,,26.0,one_zero_zero_one_zero
one,1.0,zero,28.0,zero,zero,49.0,one,,zero_zero_zero_zero_zero
zero,1.0,zero,17.0,zero,,41.0,one,9.0,
,,zero,14.0,zero,two,39.0,one,23.0,
,8.0,four,19.0,zero,zero,45.0,one,23.0,
,3.0,zero,,zero,,,one,,
one,7.0,four,37.0,,two,49.0,zero,22.0,
zero,,two,,zero,,47.0,,37.0,
one,,two,,,one,69.0,one,24.0,
zero,1.0,zero,27.0,zero,,,,37.0,
zero,5.0,,,zero,,,one,,
,,two,37.0,zero,two,49.0,one,22.0,
,,two,15.0,,zero,69.0,one,,
zero,9.0,,38.0,,zero,71.0,one,,zero_zero_zero_one_zero
two,6.0,one,,zero,one,59.0,one,43.0,zero_zero_zero_one_one
,3.0,one,48.0,,one,,one,7.0,zero_zero_zero_one_one
zero,,two,21.0,zero,zero,,one,,
zero,3.0,one,47.0,zero,,39.0,one,50.0,
zero,4.0,zero,24.0,zero,,49.0,,,
,2.0,one,,zero,two,35.0,one,8.0,zero_one_zero_one_zero
,,,52.0,zero,,5.0,zero,62.0,
one,2.0,zero,,zero,two,43.0,one,,
zero,,two,18.0,,zero,50.0,,28.0,
,1.0,,34.0,zero,zero,29.0,one,44.0,
one,,,42.0,zero,three,,,,
zero,,three,,,zero,,one,40.0,
one,2.0,one,38.0,zero,two,59.0,one,18.0,zero_one_zero_one_zero
zero,,,24.0,zero,zero,,one,,zero_zero_zero_one_zero
zero,9.0,two,,zero,,,one,29.0,
one,,,,zero,one,39.0,one,32.0,
one,1.0,zero,32.0,zero,three,49.0,,42.0,
zero,3.0,,27.0,,one,,one,30.0,zero_zero_zero_one_one
zero,,two,36.0,zero,zero,49.0,,39.0,zero_zero_zero_one_zero
zero,1.0,one,46.0,zero,,39.0,,,
zero,4.0,,18.0,zero,two,,one,8.0,
zero,5.0,zero,9.0,zero,one,44.0,one,,
zero,3.0,zero,8.0,zero,one,47.0,,,
three,2.0,one,41.0,,two,49.0,one,51.0,
zero,4.0,zero,,zero,,,,23.0,
,3.0,two,,,,43.0,one,5.0,
,,zero,2.0,zero,zero,,,,
zero,5.0,zero,14.0,zero,two,39.0,,24.0,
,4.0,,,,two,,one,32.0,zero_zero_zero_one_one
,11.0,one,12.0,zero,zero,47.0,,22.0,
zero,4.0,three,,,one,,one,40.0,
,0.0,,20.0,,,,,4.0,
one,,,13.0,,,,,23.0,
,6.0,,32.0,zero,zero,24.0,one,42.0,
zero,2.0,,40.0,zero,zero,,one,,
one,3.0,two,14.0,,one,53.0,one,24.0,
zero,,,,zero,zero,,,63.0,zero_zero_zero_one_zero
zero,,zero,57.0,,zero,,one,,zero_zero_zero_one_zero
zero,6.0,,5.0,,zero,,,,
,6.0,zero,21.0,zero,two,44.0,one,30.0,
two,2.0,one,40.0,,zero,47.0,zero,,
zero,3.0,,11.0,,one,,one,21.0,
zero,,zero,,,,43.0,,11.0,
,3.0,,,zero,two,47.0,one,,
one,3.0,two,22.0,,two,39.0,,32.0,
zero,0.0,zero,30.0,,,55.0,one,40.0,
one,,two,19.0,,two,39.0,one,,
three,4.0,zero,26.0,zero,three,44.0,one,30.0,
zero,2.0,one,27.0,,zero,39.0,one,37.0,zero_zero_zero_one_zero
zero,1.0,,,zero,zero,,,26.0,
,2.0,one,,zero,zero,47.0,one,35.0,
zero,,,,,,71.0,one,4.0,
two,3.0,,11.0,,,47.0,,21.0,
one,3.0,,,,two,39.0,one,,one_zero_zero_one_one
,5.0,three,35.0,zero,zero,44.0,one,,
zero,,two,27.0,zero,one,47.0,one,6.0,
,2.0,one,,,,,one,52.0,
zero,,zero,37.0,zero,,36.0,,47.0,
zero,4.0,,,zero,zero,39.0,,12.0,
one,4.0,three,46.0,zero,two,39.0,one,56.0,
zero,,two,,zero,zero,47.0,one,11.0,zero_one_zero_one_zero
,,one,,zero,zero,47.0,one,,
,2.0,,18.0,,one,19.0,one,28.0,
one,4.0,,15.0,,,19.0,one,,
one,3.0,two,36.0,zero,zero,47.0,one,25.0,
zero,3.0,,,,one,17.0,one,21.0,one_one_zero_one_zero
zero,4.0,,,,,29.0,one,48.0,
two,3.0,two,37.0,,three,29.0,,,
zero,,two,,zero,,39.0,one,,
two,,zero,14.0,,one,69.0,,24.0,
zero,0.0,,12.0,,,,zero,16.0,
one,3.0,two,41.0,zero,two,39.0,one,39.0,
zero,3.0,,26.0,,,,one,36.0,
,2.0,one,31.0,,,39.0,one,28.0,
two,4.0,three,31.0,zero,zero,95.0,,8.0,zero_zero_zero_one_one
one,7.0,,7.0,,zero,,one,,
,,one,,,one,47.0,one,10.0,
,0.0,zero,20.0,zero,,59.0,one,30.0,
zero,,zero,8.0,zero,,39.0,,14.0,
zero,4.0,,,,zero,19.0,one,,
,2.0,,28.0,,,43.0,one,13.0,
two,,,16.0,,one,,one,26.0,zero_zero_zero_one_zero
,7.0,six,,zero,zero,39.0,,42.0,
zero,4.0,zero,9.0,zero,,35.0,,,
,2.0,one,29.0,zero,zero,47.0,one,5.0,zero_zero_zero_one_zero
two,,,,zero,,,,,zero_zero_zero_one_one
zero,,two,,zero,one,47.0,,44.0,
one,2.0,one,36.0,zero,zero,43.0,one,20.0,zero_zero_zero_one_one
,5.0,four,26.0,,zero,,one,35.0,
one,,two,33.0,zero,two,,,43.0,
,5.0,four,34.0,zero,one,69.0,one,44.0,
zero,2.0,one,,zero,zero,43.0,one,28.0,one_zero_zero_one_zero
one,,two,,zero,one,59.0,,38.0,
zero,5.0,three,19.0,zero,zero,,one,28.0,
zero,1.0,zero,57.0,zero,zero,,,,zero_zero_zero_one_zero
,3.0,,,,two,65.0,one,33.0,
,,,23.0,zero,,65.0,one,6.0,zero_zero_zero_one_zero
zero,3.0,,17.0,,one,43.0,,25.0,zero_zero_zero_zero_one
zero,3.0,two,18.0,zero,one,39.0,one,21.0,zero_zero_zero_one_zero
zero,2.0,,27.0,zero,zero,,one,37.0,
one,3.0,three,33.0,zero,,,one,30.0,zero_one_one_zero_one
zero,3.0,two,15.0,zero,zero,,one,,
one,6.0,one,24.0,,one,59.0,,34.0,
zero,,,,zero,one,43.0,,41.0,
,,zero,28.0,zero,two,47.0,,12.0,
zero,,two,37.0,zero,zero,49.0,,12.0,
,4.0,,29.0,zero,one,43.0,one,4.0,
,1.0,zero,53.0,,zero,,one,,
two,3.0,two,51.0,zero,zero,,one,61.0,
,3.0,zero,8.0,zero,one,47.0,,18.0,
zero,,zero,,zero,zero,34.0,one,50.0,
zero,,,57.0,zero,two,,one,52.0,
one,4.0,three,40.0,zero,zero,43.0,,31.0,
zero,5.0,,,,one,64.0,one,53.0,
zero,4.0,two,,,one,,one,57.0,zero_zero_zero_one_zero
one,2.0,zero,11.0,zero,,47.0,,,
zero,,,10.0,zero,zero,83.0,,,
zero,6.0,five,26.0,zero,zero,47.0,one,15.0,
zero,2.0,one,14.0,,one,39.0,one,9.0,
,2.0,one,18.0,zero,zero,47.0,one,28.0,one_zero_zero_one_zero
three,,zero,7.0,zero,one,49.0,one,17.0,
,5.0,,28.0,,one,39.0,one,38.0,
zero,2.0,one,25.0,zero,two,41.0,one,35.0,
zero,4.0,,18.0,zero,zero,,one,27.0,
zero,2.0,two,35.0,zero,,54.0,one,,
three,3.0,,40.0,one,one,,one,45.0,
zero,10.0,zero,13.0,zero,zero,,one,,
zero,,three,,,,49.0,,8.0,zero_one_zero_one_one
one,3.0,two,38.0,zero,zero,,one,48.0,
zero,,zero,6.0,zero,,47.0,one,16.0,
zero,3.0,zero,13.0,zero,zero,,,,
one,1.0,,,zero,three,,one,18.0,zero_zero_zero_one_one
,3.0,,18.0,,zero,34.0,one,28.0,
zero,,two,,,,,,51.0,
zero,2.0,,31.0,zero,one,59.0,one,2.0,
one,,,33.0,,three,44.0,one,,
zero,,three,23.0,,one,,one,,
one,2.0,,47.0,zero,,47.0,one,,
one,,,14.0,,one,47.0,one,,
one,5.0,,20.0,zero,zero,44.0,one,1.0,
zero,,two,36.0,zero,zero,20.0,zero,30.0,
zero,,zero,22.0,zero,,39.0,,32.0,
,7.0,,,zero,zero,,one,42.0,zero_zero_zero_one_zero
,8.0,seven,38.0,zero,zero,39.0,one,,
zero,,zero,11.0,,one,39.0,one,21.0,
,3.0,two,,zero,zero,,,,one_zero_zero_one_zero
,5.0,four,25.0,,,,one,,
zero,2.0,one,,zero,zero,39.0,one,1.0,one_zero_zero_one_zero
,10.0,nine,22.0,zero,zero,39.0,one,32.0,
zero,3.0,two,11.0,zero,zero,27.0,,21.0,one_one_zero_one_zero
zero,3.0,,10.0,zero,one,39.0,,4.0,
zero,,zero,24.0,,zero,24.0,one,,
two,,zero,20.0,zero,,47.0,one,,
,2.0,,15.0,,two,43.0,,23.0,
,2.0,one,20.0,zero,two,47.0,one,5.0,one_zero_zero_one_one
,5.0,four,34.0,,three,39.0,zero,20.0,
one,3.0,,30.0,zero,,43.0,,,zero_zero_zero_one_zero
zero,1.0,zero,45.0,zero,,19.0,,27.0,
,3.0,,46.0,zero,,,one,46.0,
zero,2.0,zero,,zero,one,,,27.0,
one,,,25.0,zero,,,,35.0,
,2.0,one,46.0,,zero,59.0,one,45.0,
zero,4.0,three,41.0,zero,zero,35.0,,51.0,one_zero_zero_one_zero
zero,4.0,,28.0,,zero,59.0,one,20.0,
zero,,zero,,zero,zero,46.0,,,
one,2.0,one,35.0,,,47.0,one,14.0,one_one_zero_one_one
one,,three,33.0,zero,two,39.0,one,43.0,
,1.0,,,zero,zero,,one,31.0,
two,3.0,two,28.0,zero,three,,,,
zero,,,10.0,,two,,one,,
one,0.0,zero,,,zero,34.0,one,,
zero,7.0,seven,26.0,zero,zero,,zero,36.0,zero_one_one_zero_zero
zero,,zero,8.0,zero,one,,one,1.0,
,,one,16.0,,one,43.0,one,1.0,
zero,,zero,,zero,two,,one,,
two,4.0,three,38.0,zero,zero,69.0,one,,
,,two,,,,47.0,zero,,
one,4.0,three,26.0,zero,,59.0,one,5.0,
zero,1.0,zero,19.0,zero,,,,,zero_zero_one_zero_zero
one,,zero,31.0,zero,three,,one,15.0,
,2.0,one,37.0,zero,zero,76.0,one,46.0,
,7.0,,,,zero,,one,,zero_zero_zero_one_zero
zero,2.0,,25.0,zero,zero,,one,,
one,2.0,,21.0,zero,two,49.0,,31.0,
zero,,zero,35.0,,zero,,one,,
zero,4.0,,,,zero,34.0,one,42.0,
,,,16.0,zero,one,53.0,,18.0,
zero,7.0,zero,,zero,zero,24.0,one,11.0,
zero,,,,zero,zero,39.0,,32.0,zero_zero_zero_one_zero
one,4.0,,,,,47.0,one,,
,5.0,,46.0,zero,one,41.0,one,45.0,
zero,1.0,,,zero,zero,47.0,,,
zero,,zero,,,,59.0,one,,
zero,,zero,24.0,zero,zero,,,,
zero,5.0,three,31.0,,two,,,32.0,
,6.0,,37.0,,,29.0,one,47.0,
,,zero,31.0,zero,two,23.0,one,41.0,zero_zero_zero_one_one
zero,,two,,zero,zero,41.0,one,13.0,
,2.0,one,,,zero,69.0,one,48.0,zero_zero_zero_one_zero
zero,14.0,,53.0,zero,,59.0,one,63.0,
zero,,two,34.0,,,55.0,,43.0,
zero,2.0,,11.0,zero,zero,,one,21.0,
one,1.0,zero,,zero,two,,one,12.0,
zero,,zero,4.0,zero,zero,,,,zero_zero_zero_zero_zero
,3.0,two,,,two,,one,38.0,
one,,,,zero,two,47.0,,7.0,
one,,one,30.0,zero,,39.0,one,40.0,
,2.0,one,53.0,,zero,34.0,zero,22.0,
one,4.0,,11.0,zero,,57.0,,21.0,one_one_zero_zero_zero
zero,,three,29.0,zero,zero,55.0,,39.0,
zero,7.0,,40.0,zero,zero,47.0,one,50.0,
two,3.0,,19.0,zero,three,39.0,one,29.0,zero_one_zero_one_zero
,1.0,zero,,zero,two,39.0,one,,
,2.0,one,11.0,zero,one,47.0,one,21.0,
one,,two,,zero,one,,,28.0,
two,3.0,two,,,,,one,,zero_zero_zero_one_one
one,3.0,two,,zero,,59.0,one,29.0,
one,,zero,54.0,,zero,41.0,one,12.0,
zero,3.0,,,zero,zero,14.0,one,,
one,4.0,three,,,zero,49.0,one,,one_zero_zero_one_zero
,6.0,five,22.0,zero,zero,43.0,one,32.0,
two,1.0,zero,25.0,zero,three,,one,,
zero,3.0,two,,zero,zero,,zero,27.0,
one,4.0,three,23.0,,one,34.0,one,,zero_one_zero_one_one
,,two,,,zero,,one,28.0,
,,,7.0,zero,one,,one,,
zero,0.0,zero,34.0,zero,,,,18.0,
zero,3.0,three,26.0,,,7.0,one,36.0,
,3.0,,37.0,,,39.0,,,
zero,,three,27.0,,,47.0,one,,zero_zero_zero_one_zero
zero,7.0,,7.0,zero,,15.0,one,,
,,,28.0,zero,zero,,,1.0,
zero,0.0,zero,37.0,zero,,39.0,one,46.0,
zero,5.0,,53.0,zero,,,one,35.0,
,,zero,10.0,,,,,,
,10.0,five,38.0,zero,,39.0,,48.0,
zero,,zero,10.0,zero,two,,,10.0,
one,2.0,zero,9.0,zero,,39.0,one,,
,,two,17.0,zero,one,46.0,one,9.0,one_zero_zero_one_zero
,6.0,two,17.0,,one,,,27.0,
zero,,two,38.0,,,47.0,zero,,
two,8.0,three,,zero,,,,48.0,
one,3.0,two,,zero,zero,55.0,,,
,2.0,one,,zero,one,35.0,,29.0,
zero,3.0,,,zero,one,59.0,one,2.0,
one,,zero,13.0,zero,one,,one,,
zero,7.0,six,41.0,zero,zero,,one,51.0,zero_zero_zero_one_zero
,2.0,one,34.0,zero,zero,,one,44.0,
,,,,zero,one,,one,44.0,
one,3.0,two,40.0,zero,two,35.0,one,50.0,
zero,,zero,35.0,zero,one,,one,20.0,
,,,37.0,zero,zero,,one,1.0,zero_zero_zero_one_zero
three,3.0,two,39.0,zero,three,,,8.0,
one,1.0,zero,,zero,three,,one,39.0,zero_zero_zero_one_one
zero,,,36.0,zero,zero,29.0,,46.0,zero_one_zero_one_zero
zero,0.0,zero,,zero,,,,8.0,
,2.0,one,49.0,zero,zero,,one,59.0,
zero,,zero,41.0,,,,,,
zero,6.0,zero,,,one,19.0,,,
,3.0,two,25.0,zero,zero,35.0,,35.0,one_zero_zero_one_zero
zero,,zero,14.0,,,43.0,,,
,3.0,zero,18.0,zero,,,,28.0,
one,,zero,4.0,,one,,one,14.0,
zero,10.0,three,,,,39.0,one,23.0,
one,,two,36.0,zero,three,,one,46.0,
,3.0,two,,zero,three,,one,,
zero,3.0,three,29.0,zero,zero,47.0,,12.0,zero_one_one_zero_zero
,,two,,zero,one,47.0,one,22.0,
,,,27.0,zero,three,39.0,one,11.0,
one,4.0,,36.0,zero,zero,59.0,one,28.0,
three,3.0,zero,18.0,zero,three,39.0,one,,
zero,4.0,,,zero,zero,,one,,
zero,1.0,zero,12.0,zero,zero,,one,22.0,
zero,3.0,two,,zero,zero,55.0,,,
,2.0,one,15.0,,,39.0,one,25.0,
two,,zero,18.0,zero,,,,28.0,zero_one_zero_zero_zero
,3.0,two,,,,,one,27.0,
zero,2.0,,33.0,zero,two,,one,19.0,
zero,3.0,two,,zero,two,55.0,zero,24.0,one_zero_zero_one_zero
zero,,three,22.0,,zero,39.0,one,30.0,
,2.0,one,,zero,one,39.0,one,11.0,
zero,,zero,10.0,zero,,,,6.0,
one,,zero,20.0,zero,two,,,,
zero,5.0,zero,13.0,,zero,59.0,,3.0,
zero,5.0,,14.0,zero,two,,,,zero_zero_zero_zero_zero
zero,,two,,zero,one,,,10.0,
zero,,zero,30.0,zero,,47.0,,,
,2.0,one,30.0,zero,zero,39.0,one,40.0,
zero,3.0,two,24.0,,zero,,one,,
,2.0,one,20.0,,one,39.0,one,3.0,
,,two,,zero,one,,one,47.0,
,,two,37.0,,two,,one,47.0,
zero,3.0,two,26.0,zero,two,39.0,one,,
zero,1.0,one,42.0,zero,,29.0,one,30.0,
one,3.0,zero,,zero,one,,one,30.0,
,2.0,one,31.0,zero,zero,39.0,one,23.0,zero_zero_zero_one_one
,,,9.0,zero,one,24.0,,,
one,2.0,,,zero,,69.0,one,,
zero,,,,zero,zero,,zero,25.0,
one,4.0,three,,,two,,one,33.0,
zero,4.0,three,,zero,zero,37.0,one,36.0,
,5.0,four,19.0,,zero,39.0,one,12.0,
