a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,zero,3,zero,,zero,zero,zero,zero,zero,97,one,22,zero
one,zero,5,four,18,one,zero,one,zero,one,35,one,,zero
zero,two,,,9,zero,zero,zero,zero,,29,one,5,zero
zero,zero,2,one,13,zero,zero,one,zero,zero,55,one,23,zero
zero,,4,three,,,zero,one,zero,three,3,one,56,
zero,zero,2,,8,zero,zero,zero,zero,,5,one,18,zero
zero,,4,three,32,zero,zero,one,zero,three,59,one,42,one
zero,zero,2,,,zero,zero,zero,zero,one,47,one,20,zero
zero,one,7,zero,11,zero,,zero,,,23,one,12,zero
one,,2,,17,one,one,,,one,47,,,
one,zero,5,two,,zero,zero,,zero,zero,29,one,3,
one,zero,,one,36,one,zero,one,zero,one,49,one,,zero
one,,3,two,31,zero,zero,one,zero,two,59,one,1,
zero,one,1,zero,37,zero,zero,one,,,49,one,13,
one,zero,3,one,58,zero,zero,one,zero,zero,,one,14,zero
zero,zero,,one,33,zero,zero,one,,zero,39,one,41,zero
zero,zero,4,,,zero,zero,zero,zero,,9,one,18,zero
zero,zero,2,one,12,,zero,one,zero,zero,24,one,22,zero
zero,,2,one,17,one,zero,one,zero,one,43,,8,zero
,one,,two,33,zero,zero,one,,one,,one,9,one
one,zero,1,,52,zero,zero,one,zero,,,,40,
one,zero,3,two,28,zero,zero,one,zero,one,,one,38,zero
zero,one,4,three,41,zero,zero,one,zero,zero,71,one,51,zero
one,,5,four,,zero,zero,one,zero,zero,,one,10,zero
zero,zero,3,,,zero,zero,one,,zero,39,one,,zero
zero,one,,zero,,zero,,zero,zero,,59,,62,
zero,zero,,three,30,one,one,,zero,one,39,one,40,zero
zero,one,,two,,zero,,one,zero,,,one,55,one
one,one,,zero,,zero,,zero,zero,,59,,1,one
,one,,two,46,zero,,one,zero,,,one,12,
one,zero,6,,,one,zero,zero,zero,zero,47,one,,zero
,zero,4,one,47,one,zero,,,zero,47,,,zero
,one,3,two,24,zero,,one,,,,one,19,zero
,one,,zero,,zero,zero,one,zero,two,,one,54,one
zero,zero,,,11,zero,zero,one,zero,one,39,one,12,zero
one,,4,zero,16,zero,zero,zero,zero,zero,47,one,,zero
zero,,2,zero,8,,zero,zero,zero,one,59,one,,zero
zero,zero,7,zero,7,zero,zero,zero,zero,one,34,one,,zero
one,zero,3,zero,13,zero,zero,zero,zero,zero,49,one,23,zero
one,zero,2,two,14,one,one,,zero,zero,39,one,10,zero
one,zero,1,,,zero,zero,one,zero,zero,55,one,25,zero
,,3,two,,,,one,zero,one,,one,27,one
zero,zero,,,30,one,zero,one,zero,zero,94,one,40,one
,one,7,zero,15,zero,,zero,zero,,,one,24,zero
one,,3,two,18,zero,,one,zero,,,one,4,zero
one,zero,3,two,17,,zero,,zero,zero,39,one,27,zero
one,one,,zero,47,one,one,zero,zero,,39,one,4,
zero,,3,two,26,one,,one,zero,,39,one,30,zero
,one,3,two,47,,zero,one,zero,zero,39,one,30,
,zero,8,eight,,one,zero,,zero,zero,39,,5,zero
one,zero,5,four,29,one,zero,one,zero,one,55,one,,
,zero,1,zero,16,zero,zero,zero,zero,zero,47,one,26,zero
zero,zero,1,,52,zero,zero,one,zero,zero,47,one,38,zero
zero,zero,,two,28,one,zero,,,two,39,one,38,one
,zero,1,one,70,one,one,zero,zero,zero,19,zero,80,
zero,zero,2,two,22,one,zero,zero,zero,one,39,one,20,zero
zero,,,two,,one,zero,zero,zero,one,43,,,zero
one,two,3,two,,one,zero,one,zero,two,43,one,44,
zero,,,one,45,zero,zero,one,,two,39,one,16,
,zero,3,,24,one,zero,,zero,,39,one,,zero
zero,,6,,39,one,zero,zero,zero,two,9,one,,zero
zero,one,,three,24,,,one,zero,,47,one,5,one
zero,one,2,,,,,one,,,29,one,39,one
,,,one,32,one,zero,one,zero,zero,,one,17,zero
zero,,2,zero,40,,one,zero,zero,zero,39,,,zero
zero,zero,4,three,55,one,zero,,zero,zero,14,zero,65,zero
,two,4,,31,,zero,one,,,77,one,35,one
,zero,4,three,19,one,zero,one,zero,zero,29,,,zero
,zero,1,zero,12,zero,zero,one,zero,one,65,one,22,zero
zero,zero,5,,8,zero,zero,zero,zero,zero,71,one,18,zero
one,zero,4,three,35,zero,zero,one,zero,one,64,one,45,
zero,,,two,44,zero,one,zero,zero,,,one,54,zero
,,3,two,19,one,,one,,three,22,,29,one
zero,two,4,zero,,zero,,zero,,two,44,one,,zero
zero,four,5,zero,,zero,,zero,zero,,63,one,12,one
zero,zero,5,two,48,,zero,one,zero,zero,39,one,21,
zero,zero,2,one,15,one,zero,one,zero,two,43,one,,zero
zero,zero,,two,37,,zero,one,zero,,59,one,47,zero
zero,one,11,nine,37,one,zero,one,zero,zero,29,,12,zero
zero,zero,2,one,14,,zero,one,zero,one,47,one,0,
zero,,3,two,22,one,zero,one,zero,,3,one,,zero
one,zero,3,one,,one,zero,one,zero,,47,one,21,zero
zero,one,4,zero,44,one,,zero,zero,zero,39,,54,
one,one,,two,,one,zero,one,,zero,17,one,30,
zero,zero,,three,,zero,zero,one,zero,two,,one,8,zero
zero,zero,2,,27,zero,,one,zero,zero,43,one,35,zero
one,zero,2,zero,12,one,zero,zero,zero,,29,,21,one
zero,zero,3,two,36,zero,zero,,,zero,39,one,,zero
zero,,2,one,21,one,zero,one,,three,53,one,,one
zero,zero,3,two,,zero,zero,one,zero,one,,one,40,one
one,one,2,one,23,,zero,one,zero,two,24,one,33,zero
zero,zero,2,one,19,zero,zero,one,zero,zero,47,one,,zero
,one,3,two,,zero,,one,zero,one,,one,41,zero
zero,zero,3,zero,11,zero,zero,one,zero,,,one,21,zero
one,zero,0,,35,zero,zero,zero,,zero,,one,3,zero
one,four,,three,40,zero,zero,one,zero,,39,one,17,
zero,zero,5,three,,,zero,,,zero,,one,45,zero
,zero,0,,22,,,zero,zero,one,59,one,14,zero
zero,one,4,zero,13,one,zero,zero,zero,,39,one,20,
zero,zero,2,one,25,zero,zero,one,zero,one,47,one,28,zero
zero,zero,,,40,zero,,one,zero,zero,39,one,,zero
,,5,three,10,one,zero,,zero,zero,11,one,20,zero
one,,1,zero,28,one,zero,,zero,zero,39,,5,zero
zero,zero,9,six,37,,zero,one,zero,zero,39,,,zero
zero,zero,2,zero,,zero,,zero,zero,zero,47,one,21,zero
one,,,zero,,one,zero,zero,zero,zero,,one,1,zero
zero,,3,two,36,,zero,one,zero,,39,one,29,
,one,,one,38,zero,one,zero,zero,,83,one,27,
,one,,zero,10,zero,,zero,zero,zero,43,one,19,zero
zero,one,,one,,one,zero,one,zero,one,,,30,zero
zero,zero,5,five,30,one,one,zero,zero,zero,55,,,zero
one,two,3,two,36,zero,zero,one,zero,three,,one,25,one
zero,two,4,,30,zero,one,zero,zero,,41,one,1,zero
,one,,two,22,one,,one,zero,one,39,,24,zero
one,zero,3,two,17,zero,zero,one,zero,one,47,one,19,zero
,one,,zero,27,zero,,one,zero,two,,one,37,one
zero,zero,5,zero,13,one,zero,zero,zero,two,43,one,20,zero
,one,3,two,37,one,zero,one,zero,three,23,one,0,one
,,3,one,30,,zero,one,zero,two,,one,40,zero
one,one,,zero,18,zero,,zero,,,,one,28,one
zero,zero,3,two,33,zero,zero,one,zero,zero,53,one,12,zero
zero,zero,3,two,18,zero,zero,one,zero,one,29,one,8,zero
zero,,2,,,zero,zero,one,zero,zero,,one,59,
zero,,,zero,8,zero,zero,zero,zero,zero,47,one,18,zero
,one,,three,17,one,,one,zero,,43,one,24,zero
one,zero,,two,31,zero,zero,one,zero,one,49,one,12,one
one,one,,zero,,zero,,one,zero,zero,47,one,12,
,,7,zero,4,,zero,zero,zero,zero,19,one,14,zero
one,zero,5,four,30,,zero,,zero,zero,47,one,40,one
,one,0,zero,,zero,,zero,,zero,47,one,8,
one,zero,2,two,25,one,,zero,,zero,49,one,,zero
,one,4,one,42,zero,zero,one,,,49,one,52,
one,zero,0,,28,zero,zero,,zero,,41,one,,
,one,7,zero,12,zero,zero,zero,zero,,44,one,6,zero
,one,1,zero,,zero,zero,one,zero,two,,one,38,one
,zero,4,,,zero,zero,one,zero,zero,83,one,45,zero
zero,zero,,,15,zero,zero,zero,zero,zero,39,one,25,zero
zero,zero,0,,30,zero,zero,,,,39,one,19,zero
zero,,,two,24,,,one,zero,zero,,one,20,zero
,one,7,zero,23,,zero,zero,zero,one,,one,30,zero
zero,one,,two,27,zero,zero,one,zero,,,one,1,
,one,4,,,zero,,one,zero,zero,,one,30,
,,,three,37,zero,one,,zero,,41,one,47,
one,,2,,,zero,zero,one,zero,one,45,one,26,zero
zero,zero,0,zero,23,zero,one,zero,zero,zero,59,,8,zero
zero,zero,2,,,zero,zero,one,zero,zero,41,one,33,zero
zero,zero,3,two,37,zero,zero,one,zero,zero,44,one,7,zero
zero,zero,3,two,,one,one,,zero,one,23,zero,,zero
,one,1,zero,47,,,one,zero,,19,one,10,
zero,one,2,one,,zero,zero,one,zero,,59,one,29,zero
one,zero,3,zero,1,zero,zero,zero,zero,,39,one,4,zero
zero,,2,zero,39,zero,one,zero,zero,two,71,one,,one
,zero,4,,39,zero,zero,one,zero,three,89,one,49,one
,,2,,52,zero,zero,one,,zero,,one,43,
zero,two,3,two,,zero,zero,one,zero,,,one,52,one
,one,2,,32,zero,zero,one,zero,zero,39,one,39,zero
zero,zero,5,three,43,zero,zero,one,zero,zero,39,one,10,
zero,zero,4,zero,8,one,,zero,zero,one,44,,8,zero
one,two,8,zero,9,one,zero,,,one,49,one,0,zero
,one,,zero,20,,zero,one,zero,three,43,one,2,one
zero,zero,3,zero,,zero,zero,zero,zero,one,,one,,zero
zero,zero,5,,46,zero,one,,zero,zero,49,zero,56,zero
,one,3,two,28,zero,zero,one,zero,,,one,,zero
one,two,1,zero,24,,one,zero,,,43,,34,one
zero,,5,four,28,one,zero,one,,two,43,one,,one
one,,2,one,14,,zero,one,zero,zero,44,one,24,zero
zero,one,,zero,,zero,zero,zero,zero,,,one,53,
one,zero,2,,18,zero,zero,one,zero,zero,43,one,28,zero
zero,,3,,,zero,zero,one,zero,zero,43,one,12,zero
,,,,29,zero,,one,zero,one,49,one,33,one
one,zero,4,,22,one,zero,,zero,two,,one,20,zero
zero,zero,3,zero,,zero,zero,one,zero,zero,29,one,45,zero
zero,zero,2,one,24,,zero,one,zero,one,39,one,9,
zero,one,2,zero,23,one,,zero,zero,three,39,one,32,zero
zero,,0,,27,zero,one,zero,,one,69,one,20,zero
,one,2,one,17,,zero,one,zero,two,69,one,27,zero
zero,zero,2,one,33,one,zero,,zero,three,39,one,,one
zero,one,3,two,35,zero,zero,one,,zero,49,,45,
one,zero,2,,23,,zero,one,zero,zero,44,one,26,zero
,one,,zero,28,zero,,zero,zero,,,one,38,zero
one,zero,1,,17,zero,zero,zero,zero,one,41,one,,one
zero,one,,zero,14,one,,zero,zero,two,39,one,23,
one,zero,8,four,,zero,zero,one,zero,zero,45,one,23,one
zero,,3,,24,,zero,zero,zero,three,59,one,34,one
zero,one,,four,37,zero,zero,one,zero,,49,zero,22,one
zero,zero,3,two,27,one,zero,one,zero,,47,one,,zero
one,one,,two,35,zero,zero,one,zero,one,69,one,24,
zero,zero,1,zero,27,one,zero,one,zero,two,24,one,37,zero
zero,,5,two,16,,zero,,zero,zero,,one,26,zero
zero,zero,3,two,37,,zero,one,,two,,one,22,zero
zero,zero,3,two,15,,zero,one,zero,zero,69,one,,zero
zero,zero,9,seven,38,zero,zero,one,,zero,71,,,zero
zero,two,,one,53,zero,zero,one,zero,one,59,one,43,
zero,one,,one,,zero,,one,zero,one,,one,7,one
zero,zero,3,two,21,zero,zero,one,zero,zero,39,one,,one
zero,zero,3,one,,,zero,,,one,39,one,50,one
zero,zero,4,,24,zero,zero,zero,zero,zero,49,one,25,
zero,zero,2,one,34,one,zero,,zero,two,35,one,8,
zero,zero,4,one,52,,one,,zero,one,5,zero,62,
,,2,zero,20,zero,zero,one,zero,two,43,one,30,one
zero,zero,3,two,18,,zero,one,,zero,50,,28,zero
one,zero,1,one,34,,zero,zero,zero,zero,29,one,44,zero
,one,0,zero,,zero,one,zero,zero,three,39,one,30,one
zero,zero,4,three,37,,zero,one,zero,zero,55,one,40,one
zero,,2,one,,one,,one,zero,,59,one,18,zero
zero,zero,3,,24,zero,zero,,zero,zero,83,one,12,zero
,,9,two,19,,zero,one,zero,one,81,one,29,zero
,one,4,zero,,zero,zero,zero,zero,one,,one,,zero
,one,1,zero,,one,zero,zero,zero,,49,,42,one
zero,zero,3,two,27,,zero,one,zero,one,59,one,30,one
zero,zero,3,two,36,zero,zero,one,zero,zero,49,one,39,zero
one,zero,1,one,46,,,,zero,zero,39,,,zero
zero,zero,4,zero,18,one,zero,one,,two,19,,8,one
zero,zero,5,zero,9,one,zero,zero,zero,one,44,one,,zero
zero,zero,3,zero,8,zero,zero,zero,,,,one,18,zero
,three,,one,41,zero,zero,one,zero,two,,one,51,one
,zero,4,zero,13,,zero,,zero,zero,47,one,23,
,one,3,two,,zero,zero,one,zero,zero,43,one,5,
one,,,,2,,zero,zero,zero,zero,43,one,12,zero
zero,zero,5,zero,14,zero,zero,zero,zero,two,39,one,24,zero
zero,one,,zero,22,zero,zero,one,zero,,24,one,32,one
one,zero,11,,,,zero,zero,zero,zero,47,one,22,zero
zero,zero,,three,30,zero,zero,one,zero,,49,one,40,one
one,zero,0,,20,,zero,zero,zero,zero,47,,4,one
zero,one,1,zero,13,one,,one,zero,one,35,one,23,
one,zero,6,five,32,,zero,one,zero,zero,24,one,,zero
zero,,2,two,40,zero,,,zero,zero,44,one,39,zero
zero,one,,,,zero,,one,zero,,,one,24,one
zero,zero,4,three,,zero,zero,one,zero,zero,27,one,63,zero
,zero,1,zero,57,,zero,one,zero,zero,29,,30,zero
zero,,6,zero,5,zero,zero,,,zero,,one,15,zero
zero,,6,zero,21,,zero,zero,zero,two,44,one,30,zero
zero,,2,,40,,zero,,zero,zero,47,zero,,one
,zero,,zero,11,zero,zero,zero,zero,one,59,one,21,
zero,zero,1,,23,zero,zero,one,zero,two,43,one,,zero
,zero,3,two,19,zero,zero,one,zero,two,,one,7,one
zero,one,3,two,22,zero,zero,one,zero,,39,one,,zero
zero,zero,0,zero,30,one,one,zero,zero,two,55,one,40,
,one,,two,19,one,zero,one,zero,,39,one,7,
,,4,zero,26,zero,zero,zero,zero,three,44,one,30,one
zero,zero,2,,27,,zero,one,zero,zero,,,37,zero
one,zero,1,zero,16,zero,zero,,zero,zero,43,one,26,zero
zero,zero,2,one,,zero,zero,one,zero,zero,,one,,zero
zero,zero,2,one,15,zero,zero,one,zero,two,71,one,4,one
zero,,3,zero,11,one,,zero,zero,one,47,one,21,zero
,one,,two,33,zero,zero,one,one,two,,one,21,one
,one,5,three,35,zero,zero,one,zero,,,one,29,one
zero,zero,3,,27,zero,zero,one,zero,one,47,one,6,
zero,one,2,one,55,one,zero,one,zero,,39,,52,zero
zero,zero,1,zero,37,one,zero,,,two,36,,,one
one,zero,4,three,26,,zero,one,zero,zero,39,one,12,zero
,one,4,three,46,zero,zero,one,zero,,,one,56,one
zero,zero,,,22,one,zero,,zero,zero,47,one,,zero
zero,zero,2,,,zero,zero,one,zero,,47,one,46,zero
zero,zero,,one,18,,zero,one,zero,one,19,,28,zero
,one,4,zero,,one,,zero,,two,19,one,20,
zero,one,3,two,36,,,one,zero,zero,,,25,
one,zero,,two,,one,zero,,zero,one,17,one,,zero
zero,zero,4,three,38,zero,zero,one,zero,,29,one,48,
,two,3,two,37,,zero,one,zero,three,29,,31,one
one,zero,3,two,33,,zero,one,zero,one,39,one,30,
,,0,zero,14,one,zero,zero,,one,,one,24,zero
one,zero,0,zero,12,zero,,zero,zero,one,47,zero,16,zero
,,,two,41,one,zero,one,zero,two,39,one,39,zero
one,zero,3,two,26,one,,,,zero,47,one,36,zero
one,one,2,,31,zero,zero,one,zero,,39,one,28,one
zero,two,4,,31,zero,zero,one,zero,zero,,one,,one
,one,,zero,7,zero,zero,zero,zero,,,one,10,zero
zero,zero,2,one,11,,zero,,zero,one,47,one,10,zero
,,,zero,20,one,one,,zero,zero,59,one,30,zero
zero,zero,3,zero,,,zero,zero,zero,one,,one,14,zero
zero,zero,4,,,zero,zero,one,zero,zero,19,one,,zero
zero,two,2,one,28,zero,zero,one,zero,two,43,one,13,one
zero,two,11,three,16,zero,zero,one,zero,one,,one,,zero
one,zero,,six,32,zero,zero,,zero,zero,39,one,,
zero,zero,4,zero,9,,zero,zero,,one,35,one,19,zero
zero,zero,2,,29,zero,zero,one,zero,zero,,one,5,
,two,,zero,49,zero,zero,one,,two,39,one,59,
zero,zero,3,two,34,zero,zero,,zero,one,47,one,44,
,one,2,one,36,zero,zero,one,zero,,,one,20,
zero,zero,,four,26,zero,zero,one,zero,,69,one,,zero
,one,,two,33,zero,,one,zero,two,,one,43,
zero,zero,5,,34,zero,zero,one,zero,one,69,one,44,zero
one,zero,2,,18,,zero,,zero,zero,43,one,,zero
,one,,two,28,zero,,one,zero,one,,one,38,
one,zero,5,,19,,zero,one,,zero,39,one,28,zero
zero,zero,1,zero,,zero,zero,one,zero,zero,59,,67,zero
,one,,one,23,,zero,one,zero,,65,,33,one
zero,zero,2,,23,zero,zero,,,,65,one,6,zero
zero,zero,3,,17,zero,zero,zero,zero,one,43,one,25,one
zero,zero,3,two,18,zero,zero,one,zero,one,39,one,21,zero
zero,zero,2,one,27,zero,zero,one,zero,zero,39,one,37,zero
zero,one,3,three,33,one,one,zero,,,43,,30,one
one,zero,3,two,15,zero,zero,one,,zero,83,one,25,zero
,one,6,one,,zero,,one,,one,,zero,34,zero
,zero,1,,31,,zero,one,zero,one,43,,41,zero
one,,1,,28,zero,one,zero,,two,,,12,one
zero,zero,3,,37,one,zero,one,zero,zero,49,,12,zero
,one,4,three,29,zero,zero,one,zero,one,43,,4,one
zero,,1,zero,53,one,one,zero,zero,zero,5,one,49,zero
zero,two,3,two,51,zero,zero,one,,zero,95,one,61,one
one,zero,3,zero,8,one,zero,,,one,47,one,18,zero
zero,zero,3,zero,56,zero,zero,one,,zero,34,,50,one
one,,1,zero,57,,zero,one,zero,two,39,one,,one
zero,one,,three,40,zero,zero,one,zero,zero,43,one,31,one
zero,zero,5,four,44,zero,zero,one,zero,one,64,one,53,
zero,,4,two,,zero,zero,one,zero,one,,one,,zero
,,,zero,11,,,zero,zero,two,47,one,21,zero
zero,,11,zero,10,one,zero,zero,zero,zero,83,one,,zero
one,zero,6,five,26,zero,zero,one,zero,zero,47,one,15,zero
one,zero,2,,14,one,zero,one,zero,one,39,one,,zero
,zero,2,,18,zero,,one,,zero,47,one,28,zero
zero,,3,,7,zero,zero,zero,zero,one,,one,17,zero
,,5,four,28,,zero,one,zero,one,39,one,,zero
one,,2,one,25,zero,zero,one,zero,two,41,one,,one
zero,zero,4,three,18,zero,zero,one,zero,zero,59,one,27,one
zero,,2,two,35,one,one,zero,zero,zero,54,,45,zero
,,3,two,40,one,,one,,one,53,one,45,
zero,zero,10,zero,13,zero,zero,zero,,zero,39,one,23,
zero,zero,4,three,,one,zero,one,zero,three,49,one,8,one
one,one,,two,,one,zero,one,zero,,44,,48,
zero,zero,4,zero,6,one,,,zero,one,47,one,,
zero,zero,3,zero,,zero,zero,zero,zero,zero,39,one,19,zero
zero,,1,zero,21,zero,zero,one,zero,three,59,one,18,one
zero,,,one,18,zero,,zero,zero,zero,34,one,28,zero
zero,zero,,two,,one,zero,one,zero,one,65,one,51,zero
zero,,2,one,31,,zero,one,zero,one,,,2,zero
zero,one,2,zero,33,zero,one,zero,zero,three,44,one,43,one
zero,zero,4,three,23,one,zero,,zero,one,43,one,,zero
zero,one,,zero,47,one,zero,one,zero,zero,,,14,zero
,one,,zero,14,zero,,zero,,one,,one,24,one
,,5,four,,one,zero,one,zero,zero,44,one,1,one
zero,,,two,36,,zero,one,,zero,20,,,
one,zero,0,,22,zero,zero,,,zero,39,one,,zero
zero,,7,six,32,zero,zero,one,zero,zero,47,one,42,zero
zero,zero,8,seven,38,zero,zero,one,zero,zero,,,,zero
zero,zero,3,zero,11,zero,zero,zero,zero,one,39,,,zero
one,zero,3,two,20,zero,zero,one,,zero,,one,8,zero
zero,zero,5,,25,zero,zero,one,zero,zero,29,one,20,zero
one,zero,2,,17,zero,zero,one,,zero,39,one,1,zero
zero,zero,10,nine,22,zero,zero,one,zero,zero,39,,,zero
one,zero,3,two,,one,,one,zero,zero,27,one,21,zero
one,zero,3,zero,10,,zero,zero,zero,one,39,one,4,zero
zero,zero,1,zero,24,zero,zero,zero,zero,zero,,one,,zero
,two,3,zero,,one,zero,zero,,two,47,one,30,zero
zero,zero,2,one,15,one,zero,,zero,two,43,one,23,zero
one,zero,2,,20,,zero,one,zero,two,47,one,,one
zero,zero,5,four,34,zero,zero,one,zero,three,,,,one
,one,3,zero,30,zero,,one,zero,one,43,one,40,
,zero,1,zero,45,one,zero,one,zero,zero,19,,,
,,,one,46,one,one,zero,zero,,44,one,46,
zero,,2,,17,zero,zero,,zero,one,59,one,27,one
,one,0,zero,,one,zero,zero,zero,,43,one,35,
one,zero,2,one,,zero,zero,one,zero,,59,one,,
one,zero,4,three,41,zero,zero,one,zero,zero,35,one,,zero
zero,zero,4,,28,zero,zero,one,zero,zero,59,one,20,
one,zero,1,,46,zero,zero,one,zero,zero,,one,,zero
one,one,2,one,35,one,,one,zero,one,47,one,14,
zero,one,,three,33,,zero,one,zero,two,,one,43,one
zero,one,,zero,53,zero,,one,zero,,,one,,
zero,two,3,,,zero,zero,one,zero,three,59,,2,one
,zero,1,,,zero,zero,zero,zero,two,43,one,3,zero
one,one,0,zero,29,zero,one,zero,zero,,,one,17,one
zero,zero,7,seven,26,one,one,zero,zero,zero,19,,,zero
zero,zero,4,zero,8,one,zero,one,zero,one,41,one,,zero
one,,2,one,16,zero,zero,one,zero,one,43,one,1,zero
,zero,1,,20,zero,zero,one,,two,41,one,,zero
zero,two,4,three,,one,zero,one,zero,zero,69,,48,one
,zero,2,two,,one,one,zero,zero,zero,47,,,zero
,one,,three,26,one,,one,zero,zero,,,5,zero
zero,zero,1,,19,zero,one,zero,zero,zero,39,one,27,
,,,zero,31,one,zero,one,zero,three,31,one,,one
,one,2,one,,zero,,one,,zero,76,one,46,
zero,zero,7,two,41,zero,zero,,zero,zero,59,,51,zero
one,zero,2,,25,zero,zero,,zero,zero,59,one,35,zero
,,2,one,21,zero,,one,zero,,,one,31,one
zero,zero,1,zero,35,zero,zero,one,zero,zero,39,one,,zero
one,zero,4,three,32,zero,zero,,zero,zero,34,one,42,zero
zero,zero,2,one,16,zero,zero,one,zero,one,53,one,18,one
zero,zero,7,zero,1,zero,zero,zero,zero,zero,,one,11,zero
,zero,1,zero,23,zero,zero,one,,zero,39,one,32,
zero,one,4,three,26,zero,,one,zero,,,one,30,zero
one,zero,5,,46,zero,zero,one,zero,one,,one,,one
zero,zero,1,zero,34,zero,,one,zero,zero,47,zero,10,zero
zero,zero,1,zero,28,zero,zero,one,zero,one,59,one,10,zero
one,,4,zero,24,zero,zero,zero,,zero,51,one,,zero
zero,zero,5,three,31,zero,zero,one,zero,two,39,one,32,
,zero,6,five,37,one,zero,one,zero,zero,29,,47,
zero,zero,1,zero,31,zero,zero,one,zero,two,23,one,41,one
zero,zero,3,,27,,zero,one,zero,zero,41,,,zero
zero,,2,one,52,zero,zero,one,,zero,69,one,48,
zero,zero,14,five,53,zero,zero,one,zero,zero,59,one,,
zero,zero,2,two,34,one,one,,zero,,55,one,43,zero
one,zero,2,,,zero,zero,one,zero,zero,,one,,zero
zero,one,1,zero,20,,zero,one,zero,,,one,12,one
zero,,4,,,,,zero,zero,,,one,,zero
,,,two,28,zero,,one,zero,two,,one,38,
,one,3,two,,one,zero,one,zero,,47,,7,one
zero,one,,one,,,,one,zero,,,one,40,zero
one,zero,2,,53,zero,zero,one,zero,zero,34,zero,22,one
one,one,4,zero,11,one,zero,zero,zero,zero,,one,21,zero
zero,,4,three,29,zero,zero,one,zero,zero,55,one,39,zero
zero,zero,7,,40,zero,zero,,,zero,47,,50,zero
zero,two,3,two,19,one,,one,zero,three,39,one,,zero
one,one,,zero,13,zero,,one,zero,,39,one,1,one
zero,zero,2,one,,zero,,one,zero,one,47,one,21,zero
zero,one,,two,18,zero,zero,one,zero,,35,one,28,zero
zero,two,3,two,38,,zero,one,zero,one,39,one,40,one
zero,one,3,two,25,,,one,zero,,59,one,29,zero
zero,one,,zero,,,zero,one,,zero,,,12,
zero,,3,two,36,one,zero,one,zero,zero,14,,,zero
,one,,three,28,zero,zero,one,zero,,49,,8,zero
zero,zero,6,,22,zero,zero,,zero,zero,43,one,,zero
,two,,zero,25,zero,zero,one,zero,three,39,one,6,
zero,zero,,two,17,,zero,,zero,zero,8,zero,,zero
zero,one,,three,23,one,zero,one,zero,,34,one,20,
zero,zero,4,two,39,zero,zero,one,,zero,49,one,,zero
zero,zero,,zero,7,zero,zero,zero,zero,one,27,one,11,zero
,zero,0,zero,34,one,zero,zero,,one,64,zero,18,zero
zero,,3,three,,one,zero,zero,zero,one,7,one,36,zero
