age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,,197200,Some-college,10,Never-married,Machine-op-inspct,,,Male,,,,United-States,<=50K
19,Private,544091,,9,,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
,,265477,Assoc-acdm,12,Married-civ-spouse,,Husband,,Male,0,,,United-States,
31,,,9th,,Married-civ-spouse,,Husband,,Male,0,0,,United-States,<=50K
,Self-emp-not-inc,88506,Bachelors,,Married-civ-spouse,,Husband,,Male,,,,,<=50K
,,,,13,,Tech-support,Husband,,Male,0,,,,<=50K
49,Private,94638,HS-grad,9,Separated,,Unmarried,,Female,0,0,40,United-States,<=50K
25,Private,289980,,9,Never-married,Handlers-cleaners,Not-in-family,White,,0,0,,United-States,
,Federal-gov,337895,Bachelors,13,Married-civ-spouse,Prof-specialty,,Black,Male,0,0,40,,>50K
53,Private,,,,,Machine-op-inspct,Husband,,Male,,0,,United-States,<=50K
44,Private,128354,Masters,14,Divorced,Exec-managerial,,,Female,0,0,,United-States,<=50K
,State-gov,101603,,,Married-civ-spouse,Craft-repair,,White,Male,,0,40,,
,Private,271466,Assoc-voc,11,Never-married,Prof-specialty,,,,0,,,United-States,<=50K
25,Private,,Some-college,,Married-civ-spouse,Exec-managerial,,,Female,,0,40,United-States,<=50K
47,Private,51835,Prof-school,15,Married-civ-spouse,,Wife,White,,0,,60,Honduras,>50K
50,Federal-gov,,,13,,Exec-managerial,Not-in-family,White,,0,,55,United-States,>50K
47,Self-emp-inc,109832,HS-grad,,,Exec-managerial,Not-in-family,White,Male,0,,60,United-States,<=50K
,,,,10,Married-civ-spouse,Tech-support,Husband,White,,0,,,,>50K
46,,216666,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,,,,0,40,,<=50K
,Private,,Assoc-voc,11,Married-civ-spouse,Other-service,,White,Male,0,,40,Puerto-Rico,<=50K
,Private,147372,HS-grad,,,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
30,,188146,,9,,Machine-op-inspct,,,Male,,0,40,,<=50K
30,,,,13,Married-civ-spouse,,Husband,White,Male,2407,0,40,United-States,<=50K
,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,,0,,,,<=50K
,,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,,White,Male,,0,45,,
,Private,105598,,10,Divorced,Tech-support,,White,Male,0,,,,<=50K
36,Private,155537,HS-grad,,,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,183175,Some-college,,,,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,169846,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,0,0,,United-States,>50K
49,Self-emp-inc,191681,Some-college,10,,,,,Male,0,0,50,United-States,>50K
19,Private,101509,,10,Never-married,,Own-child,White,Male,0,,32,United-States,<=50K
31,Private,309974,,13,Separated,Sales,Own-child,Black,Female,,,,,
29,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,,0,,,,>50K
,Private,211678,Some-college,10,,,Not-in-family,White,Male,0,,40,United-States,<=50K
79,Private,124744,,,Married-civ-spouse,Prof-specialty,Other-relative,White,,0,0,20,,<=50K
27,Private,213921,HS-grad,9,Never-married,Other-service,,,Male,0,,40,Mexico,
40,Private,32214,Assoc-acdm,,Married-civ-spouse,,,White,Male,,0,40,United-States,<=50K
,,309634,11th,7,Never-married,,,,Female,0,0,,United-States,
,Local-gov,125927,7th-8th,,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
,Private,,HS-grad,9,Never-married,Sales,Not-in-family,,,0,0,30,,<=50K
52,Private,276515,,,,,,White,Male,,0,,Cuba,<=50K
46,Private,,HS-grad,9,,,Wife,,Female,0,0,,,<=50K
,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,,,,48,,<=50K
44,Private,343591,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,,,0,40,United-States,>50K
,Private,346253,,,Divorced,Sales,Own-child,,,0,,,,<=50K
,,268234,,9,Married-civ-spouse,Protective-serv,Husband,,Male,0,0,40,,>50K
33,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,,0,0,50,,
,,,9th,5,Never-married,Sales,Not-in-family,White,,0,,40,,
,Federal-gov,,,,Never-married,,Not-in-family,White,Female,,,50,,>50K
57,,,,,Married-civ-spouse,Prof-specialty,Husband,,Male,,,40,United-States,<=50K
37,Private,286730,Some-college,10,Divorced,,,White,Female,0,0,40,United-States,<=50K
28,Private,212563,Some-college,10,Divorced,,Unmarried,Black,,0,0,25,United-States,<=50K
,,,,13,Married-civ-spouse,Protective-serv,Husband,,,0,0,,,
,Local-gov,115585,,10,Never-married,Handlers-cleaners,Not-in-family,White,,0,0,50,United-States,
,Self-emp-not-inc,,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,,0,1902,,,>50K
,,,,10,Married-civ-spouse,Sales,,White,,0,,48,,>50K
48,Private,171095,Assoc-acdm,12,Divorced,Exec-managerial,,White,Female,0,0,40,England,<=50K
32,Federal-gov,249409,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,,,,United-States,<=50K
76,,124191,Masters,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44,Private,198282,Bachelors,,,Exec-managerial,,White,Male,,0,60,United-States,
,,,Masters,14,Never-married,Prof-specialty,,White,,0,,50,United-States,
20,,188300,,10,Never-married,Tech-support,,White,,0,0,40,United-States,<=50K
29,Private,103432,HS-grad,,,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,317660,,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,
30,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,,United-States,
31,Local-gov,189265,HS-grad,,,Adm-clerical,Not-in-family,White,Female,0,0,,United-States,<=50K
,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
24,,,,13,Never-married,Sales,Other-relative,White,Male,0,0,,United-States,<=50K
,,65324,,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
,,335605,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,,,,Canada,
28,Private,,Some-college,10,Married-civ-spouse,Sales,Wife,,Female,4064,,,,<=50K
36,Private,102864,,9,Never-married,,Own-child,,Female,0,,40,United-States,
53,,95647,9th,,,Handlers-cleaners,Husband,White,Male,,0,50,United-States,
,,303090,,10,Married-civ-spouse,Sales,Husband,White,,0,,,,
49,,197371,Assoc-voc,,Married-civ-spouse,,Husband,Black,Male,0,,40,United-States,
55,,247552,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,,,,<=50K
22,Private,102632,HS-grad,,,,Not-in-family,White,,0,0,41,United-States,<=50K
21,Private,,,,Never-married,Other-service,,,Female,0,0,40,United-States,<=50K
40,,118853,Bachelors,,,Exec-managerial,Husband,White,Male,0,0,60,,
30,Private,77143,Bachelors,,Never-married,,,Black,Male,0,0,,,
29,,,,13,,Prof-specialty,,White,Male,0,0,,,
19,,,Some-college,10,Never-married,Other-service,Own-child,Black,Male,,0,35,,
47,Private,,Bachelors,13,Married-civ-spouse,Exec-managerial,,White,Female,,0,,United-States,>50K
20,Private,111697,Some-college,,Never-married,,Own-child,White,Female,,,28,United-States,<=50K
,Private,114937,Assoc-acdm,,,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
39,Private,365739,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,,0,40,United-States,<=50K
,,69621,,12,Never-married,Sales,Not-in-family,White,,0,,,,<=50K
24,,,HS-grad,9,Never-married,Other-service,,White,Female,0,1762,40,,<=50K
,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,Craft-repair,Husband,,Male,4386,0,35,,
37,,,,13,Married-civ-spouse,Sales,,White,Male,0,,,,<=50K
,,,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,,0,36,,
,Federal-gov,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,,,0,40,Iran,>50K
43,Self-emp-not-inc,56920,HS-grad,9,,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,163127,Assoc-voc,11,Married-civ-spouse,,,,Female,0,0,35,United-States,<=50K
20,Private,34310,Some-college,10,Never-married,,,White,Male,0,,,,<=50K
,Private,81973,,,,Craft-repair,Husband,,Male,,0,40,United-States,>50K
61,,66614,HS-grad,,,Craft-repair,Husband,,Male,0,0,,United-States,<=50K
27,,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,,40,United-States,
19,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K
,,,Assoc-voc,11,,Prof-specialty,Not-in-family,White,Female,,1564,40,,>50K
,Private,,,10,Never-married,Tech-support,Other-relative,White,Male,0,,,United-States,<=50K
31,,,HS-grad,9,,Transport-moving,Unmarried,,,0,,,United-States,<=50K
,Private,,,10,Married-civ-spouse,Other-service,Husband,,Male,,,24,,<=50K
,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,,,United-States,<=50K
,,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,,2179,40,United-States,<=50K
47,Local-gov,186009,Some-college,,Divorced,Adm-clerical,Unmarried,,,,0,,Mexico,<=50K
34,Private,198183,HS-grad,9,,Adm-clerical,,White,Female,0,0,40,United-States,
33,Private,163003,Bachelors,,,,Other-relative,Asian-Pac-Islander,,,0,40,Philippines,
21,,296158,,,Never-married,Craft-repair,Own-child,,Male,,0,35,United-States,<=50K
48,Private,187715,,,,,,White,Male,,,46,United-States,<=50K
23,Private,214542,Bachelors,13,,Handlers-cleaners,Not-in-family,White,Male,,,,United-States,<=50K
71,Self-emp-not-inc,,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,,,,<=50K
,Private,191535,HS-grad,,,Craft-repair,,White,,0,0,60,United-States,
,Private,228456,,13,Separated,Other-service,Other-relative,Black,,0,0,50,,<=50K
25,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,,,0,0,40,United-States,<=50K
44,Self-emp-inc,78374,Masters,14,Divorced,,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,,88419,HS-grad,9,Never-married,Exec-managerial,,Asian-Pac-Islander,Female,,0,40,,<=50K
45,,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,,>50K
36,Private,,Some-college,10,Divorced,Other-service,,White,Female,,0,,Mexico,<=50K
39,Federal-gov,235485,Assoc-acdm,,Never-married,Exec-managerial,,White,Male,0,0,42,United-States,<=50K
46,State-gov,102628,,14,Widowed,Protective-serv,Unmarried,White,,0,,40,United-States,
18,Private,25828,,7,Never-married,Handlers-cleaners,Own-child,,Male,0,0,,United-States,<=50K
66,,54826,Assoc-voc,11,,Prof-specialty,Not-in-family,White,Female,0,,,,<=50K
,Private,124953,HS-grad,9,Never-married,Other-service,Not-in-family,,Male,0,,40,United-States,<=50K
,State-gov,,HS-grad,9,Married-civ-spouse,,,White,,0,,40,,<=50K
51,Private,,,10,Married-civ-spouse,,Husband,White,Male,0,1977,40,United-States,
27,,,Bachelors,,,,Not-in-family,White,Male,0,,50,United-States,
,,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,,0,0,40,United-States,>50K
27,Private,253814,,,Married-spouse-absent,,Unmarried,,,0,,,United-States,<=50K
21,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,,0,40,United-States,
,,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,,,0,40,,<=50K
18,Private,183930,HS-grad,9,,Other-service,Own-child,White,Male,0,0,,United-States,<=50K
,,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,<=50K
44,,,Some-college,10,,,Husband,Black,Male,,0,38,United-States,>50K
43,Private,114580,Some-college,,Divorced,Adm-clerical,Not-in-family,White,Female,,0,40,,<=50K
,Private,633742,Some-college,10,,,Not-in-family,Black,Male,,0,45,United-States,<=50K
40,Private,,,4,Married-civ-spouse,,,,Male,0,0,40,Mexico,
37,,29054,Some-college,,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0,42,United-States,>50K
,Private,304030,HS-grad,,,,,Black,Male,,0,40,United-States,<=50K
41,,143129,,,,Exec-managerial,Not-in-family,White,Female,0,0,40,,<=50K
31,Private,,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,,,United-States,<=50K
58,,109567,,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,
,Private,155222,,10,Divorced,Machine-op-inspct,,Black,Female,0,0,28,United-States,<=50K
24,Private,159567,,,,,,White,Male,,0,40,,
41,Local-gov,523910,Bachelors,,Married-civ-spouse,,,,Male,,0,40,United-States,<=50K
47,Private,,,10,Married-civ-spouse,,Husband,White,,0,,45,United-States,<=50K
,Federal-gov,,Bachelors,13,Married-civ-spouse,Tech-support,,White,,0,,,,
,,197387,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,,,0,0,40,Mexico,
36,Private,99374,Some-college,,Divorced,,Not-in-family,White,Male,,0,40,United-States,<=50K
40,Federal-gov,56795,Masters,,,Exec-managerial,Not-in-family,White,Female,,0,,United-States,>50K
35,Private,,Masters,14,Married-civ-spouse,,Other-relative,White,,7298,0,40,United-States,>50K
,Self-emp-not-inc,,,9,Never-married,Sales,Not-in-family,White,,0,,,United-States,<=50K
26,,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,
51,,259323,,13,Married-civ-spouse,,Husband,White,Male,0,0,50,,>50K
,,,Some-college,10,Never-married,Prof-specialty,,White,,0,1340,40,,<=50K
37,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,35,United-States,
18,,140164,,7,Never-married,Sales,Own-child,White,,0,,40,,<=50K
36,Private,,,,Married-civ-spouse,Other-service,,,,7298,0,36,,>50K
,Private,36270,HS-grad,9,Divorced,,Not-in-family,White,,0,0,,United-States,<=50K
58,Self-emp-inc,,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,,35,,
,Private,65368,11th,,Never-married,Sales,Own-child,White,,0,0,12,,
,Local-gov,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,,0,0,,,
37,Private,,HS-grad,,,Craft-repair,Husband,,Male,,0,40,United-States,>50K
35,,,,10,Never-married,,,Amer-Indian-Eskimo,,0,0,,,<=50K
60,Private,85815,,,Married-civ-spouse,Craft-repair,Husband,,Male,,,40,United-States,<=50K
54,Self-emp-inc,,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,,Male,0,0,40,United-States,>50K
37,Private,635913,Bachelors,13,,,Not-in-family,Black,Male,0,0,60,,
50,Private,,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,,,United-States,<=50K
38,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,,,,
,,109434,Bachelors,13,Married-civ-spouse,,Husband,,,0,0,,United-States,<=50K
,Private,255004,,6,Never-married,,,White,Male,,0,40,United-States,<=50K
31,,197860,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,,Male,0,,40,United-States,<=50K
90,,51744,,,,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,<=50K
54,Private,176681,HS-grad,,,,Husband,Black,Male,0,0,20,,<=50K
53,Local-gov,140359,,1,Never-married,Machine-op-inspct,,White,Female,0,,,United-States,<=50K
18,Private,243313,,9,Never-married,Sales,,White,Female,0,0,40,,<=50K
,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,1409,0,,,<=50K
75,Private,314209,Assoc-voc,,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K
65,Private,176796,HS-grad,,,Adm-clerical,,White,Female,0,0,40,United-States,
,,,11th,7,,Transport-moving,,Black,,3674,,,,<=50K
41,Private,130408,HS-grad,9,Divorced,Sales,,Black,,,0,,,<=50K
25,Private,159732,,,,,Not-in-family,White,Male,,0,42,,<=50K
,,110978,Some-college,,,Craft-repair,Other-relative,Other,Female,,,,United-States,<=50K
,Private,,,15,Never-married,,,White,,0,0,55,United-States,>50K
,State-gov,268700,HS-grad,,,Other-service,Husband,White,Male,0,0,,,<=50K
40,State-gov,170525,Some-college,,,Adm-clerical,Not-in-family,White,Female,,0,38,United-States,
,Private,180138,,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0,50,Iran,>50K
,Local-gov,115076,Masters,,,,Husband,White,,0,0,70,United-States,>50K
,,,,9,Never-married,,Own-child,White,,0,,,,<=50K
40,,,,13,Married-civ-spouse,Prof-specialty,,,,0,0,,United-States,>50K
41,Self-emp-not-inc,,HS-grad,9,Married-civ-spouse,Other-service,,White,Female,,0,,,<=50K
,,,Assoc-acdm,12,Married-civ-spouse,Protective-serv,,,,,0,,,<=50K
,Private,179488,Some-college,,Divorced,,Not-in-family,White,Male,0,,40,United-States,
,Private,236596,HS-grad,9,,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
32,Private,183916,HS-grad,9,Never-married,,Not-in-family,White,,0,0,34,,
40,,,,12,,Tech-support,Husband,,,0,,60,United-States,>50K
41,Private,112763,Prof-school,15,Married-civ-spouse,,Wife,White,,0,,40,United-States,>50K
42,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
59,,171328,10th,6,Widowed,Other-service,Unmarried,Black,,0,,30,United-States,<=50K
19,Local-gov,27382,Some-college,10,Never-married,,,White,,0,0,40,United-States,<=50K
58,Private,,Some-college,10,Never-married,Transport-moving,Not-in-family,White,,0,,20,,<=50K
,,303044,HS-grad,9,,,Husband,Asian-Pac-Islander,Male,,,40,,
20,Private,117789,HS-grad,9,,Other-service,Own-child,,Female,0,0,40,United-States,
32,Private,,HS-grad,9,Separated,,Not-in-family,White,Female,,0,30,United-States,<=50K
,Private,187666,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,,0,45,United-States,<=50K
50,,204518,7th-8th,,Divorced,Craft-repair,,,Male,0,0,,United-States,<=50K
36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,,40,United-States,
45,,98092,,9,Married-civ-spouse,Sales,Husband,White,,0,0,60,United-States,
17,Private,245918,11th,7,Never-married,Other-service,,White,Male,,0,12,United-States,<=50K
,,146013,,10,Married-civ-spouse,Sales,Husband,White,,4064,0,40,,<=50K
26,Private,378322,,7,Married-civ-spouse,,Husband,,,,0,40,United-States,<=50K
,Self-emp-inc,257295,,,Married-civ-spouse,Exec-managerial,,Asian-Pac-Islander,Male,,0,75,,>50K
64,Private,21174,HS-grad,,Married-civ-spouse,Exec-managerial,Husband,,Male,0,0,40,,>50K
,Private,,,,Never-married,Prof-specialty,Not-in-family,,Female,0,,45,United-States,<=50K
33,Private,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,>50K
61,Private,69867,HS-grad,,,Exec-managerial,Husband,White,,0,0,40,United-States,>50K
,,,9th,5,Never-married,Other-service,Own-child,White,Male,1055,0,,United-States,<=50K
,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,,Male,2407,0,98,United-States,<=50K
27,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,,Male,0,,35,United-States,
30,Private,,HS-grad,9,Divorced,Prof-specialty,Own-child,,Female,0,0,,United-States,<=50K
43,,477983,,,Married-civ-spouse,Handlers-cleaners,,Black,Male,,0,40,,<=50K
44,Private,170924,Some-college,,Married-civ-spouse,,Husband,White,Male,7298,0,40,,>50K
35,Private,190174,,,Never-married,Exec-managerial,Not-in-family,,,0,,40,United-States,<=50K
25,,193787,Some-college,10,Never-married,,,White,,0,,,,
24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,48,United-States,>50K
22,,34918,,13,,Prof-specialty,,White,Female,0,,15,Germany,<=50K
,Local-gov,97688,Some-college,10,,Craft-repair,Husband,White,Male,,0,40,United-States,>50K
,Private,175413,Assoc-acdm,12,Divorced,Sales,Unmarried,,Female,0,,,United-States,
60,,173960,,13,Divorced,Prof-specialty,,,,0,,,,<=50K
21,Private,205759,,9,,,Own-child,White,Male,0,,40,United-States,<=50K
,,,,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,,,>50K
,,,Prof-school,15,Married-civ-spouse,Prof-specialty,,White,Male,0,0,,United-States,
50,Private,176609,,10,Divorced,,Not-in-family,,Male,0,0,,United-States,<=50K
25,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,,0,0,40,United-States,<=50K
50,Private,193884,,,,,,White,Male,,0,40,Ecuador,<=50K
,,200352,Bachelors,13,,,Husband,White,,0,0,,,<=50K
31,Private,,HS-grad,9,Divorced,Prof-specialty,,White,Female,0,0,,United-States,
,Local-gov,,,13,Never-married,Protective-serv,,White,Male,0,,,,<=50K
21,Private,231931,,10,Never-married,Sales,Own-child,White,,0,0,45,United-States,
27,Private,248402,,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,,United-States,<=50K
,Private,,,9,Married-civ-spouse,Transport-moving,,White,Male,0,0,16,United-States,
,,,,,Divorced,Sales,,,Female,0,,,United-States,<=50K
24,Private,278130,HS-grad,9,,Craft-repair,Own-child,White,Male,,,40,United-States,<=50K
38,Private,169469,,9,Divorced,,,White,Male,0,,80,United-States,<=50K
48,Private,146268,Bachelors,,,,Husband,White,Male,,0,40,,
21,Private,153718,,10,,,Not-in-family,Asian-Pac-Islander,Female,0,0,,,<=50K
,,,,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,,,
,,238638,,9,Married-civ-spouse,Sales,Husband,White,,4386,0,,,>50K
24,Private,303296,Some-college,10,,,,Asian-Pac-Islander,Female,0,0,,Laos,
43,Private,173321,HS-grad,9,,,Not-in-family,White,Female,,0,40,,<=50K
,,,,12,Never-married,Tech-support,Not-in-family,,,0,,45,,<=50K
46,Private,,Assoc-acdm,,,,Not-in-family,,Female,0,,,United-States,<=50K
,Private,193815,,,,Adm-clerical,,White,Male,0,0,40,United-States,
41,Self-emp-inc,34987,Some-college,10,,Farming-fishing,Husband,White,Male,0,0,54,United-States,
,Private,59306,Bachelors,13,Never-married,Sales,,White,,0,,40,,<=50K
,Private,142897,Masters,14,,Exec-managerial,,Asian-Pac-Islander,Male,,0,35,Taiwan,
36,,,,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,>50K
,Private,199698,Some-college,10,Never-married,,Own-child,White,Male,0,0,,,
24,Private,191954,Some-college,10,,,Not-in-family,White,Male,0,,40,,<=50K
77,,138714,,10,Married-civ-spouse,Sales,Husband,White,Male,0,,40,,<=50K
22,Private,,5th-6th,,Married-civ-spouse,Machine-op-inspct,,White,Female,0,0,,,
,Private,,,10,Never-married,,Not-in-family,White,Female,0,0,40,United-States,
62,Private,,,,Widowed,Other-service,,White,,,,24,United-States,
,Self-emp-not-inc,174308,,,Married-civ-spouse,Exec-managerial,Husband,,Male,,0,40,,<=50K
43,Private,50356,Some-college,10,,,,White,,0,,50,United-States,
,Private,,,9,Divorced,,,White,,0,0,45,,<=50K
,Private,200381,11th,,,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,
76,Self-emp-not-inc,174309,,,,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
,,78383,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,,<=50K
43,Private,187728,Some-college,10,Married-civ-spouse,Prof-specialty,,White,,0,,50,United-States,>50K
58,,321171,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
66,,,HS-grad,9,Never-married,,Not-in-family,,,2050,,,,
,Private,,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,,0,45,United-States,
26,Private,224563,,,,,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,,Assoc-voc,11,,,,White,Male,0,0,40,United-States,<=50K
55,Local-gov,98545,10th,,,Adm-clerical,,White,Male,0,0,40,United-States,<=50K
53,,242606,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,,40,,<=50K
17,,,5th-6th,3,Never-married,Other-service,Other-relative,White,,0,0,,Mexico,<=50K
,Private,94235,HS-grad,,,,Other-relative,White,Male,,0,40,United-States,
