AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
42,2,1,0,2,0,3,2,2731.2,5,8400,2,248,1,2,2,2,81,81
,1,1,,2,,3,2,2731.2,5,25900,5,248,2,2,2,2,94,81
,2,6,0,,0,3,2,2731.2,5,14700,3,248,1,2,2,,103,81
62,2,3,0,,0,3,1,2731.2,8,11100,3,160,2,2,2,2,44,44
44,2,3,,,0,3,1,2731.2,7,10000,2,,2,2,2,2,58,44
62,2,6,0,,0,3,1,2731.2,8,10400,3,,2,2,2,,46,44
29,2,1,0,2,2,4,2,2731.2,1,2500,1,19,1,2,1,2,200,200
,,1,0,2,,4,2,2731.2,1,2500,1,19,2,1,2,2,105,200
,1,1,0,2,,2,1,2731.2,11,198000,9,501,2,2,2,2,97,97
64,2,1,0,2,0,2,1,2731.2,10,14000,3,501,2,2,2,2,108,97
,,6,0,2,0,3,1,2731.2,5,35500,6,254,2,2,2,,199,199
50,1,5,0,2,0,3,1,2731.2,5,16000,4,,2,2,2,,289,199
55,2,1,,,0,3,1,2731.2,9,57100,8,314,2,2,2,2,66,66
63,,1,,2,0,3,1,2731.2,5,4800,2,314,2,2,2,2,65,66
25,1,6,0,2,0,,1,2731.2,1,0,0,314,1,2,2,2,124,66
41,2,6,0,2,,3,2,2731.2,4,31900,6,158,1,2,2,,41,40
19,2,6,0,,1,3,2,2731.2,4,270,1,,2,2,2,2,53,40
17,1,6,,,1,3,2,2731.2,5,0,0,158,2,2,2,2,55,40
49,1,1,0,2,0,2,2,2731.2,5,30000,5,219,2,2,2,,665,665
49,2,1,0,2,0,2,2,2731.2,5,7200,2,219,2,2,2,,750,665
70,1,1,,2,,3,1,2731.2,7,19000,4,297,2,2,2,,68,69
,,1,0,2,0,,,2731.2,,14400,3,,2,2,2,2,83,69
70,1,4,0,,0,3,1,2731.2,7,25900,5,297,2,2,2,2,64,69
68,2,6,0,2,0,,1,2731.2,5,10000,2,81,1,1,2,2,79,69
38,2,6,0,,2,3,2,2731.2,9,19500,4,96,2,2,2,2,105,105
62,1,1,0,2,0,2,1,2731.2,7,0,0,92,2,2,2,2,190,189
63,2,1,0,2,0,2,1,2731.2,8,15600,4,92,2,2,2,2,183,189
61,2,4,0,2,0,,1,2731.2,8,24200,5,174,2,2,2,2,47,48
41,2,4,0,2,0,5,1,2731.2,8,27500,5,174,1,2,2,,65,48
18,1,6,0,,0,5,,2731.2,5,2600,1,174,2,2,2,2,91,48
,,4,0,2,4,5,2,2731.2,7,71000,8,,2,2,2,2,334,335
17,,6,0,2,4,5,2,2731.2,4,0,0,238,2,2,2,2,386,335
63,,1,0,2,0,2,1,2731.2,5,28700,5,228,2,2,2,2,76,76
62,2,1,,2,,2,1,2731.2,5,10200,3,228,2,1,1,2,72,76
80,2,1,0,2,0,2,1,2731.2,,14400,3,,2,2,2,2,58,58
81,,1,0,2,0,,1,2731.2,,26900,5,271,2,1,2,,33,58
59,2,4,0,2,0,,1,2731.2,10,58150,8,358,2,2,2,2,38,38
23,1,6,0,2,0,2,1,2731.2,7,3000,1,,2,2,2,,83,38
53,1,4,0,2,0,2,,2731.2,7,0,0,0,2,2,2,2,61,38
23,1,6,0,2,0,,1,2731.2,7,0,0,,2,2,2,2,83,38
30,2,6,0,,,2,,2731.2,5,0,0,0,2,1,2,2,183,183
53,,4,0,2,0,2,,2731.2,8,9300,2,54,2,1,2,2,185,186
35,2,6,,2,0,,,2731.2,8,0,0,,2,2,2,2,170,186
,1,1,0,,0,2,1,2731.2,8,10000,2,105,2,2,2,2,128,129
26,2,1,4,1,0,2,1,2731.2,7,8000,2,105,1,2,2,2,110,129
28,1,6,0,1,0,2,1,2731.2,5,20000,4,,2,2,2,2,118,129
27,1,6,0,,0,2,1,2731.2,7,7500,2,56,2,2,2,2,120,129
64,2,4,0,2,0,2,1,2731.2,5,27000,5,,2,2,2,2,129,130
39,1,6,0,2,0,2,,2731.2,9,32000,6,,2,2,2,,205,130
44,1,6,0,,0,3,2,2731.2,4,9300,2,61,2,2,2,2,150,150
32,2,6,,,0,3,,2731.2,5,0,0,,2,2,2,2,114,150
48,1,6,0,2,0,3,2,2731.2,5,2800,1,,2,2,2,2,152,150
64,,4,0,,0,2,1,2731.2,9,60000,8,501,2,2,2,2,124,123
27,,6,0,,0,2,,2731.2,5,41600,7,501,2,2,2,2,267,123
,2,1,,1,,4,,2731.2,,40100,7,394,2,2,2,2,117,118
82,1,1,0,1,,,1,2731.2,6,15500,4,394,1,1,2,2,108,118
,1,6,0,1,,,,2731.2,5,9100,2,394,1,1,2,,104,118
64,2,6,0,1,,4,1,2731.2,9,39000,6,,2,2,2,2,111,118
33,2,6,0,2,,3,2,2731.2,5,0,0,,2,2,1,,135,134
31,,5,0,2,2,5,1,2731.2,7,23900,5,,2,2,2,,74,74
48,,4,,2,2,5,1,2731.2,7,30900,6,259,2,1,2,,122,74
,1,3,0,,2,5,1,2731.2,7,25900,5,259,2,2,2,2,63,74
43,2,6,0,2,0,2,2,2731.2,7,9300,2,,1,2,2,2,63,63
20,1,6,0,2,0,2,2,2731.2,7,14100,3,137,2,2,2,2,106,63
38,2,4,0,2,1,2,1,2731.2,8,36600,6,211,1,2,1,,60,60
44,1,6,0,2,1,2,1,2731.2,4,49000,7,,2,2,2,2,68,60
16,2,6,,,1,2,1,2731.2,4,300,1,,2,2,2,2,45,60
30,2,2,,2,1,2,,2731.2,9,5600,2,32,2,2,2,2,389,389
54,,1,,2,0,2,1,2731.2,7,21000,4,277,2,2,2,2,439,439
69,,1,0,2,0,2,1,2731.2,,26400,5,277,2,2,2,2,262,439
70,2,1,0,,0,2,1,2731.2,9,41400,7,452,2,2,2,2,41,41
,,1,0,1,,2,1,2731.2,,27600,5,452,2,1,2,2,37,41
41,2,6,0,2,1,2,2,2731.2,8,31500,6,,2,2,2,2,164,164
17,1,6,0,,1,2,2,2731.2,4,0,0,180,2,2,2,2,226,164
49,2,6,0,1,0,2,1,2731.2,5,1980,1,27,1,2,2,2,57,58
84,2,3,0,1,,2,1,2731.2,4,2600,1,27,2,1,2,2,39,58
49,1,1,4,1,0,2,,2731.2,5,33600,6,199,2,2,2,2,238,238
45,2,1,,1,,2,,2731.2,,0,0,199,2,2,2,2,218,238
59,1,1,0,8,,,1,2731.2,7,0,0,0,2,2,2,2,35,35
59,2,1,,8,0,3,1,2731.2,7,0,0,0,2,2,2,2,34,35
56,2,6,0,8,0,3,,2731.2,5,0,0,,2,2,2,2,32,35
93,2,3,0,2,,2,,2731.2,5,16800,4,110,1,1,1,1,342,341
22,1,6,,,0,2,,2731.2,5,0,0,,2,2,2,2,510,341
72,2,1,0,2,0,2,1,2731.2,10,54400,8,,2,2,2,2,83,83
,,1,0,2,,2,1,2731.2,9,74200,8,501,2,2,2,2,62,83
69,,1,0,2,,,,2731.2,,57000,8,466,2,1,2,2,77,78
69,,1,0,2,,,,2731.2,,14400,3,466,2,1,2,,60,78
63,,6,0,2,0,2,2,2731.2,7,15000,3,,2,2,2,2,104,105
73,1,6,0,2,0,2,2,2731.2,4,9700,2,,1,2,1,2,95,105
62,1,4,0,2,0,2,2,2731.2,5,11300,3,138,1,1,2,,118,118
69,2,4,0,,0,2,2,2731.2,5,12000,3,,2,2,2,2,134,118
,1,3,0,2,,4,,2731.2,,1200,1,25,2,1,2,2,126,125
29,2,6,0,2,,4,2,2731.2,5,5300,2,,1,1,1,1,421,125
73,1,1,0,2,0,,1,2731.2,4,19200,4,129,2,2,2,2,37,36
69,2,1,0,2,0,8,1,2731.2,,12600,3,,2,2,2,2,44,36
51,2,5,0,,0,8,1,2731.2,9,8200,2,129,2,2,2,2,54,36
19,,6,0,2,0,8,1,2731.2,7,8000,2,129,2,2,2,2,61,36
16,1,6,0,2,0,8,1,2731.2,4,0,0,129,1,2,2,,65,36
15,1,6,0,2,0,8,1,2731.2,4,9000,2,,2,2,2,2,65,36
27,2,6,0,2,0,3,1,2731.2,9,9000,2,49,2,2,2,2,215,214
,2,4,0,,0,3,,2731.2,9,0,0,,2,2,2,2,83,214
63,,4,0,,,3,1,2731.2,9,820,1,,2,1,2,2,83,214
27,2,6,0,2,0,3,1,2731.2,5,30000,5,,2,2,2,2,226,214
57,2,1,,2,0,3,1,2731.2,7,30000,5,382,2,2,2,2,120,120
68,1,1,0,2,0,3,1,2731.2,7,27400,5,382,2,2,2,2,100,120
28,1,6,0,,0,3,,2731.2,7,18000,4,382,2,2,2,2,226,120
57,2,1,0,1,,2,2,2731.2,,26700,5,181,2,1,2,,85,85
62,1,1,,1,0,2,,2731.2,5,3800,1,181,2,2,1,1,80,85
77,,4,0,2,,,2,2731.2,8,30800,6,201,2,2,2,2,86,86
33,2,6,,,0,,2,2731.2,5,0,0,,2,2,2,2,68,86
59,2,1,0,2,0,3,1,2731.2,8,0,0,181,2,2,2,2,156,155
60,1,1,,2,0,3,1,2731.2,,1300,1,181,2,2,2,2,153,155
30,1,6,0,2,0,3,,2731.2,9,35000,6,,2,2,2,2,257,155
,2,1,0,2,,2,1,2731.2,,63600,8,501,2,1,2,2,175,175
64,,1,0,2,,,1,2731.2,5,53000,7,,2,1,2,,170,175
38,1,1,0,2,1,3,2,2731.2,,23000,5,210,2,2,2,,371,370
31,2,1,0,2,1,3,2,2731.2,5,20000,4,210,2,2,2,2,256,370
59,1,1,0,,0,2,2,2731.2,8,97000,9,501,2,2,2,2,101,102
59,2,1,0,2,0,2,2,2731.2,5,9600,2,,2,2,2,,98,102
35,2,6,0,2,1,2,2,2731.2,5,20000,4,113,2,2,2,2,166,165
55,1,1,0,2,0,2,2,2731.2,7,33000,6,193,2,2,2,2,204,204
55,2,1,,2,0,2,2,2731.2,8,0,0,193,2,2,2,2,197,204
61,1,1,0,2,0,,,2731.2,,10000,2,115,2,2,2,2,71,71
,2,1,0,2,0,5,1,2731.2,5,23000,5,115,2,2,2,,68,71
25,2,4,,2,0,5,,2731.2,7,3000,1,115,2,2,1,2,176,71
64,2,6,0,,,2,2,2731.2,,10100,3,,2,1,2,2,203,203
62,,3,0,,0,2,2,2731.2,7,120000,9,,2,2,2,2,195,203
26,,6,0,,0,2,,2731.2,5,0,0,,2,2,2,2,380,203
38,2,6,0,,2,3,2,2731.2,5,16000,4,,2,2,2,2,54,54
64,2,1,0,2,0,6,,2731.2,7,27600,5,177,2,2,2,2,69,69
77,,1,0,2,,6,,2731.2,4,10000,2,,2,1,1,2,57,69
36,1,4,0,,0,6,1,2731.2,5,24000,5,,2,2,2,2,97,69
16,1,6,,2,0,6,,2731.2,4,0,0,,2,2,2,2,105,69
30,2,1,0,2,3,5,2,2731.2,7,24000,5,125,2,2,2,2,311,311
26,1,1,,2,3,5,,2731.2,7,14000,3,125,2,2,2,2,570,311
39,1,1,,2,,3,1,2731.2,7,40000,6,342,2,2,2,,229,229
39,,1,0,2,1,3,1,2731.2,7,30000,5,,2,2,2,2,186,229
37,,5,0,2,3,5,,2731.2,5,36800,6,,2,2,2,2,295,295
18,2,6,0,,3,5,,2731.2,5,0,0,,2,2,2,2,385,295
16,,6,0,2,3,5,2,2731.2,4,0,0,122,2,2,2,2,406,295
42,,6,0,6,0,2,,2731.2,5,38000,6,,2,2,2,,191,190
41,,6,0,6,0,2,2,2731.2,5,38000,6,,2,2,2,,201,190
26,2,1,0,1,2,,,2731.2,,0,0,34,2,2,2,2,53,53
,,1,,1,2,,2,2731.2,,8800,2,34,2,2,2,2,51,53
74,,1,0,2,0,2,1,2731.2,7,40000,6,501,2,2,2,2,473,472
83,,1,0,,0,2,1,2731.2,5,62900,8,501,2,2,2,,359,472
,2,6,0,2,0,2,,2731.2,,18700,4,,2,1,2,2,164,164
50,1,5,0,2,0,,2,2731.2,6,0,0,111,2,2,2,,155,164
51,,6,0,2,,2,2,2731.2,9,65000,8,,2,2,2,2,99,100
,1,4,0,2,0,2,2,2731.2,4,5800,2,44,2,2,2,2,100,100
79,,6,,2,0,2,,2731.2,4,15000,3,,2,1,2,2,96,100
54,1,1,0,2,1,3,1,2731.2,,80000,9,501,2,2,2,2,189,188
53,2,1,0,2,1,3,1,2731.2,7,36000,6,501,2,2,2,2,173,188
55,1,1,,1,0,3,1,2731.2,,15000,3,76,2,2,1,1,41,41
42,2,1,,1,,3,1,2731.2,8,600,1,76,2,2,2,2,50,41
76,1,1,0,2,,2,1,2731.2,,15000,3,150,2,1,1,2,58,58
71,2,1,0,2,0,2,1,2731.2,,8000,2,150,2,2,2,2,73,58
93,2,3,0,2,,2,1,2731.2,,1400,1,15,1,1,2,,83,82
60,1,4,0,2,0,,,2731.2,8,900,1,,2,2,2,2,61,82
56,,1,0,,1,3,1,2731.2,8,26400,5,466,2,2,2,2,64,65
56,1,1,0,2,1,,1,2731.2,,68200,8,466,2,2,2,,62,65
63,,3,0,2,,4,,2731.2,7,13000,3,73,2,1,2,2,116,115
44,1,5,0,,0,4,1,2731.2,4,0,0,73,2,2,2,2,185,115
20,2,6,0,2,0,4,1,2731.2,4,6300,2,73,2,2,2,2,213,115
,2,3,0,2,0,2,1,2731.2,8,48000,7,,2,2,2,2,61,61
40,1,6,0,2,0,2,,2731.2,7,0,0,,2,2,2,2,96,61
57,1,1,0,2,0,3,1,2731.2,,65000,8,393,2,2,2,2,41,40
62,2,1,0,2,0,,1,2731.2,7,4000,1,393,2,2,2,2,39,40
93,2,3,0,2,0,3,1,2731.2,1,8500,2,393,1,2,2,2,54,40
58,2,6,0,2,0,2,,2731.2,10,26900,5,197,2,2,2,2,74,74
22,,6,0,,0,2,,2731.2,7,6700,2,197,2,2,2,,136,74
37,2,4,0,,1,,1,2731.2,8,24000,5,129,2,2,2,,84,83
16,,6,0,2,1,3,1,2731.2,4,2400,1,129,2,2,2,2,73,83
61,2,6,0,2,,3,,2731.2,,0,0,129,2,1,2,2,71,83
50,,1,0,9,0,4,1,2731.2,10,60000,8,329,2,2,2,2,72,72
52,1,1,0,9,0,4,1,2731.2,,24000,5,329,1,1,2,2,74,72
18,2,6,0,,0,4,,2731.2,5,4000,1,329,2,2,2,2,74,72
62,1,5,0,2,0,2,1,2731.2,5,33000,6,248,2,2,2,,37,37
25,1,6,0,2,0,,1,2731.2,6,9000,2,248,1,2,2,2,80,37
59,,5,,,,2,1,2731.2,7,31100,6,,2,2,2,2,41,37
86,2,3,0,2,0,5,1,2731.2,5,15400,4,415,2,2,2,2,267,267
64,2,4,0,2,,5,1,2731.2,9,0,0,,2,2,2,2,200,267
67,2,4,0,2,0,5,1,2731.2,5,9400,2,,2,2,2,2,214,267
61,2,4,0,,0,5,1,2731.2,5,108000,9,415,2,2,2,,199,267
24,2,1,1,1,4,6,2,2731.2,,26500,5,168,2,2,2,2,83,83
29,1,1,,1,4,6,2,2731.2,5,30500,6,168,2,2,2,2,52,83
35,2,5,1,9,2,4,1,2731.2,7,31000,6,121,2,2,2,,153,153
18,2,6,1,,2,,1,2731.2,4,0,0,121,2,2,2,2,170,153
15,2,6,1,9,2,4,1,2731.2,3,0,0,121,2,2,1,2,162,153
41,2,6,0,2,0,2,2,2731.2,7,14000,3,181,2,2,2,2,87,87
22,1,6,0,,0,2,2,2731.2,7,17000,4,,2,2,2,,147,87
42,,4,1,1,0,3,2,2731.2,3,0,0,202,2,2,2,2,127,126
21,1,6,1,1,0,3,,2731.2,7,20000,4,,2,2,2,2,83,126
20,1,6,1,,0,3,,2731.2,4,20000,4,202,2,2,2,2,83,126
57,1,1,,2,0,2,1,2731.2,,19900,4,237,2,2,2,2,55,55
58,2,1,0,2,0,2,1,2731.2,5,20030,4,237,2,2,2,2,53,55
,1,1,0,2,2,6,1,2731.2,,35000,6,222,2,2,2,2,105,104
40,2,1,0,2,2,6,1,2731.2,5,35000,6,222,2,2,2,2,85,104
21,1,6,0,2,2,6,,2731.2,5,10000,2,222,2,2,2,2,129,104
18,1,6,0,2,2,6,,2731.2,5,0,0,222,2,2,2,2,114,104
15,1,6,0,2,2,6,1,2731.2,4,0,0,222,2,2,2,2,106,104
32,,6,,,1,2,2,2731.2,7,7600,2,43,2,2,2,2,130,129
28,,6,0,2,1,2,2,2731.2,7,36000,6,274,2,2,2,2,317,129
,,1,0,2,3,5,1,2731.2,7,40000,6,266,2,2,2,,70,70
39,,1,0,9,3,5,1,2731.2,8,40000,6,,2,2,2,2,56,70
17,1,6,0,2,3,5,1,2731.2,4,1000,1,,2,2,2,2,70,70
61,,4,,,0,2,1,2731.2,7,19000,4,188,2,2,2,2,62,61
27,,6,0,,0,2,1,2731.2,7,13000,3,,2,2,2,2,176,61
30,2,6,1,1,0,2,,2731.2,5,30000,5,176,2,2,2,2,145,144
30,,6,1,1,0,2,1,2731.2,3,54000,8,409,2,2,2,,232,144
70,1,4,1,1,0,2,,2731.2,1,0,0,176,2,1,2,1,312,144
41,2,6,0,2,,2,,2731.2,8,45000,7,,2,2,2,2,384,385
,1,1,0,2,0,,1,2731.2,10,131200,9,501,2,2,2,,48,48
60,2,1,,2,0,2,1,2731.2,8,40000,6,501,2,2,2,2,46,48
71,2,1,0,2,,,1,2731.2,5,15000,3,247,2,2,2,,41,42
,1,1,0,2,0,3,1,2731.2,6,14400,3,247,2,2,1,2,33,42
44,1,6,0,,,3,1,2731.2,7,20000,4,,2,2,2,,54,42
93,2,6,0,9,0,3,,2731.2,,9200,2,222,1,1,1,,56,57
65,1,6,0,9,,3,,2731.2,7,23000,5,222,2,2,2,2,36,57
64,2,3,,,0,,2,2731.2,7,12000,3,222,2,2,2,2,40,57
56,1,1,0,,0,2,1,2731.2,9,6000,2,35,2,2,2,2,71,71
53,2,1,0,2,,2,1,2731.2,9,50,1,35,2,1,2,,97,71
54,,4,0,2,,,2,2731.2,5,55000,8,,2,2,2,,199,200
35,,5,0,,0,6,,2731.2,7,71000,8,,2,2,2,,191,200
17,1,6,0,2,0,6,2,2731.2,4,7000,2,392,2,2,2,,248,200
15,1,6,0,2,0,6,2,2731.2,4,0,0,,2,2,2,2,248,200
68,2,1,0,2,0,2,1,2731.2,10,55000,8,501,2,2,2,2,78,78
70,1,1,0,2,0,2,1,2731.2,,71000,8,501,2,2,2,2,62,78
29,,6,0,2,,4,2,2731.2,4,10000,2,38,2,2,2,2,309,309
56,1,1,0,,0,,1,2731.2,3,8400,2,49,2,2,2,2,209,209
,2,1,0,1,,,1,2731.2,6,0,0,49,2,1,2,2,205,209
69,,1,0,2,0,2,1,2731.2,10,80400,9,501,2,2,2,2,38,38
,2,1,0,2,0,2,1,2731.2,10,52700,7,501,2,2,2,2,45,38
,2,3,0,2,,3,1,2731.2,4,16200,4,424,2,1,2,,86,86
51,2,4,0,,,3,,2731.2,7,28900,5,424,2,1,2,2,88,86
22,,6,0,2,0,3,1,2731.2,9,39000,6,424,2,2,2,,128,86
80,1,1,,2,0,2,1,2731.2,7,1600,1,252,2,2,2,2,55,56
75,,1,0,,0,2,1,2731.2,9,37000,6,252,2,2,2,2,90,56
66,2,4,0,1,0,3,,2731.2,,16500,4,169,2,1,2,,108,108
68,2,6,0,1,,3,,2731.2,4,16700,4,,2,1,2,,115,108
20,2,6,0,1,0,3,1,2731.2,5,400,1,169,1,2,2,2,147,108
,,1,0,2,0,3,1,2731.2,7,79900,8,501,2,2,2,2,182,183
,2,1,0,,,3,1,2731.2,10,47900,7,501,2,2,2,2,176,183
31,,6,,2,,3,1,2731.2,7,27000,5,,2,2,2,,297,183
64,2,1,0,,,3,1,2731.2,,19300,4,199,2,1,2,,152,153
61,,1,,2,1,3,1,2731.2,3,14000,3,199,2,2,2,2,147,153
17,2,6,,2,1,3,,2731.2,4,7300,2,199,2,2,2,2,146,153
34,2,6,0,2,,2,2,2731.2,10,46200,7,,2,2,2,,132,133
27,1,6,0,2,0,,2,2731.2,5,17000,4,,2,2,2,2,268,133
76,1,1,0,,0,2,2,2731.2,12,18800,4,162,2,2,2,2,55,56
58,2,1,0,2,0,,2,2731.2,5,6100,2,162,1,1,2,,65,56
93,2,3,0,2,,2,,2731.2,5,15400,4,337,2,1,2,2,39,39
60,1,4,0,2,0,,1,2731.2,12,36000,6,337,2,2,2,2,28,39
71,2,3,0,,0,2,1,2731.2,4,9600,2,134,2,2,2,2,73,73
46,,6,0,2,0,2,1,2731.2,4,11000,3,,2,2,2,2,104,73
75,1,1,0,2,,2,1,2731.2,5,31000,6,428,2,2,2,2,238,238
83,2,1,0,2,0,2,1,2731.2,,35000,6,428,2,2,2,2,390,238
55,,4,0,2,,2,,2731.2,8,0,0,,2,1,2,2,75,74
48,2,1,0,2,2,,1,2731.2,9,47000,7,,2,2,2,2,116,116
,,1,0,2,2,4,,2731.2,8,25000,5,278,2,2,2,2,100,116
15,2,6,0,,2,4,1,2731.2,4,0,0,278,2,2,2,,68,116
26,,1,,1,2,4,1,2731.2,9,21000,4,87,2,2,2,2,74,74
26,2,1,0,,,,,2731.2,7,1500,1,,2,2,2,2,72,74
38,2,6,0,2,0,3,2,2731.2,4,12400,3,62,1,2,2,,59,59
18,,6,0,,0,,2,2731.2,,0,0,62,2,2,2,2,88,59
18,1,6,0,,0,3,2,2731.2,5,0,0,,2,2,2,2,89,59
,1,1,0,2,0,2,2,2731.2,5,20000,4,315,2,2,2,2,113,113
53,2,1,0,2,0,2,2,2731.2,,33500,6,315,2,2,2,2,104,113
32,2,1,1,1,2,,2,2731.2,,0,0,6,2,2,2,2,31,31
38,1,1,1,1,2,4,2,2731.2,,1600,1,6,2,2,2,2,51,31
35,2,5,0,,4,6,1,2731.2,8,37000,6,,2,2,2,2,207,206
20,1,6,0,,4,6,,2731.2,5,0,0,,2,2,2,2,349,206
82,2,3,0,2,,2,1,2731.2,7,31200,6,361,2,2,2,2,77,77
,,3,,2,0,2,1,2731.2,7,24000,5,,2,2,2,,57,77
40,,6,,2,3,4,,2731.2,4,0,0,0,2,2,2,2,143,142
50,2,5,0,,1,2,,2731.2,10,9000,2,51,2,2,2,2,104,104
,1,3,0,2,0,2,1,2731.2,4,16800,4,139,2,2,2,2,52,53
28,1,6,0,,0,2,,2731.2,7,4500,1,,2,2,2,2,135,53
79,2,4,,2,0,2,1,2731.2,4,9300,2,,2,2,2,2,120,120
60,,4,0,,0,2,1,2731.2,6,16000,4,166,1,1,2,,91,120
46,2,6,0,2,0,2,1,2731.2,9,90000,9,501,2,2,2,,630,630
,,6,0,2,0,2,1,2731.2,5,20000,4,501,2,2,2,2,811,630
77,1,1,0,2,0,2,1,2731.2,,68010,8,501,2,2,2,2,72,72
,1,1,0,2,0,2,1,2731.2,5,17900,4,501,2,1,2,2,120,72
41,2,6,0,2,,3,1,2731.2,7,36200,6,263,2,2,2,2,56,56
26,1,6,0,2,0,3,,2731.2,5,7000,2,263,2,2,2,2,96,56
39,,6,0,2,,3,1,2731.2,5,9000,2,263,1,2,2,2,71,56
61,2,1,,2,0,2,1,2731.2,9,27200,5,313,2,2,2,2,77,77
65,1,1,0,2,0,2,1,2731.2,9,26200,5,313,2,2,2,2,64,77
59,2,1,,2,0,3,1,2731.2,5,35000,6,207,2,2,2,2,79,80
