AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
28,1,1,0,1,0,2,1,2731.2,8,,2,105,,2,2,2,128,129
26,2,,4,1,0,2,1,2731.2,7,,2,105,1,,,2,110,129
28,1,6,0,1,0,2,1,2731.2,5,20000,4,150,,,2,2,118,129
27,1,6,0,1,0,2,1,2731.2,7,7500,2,56,2,,2,2,120,
64,2,,0,2,0,2,1,2731.2,5,27000,5,347,2,2,,2,129,130
39,1,6,,2,0,,1,2731.2,9,32000,6,347,,2,2,2,,130
44,1,,0,2,0,3,2,,4,,2,61,2,2,2,2,150,150
32,2,,0,2,0,3,2,,5,0,0,61,2,,,2,114,
48,1,,0,2,0,,2,2731.2,5,2800,1,61,2,2,2,2,152,
64,2,4,,2,0,,1,,9,,8,501,2,2,2,2,,
27,1,6,,2,0,2,1,,5,41600,7,501,2,,2,2,267,
77,2,1,0,1,0,4,1,,7,40100,7,394,,2,,2,,118
82,1,1,,1,0,4,1,2731.2,6,15500,4,394,,1,2,2,108,118
75,1,,0,1,0,,1,2731.2,5,9100,2,394,1,1,2,2,104,118
64,2,,0,1,0,4,1,2731.2,9,,6,394,,,,2,,118
33,2,,0,2,2,3,2,,5,0,0,0,2,2,1,2,135,134
31,2,5,0,2,2,5,1,,7,,5,259,,2,,2,74,74
48,2,4,,2,2,,1,2731.2,7,30900,6,259,2,1,2,2,,74
71,1,3,0,2,2,,1,2731.2,7,,5,259,2,2,2,2,,74
43,2,,0,2,0,2,2,,7,,2,137,1,2,2,2,63,
20,1,,0,2,0,2,2,2731.2,7,14100,3,137,2,2,,2,106,63
38,2,4,0,2,1,2,1,2731.2,8,,6,211,1,,1,2,,60
44,1,,0,2,1,,1,2731.2,4,,7,372,,2,2,2,,60
16,2,6,,2,1,2,1,2731.2,4,,1,211,,2,2,2,45,
30,2,,0,2,1,2,2,2731.2,9,5600,2,32,2,2,,2,389,
54,2,,0,2,0,2,1,2731.2,7,21000,4,277,2,2,2,2,439,
69,1,,,2,0,,1,2731.2,5,,5,277,2,2,2,2,262,439
70,2,,,1,0,2,1,2731.2,9,,7,452,2,2,2,2,,41
74,1,,,1,0,2,1,2731.2,5,27600,5,452,,,2,2,,41
41,2,,0,2,1,,2,,8,31500,6,180,2,2,,2,164,
17,1,,0,2,1,2,2,,4,0,0,180,2,,,2,226,
49,2,,0,1,0,2,1,,5,1980,1,27,1,,2,2,57,58
84,2,,0,1,0,,1,2731.2,4,2600,1,27,2,1,,2,,58
49,1,,4,1,0,2,1,2731.2,5,33600,6,199,,2,2,2,,
45,2,1,4,1,0,,1,,5,,0,199,2,,,2,,238
59,1,1,,8,0,,1,2731.2,7,0,0,0,2,2,,2,35,35
59,2,,0,8,0,3,1,2731.2,7,0,0,0,2,2,2,2,34,35
56,2,,,8,0,,1,2731.2,5,0,0,0,2,2,,2,32,
93,2,3,0,2,0,2,1,2731.2,5,16800,4,110,,1,,1,342,341
22,1,,0,2,0,2,1,2731.2,5,0,0,110,2,,,2,510,
72,2,,,2,0,,1,,10,,8,501,,,,2,,83
75,1,1,,2,0,2,1,2731.2,9,74200,8,501,2,2,,2,62,83
69,2,,0,2,0,2,1,2731.2,7,,8,466,2,,,2,,78
69,1,1,0,2,0,2,1,2731.2,7,,3,466,2,,,2,,78
63,1,6,0,2,0,,2,2731.2,7,15000,3,146,2,2,2,2,104,105
73,1,,0,2,0,,2,,4,9700,2,146,,2,1,2,95,105
62,1,4,0,2,0,,2,,5,11300,3,138,1,1,,2,118,118
69,2,,0,2,0,,2,,5,12000,3,138,2,2,,2,134,
70,1,3,0,2,0,4,2,,5,1200,1,25,2,,2,2,126,
29,2,6,0,2,0,4,2,,5,5300,2,25,1,1,1,1,421,
73,1,1,,2,0,8,1,2731.2,4,19200,4,129,2,2,2,2,37,
69,2,1,,2,0,,1,2731.2,7,12600,3,129,,2,,2,,
51,2,,0,2,0,8,1,,9,8200,2,129,2,2,,2,54,36
19,2,,0,2,0,8,1,2731.2,7,8000,2,129,2,,2,2,61,36
16,1,,0,2,0,8,1,2731.2,4,,0,129,1,,2,2,65,
15,1,6,,2,0,,1,2731.2,4,9000,2,129,2,2,2,2,65,36
27,2,6,0,2,0,3,1,2731.2,9,9000,2,49,2,,2,2,215,214
63,2,,0,2,0,3,1,,9,0,0,49,2,,2,2,83,
63,2,,0,2,0,3,1,2731.2,9,,1,49,,,,2,,214
27,2,6,0,2,0,,1,2731.2,5,,5,228,,2,2,2,,
57,2,,0,2,0,,1,,7,30000,5,382,2,2,2,2,120,120
68,1,,0,2,0,3,1,2731.2,7,,5,382,,2,2,2,,
28,1,6,0,2,0,3,1,2731.2,7,,4,382,2,2,2,2,226,
57,2,,0,1,0,2,2,2731.2,9,26700,5,181,,1,,1,85,85
62,1,1,0,1,0,2,2,2731.2,5,3800,1,181,2,2,1,1,80,85
77,2,,,2,0,2,2,,8,30800,6,201,,2,2,2,86,86
33,2,,0,2,0,,2,,5,0,0,201,2,2,,2,,86
59,2,1,0,2,0,,1,,8,0,0,181,2,,2,2,,155
60,1,1,0,2,0,,1,,5,1300,1,181,,2,2,2,,155
30,1,6,,2,0,,1,2731.2,9,35000,6,181,2,,,2,257,
64,2,1,,2,0,2,1,2731.2,9,,8,501,2,1,2,2,,175
64,1,1,,2,0,2,1,2731.2,5,53000,7,501,,,2,2,170,
38,1,1,0,2,1,3,2,2731.2,5,23000,5,210,2,2,2,2,371,370
31,2,1,0,2,1,3,2,2731.2,5,20000,4,210,2,,2,2,,370
59,1,1,,2,0,2,2,,8,97000,9,501,2,2,,2,101,102
59,2,,0,2,0,2,2,2731.2,5,,2,501,2,2,2,2,98,102
35,2,6,0,2,1,,2,2731.2,5,20000,4,113,2,2,,2,166,
55,1,1,0,2,0,2,2,2731.2,7,,6,193,2,2,2,2,204,204
55,2,,0,2,0,,2,,8,0,0,193,2,2,,2,197,
61,1,,0,2,0,5,1,2731.2,6,10000,2,115,,2,2,2,,71
64,2,,0,2,0,,1,2731.2,5,23000,5,115,,,2,2,68,
25,2,4,0,2,0,,1,2731.2,7,,1,115,2,,1,2,,
64,2,,0,2,0,,2,,4,10100,3,60,2,1,2,2,203,203
62,1,3,0,2,0,,2,,7,120000,9,501,2,2,,2,195,203
26,1,6,0,2,0,2,2,2731.2,5,0,0,60,2,2,2,2,380,203
38,2,6,0,2,2,3,2,,5,16000,4,78,2,2,2,2,54,
64,2,1,,2,0,,1,2731.2,7,27600,5,177,2,2,,2,,
77,1,,0,2,0,6,1,,4,10000,2,177,,1,1,2,57,69
36,1,4,,2,0,,1,2731.2,5,24000,5,177,2,,2,2,97,
16,1,6,0,2,0,,1,2731.2,4,,0,177,,,,2,105,69
30,2,,0,2,3,,2,,7,,5,125,2,2,,2,,
26,1,1,0,2,3,5,2,,7,14000,3,125,2,2,,2,570,311
39,1,,0,2,1,,1,2731.2,7,40000,6,342,,2,2,2,,229
39,2,,0,2,1,3,1,2731.2,7,,5,342,2,,2,2,,229
37,2,,0,2,3,5,2,,5,36800,6,122,2,2,2,2,295,
18,2,6,0,2,3,5,2,,5,0,0,122,2,2,2,2,385,
16,1,,0,2,3,5,2,,4,,0,122,2,2,,2,,295
42,1,,,6,0,,2,,5,,6,446,2,2,2,2,191,190
41,1,6,0,6,0,2,2,2731.2,5,38000,6,446,2,2,2,2,201,
26,2,1,0,1,2,4,2,2731.2,6,0,0,34,2,2,2,2,53,
29,1,1,0,1,2,,2,2731.2,3,8800,2,34,2,2,2,2,51,
74,2,1,0,2,0,2,1,2731.2,7,40000,6,501,2,,,2,,472
83,1,,,2,0,2,1,2731.2,5,62900,8,501,,2,2,2,359,472
49,2,,0,2,0,,2,2731.2,8,,4,111,,,2,2,164,
50,1,,0,2,0,2,2,2731.2,6,0,0,111,2,2,,2,155,164
51,2,6,0,2,0,,2,,9,65000,8,473,2,2,2,2,99,
50,1,4,0,2,0,2,2,2731.2,4,5800,2,44,2,2,2,2,100,100
79,2,,,2,0,,2,2731.2,4,15000,3,473,2,1,2,2,96,100
54,1,1,,2,1,,1,2731.2,9,,9,501,2,,2,2,,188
53,2,1,,2,1,3,1,2731.2,7,,6,501,2,,2,2,173,
55,1,1,0,1,0,3,1,2731.2,4,15000,3,76,2,2,1,1,41,41
42,2,1,0,1,0,,1,2731.2,8,600,1,76,2,,,2,,
76,1,,0,2,0,2,1,2731.2,4,15000,3,150,,,1,2,,58
71,2,1,0,2,0,2,1,,5,8000,2,150,2,2,2,2,73,58
93,2,,0,2,0,2,1,2731.2,5,1400,1,15,1,,,2,83,
60,1,,0,2,0,,1,2731.2,8,900,1,15,,2,2,2,61,82
56,2,1,0,2,1,,1,2731.2,8,,5,466,,,,2,64,65
56,1,,,2,1,,1,2731.2,5,68200,8,466,,2,2,2,62,65
63,2,3,0,2,0,,1,2731.2,7,,3,73,2,,,2,,115
44,1,5,,2,0,,1,2731.2,4,0,0,73,2,,,2,,115
20,2,6,0,2,0,4,1,2731.2,4,,2,73,2,2,2,2,213,115
60,2,3,,2,0,,1,,8,,7,283,2,,2,2,,
40,1,,0,2,0,2,1,,7,0,0,283,,,2,2,96,61
57,1,1,,2,0,,1,2731.2,5,65000,8,393,,,2,2,41,40
62,2,,0,2,0,3,1,,7,4000,1,393,2,,2,2,39,40
93,2,,0,2,0,3,1,2731.2,1,,2,393,,2,,2,,40
58,2,,0,2,0,2,1,2731.2,10,,5,197,,2,,2,74,74
22,2,,0,2,0,2,1,2731.2,7,,2,197,2,2,,2,,
37,2,4,0,2,1,3,1,,8,24000,5,129,2,,,2,,83
16,2,6,0,2,1,,1,2731.2,4,,1,129,,,,2,,
61,2,,0,2,1,3,1,,7,,0,129,2,,,2,71,
50,2,1,,9,0,,1,2731.2,10,60000,8,329,2,2,,2,72,72
52,1,,,9,0,4,1,2731.2,7,,5,329,1,,2,2,74,72
18,2,,0,9,0,,1,2731.2,5,4000,1,329,,,,2,74,72
62,1,5,0,2,0,2,1,2731.2,5,33000,6,248,,2,2,2,37,
25,1,,0,2,0,2,1,2731.2,6,9000,2,248,,2,2,2,,
59,2,5,0,2,0,,1,2731.2,7,31100,6,236,2,2,,2,,37
86,2,,0,2,0,5,1,2731.2,5,15400,4,415,2,,,2,,267
64,2,,0,2,0,5,1,2731.2,9,,0,415,2,,,2,,
67,2,,,2,0,5,1,,5,9400,2,415,2,,2,2,214,267
61,2,,0,2,0,,1,2731.2,5,108000,9,415,,2,2,2,199,267
24,2,,1,1,4,6,2,,7,26500,5,168,2,2,2,2,83,
29,1,1,1,1,4,6,2,,5,30500,6,168,,2,,2,52,83
35,2,,,9,2,,1,2731.2,7,,6,121,,2,,2,153,
18,2,,,9,2,4,1,2731.2,4,,0,121,2,,,2,170,
15,2,6,1,9,2,4,1,2731.2,3,,0,121,2,,,2,162,
41,2,,0,2,0,,2,2731.2,7,14000,3,181,2,,,2,,
22,1,6,0,2,0,2,2,,7,17000,4,181,2,2,,2,147,
42,2,,1,1,0,3,2,,3,0,0,202,,,,2,127,
21,1,,,1,0,,2,2731.2,7,20000,4,202,2,,2,2,83,
20,1,6,1,1,0,3,2,,4,,4,202,,2,2,2,83,126
57,1,1,,2,0,2,1,2731.2,5,19900,4,237,2,2,2,2,55,55
58,2,1,0,2,0,2,1,2731.2,5,,4,237,,2,,2,,55
42,1,,0,2,2,6,1,2731.2,5,,6,222,,2,2,2,105,
40,2,1,0,2,2,6,1,2731.2,5,,6,222,2,2,2,2,85,104
21,1,6,,2,2,6,1,2731.2,5,10000,2,222,,,2,2,129,
18,1,6,0,2,2,,1,2731.2,5,0,0,222,,,2,2,114,
15,1,6,0,2,2,6,1,2731.2,4,,0,222,2,,2,2,,
32,2,,0,2,1,2,2,,7,7600,2,43,2,2,2,2,130,
28,2,,0,2,1,,2,,7,,6,274,2,,,2,,
39,1,1,,2,3,5,1,2731.2,7,,6,266,,,2,2,,
39,2,,,9,3,,1,2731.2,8,40000,6,266,,2,2,2,56,
17,1,6,0,2,3,5,1,,4,,1,266,2,,,2,70,70
61,2,,0,2,0,,1,,7,19000,4,188,,2,2,2,,61
27,2,6,,2,0,2,1,2731.2,7,13000,3,188,2,,2,2,,
30,2,6,1,1,0,,1,,5,,5,176,,,,2,,144
30,1,6,,1,0,2,1,2731.2,3,54000,8,409,,2,2,2,232,144
70,1,,1,1,0,2,1,2731.2,1,0,0,176,2,1,2,1,312,144
41,2,6,0,2,1,2,2,,8,45000,7,258,,,,2,384,385
61,1,1,,2,0,,1,2731.2,10,131200,9,501,2,2,2,2,48,48
60,2,,0,2,0,,1,2731.2,8,40000,6,501,2,2,2,2,,
71,2,1,0,2,0,,1,2731.2,5,,3,247,2,2,,2,,
72,1,1,0,2,0,,1,2731.2,6,14400,3,247,,2,1,2,33,42
44,1,6,0,2,0,,1,2731.2,7,,4,247,,2,2,2,,
93,2,6,0,9,0,,2,2731.2,4,9200,2,222,1,1,,1,56,
65,1,6,,9,0,3,2,2731.2,7,23000,5,222,2,2,2,2,36,
64,2,,0,9,0,,2,2731.2,7,12000,3,222,2,2,,2,40,
56,1,1,,2,0,2,1,,9,6000,2,35,2,2,2,2,,71
53,2,,0,2,0,2,1,,9,50,1,35,2,,,2,,71
54,2,,,2,0,,2,,5,55000,8,392,2,2,2,2,199,
35,2,5,0,2,0,,2,,7,,8,392,2,2,,2,191,
17,1,6,0,2,0,,2,,4,7000,2,392,2,,2,2,248,200
15,1,6,0,2,0,6,2,,4,0,0,392,2,,2,2,248,200
68,2,1,,2,0,2,1,2731.2,10,,8,501,,2,,2,78,78
70,1,1,,2,0,,1,2731.2,11,71000,8,501,2,2,2,2,62,78
29,2,,0,2,3,4,2,2731.2,4,10000,2,38,2,2,2,2,309,
56,1,,0,1,0,,1,,3,8400,2,49,,2,2,2,,
60,2,,0,1,0,2,1,2731.2,6,,0,49,2,,2,2,,
69,1,1,0,2,0,,1,2731.2,10,,9,501,2,2,2,2,,38
65,2,1,,2,0,2,1,,10,,7,501,,2,,2,,
80,2,,,2,0,,1,2731.2,4,,4,424,2,1,,2,,86
51,2,4,0,2,0,,1,2731.2,7,,5,424,,,,2,,
22,1,6,0,2,0,,1,2731.2,9,,6,424,,2,,2,128,86
80,1,,,2,0,2,1,2731.2,7,1600,1,252,,2,2,2,55,56
75,2,,0,2,0,,1,2731.2,9,,6,252,2,2,2,2,,56
66,2,,,1,0,3,1,2731.2,4,16500,4,169,,,2,2,,108
68,2,,0,1,0,3,1,,4,16700,4,169,,1,,2,,108
20,2,6,0,1,0,3,1,2731.2,5,400,1,169,1,,,2,,108
64,1,1,,2,0,3,1,2731.2,7,79900,8,501,,2,,2,182,183
61,2,1,,2,0,,1,,10,47900,7,501,,2,2,2,176,183
31,1,6,0,2,0,3,1,2731.2,7,,5,501,,2,2,2,297,183
64,2,1,0,2,1,,1,2731.2,5,19300,4,199,2,1,2,2,,153
61,1,,,2,1,3,1,2731.2,3,,3,199,,,2,2,,153
17,2,6,0,2,1,,1,,4,,2,199,2,,,2,,
34,2,,0,2,0,2,2,,10,46200,7,371,2,2,,2,132,
27,1,6,0,2,0,2,2,2731.2,5,17000,4,371,2,2,,2,268,133
76,1,,0,2,0,,2,,12,,4,162,2,2,,2,55,56
58,2,1,0,2,0,,2,2731.2,5,6100,2,162,1,1,,2,65,
93,2,,0,2,0,2,1,2731.2,5,15400,4,337,,1,2,2,39,39
60,1,,0,2,0,,1,,12,,6,337,2,2,2,2,28,39
71,2,,0,2,0,2,1,2731.2,4,9600,2,134,,,,2,73,73
46,1,,0,2,0,,1,2731.2,4,,3,134,,2,2,2,104,
75,1,1,,2,0,2,1,2731.2,5,31000,6,428,2,2,2,2,238,238
83,2,,,2,0,,1,2731.2,5,,6,428,2,,2,2,390,238
55,2,,0,2,1,2,2,,8,0,0,0,,1,,2,75,
48,2,,0,2,2,4,1,2731.2,9,,7,278,2,2,2,2,,
53,1,,0,2,2,4,1,,8,,5,278,2,2,2,2,100,116
15,2,,0,2,2,4,1,,4,,0,278,2,2,,2,,116
26,1,1,0,1,2,4,1,2731.2,9,21000,4,87,2,2,2,2,,74
26,2,,0,1,2,4,1,,7,1500,1,87,,,,2,,
38,2,,0,2,0,3,2,,4,,3,62,1,2,2,2,,
18,1,6,0,2,0,3,2,2731.2,5,0,0,62,2,,2,2,88,
18,1,6,,2,0,3,2,,5,0,0,62,2,2,,2,89,59
53,1,,0,2,0,,2,,5,,4,315,2,2,,2,113,
53,2,1,0,2,0,,2,,9,33500,6,315,2,2,,2,104,113
32,2,,1,1,2,4,2,,5,0,0,6,2,2,2,2,31,
38,1,,1,1,2,4,2,,5,1600,1,6,2,2,2,2,51,31
35,2,,0,2,4,6,1,2731.2,8,,6,108,2,,2,2,207,206
20,1,6,,2,4,6,1,2731.2,5,0,0,108,2,2,2,2,349,
82,2,3,,2,0,,1,2731.2,7,31200,6,361,2,2,2,2,,77
60,2,,0,2,0,,1,2731.2,7,24000,5,361,,2,2,2,,77
40,2,,0,2,3,4,2,2731.2,4,0,0,0,2,2,2,2,143,142
50,2,5,0,2,1,2,1,,10,9000,2,51,2,2,2,2,104,
73,1,3,0,2,0,2,1,2731.2,4,16800,4,139,,2,,2,52,
28,1,,0,2,0,2,1,2731.2,7,4500,1,139,,,,2,135,
79,2,,0,2,0,2,1,2731.2,4,9300,2,166,,2,2,2,120,
60,1,4,0,2,0,2,1,2731.2,6,16000,4,166,1,1,2,2,91,120
46,2,6,,2,0,2,1,2731.2,9,90000,9,501,2,2,,2,,630
22,1,6,0,2,0,2,1,2731.2,5,20000,4,501,,,2,2,811,630
77,1,1,,2,0,2,1,,7,68010,8,501,,2,2,2,72,72
53,1,1,0,2,0,2,1,2731.2,5,17900,4,501,,1,,2,,
41,2,,,2,0,,1,2731.2,7,36200,6,263,2,,2,2,56,
26,1,6,,2,0,3,1,2731.2,5,7000,2,263,2,,2,2,96,
39,1,6,0,2,0,3,1,2731.2,5,9000,2,263,,,,2,,56
61,2,,,2,0,,1,2731.2,9,,5,313,2,,,2,77,77
65,1,1,0,2,0,,1,2731.2,9,26200,5,313,2,2,2,2,64,77
59,2,,0,2,0,,1,2731.2,5,,6,207,2,,2,2,,80
65,1,,0,2,0,3,1,2731.2,5,1400,1,207,2,2,2,2,66,80
39,2,6,0,2,0,3,1,2731.2,5,4600,1,207,,,2,2,,80
52,2,,0,2,0,2,2,,3,0,0,178,2,,,2,136,135
64,1,1,0,2,0,2,2,,4,30000,5,178,,2,2,2,94,135
58,2,6,0,2,0,,1,2731.2,5,15000,3,97,2,2,,2,177,
39,1,6,0,2,0,4,1,2731.2,4,10200,3,97,2,2,2,2,,177
39,1,6,0,2,0,4,1,,4,190,1,97,1,1,2,2,282,
23,2,,0,2,0,,1,2731.2,4,0,0,97,,,1,2,326,
24,1,1,0,1,0,2,1,2731.2,9,54000,8,321,,2,2,2,,171
23,2,1,0,1,0,2,1,,9,,0,321,2,,,2,,
40,2,,0,2,2,4,2,,7,,4,85,2,1,,2,,
19,2,6,0,2,2,4,2,2731.2,4,,1,85,1,2,2,2,258,
16,2,,0,2,2,4,2,,4,0,0,85,2,,2,2,175,
60,2,,0,2,0,,1,2731.2,6,,2,140,1,2,,2,,
66,1,1,0,2,0,,1,2731.2,7,14400,3,140,2,2,2,2,161,192
62,2,,0,2,0,,2,2731.2,5,8500,2,41,2,,,2,,196
20,2,6,0,2,0,3,2,2731.2,4,0,0,41,2,2,2,2,362,196
15,1,6,0,2,0,3,2,2731.2,4,0,0,41,2,2,2,2,,
38,1,,1,1,1,3,2,2731.2,3,20000,4,153,2,2,2,2,295,295
38,2,1,1,1,1,3,2,,5,11200,3,153,2,2,,2,,
48,2,1,0,2,0,2,1,2731.2,12,,8,501,2,,2,2,,
55,1,1,0,2,0,2,1,2731.2,9,32000,6,501,2,2,2,2,,107
77,1,1,0,2,0,2,1,2731.2,8,44500,7,476,2,1,2,1,,46
74,2,,0,2,0,2,1,,5,,5,476,2,2,2,2,58,
62,2,1,,2,0,4,1,2731.2,7,24000,5,490,,,,2,121,122
65,1,1,,2,0,4,1,2731.2,7,30000,5,490,,,2,2,103,122
