a2,a3,a4,a5,a9,a10,a11,a12,a13,combo
one,3.0,two,,zero,three,22.0,one,29.0,one_one_zero_one_one
two,4.0,zero,12.0,zero,two,44.0,one,22.0,
four,5.0,zero,18.0,zero,three,63.0,one,12.0,zero_zero_zero_zero_one
zero,5.0,two,48.0,zero,,39.0,one,21.0,zero_zero_zero_one_zero
zero,2.0,one,15.0,,two,43.0,one,13.0,zero_one_zero_one_zero
zero,3.0,two,37.0,zero,zero,59.0,one,47.0,zero_zero_zero_one_zero
one,11.0,nine,37.0,zero,zero,29.0,one,12.0,
zero,2.0,one,14.0,zero,one,47.0,one,0.0,
zero,3.0,two,22.0,zero,one,3.0,one,32.0,
zero,3.0,one,12.0,zero,zero,47.0,one,,
,4.0,zero,44.0,zero,zero,39.0,,54.0,zero_one_zero_zero_one
one,3.0,two,36.0,zero,zero,17.0,one,,one_one_zero_one_zero
zero,4.0,,18.0,zero,two,39.0,one,8.0,zero_zero_zero_one_zero
zero,2.0,one,27.0,zero,zero,43.0,,35.0,zero_zero_zero_one_zero
zero,2.0,zero,12.0,zero,two,29.0,one,21.0,one_one_zero_zero_one
zero,3.0,two,36.0,,zero,39.0,one,15.0,
two,2.0,one,21.0,zero,three,53.0,,31.0,zero_one_zero_one_one
zero,3.0,two,30.0,zero,one,,one,40.0,zero_zero_zero_one_one
one,2.0,one,23.0,zero,two,,one,33.0,one_one_zero_one_zero
zero,,one,19.0,zero,zero,47.0,one,27.0,
one,3.0,,31.0,zero,one,69.0,one,41.0,zero_zero_zero_one_zero
zero,3.0,zero,11.0,zero,zero,47.0,one,,zero_zero_zero_one_zero
zero,0.0,zero,35.0,zero,zero,59.0,,3.0,one_zero_zero_zero_zero
four,6.0,three,40.0,zero,one,39.0,one,17.0,one_zero_zero_one_one
zero,5.0,,61.0,zero,zero,24.0,one,,
zero,0.0,zero,22.0,zero,one,59.0,one,14.0,one_one_one_zero_zero
one,4.0,zero,13.0,zero,three,,one,20.0,zero_one_zero_zero_one
zero,2.0,one,25.0,zero,one,47.0,one,28.0,zero_zero_zero_one_zero
zero,,one,40.0,zero,zero,39.0,one,50.0,
zero,5.0,three,10.0,zero,zero,11.0,one,20.0,one_one_zero_zero_zero
zero,1.0,zero,28.0,,zero,39.0,one,5.0,
zero,9.0,,37.0,zero,zero,,one,28.0,
zero,2.0,zero,13.0,zero,zero,47.0,one,21.0,zero_zero_zero_zero_zero
,0.0,zero,12.0,,zero,59.0,one,1.0,
one,3.0,two,36.0,zero,three,39.0,one,29.0,zero_zero_zero_one_one
one,2.0,one,38.0,zero,zero,83.0,one,27.0,
one,6.0,zero,,zero,zero,43.0,one,19.0,zero_zero_zero_zero_zero
one,2.0,one,20.0,zero,one,47.0,one,30.0,
zero,5.0,,,zero,zero,55.0,zero,40.0,
two,3.0,two,36.0,zero,three,39.0,one,25.0,one_zero_zero_one_one
two,4.0,,30.0,,zero,41.0,one,1.0,
one,3.0,two,22.0,zero,one,39.0,,,
zero,3.0,,,zero,one,47.0,one,19.0,
one,1.0,zero,27.0,zero,,,one,37.0,zero_zero_zero_one_one
zero,5.0,zero,13.0,zero,two,43.0,one,,
one,3.0,two,37.0,zero,three,23.0,one,0.0,one_one_zero_one_one
zero,3.0,one,30.0,zero,two,97.0,,40.0,one_zero_zero_one_zero
,,zero,18.0,zero,three,49.0,one,28.0,
zero,3.0,two,33.0,zero,zero,53.0,one,12.0,zero_zero_zero_one_zero
zero,,two,18.0,zero,one,,one,8.0,zero_zero_zero_one_zero
one,2.0,one,49.0,zero,zero,47.0,one,,zero_zero_zero_one_one
one,4.0,zero,8.0,zero,zero,47.0,one,,zero_zero_zero_zero_zero
one,4.0,,17.0,zero,one,43.0,one,24.0,zero_one_zero_one_zero
zero,,two,31.0,zero,one,49.0,one,12.0,one_zero_zero_one_one
one,1.0,zero,22.0,,zero,47.0,one,,one_zero_zero_one_zero
zero,,zero,4.0,zero,zero,19.0,one,14.0,
,5.0,four,30.0,zero,zero,47.0,one,40.0,one_zero_zero_one_one
one,0.0,zero,33.0,zero,zero,47.0,one,8.0,
zero,2.0,two,25.0,zero,zero,49.0,one,35.0,one_one_zero_zero_zero
one,4.0,one,42.0,zero,one,,one,,zero_zero_zero_one_zero
,,zero,28.0,zero,zero,41.0,,6.0,one_zero_zero_zero_zero
one,,zero,12.0,zero,,44.0,one,6.0,zero_zero_zero_zero_zero
one,1.0,,28.0,zero,two,,one,38.0,zero_zero_zero_one_one
zero,4.0,three,35.0,zero,zero,83.0,one,45.0,
zero,7.0,zero,,zero,zero,39.0,one,25.0,
zero,0.0,zero,30.0,zero,,39.0,one,19.0,
one,4.0,,24.0,zero,,64.0,,20.0,zero_zero_zero_one_zero
one,7.0,zero,23.0,zero,one,59.0,one,30.0,zero_zero_zero_zero_zero
one,3.0,two,27.0,zero,two,35.0,one,,
one,4.0,three,40.0,zero,zero,44.0,one,,zero_zero_zero_one_one
one,4.0,three,37.0,zero,zero,41.0,one,47.0,
zero,2.0,one,16.0,,one,45.0,one,26.0,
zero,0.0,,23.0,zero,zero,59.0,one,8.0,zero_zero_one_zero_zero
zero,2.0,one,23.0,zero,zero,41.0,one,33.0,zero_zero_zero_one_zero
zero,3.0,two,37.0,,zero,44.0,one,7.0,zero_zero_zero_one_zero
,3.0,two,33.0,zero,one,23.0,zero,30.0,
one,1.0,zero,47.0,zero,zero,19.0,one,10.0,zero_zero_zero_one_zero
one,2.0,one,19.0,zero,one,59.0,one,29.0,zero_zero_zero_one_zero
zero,3.0,zero,1.0,zero,,39.0,one,4.0,
two,2.0,,39.0,zero,two,71.0,one,34.0,zero_zero_one_zero_one
zero,4.0,three,,zero,,89.0,one,49.0,zero_zero_zero_one_one
one,2.0,one,,one,zero,83.0,one,43.0,
two,3.0,two,42.0,zero,two,19.0,one,52.0,zero_zero_zero_one_one
one,2.0,one,32.0,zero,zero,39.0,one,39.0,zero_zero_zero_one_zero
zero,,three,43.0,zero,zero,39.0,one,10.0,zero_zero_zero_one_zero
zero,4.0,zero,8.0,zero,one,44.0,one,8.0,zero_one_zero_zero_zero
two,8.0,zero,9.0,,one,49.0,one,0.0,
one,1.0,zero,20.0,zero,three,43.0,one,2.0,
zero,3.0,zero,10.0,zero,one,19.0,one,20.0,zero_zero_zero_zero_zero
zero,5.0,three,46.0,zero,zero,49.0,zero,56.0,
,3.0,two,28.0,zero,two,39.0,one,38.0,
two,1.0,zero,,zero,one,43.0,one,34.0,
two,5.0,four,28.0,,two,43.0,one,38.0,zero_one_zero_one_one
zero,2.0,one,14.0,zero,zero,44.0,one,24.0,one_zero_zero_one_zero
one,2.0,,43.0,,two,29.0,one,53.0,
zero,2.0,one,18.0,zero,zero,43.0,one,28.0,
zero,3.0,two,18.0,zero,zero,43.0,one,12.0,zero_zero_zero_one_zero
two,3.0,two,29.0,zero,one,49.0,one,33.0,zero_zero_zero_one_one
zero,4.0,one,22.0,zero,two,19.0,one,20.0,
zero,3.0,zero,35.0,zero,zero,29.0,one,45.0,zero_zero_zero_one_zero
zero,2.0,one,24.0,zero,one,39.0,one,,
one,,zero,23.0,zero,three,39.0,one,32.0,
zero,0.0,,27.0,,,69.0,one,20.0,zero_zero_one_zero_zero
one,2.0,one,17.0,zero,two,69.0,one,27.0,
zero,2.0,one,33.0,zero,,39.0,one,,zero_one_zero_zero_one
one,3.0,two,35.0,zero,zero,49.0,one,45.0,zero_zero_zero_one_zero
,2.0,one,23.0,zero,zero,44.0,,26.0,one_zero_zero_one_zero
one,1.0,zero,28.0,zero,zero,49.0,one,38.0,zero_zero_zero_zero_zero
zero,1.0,zero,17.0,zero,one,41.0,one,9.0,one_zero_zero_zero_one
one,8.0,zero,14.0,zero,two,39.0,one,23.0,
zero,8.0,four,,zero,zero,45.0,one,23.0,one_zero_zero_one_one
zero,3.0,,24.0,,,59.0,,34.0,zero_zero_zero_zero_one
,,four,37.0,zero,two,49.0,zero,22.0,zero_zero_zero_one_one
zero,3.0,two,27.0,zero,zero,47.0,one,37.0,
one,3.0,two,35.0,zero,one,69.0,one,,
zero,1.0,zero,27.0,zero,two,24.0,one,37.0,
zero,5.0,two,16.0,zero,zero,44.0,,,
zero,3.0,two,37.0,zero,two,49.0,one,22.0,zero_zero_zero_one_zero
zero,3.0,two,15.0,zero,zero,69.0,one,14.0,
,9.0,seven,38.0,zero,zero,71.0,one,48.0,zero_zero_zero_one_zero
two,6.0,one,53.0,zero,one,59.0,one,43.0,
one,3.0,one,,zero,,55.0,one,7.0,zero_zero_zero_one_one
zero,3.0,,21.0,zero,zero,39.0,one,,zero_zero_zero_one_one
zero,3.0,one,47.0,zero,one,,one,50.0,zero_one_zero_zero_one
zero,4.0,zero,24.0,zero,zero,49.0,one,25.0,zero_zero_zero_zero_zero
zero,2.0,one,34.0,,two,35.0,,8.0,zero_one_zero_one_zero
zero,4.0,one,52.0,zero,,5.0,zero,,zero_one_one_zero_zero
one,2.0,zero,20.0,zero,two,,one,30.0,one_zero_zero_one_one
,3.0,two,,zero,zero,50.0,one,28.0,zero_one_zero_one_zero
zero,1.0,one,34.0,zero,zero,29.0,one,44.0,one_one_zero_zero_zero
one,0.0,zero,42.0,zero,three,39.0,one,30.0,
zero,,three,37.0,zero,,,one,40.0,zero_zero_zero_one_one
one,2.0,one,38.0,zero,two,59.0,one,18.0,zero_one_zero_one_zero
zero,,two,24.0,zero,,83.0,one,12.0,zero_zero_zero_one_zero
zero,,two,19.0,,one,81.0,one,29.0,
one,4.0,zero,22.0,zero,one,39.0,one,32.0,zero_zero_zero_zero_zero
one,1.0,zero,32.0,zero,three,,one,42.0,
zero,3.0,two,,zero,one,59.0,one,30.0,zero_zero_zero_one_one
zero,3.0,two,,zero,,49.0,,39.0,
zero,1.0,,,zero,zero,39.0,one,56.0,one_one_one_zero_zero
zero,,zero,18.0,zero,two,19.0,one,8.0,zero_one_zero_one_one
zero,5.0,zero,9.0,zero,one,44.0,one,10.0,zero_one_zero_zero_zero
zero,3.0,zero,8.0,zero,one,47.0,one,18.0,
three,2.0,one,41.0,zero,two,49.0,one,51.0,
zero,4.0,zero,13.0,zero,zero,,one,,
one,,two,15.0,zero,zero,43.0,,5.0,
one,7.0,zero,2.0,zero,zero,43.0,one,12.0,one_zero_zero_zero_zero
zero,5.0,zero,14.0,zero,,39.0,one,24.0,
one,4.0,zero,22.0,zero,two,24.0,one,32.0,zero_zero_zero_one_one
zero,11.0,one,12.0,zero,zero,47.0,one,22.0,
zero,4.0,three,30.0,zero,one,49.0,one,40.0,zero_zero_zero_one_one
zero,,zero,20.0,zero,zero,47.0,,4.0,one_one_zero_zero_one
one,1.0,zero,13.0,zero,,35.0,one,23.0,
zero,6.0,,32.0,,zero,24.0,one,,one_one_zero_one_zero
zero,2.0,two,40.0,zero,zero,44.0,,39.0,
one,3.0,two,14.0,zero,one,53.0,one,24.0,
zero,,three,53.0,zero,zero,27.0,one,63.0,zero_zero_zero_one_zero
zero,1.0,zero,57.0,zero,zero,29.0,one,30.0,zero_zero_zero_one_zero
zero,6.0,zero,5.0,zero,zero,47.0,one,15.0,zero_zero_zero_zero_zero
zero,6.0,zero,21.0,zero,two,44.0,one,30.0,zero_zero_zero_zero_zero
two,2.0,one,40.0,zero,zero,47.0,zero,23.0,
zero,3.0,zero,11.0,,one,59.0,one,21.0,zero_zero_zero_zero_zero
zero,,zero,23.0,zero,two,43.0,one,,zero_zero_zero_one_zero
,3.0,two,19.0,zero,two,47.0,one,,one_zero_zero_one_one
one,3.0,two,22.0,zero,two,39.0,one,32.0,zero_zero_zero_one_zero
zero,0.0,zero,30.0,zero,two,55.0,one,40.0,zero_one_one_zero_zero
one,3.0,two,19.0,zero,two,39.0,one,7.0,zero_one_zero_one_zero
three,4.0,zero,26.0,zero,three,44.0,one,30.0,zero_zero_zero_zero_one
zero,2.0,one,27.0,,zero,39.0,one,37.0,zero_zero_zero_one_zero
zero,1.0,zero,16.0,,zero,43.0,one,,one_zero_zero_one_zero
zero,2.0,one,25.0,zero,,47.0,one,35.0,zero_zero_zero_one_zero
zero,2.0,one,15.0,zero,two,,one,4.0,zero_zero_zero_one_one
two,3.0,zero,,zero,,47.0,one,21.0,zero_one_zero_zero_zero
one,3.0,two,33.0,one,two,39.0,one,21.0,one_zero_zero_one_one
one,5.0,three,35.0,zero,zero,44.0,one,,zero_zero_zero_one_one
zero,3.0,two,27.0,zero,one,47.0,,6.0,
one,2.0,one,55.0,,,39.0,one,52.0,zero_one_zero_one_zero
zero,1.0,zero,37.0,zero,two,36.0,one,47.0,
zero,4.0,three,26.0,zero,zero,39.0,one,12.0,one_zero_zero_one_zero
one,4.0,three,46.0,zero,two,39.0,one,56.0,zero_zero_zero_one_one
zero,,two,22.0,zero,,47.0,one,11.0,zero_one_zero_one_zero
zero,2.0,,36.0,zero,zero,47.0,one,46.0,zero_zero_zero_one_zero
zero,2.0,one,18.0,zero,one,19.0,,28.0,zero_one_zero_one_zero
one,4.0,zero,15.0,zero,two,19.0,one,20.0,zero_one_zero_zero_zero
one,,two,36.0,zero,zero,47.0,one,25.0,
zero,3.0,two,27.0,zero,one,17.0,one,21.0,one_one_zero_one_zero
zero,4.0,three,38.0,zero,zero,29.0,one,48.0,
two,3.0,two,37.0,zero,three,29.0,,,zero_one_zero_one_one
zero,3.0,two,33.0,zero,,39.0,one,30.0,
two,0.0,zero,14.0,zero,one,69.0,one,24.0,
zero,0.0,zero,12.0,zero,one,47.0,zero,16.0,
one,3.0,two,41.0,zero,two,39.0,one,39.0,zero_one_zero_one_zero
,3.0,two,26.0,zero,zero,47.0,one,36.0,
one,2.0,one,31.0,zero,two,39.0,one,28.0,one_zero_zero_one_one
two,4.0,three,31.0,zero,zero,95.0,one,8.0,zero_zero_zero_one_one
one,7.0,zero,7.0,zero,zero,39.0,one,10.0,
zero,,,11.0,zero,one,47.0,one,10.0,zero_zero_zero_one_zero
zero,0.0,zero,20.0,zero,zero,59.0,one,,zero_one_one_zero_zero
zero,3.0,,8.0,zero,one,39.0,one,14.0,zero_zero_zero_zero_zero
zero,4.0,three,34.0,zero,zero,19.0,one,44.0,zero_zero_zero_one_zero
two,2.0,one,28.0,zero,two,43.0,one,13.0,zero_zero_zero_one_one
two,11.0,three,,zero,one,23.0,one,26.0,zero_zero_zero_one_zero
zero,,six,32.0,zero,zero,39.0,one,,
zero,4.0,,9.0,zero,one,35.0,one,19.0,zero_zero_zero_zero_zero
,2.0,one,29.0,zero,,47.0,one,5.0,
two,1.0,zero,49.0,zero,two,39.0,,59.0,
zero,3.0,,34.0,zero,one,47.0,one,44.0,zero_zero_zero_one_one
one,2.0,one,36.0,zero,zero,,one,20.0,zero_zero_zero_one_one
zero,5.0,four,26.0,zero,zero,69.0,one,35.0,zero_zero_zero_one_zero
one,3.0,two,33.0,zero,two,39.0,one,43.0,one_zero_zero_one_one
zero,5.0,four,34.0,zero,one,69.0,one,44.0,
zero,2.0,one,18.0,,zero,43.0,one,28.0,
,3.0,two,28.0,zero,,59.0,one,38.0,
zero,5.0,three,19.0,zero,zero,39.0,one,28.0,one_zero_zero_one_zero
zero,1.0,zero,,zero,zero,59.0,one,67.0,zero_zero_zero_one_zero
one,,one,23.0,zero,two,65.0,one,33.0,
zero,2.0,,23.0,zero,zero,65.0,one,6.0,
zero,3.0,zero,,zero,one,43.0,one,25.0,
zero,3.0,,18.0,zero,,39.0,one,,zero_zero_zero_one_zero
zero,2.0,one,27.0,zero,zero,,one,37.0,zero_zero_zero_one_zero
one,3.0,three,33.0,zero,one,43.0,one,30.0,
zero,3.0,,15.0,zero,zero,83.0,one,25.0,
one,,one,24.0,zero,,59.0,zero,34.0,one_zero_zero_one_zero
zero,1.0,zero,31.0,zero,one,43.0,one,41.0,
zero,1.0,zero,28.0,zero,two,47.0,,12.0,one_zero_one_zero_one
zero,3.0,two,37.0,zero,zero,49.0,one,12.0,zero_one_zero_one_zero
one,4.0,three,29.0,zero,one,,,,
zero,1.0,zero,53.0,zero,zero,5.0,one,49.0,zero_one_one_zero_zero
two,3.0,two,51.0,zero,,95.0,one,61.0,zero_zero_zero_one_one
zero,3.0,zero,,zero,one,47.0,one,18.0,one_one_zero_zero_zero
zero,3.0,zero,56.0,zero,zero,34.0,one,50.0,zero_zero_zero_one_one
zero,1.0,zero,57.0,zero,two,39.0,one,52.0,
one,4.0,three,40.0,zero,zero,43.0,one,31.0,zero_zero_zero_one_one
zero,,four,44.0,zero,one,64.0,one,53.0,zero_zero_zero_one_one
zero,4.0,two,47.0,zero,one,20.0,one,57.0,zero_zero_zero_one_zero
one,2.0,zero,11.0,zero,two,47.0,,21.0,one_one_zero_zero_zero
zero,11.0,zero,10.0,zero,zero,83.0,one,18.0,zero_one_zero_zero_zero
zero,6.0,five,26.0,zero,zero,47.0,one,15.0,
zero,2.0,one,14.0,zero,one,39.0,one,9.0,one_one_zero_one_zero
zero,2.0,one,18.0,zero,,47.0,one,28.0,one_zero_zero_one_zero
three,3.0,zero,7.0,zero,one,49.0,one,17.0,
zero,5.0,four,28.0,zero,one,39.0,one,,zero_one_zero_one_zero
zero,2.0,one,25.0,zero,two,41.0,one,35.0,one_zero_zero_one_one
zero,,three,18.0,zero,zero,59.0,one,27.0,zero_zero_zero_one_one
zero,2.0,,35.0,zero,zero,54.0,one,45.0,
three,3.0,two,40.0,one,one,53.0,one,45.0,zero_one_zero_one_one
,10.0,zero,13.0,zero,zero,39.0,one,,zero_zero_zero_zero_zero
zero,4.0,three,,zero,three,49.0,one,8.0,zero_one_zero_one_one
one,3.0,two,38.0,zero,zero,44.0,one,48.0,one_one_zero_one_zero
zero,4.0,zero,6.0,zero,one,47.0,one,16.0,zero_one_zero_zero_zero
zero,3.0,zero,,zero,zero,,,19.0,
one,1.0,zero,21.0,zero,,59.0,one,18.0,zero_zero_zero_one_one
zero,3.0,one,18.0,zero,zero,,one,28.0,
zero,3.0,two,51.0,zero,one,65.0,one,51.0,zero_one_zero_one_zero
,2.0,,31.0,zero,one,59.0,one,2.0,zero_one_zero_one_zero
one,2.0,zero,33.0,zero,three,44.0,one,43.0,zero_zero_one_zero_one
zero,4.0,three,23.0,zero,one,43.0,one,20.0,zero_one_zero_one_zero
one,2.0,zero,,zero,zero,47.0,one,14.0,
one,,zero,14.0,,one,47.0,one,24.0,zero_zero_one_zero_one
one,5.0,four,20.0,zero,zero,44.0,one,1.0,one_one_zero_one_one
zero,3.0,two,36.0,zero,zero,20.0,zero,30.0,
zero,0.0,zero,22.0,zero,zero,39.0,one,,one_zero_zero_zero_zero
zero,7.0,six,32.0,,zero,47.0,one,42.0,zero_zero_zero_one_zero
,8.0,seven,38.0,zero,zero,39.0,one,35.0,zero_zero_zero_one_zero
zero,3.0,zero,11.0,zero,one,39.0,,21.0,
zero,3.0,,20.0,zero,zero,,one,8.0,
zero,5.0,four,25.0,,zero,29.0,one,20.0,zero_zero_zero_one_zero
zero,2.0,one,17.0,zero,zero,39.0,one,1.0,one_zero_zero_one_zero
zero,,nine,22.0,zero,zero,39.0,one,32.0,
zero,3.0,two,11.0,,zero,27.0,one,21.0,
zero,3.0,zero,10.0,,one,39.0,one,4.0,
zero,1.0,zero,24.0,zero,zero,24.0,one,34.0,zero_zero_zero_zero_zero
two,,zero,20.0,zero,two,47.0,one,30.0,zero_one_zero_zero_zero
zero,2.0,one,15.0,zero,two,,one,,zero_one_zero_one_zero
zero,2.0,one,20.0,zero,two,47.0,one,5.0,one_zero_zero_one_one
zero,5.0,four,34.0,zero,three,,zero,20.0,zero_zero_zero_one_one
one,,zero,30.0,zero,one,43.0,one,40.0,zero_zero_zero_one_zero
,1.0,zero,45.0,zero,zero,19.0,one,27.0,zero_one_zero_one_zero
one,3.0,one,46.0,zero,one,44.0,one,46.0,zero_one_one_zero_zero
