age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
44.0,technician,secondary,0.0,5.0,may,225.0,2.0,0.0,0.0,unknown,no,
,technician,,0.0,5.0,,160.0,1.0,0.0,,,,
29.0,,tertiary,0.0,5.0,may,363.0,1.0,,0.0,unknown,no,
54.0,blue-collar,secondary,1291.0,,may,266.0,1.0,0.0,0.0,unknown,,married_no_yes_no_unknown
,management,,-244.0,5.0,may,253.0,1.0,0.0,,,no,
32.0,management,tertiary,0.0,5.0,may,179.0,1.0,,0.0,unknown,,
42.0,admin.,secondary,-76.0,5.0,,787.0,,0.0,0.0,unknown,no,single_no_yes_no_unknown
24.0,,secondary,,,,,1.0,,0.0,,no,
38.0,,tertiary,243.0,5.0,,,1.0,0.0,,unknown,no,
38.0,management,,424.0,5.0,may,104.0,1.0,,,unknown,no,
47.0,blue-collar,,,,may,,1.0,0.0,0.0,unknown,no,
40.0,blue-collar,unknown,24.0,5.0,,,,0.0,0.0,unknown,no,
,services,primary,179.0,5.0,may,,1.0,,,unknown,no,
32.0,admin.,tertiary,,5.0,may,138.0,1.0,0.0,,unknown,,married_no_yes_no_unknown
,technician,,989.0,5.0,may,812.0,,,,unknown,no,
,blue-collar,primary,249.0,5.0,,164.0,,0.0,,unknown,,
33.0,services,secondary,790.0,,may,391.0,1.0,0.0,0.0,unknown,no,
,blue-collar,unknown,,5.0,,357.0,,,0.0,unknown,,
51.0,management,,6530.0,5.0,may,91.0,,0.0,0.0,unknown,no,
60.0,retired,tertiary,100.0,5.0,may,528.0,,0.0,,unknown,no,
59.0,management,,,5.0,may,273.0,1.0,0.0,,,,
55.0,technician,,,5.0,may,158.0,2.0,0.0,,,no,
35.0,blue-collar,secondary,,,,,1.0,0.0,0.0,unknown,no,
57.0,,,5935.0,5.0,may,258.0,1.0,0.0,,unknown,no,married_no_yes_yes_unknown
31.0,services,,25.0,5.0,may,172.0,1.0,0.0,,,no,
54.0,management,secondary,282.0,5.0,may,154.0,,,,,no,
55.0,blue-collar,primary,23.0,,may,291.0,1.0,0.0,0.0,unknown,no,
,,secondary,,5.0,may,181.0,,,0.0,unknown,no,
53.0,technician,secondary,384.0,5.0,may,176.0,1.0,0.0,0.0,,no,
44.0,blue-collar,secondary,,5.0,,211.0,,,0.0,,no,
,services,secondary,91.0,5.0,may,349.0,1.0,0.0,,unknown,no,divorced_no_no_no_unknown
49.0,services,,0.0,5.0,may,272.0,1.0,0.0,,,no,
55.0,services,,,,may,208.0,1.0,0.0,,unknown,,
45.0,,secondary,,,,,,0.0,0.0,unknown,no,
,services,,164.0,5.0,may,212.0,1.0,0.0,0.0,unknown,,divorced_no_no_no_unknown
42.0,technician,,690.0,,,,1.0,,,unknown,no,
,admin.,secondary,2343.0,5.0,may,1042.0,1.0,0.0,,unknown,yes,married_no_yes_no_unknown
46.0,,,,5.0,may,246.0,,0.0,,unknown,no,
51.0,blue-collar,primary,173.0,5.0,may,529.0,2.0,0.0,0.0,unknown,,
,admin.,secondary,45.0,5.0,,1467.0,,0.0,0.0,,yes,
41.0,technician,,1270.0,5.0,may,1389.0,1.0,0.0,0.0,unknown,yes,
,management,,16.0,5.0,may,188.0,2.0,0.0,0.0,unknown,no,
57.0,retired,secondary,486.0,,,180.0,2.0,0.0,0.0,unknown,,
42.0,,secondary,,,,,1.0,,0.0,unknown,no,
30.0,technician,secondary,152.0,5.0,may,213.0,2.0,0.0,0.0,unknown,no,married_no_yes_yes_unknown
60.0,,,,5.0,may,583.0,1.0,0.0,0.0,unknown,no,
,blue-collar,unknown,54.0,5.0,may,221.0,1.0,,,unknown,no,
,entrepreneur,secondary,-37.0,5.0,may,173.0,1.0,0.0,,unknown,no,
36.0,management,tertiary,,5.0,may,426.0,1.0,0.0,0.0,,no,
55.0,blue-collar,secondary,383.0,5.0,,,1.0,0.0,0.0,unknown,no,
,retired,,,5.0,may,101.0,,,0.0,unknown,no,
,technician,secondary,0.0,,may,203.0,1.0,,,,no,married_no_yes_no_unknown
,management,tertiary,229.0,5.0,may,197.0,,,0.0,unknown,,married_no_yes_no_unknown
44.0,blue-collar,secondary,,,may,257.0,,,,unknown,no,
53.0,blue-collar,,90.0,5.0,may,124.0,1.0,,,unknown,no,
,blue-collar,primary,,5.0,,229.0,,0.0,0.0,unknown,no,
,blue-collar,,179.0,5.0,may,55.0,3.0,0.0,,unknown,no,
,technician,tertiary,0.0,,,,1.0,,0.0,unknown,no,
,blue-collar,secondary,54.0,5.0,may,197.0,1.0,0.0,0.0,unknown,,
,,,151.0,5.0,,190.0,,0.0,,unknown,,
34.0,,secondary,61.0,5.0,may,21.0,1.0,0.0,0.0,unknown,no,
59.0,,secondary,30.0,5.0,may,,1.0,,0.0,unknown,no,
,management,tertiary,523.0,,,849.0,2.0,0.0,0.0,unknown,no,
29.0,services,secondary,,5.0,may,194.0,1.0,0.0,0.0,,no,
46.0,technician,,79.0,5.0,may,144.0,,0.0,,,,
56.0,,primary,-34.0,5.0,may,,2.0,0.0,0.0,unknown,no,married_no_yes_yes_unknown
36.0,,primary,448.0,,,286.0,1.0,0.0,,unknown,,
,retired,primary,81.0,5.0,may,107.0,1.0,0.0,,,,
44.0,blue-collar,secondary,144.0,5.0,,247.0,2.0,0.0,,unknown,no,married_no_yes_no_unknown
41.0,,,351.0,5.0,may,518.0,1.0,0.0,0.0,unknown,no,
33.0,,tertiary,-67.0,,,364.0,1.0,,0.0,unknown,no,single_no_yes_no_unknown
,management,tertiary,262.0,5.0,may,178.0,,0.0,,,,
,technician,primary,0.0,5.0,may,98.0,,0.0,0.0,unknown,no,
56.0,technician,,56.0,5.0,,439.0,,0.0,0.0,unknown,,
51.0,blue-collar,secondary,,5.0,may,79.0,1.0,,,,no,
34.0,admin.,unknown,3.0,,may,120.0,3.0,,0.0,,no,married_no_yes_no_unknown
43.0,,secondary,41.0,5.0,may,127.0,,0.0,,unknown,no,
52.0,technician,,,5.0,may,175.0,,0.0,,unknown,no,
33.0,technician,,105.0,,,262.0,2.0,,0.0,unknown,no,
29.0,admin.,secondary,818.0,5.0,may,,,,,unknown,no,
34.0,services,,-16.0,5.0,,78.0,,,0.0,,no,
31.0,blue-collar,secondary,0.0,,may,143.0,1.0,0.0,0.0,unknown,,married_no_yes_no_unknown
55.0,,secondary,2476.0,5.0,may,,1.0,0.0,0.0,unknown,,
55.0,,,1185.0,5.0,may,677.0,1.0,0.0,,unknown,no,
,,secondary,217.0,,,345.0,1.0,0.0,0.0,unknown,no,
38.0,,secondary,,,,,1.0,0.0,0.0,unknown,no,
55.0,,secondary,,5.0,,,2.0,0.0,,unknown,no,
28.0,unemployed,tertiary,,,,,2.0,,0.0,unknown,no,
,,secondary,,,may,193.0,1.0,,,unknown,no,married_no_yes_no_unknown
,technician,,0.0,5.0,,,,,0.0,unknown,no,
43.0,,unknown,,5.0,may,73.0,1.0,,0.0,unknown,no,
32.0,blue-collar,,517.0,5.0,may,528.0,1.0,0.0,0.0,unknown,no,
46.0,blue-collar,secondary,265.0,5.0,,541.0,,0.0,,,,
,housemaid,,947.0,5.0,may,163.0,,0.0,0.0,,no,
34.0,self-employed,,3.0,,,,,,0.0,unknown,,
57.0,unemployed,,42.0,5.0,,46.0,,0.0,,unknown,,
,blue-collar,,37.0,5.0,may,204.0,1.0,0.0,0.0,,,married_no_yes_no_unknown
59.0,blue-collar,secondary,,,may,98.0,1.0,0.0,0.0,unknown,no,
33.0,services,,,5.0,may,,,,0.0,,,married_no_yes_no_unknown
56.0,blue-collar,,8.0,5.0,may,157.0,,0.0,0.0,,,
48.0,unemployed,,293.0,5.0,may,243.0,1.0,0.0,0.0,,no,
43.0,services,primary,,5.0,,186.0,2.0,0.0,,unknown,no,married_no_yes_no_unknown
,blue-collar,primary,,5.0,may,579.0,2.0,0.0,,unknown,no,
,blue-collar,,-19.0,,may,163.0,,0.0,0.0,,,
26.0,,secondary,,,may,,2.0,0.0,0.0,unknown,,single_no_yes_no_unknown
40.0,management,tertiary,-4.0,5.0,may,2033.0,1.0,0.0,0.0,,,
,,secondary,18.0,5.0,may,85.0,1.0,,0.0,unknown,,married_no_yes_no_unknown
50.0,,,,5.0,may,114.0,2.0,0.0,0.0,,,
41.0,services,secondary,0.0,5.0,,114.0,2.0,,0.0,unknown,no,
51.0,,,,5.0,,57.0,1.0,0.0,,unknown,,
,retired,,,,may,238.0,1.0,0.0,,unknown,,
,blue-collar,,782.0,5.0,may,93.0,3.0,0.0,0.0,unknown,no,
48.0,blue-collar,secondary,,,may,128.0,2.0,0.0,0.0,unknown,no,
48.0,services,unknown,1705.0,5.0,,,,0.0,0.0,unknown,no,
39.0,,tertiary,47.0,,,181.0,,,0.0,unknown,,
47.0,,secondary,176.0,,,,,,0.0,unknown,no,
,blue-collar,secondary,1225.0,5.0,may,558.0,,0.0,0.0,unknown,,
45.0,technician,secondary,,5.0,may,270.0,1.0,,0.0,,no,
26.0,,secondary,82.0,,,,1.0,0.0,0.0,unknown,no,
,management,,271.0,5.0,may,,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,technician,,,,may,,,0.0,0.0,,no,
,admin.,tertiary,184.0,5.0,may,673.0,2.0,,0.0,unknown,,
,blue-collar,,0.0,5.0,,233.0,3.0,,0.0,unknown,,
35.0,blue-collar,secondary,,5.0,may,1056.0,1.0,0.0,0.0,unknown,,
44.0,,,,5.0,may,,1.0,0.0,0.0,,no,
53.0,entrepreneur,unknown,,5.0,may,252.0,1.0,0.0,,unknown,,
35.0,,primary,434.0,,,138.0,1.0,0.0,0.0,unknown,no,
60.0,admin.,secondary,,5.0,may,130.0,1.0,0.0,0.0,,,
53.0,admin.,,1151.0,5.0,may,412.0,1.0,0.0,0.0,unknown,,divorced_no_yes_no_unknown
,,,41.0,,,179.0,2.0,0.0,0.0,unknown,,
34.0,technician,secondary,51.0,,may,19.0,2.0,0.0,0.0,unknown,,
54.0,services,secondary,214.0,5.0,may,458.0,,0.0,0.0,unknown,,
,management,secondary,1161.0,5.0,,,,0.0,0.0,,no,
31.0,services,tertiary,,,may,,1.0,0.0,,,no,
,technician,,,5.0,may,683.0,2.0,0.0,,,no,
35.0,services,,59.0,,,,,0.0,0.0,unknown,no,
38.0,technician,secondary,253.0,,,416.0,1.0,,0.0,,no,
36.0,admin.,,211.0,5.0,may,146.0,,0.0,0.0,unknown,no,
58.0,retired,primary,235.0,5.0,may,167.0,,0.0,0.0,unknown,no,
,,,,5.0,may,315.0,1.0,0.0,0.0,,,
,management,secondary,4080.0,5.0,may,140.0,1.0,0.0,0.0,,,
34.0,,secondary,53.0,5.0,may,,1.0,0.0,,unknown,no,
31.0,,tertiary,0.0,,,562.0,1.0,0.0,0.0,unknown,no,
51.0,retired,,,5.0,may,,,,0.0,unknown,,
33.0,management,tertiary,377.0,5.0,may,217.0,1.0,0.0,,,,
55.0,management,,73.0,5.0,may,142.0,2.0,0.0,0.0,unknown,no,
42.0,admin.,secondary,445.0,,may,67.0,,0.0,,unknown,,married_no_yes_no_unknown
,blue-collar,,243.0,,may,,1.0,,,,no,
33.0,,secondary,307.0,,may,309.0,2.0,0.0,0.0,unknown,,
38.0,,secondary,155.0,5.0,may,248.0,1.0,,0.0,,no,married_no_yes_no_unknown
50.0,technician,tertiary,,5.0,may,98.0,,0.0,,unknown,no,
,management,tertiary,400.0,,may,256.0,,0.0,0.0,unknown,,
,blue-collar,,1428.0,5.0,may,82.0,2.0,0.0,,,,
47.0,admin.,,,5.0,may,577.0,1.0,0.0,0.0,unknown,no,
,self-employed,tertiary,7.0,5.0,may,286.0,1.0,0.0,0.0,unknown,,
,blue-collar,secondary,575.0,,may,,,0.0,0.0,unknown,no,
35.0,,unknown,298.0,,may,,2.0,,,unknown,,single_no_yes_no_unknown
,services,,0.0,5.0,may,471.0,1.0,0.0,,unknown,,
50.0,services,secondary,5699.0,5.0,may,381.0,,0.0,0.0,,,married_no_yes_no_unknown
41.0,,tertiary,,5.0,,42.0,1.0,,0.0,,no,
,management,tertiary,,5.0,may,,1.0,0.0,0.0,,no,
39.0,,unknown,257.0,,may,408.0,1.0,,0.0,unknown,no,
42.0,retired,secondary,56.0,5.0,,215.0,1.0,0.0,0.0,unknown,no,
38.0,,secondary,-390.0,,may,287.0,,,0.0,unknown,no,
53.0,,,330.0,5.0,may,216.0,2.0,0.0,0.0,unknown,,
,,,195.0,5.0,may,366.0,2.0,0.0,,unknown,no,divorced_no_no_no_unknown
36.0,services,,301.0,5.0,may,210.0,,0.0,,unknown,no,
,,primary,-41.0,5.0,may,,,0.0,0.0,,no,
,technician,tertiary,,5.0,may,168.0,1.0,0.0,0.0,unknown,,married_no_yes_no_unknown
47.0,unknown,,28.0,5.0,,338.0,2.0,,0.0,unknown,no,
53.0,unemployed,unknown,13.0,,,410.0,3.0,0.0,0.0,,no,
46.0,housemaid,,965.0,5.0,may,177.0,,,0.0,unknown,,
39.0,management,tertiary,,5.0,may,127.0,2.0,0.0,,unknown,no,
,unemployed,secondary,219.0,5.0,may,357.0,1.0,0.0,,,,married_no_yes_no_unknown
28.0,blue-collar,primary,,,may,175.0,1.0,0.0,,,no,
,entrepreneur,secondary,-69.0,5.0,may,,,0.0,,,,divorced_no_yes_no_unknown
55.0,,,0.0,5.0,may,136.0,,0.0,0.0,,no,
43.0,,,205.0,5.0,may,1419.0,1.0,0.0,,,no,divorced_no_yes_no_unknown
48.0,,primary,278.0,5.0,may,125.0,2.0,,0.0,unknown,no,
58.0,management,unknown,1065.0,5.0,may,213.0,,0.0,0.0,unknown,,married_no_yes_no_unknown
,,tertiary,,5.0,,,,,0.0,unknown,no,
36.0,blue-collar,,1033.0,5.0,may,238.0,2.0,0.0,0.0,unknown,,
53.0,services,secondary,1467.0,5.0,may,124.0,1.0,0.0,,unknown,,
47.0,blue-collar,,,5.0,may,,1.0,0.0,0.0,unknown,no,
31.0,services,secondary,388.0,,may,730.0,2.0,0.0,,unknown,,
57.0,entrepreneur,secondary,,5.0,may,746.0,2.0,,,unknown,no,married_no_yes_no_unknown
,blue-collar,unknown,1827.0,5.0,,,1.0,0.0,0.0,unknown,no,
55.0,,,627.0,,,247.0,1.0,0.0,,unknown,,married_no_yes_no_unknown
45.0,blue-collar,primary,25.0,5.0,may,40.0,1.0,0.0,0.0,unknown,,
53.0,admin.,secondary,,5.0,may,181.0,2.0,0.0,,unknown,,
37.0,blue-collar,primary,0.0,,may,,1.0,0.0,0.0,,no,
44.0,admin.,secondary,66.0,5.0,may,206.0,1.0,0.0,,unknown,,
49.0,blue-collar,,,5.0,may,389.0,1.0,0.0,,unknown,no,
46.0,technician,,,5.0,may,127.0,,0.0,0.0,,no,
43.0,,unknown,100.0,,,702.0,1.0,0.0,0.0,unknown,,married_no_yes_no_unknown
,,secondary,0.0,5.0,may,,1.0,0.0,,unknown,no,
43.0,technician,secondary,,,may,,,0.0,0.0,unknown,no,
,management,tertiary,3237.0,5.0,,232.0,,,,unknown,,married_no_yes_no_unknown
42.0,,,275.0,5.0,,,2.0,0.0,0.0,unknown,no,married_no_no_no_unknown
22.0,,secondary,,,may,,2.0,0.0,0.0,unknown,no,
40.0,management,tertiary,,5.0,,39.0,1.0,0.0,,unknown,,
,blue-collar,secondary,483.0,5.0,may,282.0,,,0.0,unknown,,
51.0,services,,2248.0,5.0,may,714.0,2.0,0.0,0.0,,,
,,,,5.0,,50.0,,0.0,,unknown,no,
53.0,blue-collar,,0.0,5.0,may,181.0,1.0,0.0,,unknown,no,married_no_yes_yes_unknown
,services,secondary,0.0,,,,,,0.0,unknown,no,
,technician,,,5.0,may,227.0,1.0,0.0,,,,
50.0,management,tertiary,297.0,,,119.0,1.0,,,unknown,no,
,blue-collar,,279.0,5.0,may,361.0,1.0,0.0,,,,
59.0,entrepreneur,secondary,901.0,5.0,may,73.0,,0.0,,unknown,no,
30.0,technician,secondary,2573.0,,,,,0.0,0.0,unknown,no,
36.0,,,,5.0,may,350.0,1.0,,,,no,
40.0,blue-collar,secondary,475.0,5.0,may,332.0,2.0,0.0,,unknown,no,
53.0,blue-collar,secondary,,5.0,,611.0,2.0,0.0,,unknown,no,
34.0,,,318.0,5.0,may,,,,0.0,unknown,no,single_no_yes_no_unknown
37.0,technician,secondary,275.0,5.0,,132.0,,0.0,0.0,unknown,no,married_no_yes_no_unknown
42.0,management,,742.0,5.0,may,58.0,3.0,0.0,0.0,,,
41.0,entrepreneur,primary,236.0,5.0,may,151.0,,0.0,,,no,married_no_yes_no_unknown
30.0,,tertiary,,,may,89.0,2.0,0.0,0.0,,,
,management,tertiary,600.0,,may,,,,0.0,unknown,no,
39.0,admin.,,-349.0,5.0,may,611.0,,0.0,0.0,unknown,no,
41.0,blue-collar,primary,183.0,5.0,may,110.0,2.0,0.0,0.0,unknown,no,
40.0,blue-collar,primary,0.0,,may,463.0,1.0,,0.0,unknown,no,
42.0,,tertiary,,5.0,,562.0,2.0,,,unknown,yes,
40.0,blue-collar,,0.0,5.0,may,962.0,,0.0,,unknown,,
57.0,technician,secondary,1078.0,5.0,,10.0,4.0,0.0,0.0,unknown,no,
,entrepreneur,,155.0,5.0,may,118.0,3.0,,0.0,,,
37.0,admin.,,,5.0,,92.0,,0.0,0.0,,no,married_no_yes_no_unknown
59.0,retired,secondary,,5.0,may,,3.0,,0.0,unknown,no,married_no_yes_no_unknown
39.0,services,,-185.0,5.0,may,189.0,,0.0,0.0,,,divorced_no_yes_no_unknown
49.0,services,secondary,,5.0,may,,,0.0,,unknown,no,married_no_no_no_unknown
38.0,,secondary,570.0,,may,75.0,2.0,,,unknown,no,
36.0,self-employed,tertiary,19.0,,,,,0.0,0.0,unknown,no,
50.0,blue-collar,primary,,5.0,may,621.0,,,0.0,,no,married_no_yes_no_unknown
41.0,admin.,,,5.0,may,55.0,2.0,0.0,0.0,unknown,no,
54.0,technician,tertiary,258.0,5.0,,310.0,4.0,0.0,0.0,,,
58.0,blue-collar,,76.0,5.0,may,156.0,,0.0,,unknown,no,
30.0,blue-collar,secondary,0.0,5.0,may,,2.0,0.0,0.0,unknown,no,
33.0,,secondary,352.0,,,225.0,2.0,,0.0,unknown,,
47.0,admin.,secondary,368.0,5.0,may,125.0,2.0,0.0,0.0,unknown,,
50.0,,tertiary,339.0,,may,,,,,unknown,no,
32.0,blue-collar,,1331.0,,may,286.0,,0.0,0.0,unknown,no,
,self-employed,,,5.0,,164.0,2.0,0.0,0.0,,,
,,,58.0,5.0,may,98.0,2.0,0.0,,,no,
54.0,technician,unknown,447.0,,,,,,0.0,unknown,,
24.0,,secondary,423.0,5.0,,226.0,3.0,0.0,0.0,unknown,no,
54.0,management,tertiary,0.0,5.0,,120.0,,0.0,0.0,unknown,,
34.0,technician,,,5.0,,362.0,4.0,,0.0,,no,
,technician,,13.0,5.0,may,357.0,2.0,0.0,0.0,,,
31.0,,secondary,,5.0,,200.0,,,0.0,unknown,no,single_no_yes_no_unknown
,,secondary,82.0,,,,,,0.0,unknown,no,
42.0,blue-collar,,28.0,5.0,may,126.0,,0.0,,unknown,no,
57.0,technician,,792.0,5.0,may,65.0,2.0,0.0,0.0,unknown,,
42.0,,unknown,,5.0,may,107.0,2.0,0.0,0.0,unknown,no,
51.0,admin.,secondary,531.0,5.0,may,267.0,,0.0,0.0,,no,
57.0,retired,secondary,211.0,,may,248.0,,0.0,,unknown,no,
36.0,,secondary,62.0,,,,2.0,,,unknown,no,
,services,,257.0,5.0,,,2.0,0.0,,unknown,no,
50.0,technician,secondary,1234.0,5.0,,205.0,2.0,0.0,0.0,unknown,,
,management,,313.0,5.0,,83.0,2.0,0.0,,unknown,no,
55.0,blue-collar,,,5.0,may,106.0,,0.0,0.0,,no,
44.0,blue-collar,secondary,129.0,5.0,may,,,0.0,,unknown,no,
43.0,management,unknown,0.0,,may,105.0,2.0,0.0,0.0,,no,
56.0,admin.,secondary,353.0,,may,106.0,2.0,0.0,0.0,unknown,,married_no_yes_no_unknown
54.0,,,851.0,5.0,,108.0,2.0,0.0,,unknown,,
,services,,96.0,5.0,may,311.0,2.0,,,,no,
,services,secondary,398.0,5.0,may,214.0,,0.0,,,no,
33.0,admin.,tertiary,193.0,5.0,,132.0,2.0,0.0,0.0,unknown,no,single_no_no_no_unknown
46.0,admin.,secondary,-358.0,5.0,may,358.0,2.0,,,unknown,no,
36.0,,,,5.0,may,,2.0,,,,no,married_no_yes_yes_unknown
51.0,technician,secondary,0.0,,may,364.0,2.0,,0.0,unknown,no,
40.0,,primary,0.0,,,136.0,2.0,,0.0,unknown,no,
42.0,blue-collar,secondary,,5.0,may,386.0,2.0,0.0,0.0,unknown,,
,blue-collar,secondary,0.0,,may,173.0,2.0,0.0,0.0,,no,
49.0,blue-collar,unknown,,,may,241.0,2.0,0.0,0.0,,no,
,,,,5.0,may,224.0,,0.0,0.0,unknown,no,
32.0,technician,,,5.0,may,148.0,2.0,0.0,,,no,
31.0,admin.,secondary,98.0,,,,,0.0,0.0,unknown,no,single_no_yes_no_unknown
55.0,,tertiary,115.0,,may,,4.0,0.0,0.0,unknown,no,
40.0,,secondary,436.0,,may,,3.0,,,unknown,no,
47.0,technician,tertiary,831.0,5.0,,316.0,3.0,0.0,,,no,
57.0,technician,unknown,206.0,5.0,may,,,0.0,0.0,unknown,no,married_no_yes_no_unknown
41.0,blue-collar,secondary,290.0,5.0,may,240.0,2.0,0.0,0.0,unknown,no,
48.0,blue-collar,secondary,1.0,5.0,may,669.0,,0.0,,unknown,no,
,,unknown,57.0,5.0,may,425.0,,,0.0,,no,
30.0,blue-collar,secondary,,,,,2.0,,0.0,unknown,no,
58.0,management,tertiary,1387.0,5.0,,174.0,5.0,,0.0,unknown,no,
,management,,24598.0,5.0,may,313.0,3.0,0.0,,unknown,no,
,blue-collar,,30.0,5.0,may,135.0,,0.0,,,,
42.0,admin.,,1022.0,,,146.0,2.0,,0.0,unknown,no,single_no_yes_no_unknown
53.0,technician,,56.0,5.0,may,,2.0,0.0,,,no,
51.0,,secondary,,,,402.0,3.0,0.0,0.0,unknown,,
32.0,services,secondary,121.0,,may,213.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
41.0,,secondary,842.0,,may,,3.0,,0.0,unknown,,
,management,secondary,693.0,5.0,may,124.0,,0.0,,,,
,blue-collar,secondary,-333.0,5.0,may,183.0,2.0,0.0,,,no,
50.0,blue-collar,,1533.0,5.0,may,325.0,,0.0,0.0,unknown,no,
34.0,,tertiary,,5.0,may,39.0,4.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,services,unknown,,5.0,,,2.0,0.0,,unknown,no,
45.0,technician,secondary,44.0,5.0,,,,0.0,0.0,unknown,no,
39.0,blue-collar,primary,-100.0,5.0,may,680.0,,0.0,0.0,unknown,no,
44.0,services,tertiary,510.0,,,421.0,,0.0,0.0,,no,
55.0,,,685.0,5.0,,174.0,3.0,0.0,,unknown,,
46.0,management,tertiary,,,,113.0,2.0,,0.0,unknown,no,
45.0,blue-collar,secondary,66.0,5.0,may,808.0,2.0,0.0,0.0,unknown,,
34.0,admin.,,560.0,5.0,may,198.0,,0.0,0.0,unknown,no,
36.0,blue-collar,,0.0,5.0,may,195.0,2.0,0.0,0.0,unknown,no,
59.0,unknown,,27.0,5.0,may,347.0,3.0,0.0,0.0,,,
31.0,,secondary,,,,208.0,2.0,0.0,0.0,,no,
44.0,blue-collar,,34.0,,may,,4.0,0.0,0.0,unknown,,
33.0,,tertiary,1068.0,5.0,may,,2.0,,0.0,unknown,no,
40.0,blue-collar,,211.0,5.0,may,216.0,4.0,0.0,0.0,unknown,no,
,,tertiary,377.0,5.0,,98.0,,,0.0,unknown,no,
48.0,,tertiary,,,may,350.0,2.0,0.0,0.0,unknown,,
42.0,services,secondary,1263.0,,may,114.0,2.0,0.0,0.0,unknown,no,
27.0,services,secondary,8.0,6.0,may,88.0,3.0,0.0,,unknown,no,married_no_yes_no_unknown
48.0,admin.,secondary,,6.0,may,379.0,2.0,0.0,,unknown,no,
,admin.,secondary,230.0,,may,,,0.0,0.0,unknown,no,
46.0,technician,,,6.0,may,,,0.0,,unknown,,
,admin.,,308.0,6.0,may,102.0,,0.0,,,,
,management,tertiary,,6.0,may,306.0,,0.0,0.0,,,
,admin.,,,,may,218.0,1.0,0.0,0.0,,,
