age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,services,married,unknown,,1705,yes,no,unknown,5,,,,0,0,unknown,no
39,,,tertiary,,47,yes,no,unknown,,,181,,,0,unknown,
47,,,secondary,no,176,yes,no,unknown,,,,,,0,unknown,no
,blue-collar,,secondary,,1225,yes,no,unknown,5,may,558,,0,0,unknown,
45,technician,,secondary,no,,yes,no,unknown,5,may,270,1,,0,,no
26,,single,secondary,no,82,,,unknown,,,,1,0,0,unknown,no
,management,married,,no,271,yes,no,unknown,5,may,,1,0,0,unknown,no
,technician,married,,no,,yes,no,,,may,,,0,0,,no
,admin.,married,tertiary,no,184,no,no,,5,may,673,2,,0,unknown,
,blue-collar,,,,0,no,,unknown,5,,233,3,,0,unknown,
35,blue-collar,married,secondary,no,,,no,unknown,5,may,1056,1,0,0,unknown,
44,,,,,,yes,yes,unknown,5,may,,1,0,0,,no
53,entrepreneur,married,unknown,no,,yes,,unknown,5,may,252,1,0,,unknown,
35,,single,primary,no,434,no,,,,,138,1,0,0,unknown,no
60,admin.,,secondary,no,,yes,,,5,may,130,1,0,0,,
53,admin.,divorced,,no,1151,yes,no,unknown,5,may,412,1,0,0,unknown,
,,,,no,41,yes,no,unknown,,,179,2,0,0,unknown,
34,technician,married,secondary,,51,yes,no,unknown,,may,19,2,0,0,unknown,
54,services,married,secondary,,214,,,unknown,5,may,458,,0,0,unknown,
,management,married,secondary,,1161,yes,no,unknown,5,,,,0,0,,no
31,services,married,tertiary,no,,yes,no,,,may,,1,0,,,no
,technician,divorced,,no,,yes,no,,5,may,683,2,0,,,no
35,services,married,,,59,yes,no,unknown,,,,,0,0,unknown,no
38,technician,married,secondary,no,253,yes,,unknown,,,416,1,,0,,no
36,admin.,married,,,211,yes,no,unknown,5,may,146,,0,0,unknown,no
58,retired,,primary,no,235,yes,no,,5,may,167,,0,0,unknown,no
,,divorced,,,,yes,no,unknown,5,may,315,1,0,0,,
,management,married,secondary,no,4080,no,,unknown,5,may,140,1,0,0,,
34,,single,secondary,no,53,,yes,unknown,5,may,,1,0,,unknown,no
31,,single,tertiary,,0,yes,no,unknown,,,562,1,0,0,unknown,no
51,retired,,,no,,yes,no,,5,may,,,,0,unknown,
33,management,,tertiary,no,377,yes,no,,5,may,217,1,0,,,
55,management,,,no,73,yes,no,,5,may,142,2,0,0,unknown,no
42,admin.,married,secondary,no,445,yes,no,unknown,,may,67,,0,,unknown,
,blue-collar,,,no,243,yes,no,unknown,,may,,1,,,,no
33,,single,secondary,no,307,yes,,unknown,,may,309,2,0,0,unknown,
38,,married,secondary,no,155,yes,no,unknown,5,may,248,1,,0,,no
50,technician,,tertiary,no,,no,,unknown,5,may,98,,0,,unknown,no
,management,,tertiary,no,400,yes,no,unknown,,may,256,,0,0,unknown,
,blue-collar,divorced,,,1428,yes,no,,5,may,82,2,0,,,
47,admin.,,,,,yes,,unknown,5,may,577,1,0,0,unknown,no
,self-employed,married,tertiary,,7,yes,no,unknown,5,may,286,1,0,0,unknown,
,blue-collar,married,secondary,,575,,,unknown,,may,,,0,0,unknown,no
35,,single,unknown,no,298,yes,no,unknown,,may,,2,,,unknown,
,services,married,,no,0,yes,no,,5,may,471,1,0,,unknown,
50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,,0,0,,
41,,married,tertiary,no,,,yes,,5,,42,1,,0,,no
,management,,tertiary,no,,yes,no,,5,may,,1,0,0,,no
39,,,unknown,no,257,yes,no,unknown,,may,408,1,,0,unknown,no
42,retired,,secondary,,56,yes,no,unknown,5,,215,1,0,0,unknown,no
38,,married,secondary,,-390,yes,no,unknown,,may,287,,,0,unknown,no
53,,married,,no,330,yes,no,,5,may,216,2,0,0,unknown,
,,divorced,,no,195,no,no,unknown,5,may,366,2,0,,unknown,no
36,services,,,no,301,,no,,5,may,210,,0,,unknown,no
,,married,primary,,-41,,no,unknown,5,may,,,0,0,,no
,technician,married,tertiary,no,,yes,no,unknown,5,may,168,1,0,0,unknown,
47,unknown,,,,28,no,,,5,,338,2,,0,unknown,no
53,unemployed,married,unknown,no,13,no,no,,,,410,3,0,0,,no
46,housemaid,married,,,965,no,no,unknown,5,may,177,,,0,unknown,
39,management,,tertiary,no,,,,,5,may,127,2,0,,unknown,no
,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,0,,,
28,blue-collar,married,primary,no,,,,unknown,,may,175,1,0,,,no
,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,,,0,,,
55,,married,,no,0,no,,,5,may,136,,0,0,,no
43,,divorced,,no,205,yes,no,unknown,5,may,1419,1,0,,,no
48,,married,primary,,278,,,,5,may,125,2,,0,unknown,no
58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,,0,0,unknown,
,,single,tertiary,no,,,no,unknown,5,,,,,0,unknown,no
36,blue-collar,married,,no,1033,,,,5,may,238,2,0,0,unknown,
53,services,divorced,secondary,no,1467,yes,no,,5,may,124,1,0,,unknown,
47,blue-collar,,,no,,yes,no,unknown,5,may,,1,0,0,unknown,no
31,services,married,secondary,no,388,yes,,unknown,,may,730,2,0,,unknown,
57,entrepreneur,married,secondary,no,,yes,no,unknown,5,may,746,2,,,unknown,no
,blue-collar,married,unknown,no,1827,,,,5,,,1,0,0,unknown,no
55,,married,,no,627,yes,no,unknown,,,247,1,0,,unknown,
45,blue-collar,married,primary,no,25,,,unknown,5,may,40,1,0,0,unknown,
53,admin.,,secondary,no,,yes,no,,5,may,181,2,0,,unknown,
37,blue-collar,married,primary,,0,yes,no,unknown,,may,,1,0,0,,no
44,admin.,divorced,secondary,no,66,yes,no,,5,may,206,1,0,,unknown,
49,blue-collar,,,no,,yes,yes,unknown,5,may,389,1,0,,unknown,no
46,technician,,,,,,,unknown,5,may,127,,0,0,,no
43,,married,unknown,no,100,yes,no,unknown,,,702,1,0,0,unknown,
,,,secondary,,0,no,no,,5,may,,1,0,,unknown,no
43,technician,married,secondary,,,,no,,,may,,,0,0,unknown,no
,management,married,tertiary,no,3237,yes,no,unknown,5,,232,,,,unknown,
42,,married,,no,275,no,no,unknown,5,,,2,0,0,unknown,no
22,,,secondary,no,,,,unknown,,may,,2,0,0,unknown,no
40,management,,tertiary,,,,,,5,,39,1,0,,unknown,
,blue-collar,,secondary,no,483,,,unknown,5,may,282,,,0,unknown,
51,services,married,,no,2248,,no,,5,may,714,2,0,0,,
,,married,,,,yes,no,unknown,5,,50,,0,,unknown,no
53,blue-collar,married,,no,0,yes,yes,unknown,5,may,181,1,0,,unknown,no
,services,,secondary,no,0,,,unknown,,,,,,0,unknown,no
,technician,divorced,,no,,yes,,unknown,5,may,227,1,0,,,
50,management,single,tertiary,no,297,,no,unknown,,,119,1,,,unknown,no
,blue-collar,,,,279,yes,no,unknown,5,may,361,1,0,,,
59,entrepreneur,divorced,secondary,no,901,yes,no,,5,may,73,,0,,unknown,no
30,technician,single,secondary,,2573,yes,no,unknown,,,,,0,0,unknown,no
36,,married,,no,,yes,yes,,5,may,350,1,,,,no
40,blue-collar,married,secondary,,475,yes,,unknown,5,may,332,2,0,,unknown,no
53,blue-collar,married,secondary,,,yes,no,,5,,611,2,0,,unknown,no
34,,single,,no,318,yes,no,unknown,5,may,,,,0,unknown,no
37,technician,married,secondary,no,275,yes,no,unknown,5,,132,,0,0,unknown,no
42,management,divorced,,no,742,yes,no,,5,may,58,3,0,0,,
41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,,0,,,no
30,,,tertiary,no,,yes,no,unknown,,may,89,2,0,0,,
,management,single,tertiary,no,600,,no,unknown,,may,,,,0,unknown,no
39,admin.,,,no,-349,yes,no,,5,may,611,,0,0,unknown,no
41,blue-collar,married,primary,,183,yes,yes,unknown,5,may,110,2,0,0,unknown,no
40,blue-collar,married,primary,,0,,no,unknown,,may,463,1,,0,unknown,no
42,,single,tertiary,no,,,yes,unknown,5,,562,2,,,unknown,yes
40,blue-collar,divorced,,no,0,yes,no,,5,may,962,,0,,unknown,
57,technician,married,secondary,no,1078,,,unknown,5,,10,4,0,0,unknown,no
,entrepreneur,divorced,,no,155,no,no,,5,may,118,3,,0,,
37,admin.,married,,no,,yes,no,unknown,5,,92,,0,0,,no
59,retired,married,secondary,no,,yes,no,unknown,5,may,,3,,0,unknown,no
39,services,divorced,,no,-185,yes,no,unknown,5,may,189,,0,0,,
49,services,married,secondary,no,,no,no,unknown,5,may,,,0,,unknown,no
38,,,secondary,no,570,,no,unknown,,may,75,2,,,unknown,no
36,self-employed,married,tertiary,no,19,no,,unknown,,,,,0,0,unknown,no
50,blue-collar,married,primary,no,,yes,no,unknown,5,may,621,,,0,,no
41,admin.,,,no,,,yes,,5,may,55,2,0,0,unknown,no
54,technician,,tertiary,no,258,no,,unknown,5,,310,4,0,0,,
58,blue-collar,married,,,76,yes,,unknown,5,may,156,,0,,unknown,no
30,blue-collar,single,secondary,no,0,,no,,5,may,,2,0,0,unknown,no
33,,,secondary,no,352,yes,no,unknown,,,225,2,,0,unknown,
47,admin.,,secondary,no,368,yes,no,,5,may,125,2,0,0,unknown,
50,,,tertiary,no,339,,,,,may,,,,,unknown,no
32,blue-collar,,,,1331,yes,no,unknown,,may,286,,0,0,unknown,no
,self-employed,married,,,,yes,no,unknown,5,,164,2,0,0,,
,,,,no,58,yes,no,,5,may,98,2,0,,,no
54,technician,,unknown,,447,,no,unknown,,,,,,0,unknown,
24,,,secondary,no,423,yes,,unknown,5,,226,3,0,0,unknown,no
54,management,married,tertiary,,0,no,,unknown,5,,120,,0,0,unknown,
34,technician,married,,no,,yes,,unknown,5,,362,4,,0,,no
,technician,divorced,,,13,yes,no,,5,may,357,2,0,0,,
31,,single,secondary,no,,yes,no,unknown,5,,200,,,0,unknown,no
,,,secondary,no,82,,,unknown,,,,,,0,unknown,no
42,blue-collar,divorced,,no,28,yes,,,5,may,126,,0,,unknown,no
57,technician,,,no,792,yes,no,unknown,5,may,65,2,0,0,unknown,
42,,,unknown,no,,yes,no,,5,may,107,2,0,0,unknown,no
51,admin.,,secondary,no,531,yes,no,,5,may,267,,0,0,,no
57,retired,,secondary,,211,,no,unknown,,may,248,,0,,unknown,no
36,,single,secondary,,62,yes,no,unknown,,,,2,,,unknown,no
,services,married,,no,257,yes,no,,5,,,2,0,,unknown,no
50,technician,married,secondary,,1234,yes,no,unknown,5,,205,2,0,0,unknown,
,management,,,,313,yes,no,unknown,5,,83,2,0,,unknown,no
55,blue-collar,married,,no,,yes,no,,5,may,106,,0,0,,no
44,blue-collar,married,secondary,no,129,,yes,,5,may,,,0,,unknown,no
43,management,,unknown,no,0,yes,no,unknown,,may,105,2,0,0,,no
56,admin.,married,secondary,no,353,yes,no,unknown,,may,106,2,0,0,unknown,
54,,married,,no,851,yes,,unknown,5,,108,2,0,,unknown,
,services,divorced,,,96,,yes,,5,may,311,2,,,,no
,services,divorced,secondary,no,398,yes,yes,,5,may,214,,0,,,no
33,admin.,single,tertiary,no,193,no,no,unknown,5,,132,2,0,0,unknown,no
46,admin.,married,secondary,no,-358,yes,no,,5,may,358,2,,,unknown,no
36,,married,,no,,yes,yes,unknown,5,may,,2,,,,no
51,technician,,secondary,,0,yes,,unknown,,may,364,2,,0,unknown,no
40,,,primary,no,0,no,no,,,,136,2,,0,unknown,no
42,blue-collar,married,secondary,no,,yes,,unknown,5,may,386,2,0,0,unknown,
,blue-collar,,secondary,no,0,yes,,unknown,,may,173,2,0,0,,no
49,blue-collar,married,unknown,no,,,no,unknown,,may,241,2,0,0,,no
,,,,,,yes,,unknown,5,may,224,,0,0,unknown,no
32,technician,divorced,,no,,no,,,5,may,148,2,0,,,no
31,admin.,single,secondary,no,98,yes,no,unknown,,,,,0,0,unknown,no
55,,single,tertiary,no,115,,no,,,may,,4,0,0,unknown,no
40,,,secondary,no,436,,no,unknown,,may,,3,,,unknown,no
47,technician,,tertiary,,831,yes,no,,5,,316,3,0,,,no
57,technician,married,unknown,no,206,yes,no,unknown,5,may,,,0,0,unknown,no
41,blue-collar,,secondary,no,290,yes,no,unknown,5,may,240,2,0,0,unknown,no
48,blue-collar,,secondary,no,1,no,,unknown,5,may,669,,0,,unknown,no
,,married,unknown,,57,yes,no,unknown,5,may,425,,,0,,no
30,blue-collar,single,secondary,,,yes,no,unknown,,,,2,,0,unknown,no
58,management,single,tertiary,no,1387,yes,,unknown,5,,174,5,,0,unknown,no
,management,divorced,,,24598,yes,no,unknown,5,may,313,3,0,,unknown,no
,blue-collar,married,,,30,yes,no,,5,may,135,,0,,,
42,admin.,single,,no,1022,yes,no,unknown,,,146,2,,0,unknown,no
53,technician,married,,no,56,yes,yes,,5,may,,2,0,,,no
51,,single,secondary,yes,,,,unknown,,,402,3,0,0,unknown,
32,services,single,secondary,no,121,yes,no,unknown,,may,213,2,0,0,unknown,no
41,,single,secondary,no,842,,no,unknown,,may,,3,,0,unknown,
,management,divorced,secondary,no,693,yes,no,,5,may,124,,0,,,
,blue-collar,divorced,secondary,,-333,yes,,unknown,5,may,183,2,0,,,no
50,blue-collar,,,,1533,yes,no,unknown,5,may,325,,0,0,unknown,no
34,,married,tertiary,no,,yes,no,unknown,5,may,39,4,0,0,unknown,no
53,services,married,unknown,,,no,no,unknown,5,,,2,0,,unknown,no
45,technician,married,secondary,,44,yes,,unknown,5,,,,0,0,unknown,no
39,blue-collar,,primary,no,-100,yes,,,5,may,680,,0,0,unknown,no
44,services,married,tertiary,no,510,yes,,unknown,,,421,,0,0,,no
55,,married,,,685,yes,no,unknown,5,,174,3,0,,unknown,
46,management,,tertiary,,,,,unknown,,,113,2,,0,unknown,no
45,blue-collar,,secondary,no,66,yes,no,,5,may,808,2,0,0,unknown,
34,admin.,married,,no,560,yes,no,,5,may,198,,0,0,unknown,no
36,blue-collar,,,no,0,,no,,5,may,195,2,0,0,unknown,no
59,unknown,,,no,27,no,,,5,may,347,3,0,0,,
31,,single,secondary,,,,,unknown,,,208,2,0,0,,no
44,blue-collar,single,,no,34,,no,unknown,,may,,4,0,0,unknown,
33,,single,tertiary,,1068,yes,no,unknown,5,may,,2,,0,unknown,no
40,blue-collar,,,no,211,yes,no,unknown,5,may,216,4,0,0,unknown,no
,,single,tertiary,no,377,,no,unknown,5,,98,,,0,unknown,no
48,,married,tertiary,no,,,no,unknown,,may,350,2,0,0,unknown,
42,services,,secondary,,1263,yes,no,unknown,,may,114,2,0,0,unknown,no
27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,0,,unknown,no
48,admin.,,secondary,no,,yes,yes,unknown,6,may,379,2,0,,unknown,no
,admin.,married,secondary,no,230,yes,,unknown,,may,,,0,0,unknown,no
46,technician,married,,,,yes,,unknown,6,may,,,0,,unknown,
,admin.,divorced,,no,308,yes,no,,6,may,102,,0,,,
,management,divorced,tertiary,no,,yes,,unknown,6,may,306,,0,0,,
,admin.,,,,,yes,,unknown,,may,218,1,0,0,,
23,student,single,secondary,,157,yes,no,unknown,6,may,,1,,0,unknown,no
34,services,married,secondary,,22,yes,,unknown,6,may,344,1,0,0,unknown,no
38,admin.,married,,,,yes,yes,,6,may,195,1,0,,,no
37,blue-collar,married,,no,1293,no,no,unknown,,may,652,,0,0,unknown,no
25,,single,secondary,no,122,,no,unknown,6,may,,,0,0,unknown,no
48,blue-collar,married,unknown,no,,yes,,unknown,6,may,189,1,0,,unknown,no
49,blue-collar,single,,no,143,yes,no,unknown,6,,,,,0,unknown,
38,,single,secondary,,393,,no,unknown,6,,184,,0,0,unknown,no
,blue-collar,married,,no,98,yes,no,,6,may,235,,0,0,,
33,management,married,,no,0,yes,,unknown,,may,,1,0,0,,
55,blue-collar,married,,no,,yes,no,unknown,6,may,,1,0,0,unknown,no
38,blue-collar,married,secondary,no,,yes,no,unknown,6,may,,1,0,,unknown,no
49,services,married,secondary,,,yes,yes,,6,may,,1,0,,,no
40,management,married,secondary,,8486,no,,unknown,6,may,260,3,,,unknown,
43,admin.,married,,no,350,,,unknown,6,,437,1,0,0,unknown,
38,blue-collar,,,no,20,yes,no,unknown,6,may,402,1,,0,unknown,no
58,,married,,,1667,,yes,,6,may,85,1,0,,,
57,technician,,unknown,no,,yes,,unknown,6,may,125,,0,0,unknown,no
,unemployed,married,secondary,no,10,yes,,unknown,6,may,501,4,0,,,no
56,management,married,tertiary,,,,yes,,6,may,1201,1,0,0,unknown,yes
