age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
57.0,unemployed,,42.0,5.0,may,46.0,1.0,0.0,0.0,,no,married_no_no_no_unknown
,blue-collar,secondary,37.0,5.0,,204.0,1.0,0.0,0.0,,no,married_no_yes_no_unknown
59.0,blue-collar,secondary,57.0,5.0,may,98.0,1.0,0.0,0.0,unknown,no,
,,secondary,22.0,5.0,may,71.0,1.0,0.0,0.0,unknown,no,
56.0,blue-collar,primary,8.0,5.0,may,157.0,2.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
48.0,,secondary,293.0,5.0,may,243.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,,primary,3.0,5.0,may,186.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
54.0,blue-collar,primary,348.0,5.0,may,579.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,blue-collar,unknown,-19.0,,may,163.0,2.0,,0.0,,no,married_no_yes_no_unknown
26.0,student,secondary,0.0,5.0,may,610.0,2.0,,0.0,unknown,no,
40.0,management,tertiary,-4.0,5.0,may,2033.0,1.0,,0.0,unknown,no,
39.0,management,secondary,18.0,5.0,may,85.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
50.0,technician,primary,139.0,5.0,,114.0,2.0,0.0,0.0,unknown,no,married_no_no_no_unknown
41.0,,secondary,0.0,5.0,may,114.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,blue-collar,unknown,1883.0,5.0,may,57.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
60.0,retired,secondary,216.0,5.0,may,238.0,1.0,0.0,0.0,unknown,no,
52.0,,secondary,782.0,5.0,may,93.0,3.0,0.0,0.0,unknown,no,
48.0,blue-collar,secondary,904.0,5.0,may,128.0,2.0,0.0,0.0,unknown,no,
,services,unknown,,5.0,may,107.0,1.0,0.0,0.0,unknown,no,
39.0,technician,,47.0,5.0,may,181.0,1.0,0.0,0.0,,no,single_no_yes_no_unknown
47.0,services,secondary,176.0,5.0,may,303.0,2.0,0.0,,unknown,no,
40.0,blue-collar,secondary,1225.0,,may,558.0,5.0,0.0,0.0,unknown,no,
45.0,technician,secondary,86.0,,may,270.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
26.0,admin.,secondary,82.0,5.0,may,228.0,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
52.0,management,tertiary,271.0,5.0,,,1.0,0.0,,unknown,no,
54.0,technician,secondary,1378.0,5.0,may,240.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
54.0,admin.,tertiary,184.0,5.0,may,673.0,2.0,0.0,0.0,unknown,yes,married_no_no_no_unknown
50.0,blue-collar,primary,0.0,5.0,,233.0,3.0,0.0,,unknown,no,married_no_no_no_unknown
35.0,,secondary,0.0,5.0,may,1056.0,,0.0,0.0,unknown,,married_no_yes_no_unknown
44.0,,secondary,1357.0,5.0,may,250.0,1.0,0.0,0.0,unknown,no,
,entrepreneur,unknown,19.0,5.0,may,252.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
35.0,retired,primary,434.0,5.0,may,,1.0,0.0,0.0,unknown,no,
,admin.,secondary,92.0,5.0,may,,1.0,0.0,0.0,,no,divorced_no_yes_no_unknown
53.0,admin.,secondary,1151.0,5.0,may,412.0,1.0,0.0,0.0,unknown,no,
48.0,unemployed,secondary,,5.0,may,,2.0,0.0,0.0,unknown,no,
34.0,technician,secondary,51.0,5.0,may,19.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
54.0,services,secondary,214.0,5.0,may,458.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
51.0,management,secondary,1161.0,5.0,may,717.0,1.0,,0.0,unknown,no,married_no_yes_no_unknown
,services,tertiary,37.0,5.0,,313.0,1.0,0.0,0.0,unknown,no,
35.0,technician,secondary,787.0,5.0,may,683.0,2.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
35.0,services,secondary,59.0,5.0,may,1077.0,1.0,,0.0,unknown,no,
38.0,technician,secondary,253.0,5.0,may,416.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,admin.,tertiary,211.0,5.0,may,146.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,retired,primary,235.0,5.0,may,,1.0,0.0,0.0,unknown,no,
40.0,services,unknown,4384.0,,may,315.0,1.0,,0.0,unknown,no,divorced_no_yes_no_unknown
54.0,management,secondary,4080.0,5.0,may,140.0,1.0,0.0,0.0,unknown,no,
34.0,blue-collar,secondary,53.0,5.0,may,346.0,1.0,0.0,0.0,unknown,no,single_no_yes_yes_unknown
31.0,management,tertiary,0.0,5.0,may,,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
51.0,retired,secondary,2127.0,5.0,may,172.0,1.0,,0.0,,no,
33.0,management,tertiary,377.0,5.0,may,217.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
55.0,management,tertiary,73.0,5.0,may,142.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
42.0,admin.,secondary,445.0,5.0,may,67.0,,0.0,0.0,unknown,no,married_no_yes_no_unknown
,blue-collar,secondary,243.0,5.0,may,291.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
33.0,blue-collar,secondary,,5.0,may,309.0,2.0,0.0,0.0,unknown,,
38.0,services,secondary,155.0,5.0,may,,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
50.0,technician,tertiary,173.0,5.0,may,98.0,1.0,0.0,0.0,unknown,no,divorced_no_no_yes_unknown
43.0,management,tertiary,400.0,,may,256.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
61.0,,primary,1428.0,5.0,may,82.0,2.0,0.0,0.0,,no,divorced_no_yes_no_unknown
47.0,admin.,secondary,219.0,,may,577.0,1.0,0.0,0.0,unknown,no,
48.0,self-employed,tertiary,7.0,5.0,,286.0,1.0,,0.0,,no,married_no_yes_no_unknown
44.0,blue-collar,secondary,575.0,5.0,may,477.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,student,unknown,298.0,5.0,may,611.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
35.0,services,secondary,0.0,,may,,1.0,,,unknown,,married_no_yes_no_unknown
50.0,services,secondary,5699.0,5.0,may,381.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
41.0,management,,176.0,5.0,,42.0,1.0,,0.0,unknown,no,married_no_yes_yes_unknown
41.0,management,tertiary,517.0,5.0,may,251.0,1.0,,0.0,,no,married_no_yes_no_unknown
39.0,services,unknown,257.0,5.0,may,408.0,1.0,0.0,0.0,unknown,no,
42.0,retired,secondary,56.0,5.0,may,215.0,1.0,0.0,0.0,,no,
38.0,blue-collar,secondary,-390.0,5.0,,287.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,retired,secondary,330.0,5.0,may,216.0,2.0,0.0,0.0,unknown,no,
59.0,housemaid,primary,,5.0,may,366.0,2.0,0.0,0.0,unknown,no,divorced_no_no_no_unknown
36.0,services,secondary,301.0,5.0,may,210.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
54.0,blue-collar,primary,-41.0,5.0,may,288.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
40.0,technician,tertiary,483.0,5.0,may,168.0,1.0,0.0,0.0,unknown,no,
47.0,unknown,unknown,28.0,5.0,may,,2.0,0.0,0.0,,no,married_no_no_no_unknown
53.0,unemployed,unknown,13.0,5.0,may,410.0,3.0,0.0,0.0,,no,
46.0,housemaid,,965.0,5.0,,,,0.0,0.0,unknown,no,married_no_no_no_unknown
39.0,management,tertiary,378.0,5.0,may,127.0,2.0,0.0,0.0,unknown,no,married_no_yes_yes_unknown
40.0,,secondary,219.0,5.0,may,357.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
28.0,blue-collar,primary,324.0,5.0,may,175.0,1.0,,0.0,unknown,,married_no_yes_no_unknown
35.0,entrepreneur,secondary,-69.0,5.0,may,300.0,1.0,0.0,0.0,,no,divorced_no_yes_no_unknown
55.0,,secondary,0.0,5.0,may,136.0,1.0,0.0,0.0,unknown,no,married_no_no_yes_unknown
43.0,technician,unknown,205.0,5.0,may,1419.0,1.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
48.0,blue-collar,primary,278.0,5.0,,125.0,2.0,,0.0,unknown,no,
58.0,management,unknown,1065.0,,may,213.0,3.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
33.0,management,tertiary,34.0,5.0,,,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
36.0,blue-collar,unknown,1033.0,5.0,may,,2.0,,0.0,,no,
53.0,services,secondary,1467.0,5.0,may,124.0,1.0,0.0,0.0,unknown,,divorced_no_yes_no_unknown
47.0,blue-collar,primary,-12.0,5.0,may,18.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
31.0,services,secondary,388.0,5.0,may,730.0,2.0,0.0,0.0,unknown,no,
57.0,entrepreneur,secondary,294.0,5.0,may,746.0,2.0,0.0,0.0,unknown,no,
,blue-collar,unknown,1827.0,5.0,may,121.0,1.0,,0.0,unknown,no,married_no_no_no_unknown
55.0,blue-collar,primary,627.0,5.0,may,247.0,1.0,0.0,0.0,,no,
45.0,blue-collar,primary,25.0,5.0,may,40.0,1.0,0.0,0.0,unknown,no,
53.0,,secondary,315.0,5.0,,181.0,2.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
37.0,blue-collar,primary,0.0,5.0,may,79.0,1.0,,0.0,unknown,,
44.0,admin.,secondary,66.0,5.0,may,206.0,1.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
49.0,blue-collar,primary,,5.0,may,389.0,1.0,0.0,0.0,unknown,no,divorced_no_yes_yes_unknown
46.0,technician,secondary,349.0,,may,127.0,1.0,0.0,0.0,unknown,,
43.0,entrepreneur,unknown,100.0,5.0,,702.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
38.0,,secondary,0.0,5.0,may,151.0,1.0,,0.0,,no,
43.0,,secondary,434.0,5.0,may,117.0,,0.0,0.0,,no,married_no_yes_no_unknown
49.0,,tertiary,3237.0,5.0,may,232.0,3.0,0.0,0.0,unknown,no,
42.0,management,,275.0,5.0,may,408.0,2.0,0.0,0.0,unknown,no,married_no_no_no_unknown
22.0,blue-collar,secondary,0.0,5.0,may,179.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
40.0,management,,207.0,5.0,may,,1.0,0.0,0.0,unknown,no,
39.0,blue-collar,secondary,483.0,5.0,may,282.0,1.0,0.0,0.0,unknown,no,
51.0,services,secondary,2248.0,,may,714.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
,,secondary,428.0,5.0,may,50.0,1.0,0.0,0.0,unknown,no,
53.0,blue-collar,secondary,0.0,5.0,,181.0,1.0,0.0,0.0,,no,married_no_yes_yes_unknown
,services,secondary,0.0,5.0,may,142.0,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
33.0,technician,secondary,140.0,,may,227.0,1.0,0.0,0.0,,no,divorced_no_yes_no_unknown
,management,tertiary,297.0,5.0,may,,1.0,0.0,0.0,unknown,no,
,,primary,,5.0,may,361.0,1.0,0.0,0.0,unknown,,married_no_yes_no_unknown
59.0,,secondary,901.0,5.0,may,73.0,3.0,0.0,0.0,unknown,,divorced_no_yes_no_unknown
30.0,technician,secondary,2573.0,5.0,may,67.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
36.0,services,secondary,143.0,5.0,may,350.0,1.0,,0.0,unknown,no,
40.0,,secondary,475.0,5.0,may,332.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,,secondary,70.0,5.0,may,611.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
34.0,,tertiary,,,may,113.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
37.0,technician,secondary,275.0,5.0,may,132.0,1.0,,,,no,
42.0,management,tertiary,742.0,,may,58.0,3.0,0.0,0.0,unknown,no,
41.0,entrepreneur,primary,236.0,5.0,may,151.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
30.0,student,tertiary,25.0,,may,89.0,2.0,0.0,0.0,unknown,,single_no_yes_no_unknown
37.0,management,tertiary,,5.0,may,152.0,1.0,0.0,0.0,,no,
39.0,admin.,secondary,,5.0,,611.0,2.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
41.0,blue-collar,primary,183.0,5.0,may,110.0,2.0,0.0,0.0,unknown,no,married_no_yes_yes_unknown
40.0,blue-collar,primary,0.0,5.0,may,,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
42.0,management,tertiary,0.0,,may,562.0,2.0,0.0,0.0,,yes,
40.0,blue-collar,primary,0.0,5.0,may,962.0,1.0,0.0,0.0,unknown,no,
57.0,technician,secondary,1078.0,5.0,may,10.0,4.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
56.0,entrepreneur,secondary,155.0,,may,,3.0,0.0,0.0,unknown,no,
37.0,admin.,secondary,190.0,5.0,may,,2.0,0.0,0.0,unknown,no,
59.0,retired,,319.0,5.0,may,143.0,3.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
39.0,services,secondary,-185.0,5.0,may,189.0,3.0,,0.0,unknown,no,
,services,secondary,47.0,5.0,may,234.0,2.0,,0.0,unknown,no,married_no_no_no_unknown
,,secondary,570.0,5.0,,75.0,2.0,0.0,0.0,unknown,,
