age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,,32275.0,Some-college,10.0,,Exec-managerial,Wife,Other,Female,,,40.0,United-States,<=50K
47.0,Private,51835.0,,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,,1902.0,60.0,Honduras,>50K
50.0,Federal-gov,251585.0,Bachelors,13.0,,,Not-in-family,,Male,0.0,,,,>50K
47.0,,109832.0,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,,,United-States,<=50K
43.0,,,,,Married-civ-spouse,Tech-support,,White,Male,0.0,0.0,,United-States,>50K
,Private,216666.0,5th-6th,3.0,,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,
35.0,Private,56352.0,,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,,<=50K
41.0,Private,147372.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
30.0,Private,188146.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,,5013.0,0.0,40.0,United-States,<=50K
30.0,Private,,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,,0.0,,United-States,<=50K
48.0,Private,149640.0,HS-grad,9.0,,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,116632.0,Doctorate,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
29.0,,,Some-college,,Divorced,Tech-support,Not-in-family,,,0.0,0.0,,United-States,<=50K
36.0,Private,155537.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,40.0,United-States,<=50K
28.0,Private,183175.0,,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,
53.0,Private,169846.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,,0.0,0.0,40.0,,>50K
,Self-emp-inc,,Some-college,10.0,,Exec-managerial,Husband,White,,0.0,,50.0,United-States,>50K
19.0,Private,101509.0,Some-college,10.0,,Prof-specialty,Own-child,White,Male,0.0,,32.0,United-States,<=50K
31.0,Private,309974.0,Bachelors,,,Sales,,Black,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Self-emp-not-inc,162298.0,Bachelors,13.0,Married-civ-spouse,Sales,,White,Male,0.0,0.0,,United-States,>50K
23.0,Private,211678.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,
79.0,Private,124744.0,Some-college,10.0,Married-civ-spouse,,Other-relative,White,Male,0.0,,20.0,United-States,
27.0,Private,213921.0,,9.0,,Other-service,Own-child,White,Male,0.0,0.0,40.0,Mexico,<=50K
40.0,Private,32214.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,40.0,United-States,<=50K
18.0,Private,309634.0,11th,7.0,Never-married,,Own-child,White,,0.0,0.0,22.0,,
31.0,Local-gov,,,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
18.0,Private,446839.0,,9.0,Never-married,Sales,,White,Male,0.0,0.0,30.0,United-States,<=50K
52.0,Private,276515.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,,0.0,40.0,Cuba,<=50K
46.0,Private,51618.0,HS-grad,9.0,,,Wife,White,Female,0.0,,40.0,United-States,<=50K
59.0,Private,159937.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,,0.0,48.0,United-States,<=50K
44.0,Private,343591.0,,9.0,Divorced,Craft-repair,,White,Female,14344.0,0.0,40.0,United-States,>50K
53.0,Private,346253.0,,,Divorced,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
49.0,Local-gov,268234.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,,White,Male,0.0,0.0,,United-States,>50K
33.0,Private,202051.0,,14.0,,Prof-specialty,Husband,White,Male,,,50.0,United-States,<=50K
30.0,Private,54334.0,9th,,Never-married,Sales,,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,,,Doctorate,16.0,Never-married,,Not-in-family,White,Female,0.0,,50.0,United-States,>50K
57.0,Private,249977.0,Assoc-voc,,,Prof-specialty,Husband,White,Male,0.0,0.0,,,<=50K
,,,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Female,,0.0,40.0,United-States,<=50K
,Private,,,10.0,Divorced,,Unmarried,Black,Female,0.0,0.0,25.0,United-States,
34.0,,226296.0,,13.0,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,
29.0,Local-gov,115585.0,,10.0,,,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
48.0,Self-emp-not-inc,191277.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,1902.0,60.0,United-States,>50K
37.0,Private,202683.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
,Private,171095.0,Assoc-acdm,,,Exec-managerial,,White,,0.0,0.0,,England,
,Federal-gov,249409.0,,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
,Private,,,14.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,
,,198282.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,,Male,15024.0,,60.0,,>50K
47.0,Self-emp-not-inc,149116.0,Masters,,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,
20.0,Private,188300.0,,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,
29.0,Private,,HS-grad,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,<=50K
,Self-emp-inc,317660.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,Male,,0.0,40.0,United-States,>50K
30.0,Private,194901.0,11th,7.0,Never-married,,Own-child,,Male,0.0,,40.0,United-States,<=50K
31.0,,189265.0,HS-grad,9.0,,,Not-in-family,,Female,0.0,0.0,40.0,,<=50K
42.0,,124692.0,HS-grad,9.0,,Handlers-cleaners,,White,Male,0.0,0.0,40.0,United-States,<=50K
,Private,,Bachelors,13.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,40.0,,<=50K
38.0,Private,65324.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,,>50K
56.0,Self-emp-not-inc,335605.0,,,Married-civ-spouse,Other-service,Husband,White,,,1887.0,50.0,Canada,>50K
28.0,,377869.0,,10.0,Married-civ-spouse,Sales,Wife,White,Female,4064.0,,25.0,United-States,
36.0,Private,,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,,0.0,,40.0,United-States,<=50K
53.0,Private,95647.0,9th,5.0,,,,White,Male,,0.0,50.0,United-States,<=50K
56.0,Self-emp-inc,303090.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,,Male,0.0,0.0,50.0,,<=50K
49.0,Local-gov,197371.0,Assoc-voc,11.0,,,Husband,Black,,,0.0,40.0,United-States,>50K
,Private,247552.0,Some-college,10.0,,Sales,Husband,White,,0.0,0.0,56.0,United-States,<=50K
22.0,Private,,HS-grad,,Never-married,Craft-repair,Not-in-family,,Male,0.0,0.0,,United-States,<=50K
21.0,,199915.0,Some-college,10.0,Never-married,Other-service,Own-child,,Female,0.0,0.0,40.0,United-States,
40.0,Private,118853.0,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
30.0,Private,77143.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,,Germany,<=50K
29.0,State-gov,267989.0,Bachelors,13.0,,Prof-specialty,,White,Male,0.0,0.0,50.0,United-States,>50K
19.0,,301606.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
47.0,Private,287828.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,,,,0.0,,United-States,
20.0,Private,111697.0,,10.0,,,Own-child,,Female,,1719.0,28.0,United-States,<=50K
,Private,114937.0,Assoc-acdm,,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,40.0,,>50K
39.0,,365739.0,Some-college,10.0,Divorced,Craft-repair,,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,69621.0,Assoc-acdm,,Never-married,Sales,,White,,0.0,0.0,60.0,,<=50K
,Private,43323.0,HS-grad,9.0,,,,,,,1762.0,40.0,United-States,<=50K
38.0,Self-emp-not-inc,120985.0,,9.0,,Craft-repair,Husband,White,Male,4386.0,0.0,,United-States,<=50K
37.0,Private,254202.0,Bachelors,13.0,Married-civ-spouse,Sales,,,Male,0.0,,50.0,United-States,
46.0,,146195.0,Assoc-acdm,12.0,,,,Black,Female,0.0,,36.0,United-States,<=50K
38.0,Federal-gov,125933.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,,40.0,Iran,>50K
43.0,Self-emp-not-inc,56920.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,60.0,United-States,<=50K
27.0,Private,163127.0,,11.0,Married-civ-spouse,Adm-clerical,Wife,,Female,0.0,,35.0,United-States,<=50K
,Private,,Some-college,10.0,,Sales,Own-child,White,Male,,0.0,,United-States,<=50K
49.0,Private,81973.0,,10.0,,Craft-repair,Husband,Asian-Pac-Islander,,0.0,0.0,40.0,United-States,>50K
,Self-emp-inc,,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,40.0,,<=50K
27.0,Private,232782.0,Some-college,,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
19.0,Private,316868.0,Some-college,10.0,Never-married,Other-service,,White,,0.0,0.0,30.0,Mexico,<=50K
45.0,Private,196584.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1564.0,40.0,United-States,>50K
70.0,,105376.0,Some-college,10.0,Never-married,Tech-support,Other-relative,White,,0.0,0.0,40.0,United-States,<=50K
31.0,Private,185814.0,,,Never-married,,Unmarried,Black,Female,0.0,,30.0,United-States,
22.0,,175374.0,Some-college,,,Other-service,Husband,,Male,0.0,0.0,,United-States,<=50K
,,108293.0,HS-grad,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,24.0,United-States,<=50K
64.0,Private,181232.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,2179.0,40.0,,
47.0,Local-gov,186009.0,,10.0,Divorced,Adm-clerical,,White,Female,0.0,0.0,,Mexico,<=50K
34.0,Private,,,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,,0.0,,United-States,<=50K
,Private,163003.0,Bachelors,,,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0.0,,40.0,Philippines,<=50K
,,296158.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,,Male,0.0,0.0,35.0,,
48.0,Private,187715.0,HS-grad,,Married-civ-spouse,Craft-repair,Husband,,,,,46.0,United-States,<=50K
23.0,,214542.0,Bachelors,13.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,,0.0,40.0,,<=50K
71.0,Self-emp-not-inc,494223.0,Some-college,,,Sales,Unmarried,,Male,0.0,,2.0,United-States,<=50K
29.0,,,HS-grad,,,Craft-repair,Not-in-family,,,0.0,0.0,60.0,United-States,<=50K
42.0,Private,228456.0,Bachelors,13.0,Separated,Other-service,,Black,Male,0.0,0.0,50.0,United-States,<=50K
25.0,Private,252752.0,HS-grad,9.0,Never-married,,Unmarried,,Female,0.0,0.0,,United-States,
44.0,,78374.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,,<=50K
28.0,,88419.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,England,<=50K
45.0,Self-emp-not-inc,201080.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,,0.0,,,,>50K
36.0,Private,207157.0,Some-college,10.0,Divorced,Other-service,,White,,0.0,,40.0,Mexico,<=50K
39.0,Federal-gov,235485.0,Assoc-acdm,12.0,,Exec-managerial,Not-in-family,White,,0.0,,42.0,,
46.0,State-gov,,Masters,14.0,Widowed,Protective-serv,,,Male,0.0,0.0,,United-States,<=50K
18.0,Private,25828.0,11th,,Never-married,,Own-child,,Male,0.0,,,United-States,<=50K
66.0,,54826.0,Assoc-voc,11.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,,<=50K
27.0,Private,124953.0,,9.0,Never-married,Other-service,,,Male,,,40.0,United-States,<=50K
28.0,State-gov,175325.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,,United-States,<=50K
,Private,96062.0,Some-college,10.0,Married-civ-spouse,,,White,Male,0.0,1977.0,40.0,United-States,>50K
27.0,Private,428030.0,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,,<=50K
28.0,State-gov,149624.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,40.0,United-States,>50K
27.0,,253814.0,HS-grad,,Married-spouse-absent,,,White,Female,,0.0,,,<=50K
21.0,Private,312956.0,HS-grad,9.0,,Craft-repair,,Black,Male,0.0,0.0,40.0,United-States,
34.0,Private,,HS-grad,9.0,,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,
18.0,Private,,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,
,Private,37274.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,65.0,United-States,
44.0,Local-gov,,Some-college,10.0,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,,,>50K
43.0,Private,114580.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,,Female,,0.0,40.0,,<=50K
30.0,Private,633742.0,Some-college,10.0,Never-married,,Not-in-family,Black,Male,,0.0,45.0,United-States,<=50K
40.0,Private,286370.0,7th-8th,4.0,,,Husband,White,Male,0.0,,,Mexico,>50K
37.0,Federal-gov,29054.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42.0,,>50K
34.0,Private,304030.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,,0.0,40.0,United-States,<=50K
41.0,Self-emp-not-inc,143129.0,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,,0.0,,40.0,United-States,<=50K
31.0,Private,99928.0,Masters,,Married-civ-spouse,Prof-specialty,,,Female,,0.0,50.0,United-States,<=50K
58.0,State-gov,,Doctorate,,Married-civ-spouse,Prof-specialty,Husband,White,,,0.0,1.0,United-States,
,Private,,Some-college,10.0,Divorced,Machine-op-inspct,,Black,Female,0.0,0.0,28.0,United-States,<=50K
24.0,Private,159567.0,Some-college,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,<=50K
41.0,Local-gov,523910.0,Bachelors,13.0,,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,120939.0,Some-college,10.0,Married-civ-spouse,Tech-support,Husband,,Male,0.0,0.0,45.0,United-States,
41.0,Federal-gov,130760.0,Bachelors,13.0,Married-civ-spouse,Tech-support,,White,Male,,0.0,24.0,United-States,
23.0,Private,197387.0,5th-6th,3.0,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
36.0,Private,99374.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Federal-gov,56795.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,14084.0,0.0,55.0,United-States,>50K
,,138992.0,Masters,14.0,,Prof-specialty,Other-relative,White,Male,7298.0,0.0,40.0,United-States,
24.0,Self-emp-not-inc,32921.0,HS-grad,9.0,Never-married,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,397317.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,40.0,United-States,<=50K
51.0,Private,259323.0,,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,0.0,50.0,United-States,>50K
,Local-gov,254817.0,Some-college,,Never-married,Prof-specialty,Not-in-family,White,,,1340.0,,,
37.0,State-gov,48211.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,,United-States,
18.0,Private,140164.0,,7.0,Never-married,Sales,,,Female,0.0,,40.0,United-States,<=50K
,Private,,Bachelors,,Married-civ-spouse,Other-service,,Black,Male,7298.0,0.0,36.0,United-States,>50K
,,36270.0,HS-grad,9.0,Divorced,,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
58.0,Self-emp-inc,210563.0,HS-grad,9.0,Married-civ-spouse,Sales,,White,Female,,0.0,35.0,United-States,
17.0,Private,,11th,7.0,Never-married,,,White,Female,0.0,0.0,12.0,,
44.0,Local-gov,160943.0,HS-grad,9.0,Married-civ-spouse,,Husband,Black,Male,0.0,0.0,40.0,United-States,
37.0,Private,208358.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
35.0,Private,153790.0,Some-college,10.0,,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,,40.0,United-States,<=50K
60.0,Private,85815.0,HS-grad,,,,Husband,Asian-Pac-Islander,Male,,0.0,40.0,United-States,<=50K
54.0,Self-emp-inc,125417.0,7th-8th,4.0,,Machine-op-inspct,Husband,White,Male,0.0,,,United-States,>50K
37.0,Private,635913.0,Bachelors,,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,60.0,,
,Private,313321.0,Assoc-acdm,12.0,,Sales,Not-in-family,White,Female,0.0,0.0,40.0,,<=50K
38.0,,182609.0,,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Poland,<=50K
45.0,Private,109434.0,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,0.0,,55.0,,<=50K
25.0,Private,255004.0,10th,6.0,Never-married,Craft-repair,Not-in-family,,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,197860.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0,United-States,
90.0,Private,,HS-grad,9.0,Never-married,Other-service,,Black,Male,0.0,2206.0,,,<=50K
54.0,,,HS-grad,,Married-civ-spouse,Adm-clerical,Husband,Black,,0.0,0.0,20.0,United-States,<=50K
53.0,Local-gov,140359.0,Preschool,1.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35.0,,<=50K
18.0,Private,243313.0,HS-grad,9.0,Never-married,,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
66.0,Self-emp-not-inc,167687.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,,White,Male,1409.0,,50.0,United-States,<=50K
75.0,Private,,,,Widowed,Adm-clerical,,White,,,,20.0,Columbia,<=50K
65.0,Private,176796.0,HS-grad,9.0,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,
35.0,Private,538583.0,11th,7.0,Separated,Transport-moving,Not-in-family,Black,,3674.0,0.0,40.0,United-States,
41.0,,130408.0,HS-grad,9.0,Divorced,Sales,Unmarried,,Female,0.0,0.0,38.0,United-States,<=50K
25.0,,159732.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,,Male,0.0,0.0,42.0,United-States,<=50K
33.0,Private,,Some-college,10.0,Divorced,,Other-relative,,Female,,0.0,,United-States,<=50K
28.0,Private,76714.0,,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,,United-States,>50K
,State-gov,,,9.0,Married-civ-spouse,Other-service,Husband,,Male,0.0,0.0,40.0,United-States,<=50K
40.0,State-gov,170525.0,Some-college,10.0,,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
41.0,Private,180138.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,Male,0.0,,50.0,Iran,>50K
38.0,Local-gov,115076.0,,14.0,,Exec-managerial,,White,Male,0.0,0.0,70.0,United-States,>50K
,Private,115458.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,,40.0,United-States,<=50K
40.0,Private,347890.0,Bachelors,,,Prof-specialty,Husband,White,Male,,,40.0,United-States,>50K
41.0,Self-emp-not-inc,196001.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,,20.0,United-States,<=50K
24.0,State-gov,,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50.0,,<=50K
38.0,Private,179488.0,,10.0,,Craft-repair,Not-in-family,White,Male,0.0,,40.0,,<=50K
58.0,Private,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,45.0,United-States,>50K
,,183916.0,HS-grad,,,Other-service,Not-in-family,White,Female,0.0,,34.0,United-States,
40.0,Private,207578.0,Assoc-acdm,,Married-civ-spouse,Tech-support,Husband,White,,0.0,1977.0,60.0,United-States,>50K
41.0,Private,112763.0,,15.0,,Prof-specialty,Wife,White,,0.0,0.0,,United-States,>50K
,Private,390781.0,Bachelors,13.0,,Adm-clerical,,Black,Female,0.0,,,United-States,<=50K
,Local-gov,171328.0,10th,,Widowed,Other-service,Unmarried,Black,,,0.0,30.0,United-States,
,Local-gov,27382.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,,,,0.0,40.0,United-States,
,Private,259014.0,Some-college,10.0,Never-married,Transport-moving,,White,Male,0.0,0.0,20.0,United-States,<=50K
42.0,Self-emp-not-inc,303044.0,,9.0,,Farming-fishing,Husband,,Male,0.0,0.0,40.0,Cambodia,>50K
20.0,,117789.0,HS-grad,9.0,Never-married,Other-service,Own-child,,Female,0.0,0.0,40.0,United-States,<=50K
32.0,,172579.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,,30.0,United-States,<=50K
