marital-status,education,workclass
,HS-grad,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Some-college,
,Some-college,Private
Never-married,Some-college,Private
Married-civ-spouse,7th-8th,Private
Married-civ-spouse,Some-college,
Married-civ-spouse,HS-grad,Private
Divorced,Bachelors,Self-emp-not-inc
Married-civ-spouse,Masters,
,Doctorate,State-gov
Divorced,Some-college,Private
Married-civ-spouse,Some-college,
Married-civ-spouse,Bachelors,Local-gov
Married-civ-spouse,Some-college,Private
Married-civ-spouse,Bachelors,Federal-gov
Married-civ-spouse,5th-6th,
Divorced,Some-college,Private
Never-married,Masters,Federal-gov
Married-civ-spouse,Masters,
Never-married,HS-grad,
Never-married,Masters,Private
Married-civ-spouse,Bachelors,Private
,Some-college,
Divorced,HS-grad,State-gov
Never-married,11th,Private
Married-civ-spouse,Bachelors,Private
Divorced,HS-grad,Private
Married-civ-spouse,HS-grad,Self-emp-inc
Never-married,11th,Private
,HS-grad,Local-gov
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,7th-8th,Self-emp-inc
Never-married,Bachelors,
Divorced,Assoc-acdm,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Bachelors,Private
Never-married,10th,Private
,Some-college,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,Preschool,
Never-married,HS-grad,Private
,HS-grad,Self-emp-not-inc
Widowed,Assoc-voc,Private
,HS-grad,Private
Separated,11th,Private
,HS-grad,Private
Never-married,Some-college,Private
,Some-college,Private
,Prof-school,
Married-civ-spouse,HS-grad,State-gov
,Some-college,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Masters,
Never-married,HS-grad,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,Assoc-acdm,State-gov
Divorced,Some-college,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,
,HS-grad,Private
Married-civ-spouse,Assoc-acdm,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,Prof-school,Private
Married-civ-spouse,Bachelors,Private
Widowed,10th,Local-gov
Never-married,Some-college,
Never-married,Some-college,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Never-married,HS-grad,Private
Separated,HS-grad,Private
Widowed,Assoc-voc,Private
Divorced,7th-8th,Private
Divorced,Bachelors,Private
Married-civ-spouse,HS-grad,Private
Never-married,11th,Private
,Some-college,
Married-civ-spouse,11th,Private
,Some-college,Self-emp-inc
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,Private
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,9th,Private
Married-civ-spouse,Masters,Self-emp-not-inc
Never-married,Masters,
Divorced,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,Some-college,Private
Never-married,Some-college,Private
Never-married,Some-college,Private
Married-civ-spouse,Some-college,
Never-married,Bachelors,Private
,Some-college,
,Assoc-acdm,Private
Divorced,Bachelors,Private
Never-married,HS-grad,Private
Married-civ-spouse,Masters,Federal-gov
,Prof-school,Private
Divorced,Some-college,
Never-married,Bachelors,Private
Married-civ-spouse,7th-8th,
Married-civ-spouse,Bachelors,Private
Divorced,HS-grad,Private
Never-married,Bachelors,Local-gov
Never-married,Some-college,Private
Never-married,Bachelors,Private
Married-civ-spouse,HS-grad,Private
Divorced,Bachelors,Self-emp-inc
Never-married,HS-grad,Private
Divorced,HS-grad,Private
Married-civ-spouse,Bachelors,Private
Never-married,Some-college,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,Private
,Some-college,Private
Divorced,HS-grad,Private
Never-married,Assoc-acdm,Private
Never-married,Assoc-acdm,Private
Married-civ-spouse,Assoc-acdm,Private
Married-civ-spouse,Some-college,Self-emp-inc
,Bachelors,Private
Married-civ-spouse,Masters,Private
Divorced,Bachelors,Self-emp-not-inc
Never-married,Some-college,
,Some-college,Private
,Some-college,
Married-civ-spouse,5th-6th,Private
,Some-college,
Widowed,HS-grad,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,Some-college,
Divorced,HS-grad,Private
Never-married,11th,Private
Married-civ-spouse,Masters,Self-emp-not-inc
,HS-grad,Self-emp-not-inc
,Some-college,Private
Married-civ-spouse,HS-grad,
Never-married,HS-grad,
,Some-college,
Never-married,Bachelors,Private
Never-married,Assoc-voc,Private
Married-civ-spouse,10th,Local-gov
Married-civ-spouse,HS-grad,
Never-married,5th-6th,Private
Never-married,HS-grad,Private
Never-married,Masters,Private
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Private
Never-married,Assoc-acdm,Private
Married-civ-spouse,Assoc-voc,Private
,HS-grad,State-gov
Never-married,HS-grad,Private
,Some-college,State-gov
Never-married,Bachelors,Self-emp-not-inc
Married-spouse-absent,Assoc-acdm,Private
Never-married,Bachelors,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,HS-grad,Private
,Bachelors,
Married-civ-spouse,11th,Local-gov
Married-civ-spouse,HS-grad,Federal-gov
Widowed,11th,Private
Married-civ-spouse,Assoc-voc,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,9th,Self-emp-not-inc
Married-civ-spouse,10th,Private
Married-civ-spouse,Masters,Private
Married-civ-spouse,Bachelors,Private
Divorced,Bachelors,Private
Married-spouse-absent,HS-grad,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,Some-college,Self-emp-not-inc
Never-married,Assoc-acdm,Private
Divorced,Bachelors,Private
Divorced,HS-grad,Private
Never-married,Some-college,Federal-gov
Never-married,11th,Private
Married-civ-spouse,Assoc-voc,State-gov
Married-civ-spouse,HS-grad,
Never-married,HS-grad,Private
,Some-college,Local-gov
Married-civ-spouse,HS-grad,Private
,Some-college,
Divorced,Masters,Self-emp-not-inc
Married-civ-spouse,HS-grad,Private
Divorced,HS-grad,Private
Divorced,5th-6th,Private
,Some-college,Private
Divorced,Some-college,Private
Married-civ-spouse,Some-college,Local-gov
Never-married,HS-grad,
Separated,HS-grad,Private
Married-civ-spouse,Some-college,Private
,Some-college,Private
Never-married,HS-grad,Private
,HS-grad,
Never-married,Bachelors,Private
Separated,Assoc-acdm,Self-emp-not-inc
Married-civ-spouse,Bachelors,State-gov
Never-married,HS-grad,Private
Married-civ-spouse,Some-college,Private
Divorced,Some-college,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Bachelors,Self-emp-inc
,Some-college,Private
Never-married,Some-college,Private
Married-civ-spouse,Bachelors,State-gov
Divorced,Assoc-voc,Private
,7th-8th,Private
Married-civ-spouse,Masters,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Some-college,Private
Divorced,Some-college,
Never-married,HS-grad,Private
Divorced,Some-college,Private
Married-civ-spouse,Doctorate,Private
Married-civ-spouse,Some-college,State-gov
Divorced,12th,Private
Married-civ-spouse,1st-4th,Private
Never-married,11th,Private
Separated,11th,Local-gov
Divorced,HS-grad,State-gov
Married-civ-spouse,Some-college,
Never-married,11th,Private
Married-civ-spouse,Bachelors,State-gov
Divorced,HS-grad,
Never-married,10th,Private
Married-civ-spouse,HS-grad,
,Masters,Federal-gov
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Self-emp-inc
Married-civ-spouse,Masters,Local-gov
Married-spouse-absent,Bachelors,Self-emp-not-inc
,Assoc-acdm,Private
,Some-college,Private
Married-civ-spouse,Masters,Private
Never-married,HS-grad,Local-gov
,Some-college,Local-gov
Married-civ-spouse,Some-college,Private
,Some-college,Local-gov
Never-married,Bachelors,Private
Divorced,HS-grad,
Never-married,HS-grad,
Married-civ-spouse,Some-college,
Never-married,9th,Private
Never-married,Some-college,Private
Widowed,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,HS-grad,Private
,Some-college,
,HS-grad,Private
Married-civ-spouse,Assoc-acdm,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,Assoc-voc,Private
Married-civ-spouse,HS-grad,Private
,Some-college,Private
Married-civ-spouse,HS-grad,Private
Never-married,Assoc-acdm,Private
Married-civ-spouse,HS-grad,Local-gov
Married-civ-spouse,Bachelors,Private
Married-spouse-absent,1st-4th,Private
Never-married,Bachelors,Private
Married-civ-spouse,HS-grad,Private
,HS-grad,Private
,Some-college,
Married-civ-spouse,Masters,
Married-civ-spouse,Bachelors,
Never-married,Some-college,
Never-married,HS-grad,Private
Never-married,HS-grad,Private
Divorced,Assoc-voc,Private
Never-married,Bachelors,Private
Never-married,9th,Private
,Some-college,Private
Never-married,10th,Private
Never-married,HS-grad,Private
Married-civ-spouse,Assoc-acdm,Private
Married-civ-spouse,Some-college,
Never-married,Bachelors,State-gov
Married-spouse-absent,HS-grad,Private
Married-spouse-absent,Some-college,Private
Married-civ-spouse,HS-grad,Local-gov
Divorced,Bachelors,Local-gov
Married-civ-spouse,Bachelors,Private
,HS-grad,Private
,HS-grad,
Never-married,Assoc-acdm,
,HS-grad,Private
,Bachelors,Private
Divorced,HS-grad,
Never-married,Some-college,
Never-married,5th-6th,Private
Never-married,Some-college,
Never-married,HS-grad,Local-gov
Married-civ-spouse,HS-grad,Local-gov
,Some-college,Private
Divorced,Some-college,
Never-married,Bachelors,Private
Never-married,Bachelors,Private
,Some-college,Private
,Some-college,Private
Separated,HS-grad,Local-gov
,HS-grad,Private
Married-spouse-absent,Assoc-voc,Private
Never-married,Assoc-voc,Private
Married-civ-spouse,Some-college,
Divorced,HS-grad,
Never-married,Some-college,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Bachelors,Self-emp-inc
Married-civ-spouse,HS-grad,Private
Divorced,Some-college,
Married-civ-spouse,Some-college,
,Some-college,Private
,Some-college,Private
Married-civ-spouse,Bachelors,Private
Divorced,Some-college,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Masters,Self-emp-not-inc
Divorced,11th,Private
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,Assoc-acdm,
,Prof-school,
Married-civ-spouse,12th,Local-gov
Widowed,1st-4th,Private
Separated,Assoc-voc,Private
Never-married,Bachelors,Self-emp-inc
,Some-college,Private
Never-married,Doctorate,
,Some-college,Private
Never-married,HS-grad,Private
Married-civ-spouse,Some-college,Private
Never-married,HS-grad,Private
Married-civ-spouse,10th,Private
Married-civ-spouse,Some-college,
Never-married,HS-grad,Private
Never-married,Some-college,
,Some-college,Self-emp-not-inc
,HS-grad,Self-emp-not-inc
Widowed,11th,Private
Married-civ-spouse,HS-grad,Private
Divorced,Assoc-voc,Federal-gov
Never-married,11th,Private
Married-civ-spouse,HS-grad,Private
Separated,HS-grad,
,HS-grad,Private
Married-civ-spouse,11th,Private
Never-married,Bachelors,Private
,Bachelors,Private
,Some-college,Private
,HS-grad,Private
Married-civ-spouse,Bachelors,Self-emp-not-inc
Never-married,HS-grad,Private
Married-civ-spouse,Masters,
Separated,7th-8th,Private
Separated,HS-grad,Self-emp-not-inc
Divorced,Masters,Private
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,11th,Private
Married-civ-spouse,Assoc-voc,Private
,Doctorate,Private
Married-civ-spouse,Bachelors,Private
Divorced,Assoc-acdm,Self-emp-not-inc
Never-married,Bachelors,
Married-civ-spouse,Some-college,
,HS-grad,Private
,HS-grad,Private
,HS-grad,
Never-married,Bachelors,Self-emp-not-inc
,Some-college,Private
Never-married,Some-college,
Never-married,11th,Private
Married-civ-spouse,10th,Private
,Bachelors,
Never-married,7th-8th,Private
Married-civ-spouse,Bachelors,Private
Never-married,Bachelors,Private
Never-married,HS-grad,Private
Married-civ-spouse,Prof-school,
Never-married,Some-college,Private
Never-married,Bachelors,Private
Never-married,Bachelors,Private
Never-married,Some-college,
Divorced,7th-8th,Private
Married-civ-spouse,9th,Local-gov
,Assoc-acdm,Self-emp-not-inc
Never-married,HS-grad,
Married-civ-spouse,Masters,
Never-married,HS-grad,
,HS-grad,Local-gov
Never-married,10th,Private
Divorced,Masters,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,
,Bachelors,Local-gov
Never-married,Bachelors,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,Private
,HS-grad,Self-emp-not-inc
Married-civ-spouse,Bachelors,Self-emp-inc
Married-civ-spouse,Prof-school,
Never-married,Bachelors,
Widowed,11th,Private
Widowed,9th,Private
,Assoc-voc,Private
,9th,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,Some-college,
Married-civ-spouse,Bachelors,Private
,Some-college,
Separated,10th,Local-gov
,Some-college,Private
Married-civ-spouse,Bachelors,Private
,HS-grad,Self-emp-not-inc
Never-married,HS-grad,Private
Never-married,Bachelors,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,5th-6th,Self-emp-inc
Married-civ-spouse,Doctorate,Self-emp-not-inc
Divorced,HS-grad,
Married-civ-spouse,HS-grad,Private
,Some-college,Private
Married-civ-spouse,Some-college,
,Some-college,Private
Separated,Doctorate,
,HS-grad,
Married-civ-spouse,HS-grad,Private
,Bachelors,State-gov
,Some-college,
,HS-grad,Private
Married-civ-spouse,Doctorate,Private
,Some-college,
Never-married,HS-grad,Private
Never-married,Some-college,State-gov
Married-civ-spouse,HS-grad,
Married-civ-spouse,7th-8th,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,12th,Self-emp-not-inc
Never-married,Masters,Private
,Some-college,
Never-married,Masters,Local-gov
Never-married,Some-college,
Divorced,Assoc-acdm,
Married-civ-spouse,Some-college,State-gov
Married-civ-spouse,HS-grad,Private
Never-married,9th,Private
,Some-college,Federal-gov
Never-married,11th,Self-emp-not-inc
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,HS-grad,Self-emp-inc
Never-married,HS-grad,Private
Never-married,12th,Private
Married-civ-spouse,Some-college,Private
Never-married,HS-grad,Private
Widowed,HS-grad,Self-emp-not-inc
,HS-grad,Local-gov
,Assoc-voc,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Some-college,Local-gov
Never-married,11th,State-gov
Divorced,HS-grad,Private
Married-civ-spouse,Bachelors,
Never-married,Masters,Private
Never-married,HS-grad,Private
Married-civ-spouse,Some-college,Local-gov
Never-married,Some-college,Private
Married-civ-spouse,Some-college,Private
Never-married,Some-college,Private
Never-married,Bachelors,State-gov
,Masters,Private
Married-civ-spouse,Masters,Private
Never-married,Bachelors,
,HS-grad,Private
Never-married,Bachelors,Local-gov
,Bachelors,Private
,Some-college,
Married-civ-spouse,Some-college,Self-emp-not-inc
Divorced,Doctorate,Private
Divorced,Bachelors,Private
Married-civ-spouse,12th,Private
Never-married,Some-college,Private
,HS-grad,Private
Never-married,11th,Private
Married-civ-spouse,Bachelors,Private
Divorced,Some-college,
Separated,Bachelors,Private
,Assoc-voc,Private
Divorced,Bachelors,Local-gov
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
,HS-grad,State-gov
Never-married,Some-college,
,Bachelors,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,Private
Married-civ-spouse,HS-grad,Local-gov
Married-civ-spouse,Bachelors,Private
Never-married,Bachelors,Private
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,
Married-civ-spouse,HS-grad,
Married-civ-spouse,11th,Self-emp-not-inc
Never-married,Some-college,
,Some-college,Private
Married-civ-spouse,Assoc-voc,Private
Never-married,Assoc-voc,Private
Married-civ-spouse,Some-college,
Never-married,Some-college,
Married-civ-spouse,Bachelors,State-gov
Widowed,HS-grad,Private
Married-civ-spouse,Bachelors,Private
Never-married,Some-college,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Never-married,Masters,
Never-married,Assoc-voc,Private
Never-married,12th,Private
,Bachelors,Local-gov
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,
Never-married,11th,Private
,Bachelors,State-gov
Married-civ-spouse,Bachelors,State-gov
Never-married,Bachelors,Private
Married-civ-spouse,10th,Self-emp-not-inc
,HS-grad,Private
,HS-grad,
Never-married,Assoc-voc,Private
Married-civ-spouse,HS-grad,Private
,Bachelors,Local-gov
,HS-grad,Federal-gov
Never-married,HS-grad,Private
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,Local-gov
Divorced,HS-grad,Local-gov
Married-civ-spouse,Doctorate,Self-emp-inc
,Bachelors,Private
Separated,10th,Private
,Some-college,
Married-civ-spouse,Some-college,
Divorced,Bachelors,Self-emp-not-inc
Never-married,HS-grad,
Never-married,Some-college,Private
Separated,5th-6th,Private
Divorced,HS-grad,
Married-civ-spouse,Assoc-voc,Private
Never-married,HS-grad,Private
Divorced,Assoc-voc,Local-gov
,Some-college,
Married-civ-spouse,Masters,Private
Married-civ-spouse,Bachelors,Private
Never-married,Some-college,Private
Married-civ-spouse,Some-college,State-gov
Never-married,Assoc-voc,Private
Married-civ-spouse,Assoc-voc,Private
,Some-college,Self-emp-not-inc
Never-married,Bachelors,Private
Divorced,Some-college,
Married-civ-spouse,HS-grad,Self-emp-not-inc
Never-married,12th,Private
,Assoc-voc,Private
Married-civ-spouse,Bachelors,Self-emp-inc
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,Private
Married-civ-spouse,HS-grad,Private
Never-married,HS-grad,
Never-married,Masters,Private
Married-civ-spouse,Bachelors,Private
Divorced,Assoc-acdm,Private
Never-married,HS-grad,Private
Never-married,11th,Self-emp-not-inc
Divorced,HS-grad,Private
Never-married,11th,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Bachelors,Private
Never-married,HS-grad,Private
Separated,HS-grad,Private
,Some-college,Private
,Some-college,
Never-married,10th,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Never-married,Assoc-voc,Private
,Some-college,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,
Never-married,Assoc-voc,Private
Never-married,Masters,
Never-married,Assoc-voc,Private
,HS-grad,
,HS-grad,Private
Widowed,HS-grad,Private
,HS-grad,
Separated,HS-grad,Private
,Some-college,
Never-married,Bachelors,
Married-civ-spouse,Some-college,Private
,Some-college,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,HS-grad,
Divorced,HS-grad,Private
Divorced,Bachelors,Private
Never-married,Bachelors,Private
Widowed,HS-grad,Private
Never-married,11th,Private
,Some-college,
,Some-college,Private
Widowed,Bachelors,Local-gov
,HS-grad,Private
,Some-college,Private
Divorced,HS-grad,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Bachelors,Private
Never-married,HS-grad,Private
,Masters,Private
,Assoc-voc,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Never-married,Bachelors,Private
,Doctorate,State-gov
Never-married,HS-grad,Private
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,Private
Never-married,Bachelors,Private
Never-married,11th,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,11th,Private
,Some-college,
Married-civ-spouse,HS-grad,
Never-married,Some-college,Private
Never-married,10th,Private
Never-married,11th,Private
,Some-college,Private
,Bachelors,
,Bachelors,
,Some-college,Private
Married-civ-spouse,Masters,
,Bachelors,Self-emp-not-inc
Divorced,5th-6th,Private
Married-civ-spouse,Bachelors,Private
,HS-grad,Private
Divorced,Assoc-voc,
Married-civ-spouse,HS-grad,Private
Never-married,HS-grad,Private
Divorced,9th,Private
,Bachelors,Private
,HS-grad,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Some-college,Private
Never-married,Bachelors,Private
,Some-college,
Married-civ-spouse,HS-grad,Self-emp-not-inc
Divorced,Assoc-voc,Private
Never-married,Bachelors,Self-emp-not-inc
Married-civ-spouse,Assoc-voc,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Prof-school,Self-emp-not-inc
Married-civ-spouse,Masters,
Divorced,Some-college,Private
Never-married,Bachelors,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,7th-8th,Local-gov
Married-civ-spouse,9th,Self-emp-not-inc
Never-married,HS-grad,Private
,HS-grad,Private
Divorced,HS-grad,
Divorced,Some-college,
Never-married,Bachelors,Private
Divorced,HS-grad,Self-emp-not-inc
,Some-college,Private
Never-married,HS-grad,Private
Divorced,Some-college,
Married-civ-spouse,10th,Self-emp-not-inc
Never-married,Some-college,
Never-married,HS-grad,Private
Married-civ-spouse,Bachelors,Private
,Masters,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Some-college,Private
Never-married,Some-college,Private
Never-married,Some-college,Private
Married-civ-spouse,5th-6th,Private
Married-civ-spouse,Some-college,
Married-civ-spouse,HS-grad,
,HS-grad,Private
Married-civ-spouse,Masters,
Never-married,Some-college,
Married-spouse-absent,1st-4th,Private
Divorced,HS-grad,
Married-civ-spouse,Preschool,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,11th,Private
,HS-grad,Private
Never-married,Masters,Private
,Prof-school,Private
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,Private
Divorced,Assoc-acdm,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,Self-emp-inc
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,Private
,Some-college,Local-gov
,Some-college,Private
Married-civ-spouse,Bachelors,Self-emp-inc
,Some-college,Private
Divorced,Some-college,
Married-civ-spouse,HS-grad,State-gov
Married-civ-spouse,Masters,Private
Widowed,7th-8th,Private
,HS-grad,Private
Married-civ-spouse,Some-college,Private
Married-civ-spouse,10th,Private
Married-civ-spouse,Some-college,Self-emp-inc
Divorced,10th,Local-gov
Married-civ-spouse,Bachelors,Self-emp-not-inc
Married-civ-spouse,Assoc-acdm,Private
,Some-college,
Divorced,HS-grad,Private
Married-civ-spouse,Bachelors,Private
Divorced,10th,Private
Married-civ-spouse,HS-grad,Private
,HS-grad,
Married-civ-spouse,Some-college,
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Bachelors,Private
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,Private
Widowed,Bachelors,Private
Married-civ-spouse,HS-grad,
Never-married,HS-grad,
Never-married,Some-college,Private
,Some-college,
,Masters,State-gov
Widowed,HS-grad,Private
,HS-grad,Private
