age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,,married,,no,0,yes,no,unknown,5,may,,,0,0,unknown,no
53,technician,,,no,989,yes,,unknown,,may,812,1,0,0,unknown,no
57,blue-collar,,,no,249,yes,no,unknown,,may,164,1,0,,unknown,no
33,,married,secondary,no,790,yes,no,unknown,,may,391,1,0,,unknown,no
49,blue-collar,,unknown,no,154,yes,no,unknown,5,may,357,,0,0,unknown,no
51,,married,,no,6530,yes,no,unknown,,may,91,,0,0,unknown,no
60,,married,,no,100,no,no,unknown,5,may,528,,0,0,unknown,
59,,,tertiary,no,59,yes,no,unknown,,may,273,,0,0,unknown,
55,technician,married,secondary,no,1205,yes,no,unknown,,may,158,,0,0,unknown,no
35,blue-collar,single,,no,12223,yes,yes,unknown,,may,177,1,0,,unknown,
57,blue-collar,,secondary,no,5935,yes,yes,unknown,5,may,258,1,0,0,unknown,no
31,services,,,no,25,yes,yes,unknown,,may,172,,0,0,unknown,no
54,,,,no,282,yes,yes,unknown,,may,154,,0,0,unknown,no
55,blue-collar,,primary,no,23,yes,no,unknown,,may,291,1,0,0,unknown,
43,technician,,,no,1937,yes,no,unknown,,may,181,,0,0,unknown,no
53,,,,no,384,yes,no,unknown,5,may,,,0,0,unknown,no
44,blue-collar,married,,no,582,no,yes,unknown,5,may,211,1,0,0,unknown,
55,,divorced,,no,91,no,no,unknown,,may,,,0,,unknown,no
49,services,,,no,0,yes,yes,unknown,5,may,272,,0,0,unknown,no
55,,,secondary,yes,1,yes,no,unknown,5,may,,,0,,unknown,no
45,admin.,single,secondary,no,206,yes,no,unknown,,may,193,1,0,0,unknown,
47,,,,no,164,no,no,unknown,,may,212,,0,0,unknown,
42,,single,secondary,no,690,yes,no,unknown,,may,20,1,0,0,unknown,no
59,admin.,,secondary,no,2343,yes,no,unknown,5,may,1042,1,0,0,unknown,
46,,,tertiary,no,137,yes,yes,unknown,,may,246,1,0,0,unknown,no
51,blue-collar,married,primary,no,173,yes,no,unknown,,may,529,,0,0,unknown,
56,,married,secondary,no,45,no,no,unknown,,may,1467,,0,0,unknown,
41,,married,,no,1270,yes,no,unknown,5,may,1389,,0,0,unknown,
46,management,,,no,16,yes,yes,unknown,5,may,188,2,0,,unknown,no
57,,,secondary,no,486,yes,no,unknown,,may,180,,0,0,unknown,
42,management,single,secondary,no,50,no,no,unknown,5,may,48,1,0,0,unknown,
30,technician,,secondary,no,152,yes,yes,unknown,5,may,213,2,0,0,unknown,
60,admin.,,,no,290,yes,no,unknown,,may,583,1,0,0,unknown,no
60,,married,unknown,no,54,yes,,unknown,5,may,221,,0,0,unknown,no
57,,divorced,,no,-37,no,no,unknown,5,may,173,1,0,0,unknown,no
36,management,married,tertiary,no,101,yes,yes,unknown,,may,,1,0,0,unknown,
55,,,secondary,no,383,no,no,unknown,5,may,,,0,0,unknown,
60,,,tertiary,no,81,yes,no,unknown,,may,101,,0,0,unknown,no
39,,married,secondary,no,0,yes,no,unknown,,may,203,1,0,0,unknown,
46,management,married,,no,229,yes,no,unknown,,may,,,0,0,unknown,
44,,,secondary,no,-674,yes,no,unknown,,may,,1,0,0,unknown,
53,blue-collar,married,primary,no,90,no,no,unknown,,may,124,,0,0,unknown,no
52,blue-collar,,primary,no,128,yes,no,unknown,5,may,229,,0,0,unknown,
59,,,primary,no,179,yes,no,unknown,,may,55,3,0,0,unknown,no
27,technician,,tertiary,no,0,yes,no,unknown,,may,400,,0,0,unknown,no
44,,,,no,54,yes,no,unknown,,may,197,,0,,unknown,
47,technician,,,no,151,yes,,unknown,,may,190,,0,0,unknown,
34,admin.,,secondary,no,61,no,yes,unknown,,may,21,,0,0,unknown,no
59,retired,,secondary,no,30,yes,no,unknown,5,may,514,1,0,0,unknown,no
45,management,married,,no,523,yes,no,unknown,,may,,,0,0,unknown,
29,services,,secondary,no,31,yes,no,unknown,,may,,1,0,0,unknown,
46,technician,divorced,secondary,no,79,no,,unknown,5,may,,,0,0,unknown,
56,self-employed,married,primary,no,-34,yes,yes,unknown,,may,212,2,0,0,unknown,
36,,married,,no,448,yes,no,unknown,,may,,,0,0,unknown,no
59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,,0,0,unknown,
44,,,,no,144,yes,,unknown,,may,247,,0,0,unknown,
41,,,secondary,no,351,yes,no,unknown,,may,518,1,0,,unknown,
33,,single,,no,-67,yes,no,unknown,,may,364,,0,0,unknown,
59,management,divorced,tertiary,no,262,no,no,unknown,,may,,,0,0,unknown,no
57,,,primary,no,0,no,no,unknown,,may,98,,0,0,unknown,
56,technician,,unknown,no,56,yes,no,unknown,5,may,439,,0,0,unknown,no
51,blue-collar,married,,no,26,yes,no,unknown,,may,79,,0,0,unknown,
34,,,unknown,no,3,yes,no,unknown,5,may,120,,0,0,unknown,
43,services,,secondary,no,41,yes,yes,unknown,5,may,127,2,0,0,unknown,no
52,technician,,,no,7,no,yes,unknown,,may,,,0,0,unknown,
33,,,,no,105,yes,no,unknown,5,may,262,2,0,0,unknown,
29,,,secondary,no,818,yes,,unknown,,may,61,,0,0,unknown,
34,,,secondary,no,-16,yes,yes,unknown,5,may,,,0,0,unknown,
31,blue-collar,married,,no,0,yes,no,unknown,,may,143,1,0,0,unknown,no
55,services,,secondary,no,2476,yes,no,unknown,,may,,,0,0,unknown,
55,management,married,unknown,no,1185,no,no,unknown,,may,677,,0,0,unknown,
32,,,secondary,no,217,yes,no,unknown,5,may,345,1,0,0,unknown,no
38,technician,,,no,1685,yes,no,unknown,5,may,185,,0,0,unknown,no
55,admin.,single,,no,802,yes,,unknown,5,may,100,,0,0,unknown,no
28,,single,tertiary,no,0,yes,,unknown,5,may,125,2,0,0,unknown,
23,,married,secondary,no,94,yes,no,unknown,,may,,1,0,,unknown,no
32,,single,secondary,no,0,yes,no,unknown,5,may,136,1,0,0,unknown,
43,services,single,unknown,no,0,no,no,unknown,,may,,,0,0,unknown,no
32,blue-collar,married,,no,517,yes,no,unknown,,may,,,0,0,unknown,no
46,blue-collar,married,,no,265,yes,no,unknown,,may,541,1,0,0,unknown,
53,housemaid,divorced,,no,947,yes,,unknown,,may,,,0,0,unknown,no
34,self-employed,,secondary,no,3,yes,no,unknown,,may,,1,0,0,unknown,no
57,unemployed,,tertiary,no,42,no,no,unknown,5,may,46,,0,0,unknown,no
37,blue-collar,married,,no,37,yes,no,unknown,,may,204,,0,0,unknown,no
59,blue-collar,,,no,57,yes,no,unknown,,may,98,,0,0,unknown,no
33,services,,secondary,no,22,yes,no,unknown,,may,71,,0,0,unknown,no
56,blue-collar,divorced,primary,no,8,yes,no,unknown,,may,157,,0,,unknown,no
48,unemployed,,secondary,no,293,yes,no,unknown,,may,243,1,0,0,unknown,
43,services,,primary,no,3,yes,no,unknown,,may,,2,0,0,unknown,
54,blue-collar,,primary,no,348,yes,no,unknown,5,may,579,,0,0,unknown,
51,,married,unknown,no,-19,yes,,unknown,5,may,,,0,0,unknown,
26,,single,,no,0,yes,no,unknown,,may,,,0,0,unknown,
40,,,tertiary,no,-4,yes,no,unknown,,may,,,0,0,unknown,
39,,,secondary,no,18,yes,no,unknown,5,may,,1,0,0,unknown,
50,technician,,,no,139,no,no,unknown,5,may,114,2,0,0,unknown,
41,services,,,no,0,yes,no,unknown,,may,114,,0,0,unknown,no
51,,,,no,1883,yes,no,unknown,,may,57,1,0,0,unknown,
60,retired,,secondary,no,216,yes,no,unknown,,may,238,,0,0,unknown,
52,blue-collar,,secondary,no,782,yes,no,unknown,,may,93,,0,0,unknown,no
48,,,,no,904,yes,no,unknown,,may,128,,0,0,unknown,no
48,services,,unknown,no,1705,yes,no,unknown,5,may,107,1,0,0,unknown,no
39,technician,,,no,47,yes,no,unknown,,may,181,1,0,0,unknown,
47,,single,,no,176,yes,no,unknown,,may,303,2,0,0,unknown,
40,blue-collar,married,,no,1225,yes,,unknown,,may,558,,0,0,unknown,
45,,,secondary,no,86,yes,no,unknown,,may,270,1,0,0,unknown,no
26,admin.,,,no,82,yes,no,unknown,,may,228,,0,0,unknown,no
52,management,married,tertiary,no,271,yes,no,unknown,,may,99,,0,0,unknown,
54,technician,,secondary,no,1378,yes,no,unknown,5,may,,,0,0,unknown,no
54,,married,tertiary,no,184,no,no,unknown,5,may,673,,0,0,unknown,
50,blue-collar,,primary,no,0,no,no,unknown,,may,233,3,0,0,unknown,no
35,,married,secondary,no,0,yes,no,unknown,,may,1056,,0,0,unknown,no
44,,,,no,1357,yes,yes,unknown,,may,,1,0,0,unknown,no
53,,,,no,19,yes,no,unknown,,may,,1,0,0,unknown,no
35,retired,,primary,no,434,no,no,unknown,,may,138,1,0,0,unknown,no
60,,,,no,92,yes,no,unknown,,may,130,1,0,0,unknown,no
53,admin.,,secondary,no,1151,yes,no,unknown,,may,412,,0,0,unknown,
48,unemployed,,,no,41,yes,no,unknown,5,may,179,2,0,0,unknown,no
34,technician,married,,no,51,yes,no,unknown,,may,19,2,0,0,unknown,
54,,married,secondary,no,214,yes,no,unknown,,may,458,2,0,0,unknown,no
51,management,married,secondary,no,1161,yes,,unknown,,may,717,,0,0,unknown,no
31,services,married,,no,37,yes,no,unknown,,may,313,,0,0,unknown,no
35,technician,,,no,787,yes,no,unknown,,may,683,,0,0,unknown,
35,services,,secondary,no,59,yes,no,unknown,,may,1077,,0,0,unknown,
38,,,secondary,no,253,yes,no,unknown,,may,416,,0,0,unknown,
36,,married,tertiary,no,211,yes,no,unknown,5,may,146,,0,0,unknown,
58,retired,,primary,no,235,yes,no,unknown,,may,,,0,0,unknown,no
40,,,unknown,no,4384,yes,no,unknown,5,may,,,0,0,unknown,no
54,management,married,secondary,no,4080,no,no,unknown,,may,140,,0,0,unknown,no
34,blue-collar,,,no,53,yes,yes,unknown,5,may,346,1,0,0,unknown,
31,management,,tertiary,no,0,yes,no,unknown,5,may,562,1,0,0,unknown,no
51,retired,married,secondary,no,2127,yes,no,unknown,,may,172,1,0,0,unknown,
33,,,,no,377,yes,no,unknown,5,may,,1,0,0,unknown,
55,management,,,no,73,yes,no,unknown,5,may,142,2,0,0,unknown,
42,admin.,married,secondary,no,445,yes,no,unknown,5,may,,1,0,,unknown,no
34,,married,secondary,no,243,yes,no,unknown,5,may,291,1,0,0,unknown,no
33,,,secondary,no,307,yes,no,unknown,,may,309,,0,0,unknown,no
38,,,secondary,no,155,yes,,unknown,,may,248,,0,0,unknown,
50,,divorced,tertiary,no,173,no,yes,unknown,,may,98,,0,0,unknown,no
43,,,tertiary,no,400,yes,,unknown,,may,256,,0,0,unknown,
61,blue-collar,,primary,no,1428,yes,no,unknown,5,may,,,0,0,unknown,no
47,admin.,married,,no,219,yes,no,unknown,,may,577,1,0,,unknown,
48,self-employed,,tertiary,no,7,yes,no,unknown,5,may,286,,0,0,unknown,
44,blue-collar,,,no,575,yes,no,unknown,,may,477,1,0,0,unknown,
35,,,,no,298,yes,no,unknown,,may,611,2,0,0,unknown,no
35,services,,,no,0,yes,no,unknown,,may,471,1,0,0,unknown,no
50,services,,secondary,no,5699,yes,no,unknown,5,may,,,0,0,unknown,no
41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,,0,0,unknown,no
41,management,,,no,517,yes,no,unknown,5,may,251,,0,0,unknown,
39,,,,no,257,yes,no,unknown,,may,408,,0,0,unknown,
42,retired,,secondary,no,56,yes,no,unknown,,may,215,1,0,0,unknown,no
38,,married,,no,-390,yes,,unknown,,may,287,,0,0,unknown,
53,retired,,secondary,no,330,yes,,unknown,,may,,2,0,0,unknown,
59,,divorced,primary,no,195,no,no,unknown,,may,366,,0,0,unknown,no
36,services,married,,no,301,yes,no,unknown,,may,210,1,0,0,unknown,
54,,,primary,no,-41,yes,no,unknown,5,may,,,0,0,unknown,no
40,,,,no,483,yes,no,unknown,,may,168,1,0,0,unknown,
47,unknown,,,no,28,no,no,unknown,5,may,338,2,0,0,unknown,no
53,unemployed,married,,no,13,no,no,unknown,,may,,3,0,0,unknown,
46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,0,0,unknown,no
39,management,married,,no,378,yes,yes,unknown,5,may,127,,0,0,unknown,no
40,,,,no,219,yes,no,unknown,5,may,357,1,0,0,unknown,
28,,,primary,no,324,yes,no,unknown,,may,175,,0,0,unknown,no
35,,divorced,secondary,no,-69,yes,no,unknown,,may,300,1,0,0,unknown,
55,retired,,secondary,no,0,no,,unknown,,may,136,,0,0,unknown,
43,,,unknown,no,205,yes,no,unknown,5,may,,,0,0,unknown,
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,,0,0,unknown,no
58,,,unknown,no,1065,yes,no,unknown,,may,,,0,0,unknown,
33,management,single,tertiary,no,34,yes,,unknown,,may,,1,0,0,unknown,
36,blue-collar,married,,no,1033,no,no,unknown,,may,,2,0,,unknown,
53,services,,,no,1467,yes,no,unknown,,may,,,0,0,unknown,
47,,,primary,no,-12,yes,,unknown,5,may,18,1,0,0,unknown,
31,services,married,secondary,no,388,yes,no,unknown,,may,,,0,,unknown,
57,entrepreneur,married,,no,294,yes,no,unknown,,may,746,,0,0,unknown,
53,,married,unknown,no,1827,no,no,unknown,,may,121,1,0,0,unknown,no
55,blue-collar,married,primary,no,627,yes,no,unknown,,may,247,,0,,unknown,no
45,blue-collar,,,no,25,yes,no,unknown,5,may,,,0,0,unknown,
53,,,,no,315,yes,no,unknown,,may,,,0,0,unknown,
37,,married,,no,0,yes,no,unknown,,may,79,,0,0,unknown,
44,,divorced,,no,66,yes,no,unknown,,may,206,,0,0,unknown,no
49,blue-collar,,primary,no,-9,yes,yes,unknown,,may,,,0,0,unknown,no
46,,married,secondary,no,349,yes,yes,unknown,,may,127,,0,0,unknown,
43,entrepreneur,,unknown,no,100,yes,no,unknown,,may,702,1,0,0,unknown,
38,admin.,,secondary,no,0,no,no,unknown,5,may,151,,0,0,unknown,no
43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,0,0,unknown,no
49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,0,0,unknown,no
42,,,unknown,no,275,no,no,unknown,,may,408,,0,0,unknown,
22,,,secondary,no,0,yes,no,unknown,,may,179,2,0,0,unknown,no
40,management,,tertiary,no,207,yes,no,unknown,,may,,1,0,0,unknown,no
39,blue-collar,,secondary,no,483,yes,no,unknown,,may,282,,0,0,unknown,
51,services,,,no,2248,yes,no,unknown,5,may,714,2,0,0,unknown,
49,,married,,no,428,yes,,unknown,,may,50,1,0,0,unknown,
53,blue-collar,,secondary,no,0,yes,yes,unknown,,may,181,,0,0,unknown,no
34,,,,no,0,yes,no,unknown,,may,,,0,0,unknown,no
33,technician,divorced,,no,140,yes,no,unknown,,may,,1,0,0,unknown,
50,management,,tertiary,no,297,yes,no,unknown,5,may,,,0,0,unknown,
39,blue-collar,married,primary,no,279,yes,no,unknown,,may,361,,0,0,unknown,
59,entrepreneur,,secondary,no,901,yes,no,unknown,,may,73,3,0,0,unknown,
30,technician,single,,no,2573,yes,no,unknown,5,may,67,,0,0,unknown,
36,,,secondary,no,143,yes,,unknown,,may,,,0,0,unknown,
40,blue-collar,,secondary,no,475,yes,no,unknown,,may,332,,0,,unknown,
53,blue-collar,,,no,70,yes,,unknown,,may,,,0,0,unknown,
34,management,single,,no,318,yes,no,unknown,,may,113,2,0,0,unknown,
37,,,,no,275,yes,no,unknown,,may,,,0,0,unknown,no
42,management,,,no,742,yes,no,unknown,5,may,58,,0,0,unknown,
41,entrepreneur,,,no,236,yes,no,unknown,5,may,,,0,0,unknown,
30,,,tertiary,no,25,yes,,unknown,,may,89,2,0,0,unknown,no
37,management,,,no,600,yes,no,unknown,,may,152,,0,,unknown,
39,admin.,divorced,,no,-349,yes,no,unknown,5,may,611,,0,0,unknown,
41,blue-collar,married,,no,183,yes,yes,unknown,5,may,110,2,0,0,unknown,
40,,,,no,0,yes,no,unknown,,may,463,1,0,,unknown,no
42,management,,,no,0,yes,yes,unknown,5,may,562,2,0,0,unknown,
40,blue-collar,divorced,,no,0,yes,,unknown,5,may,962,1,0,0,unknown,no
57,technician,,,no,1078,yes,no,unknown,5,may,,,0,0,unknown,no
56,,divorced,secondary,no,155,no,no,unknown,5,may,118,,0,0,unknown,no
37,,married,secondary,no,190,yes,no,unknown,,may,,2,0,0,unknown,no
59,retired,,secondary,no,319,yes,no,unknown,,may,143,3,0,0,unknown,
39,,,,no,-185,yes,no,unknown,5,may,189,,0,0,unknown,no
49,,married,,no,47,no,no,unknown,,may,,,0,0,unknown,
38,services,single,,no,570,yes,no,unknown,5,may,75,,0,0,unknown,
36,,,tertiary,no,19,no,no,unknown,,may,189,2,0,0,unknown,no
50,blue-collar,married,,no,61,yes,no,unknown,5,may,621,,0,0,unknown,no
41,admin.,married,,no,-62,yes,,unknown,,may,55,2,0,,unknown,no
54,,,tertiary,no,258,no,no,unknown,5,may,,,0,0,unknown,
58,blue-collar,,primary,no,76,yes,no,unknown,,may,156,2,0,,unknown,
30,,,secondary,no,0,yes,no,unknown,,may,5,,0,0,unknown,no
33,,single,secondary,no,352,yes,no,unknown,5,may,225,,0,0,unknown,no
47,admin.,,,no,368,yes,no,unknown,,may,125,2,0,,unknown,
50,,single,tertiary,no,339,yes,no,unknown,,may,2,,0,0,unknown,no
32,,,secondary,no,1331,yes,no,unknown,,may,,2,0,0,unknown,no
40,self-employed,,secondary,no,672,yes,no,unknown,5,may,,,0,,unknown,
37,management,,,no,58,yes,,unknown,5,may,98,,0,0,unknown,no
54,,,,no,447,yes,no,unknown,5,may,742,2,0,0,unknown,no
24,,,secondary,no,423,yes,no,unknown,5,may,226,,0,0,unknown,
54,management,,tertiary,no,0,no,no,unknown,,may,120,,0,0,unknown,
34,technician,married,,no,19,yes,no,unknown,,may,,4,0,0,unknown,
56,,divorced,primary,no,13,yes,no,unknown,,may,357,,0,0,unknown,
31,,single,secondary,no,3,yes,no,unknown,,may,200,2,0,0,unknown,no
24,,,secondary,no,82,yes,no,unknown,,may,204,2,0,0,unknown,no
42,,,primary,no,28,yes,no,unknown,,may,126,,0,0,unknown,
57,,,secondary,no,792,yes,no,unknown,5,may,65,,0,,unknown,no
42,,,,no,408,yes,no,unknown,5,may,,,0,0,unknown,no
51,,married,,no,531,yes,no,unknown,,may,,2,0,0,unknown,
57,retired,married,,no,211,yes,no,unknown,5,may,248,2,0,0,unknown,
36,,,secondary,no,62,yes,no,unknown,,may,215,2,0,0,unknown,
53,,,unknown,no,257,yes,no,unknown,,may,209,2,0,0,unknown,
50,technician,,secondary,no,1234,yes,no,unknown,5,may,,2,0,0,unknown,
54,management,married,,no,313,yes,,unknown,5,may,83,,0,0,unknown,
55,,,,no,89,yes,no,unknown,,may,106,,0,0,unknown,no
44,,married,,no,129,yes,yes,unknown,,may,,2,0,0,unknown,no
43,,married,unknown,no,0,yes,no,unknown,5,may,105,,0,,unknown,no
56,,,,no,353,yes,,unknown,,may,106,,0,0,unknown,no
54,,,unknown,no,851,yes,no,unknown,5,may,108,,0,0,unknown,
55,,,primary,no,96,yes,yes,unknown,,may,311,2,0,,unknown,no
37,services,,,no,398,yes,yes,unknown,,may,214,2,0,0,unknown,no
33,,,,no,193,no,no,unknown,5,may,132,,0,0,unknown,
46,admin.,,secondary,no,-358,yes,no,unknown,,may,358,2,0,0,unknown,no
36,blue-collar,married,secondary,no,539,yes,yes,unknown,,may,,2,0,0,unknown,
51,technician,,,no,0,yes,no,unknown,,may,364,,0,0,unknown,
40,,,primary,no,0,no,no,unknown,5,may,136,,0,,unknown,no
42,blue-collar,,,no,490,yes,no,unknown,,may,386,2,0,0,unknown,
51,blue-collar,,secondary,no,0,yes,no,unknown,,may,173,2,0,0,unknown,no
49,,,,no,403,yes,no,unknown,,may,,,0,0,unknown,
48,management,,,no,161,yes,no,unknown,5,may,224,,0,0,unknown,no
32,technician,,tertiary,no,2558,no,no,unknown,5,may,148,,0,0,unknown,
31,,,,no,98,yes,no,unknown,,may,196,,0,0,unknown,
55,,,,no,115,no,no,unknown,,may,111,,0,0,unknown,
40,blue-collar,,secondary,no,436,yes,no,unknown,,may,,,0,0,unknown,no
47,,,tertiary,no,831,yes,no,unknown,,may,316,,0,0,unknown,
57,technician,,unknown,no,206,yes,no,unknown,,may,216,,0,0,unknown,
41,,,secondary,no,290,yes,no,unknown,,may,240,2,0,0,unknown,no
48,,,,no,1,no,no,unknown,,may,669,,0,0,unknown,
42,blue-collar,,,no,57,yes,no,unknown,,may,425,,0,,unknown,
30,blue-collar,,,no,-457,yes,no,unknown,,may,,,0,0,unknown,
58,management,,,no,1387,yes,no,unknown,5,may,,5,0,0,unknown,
45,,,tertiary,no,24598,yes,no,unknown,5,may,313,,0,0,unknown,no
49,blue-collar,married,secondary,no,30,yes,no,unknown,,may,,,0,0,unknown,
42,,,,no,1022,yes,,unknown,,may,,,0,0,unknown,
53,technician,,,no,56,yes,yes,unknown,,may,152,,0,,unknown,
51,admin.,single,secondary,yes,-2,no,no,unknown,,may,402,,0,0,unknown,
32,,single,secondary,no,121,yes,no,unknown,,may,,2,0,0,unknown,no
41,,,secondary,no,842,yes,no,unknown,5,may,144,,0,0,unknown,
43,,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,0,,unknown,
40,,divorced,secondary,no,-333,yes,,unknown,5,may,183,,0,0,unknown,
50,,,primary,no,1533,yes,no,unknown,,may,325,,0,0,unknown,no
34,,married,tertiary,no,46,yes,no,unknown,5,may,,,0,,unknown,no
53,services,married,,no,18,no,no,unknown,,may,,2,0,0,unknown,
45,,married,,no,44,yes,no,unknown,5,may,95,,0,0,unknown,
39,blue-collar,married,primary,no,-100,yes,no,unknown,5,may,680,,0,0,unknown,
44,services,,tertiary,no,510,yes,no,unknown,,may,,,0,0,unknown,
55,management,married,,no,685,yes,no,unknown,5,may,174,,0,0,unknown,no
46,,single,,no,187,yes,no,unknown,5,may,113,2,0,0,unknown,no
45,blue-collar,,,no,66,yes,no,unknown,5,may,808,,0,0,unknown,
34,admin.,married,secondary,no,560,yes,no,unknown,,may,,,0,0,unknown,no
36,blue-collar,married,,no,0,yes,no,unknown,,may,195,2,0,0,unknown,no
59,unknown,,,no,27,no,no,unknown,5,may,347,,0,0,unknown,no
31,admin.,,secondary,no,12,yes,no,unknown,,may,,2,0,0,unknown,no
44,blue-collar,single,,no,34,yes,no,unknown,,may,404,,0,0,unknown,
33,,single,tertiary,no,1068,yes,no,unknown,5,may,396,,0,0,unknown,
40,blue-collar,,,no,211,yes,no,unknown,,may,216,,0,,unknown,no
46,,,,no,377,yes,no,unknown,5,may,98,,0,0,unknown,no
48,,,,no,263,yes,no,unknown,,may,,,0,0,unknown,no
42,services,married,secondary,no,1263,yes,no,unknown,,may,,2,0,0,unknown,no
27,services,,secondary,no,8,yes,no,unknown,,may,88,,0,,unknown,no
48,,,,no,126,yes,yes,unknown,6,may,,,0,0,unknown,
59,,,secondary,no,230,yes,no,unknown,6,may,190,,0,0,unknown,no
46,,,tertiary,no,841,yes,no,unknown,,may,158,1,0,0,unknown,
38,admin.,,,no,308,yes,no,unknown,,may,,1,0,0,unknown,no
43,,,,no,1,yes,no,unknown,,may,306,,0,0,unknown,
