a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14
one,zero,3,two,27,one,zero,one,,zero,47,,37,zero
zero,one,2,one,36,zero,zero,one,,two,59,,26,zero
zero,,,zero,,zero,zero,,zero,one,39,one,17,zero
zero,,1,zero,,one,,,zero,zero,39,one,12,zero
zero,,,two,28,zero,zero,,,one,89,,31,one
zero,zero,3,two,44,zero,zero,one,zero,zero,39,one,54,one
zero,zero,2,one,43,one,,one,zero,two,39,,30,zero
zero,,,three,,zero,zero,one,zero,zero,47,one,40,one
zero,zero,2,two,25,one,one,,zero,one,47,one,35,zero
zero,one,,two,14,one,zero,,,one,14,one,24,zero
zero,,0,zero,6,one,,,zero,one,47,one,0,zero
one,,,zero,34,zero,zero,zero,zero,zero,97,one,22,zero
one,zero,5,four,18,one,zero,,zero,one,35,,20,zero
zero,,9,zero,,zero,,zero,,two,29,one,5,zero
zero,zero,2,one,,zero,zero,one,,zero,55,,23,zero
zero,,4,three,,zero,zero,one,zero,three,3,,56,one
zero,,,zero,8,zero,zero,zero,,one,5,one,18,zero
zero,two,4,three,,zero,zero,,zero,three,59,one,42,one
zero,zero,,zero,17,zero,zero,zero,,one,47,one,20,zero
zero,one,7,zero,,zero,,zero,zero,two,23,one,12,zero
one,,2,one,17,one,one,zero,,one,47,,2,zero
one,zero,5,two,51,zero,zero,one,zero,zero,29,one,3,zero
one,zero,2,one,36,one,zero,one,,one,49,one,30,zero
one,one,3,two,31,zero,zero,one,zero,two,59,,1,one
zero,,1,zero,37,zero,zero,one,,two,49,one,13,one
one,zero,3,one,58,zero,zero,one,,zero,78,,14,zero
zero,zero,2,one,,zero,zero,one,zero,zero,39,one,41,zero
zero,,4,zero,,zero,zero,,,one,9,one,18,zero
zero,zero,2,one,12,zero,zero,one,zero,zero,24,one,22,zero
zero,zero,2,one,17,one,zero,one,,one,43,,8,zero
zero,,,two,33,zero,zero,one,zero,one,48,one,9,one
one,zero,,zero,52,zero,zero,one,,zero,49,,40,zero
one,,,two,,zero,zero,one,zero,one,55,one,38,zero
zero,one,4,three,41,zero,zero,one,zero,zero,71,one,51,zero
one,zero,5,four,,zero,zero,one,,zero,39,one,10,zero
zero,zero,3,two,,zero,,one,zero,zero,39,one,16,zero
zero,,1,zero,52,zero,one,zero,zero,three,59,one,62,one
zero,zero,3,three,30,one,one,,zero,one,39,one,40,zero
zero,,3,two,45,zero,zero,one,zero,one,55,one,55,one
one,,,zero,26,zero,zero,zero,zero,three,59,one,1,one
zero,,,two,,zero,zero,,zero,three,39,one,12,one
one,zero,6,zero,10,one,zero,zero,zero,zero,47,one,20,zero
zero,,4,one,,one,zero,one,zero,zero,47,one,57,zero
zero,one,3,two,24,zero,zero,,zero,one,47,one,19,zero
zero,one,1,zero,44,zero,zero,,zero,two,39,,54,one
zero,zero,2,one,,zero,zero,one,,one,39,,12,zero
one,zero,4,zero,16,zero,,zero,zero,zero,47,one,1,zero
zero,zero,2,zero,8,zero,,zero,zero,one,59,one,18,zero
zero,zero,7,zero,7,zero,,zero,zero,one,34,one,17,zero
one,,,zero,,zero,zero,zero,zero,zero,49,one,23,zero
one,,2,two,14,one,,zero,zero,zero,39,one,10,zero
one,,1,zero,15,zero,zero,one,zero,zero,55,one,25,zero
one,one,3,two,21,zero,zero,,zero,one,54,one,27,one
zero,zero,3,one,,one,,,,zero,94,,40,one
zero,,,zero,15,zero,,zero,,one,47,,24,zero
one,one,,two,18,zero,,one,,zero,47,one,4,zero
one,,,two,,one,,,zero,zero,39,one,27,zero
one,one,,zero,47,one,one,,zero,three,39,one,4,one
zero,one,,two,26,one,zero,,,one,39,one,30,zero
zero,,3,two,,zero,zero,one,zero,zero,39,one,30,zero
zero,zero,8,eight,,one,zero,,,zero,39,,5,zero
one,zero,5,four,,one,zero,one,,one,55,one,3,one
zero,,1,zero,,zero,zero,zero,zero,zero,47,one,26,zero
zero,,,zero,,zero,zero,one,zero,zero,47,one,38,zero
zero,,3,two,,one,zero,one,,two,39,one,38,one
one,zero,1,one,,one,one,zero,zero,zero,19,zero,80,zero
zero,zero,2,two,22,one,zero,,zero,one,39,one,20,zero
zero,zero,,two,32,one,zero,zero,zero,one,43,one,30,zero
one,,3,two,,one,zero,one,zero,two,43,one,44,zero
zero,zero,2,one,45,zero,zero,,zero,two,39,,16,one
zero,zero,3,zero,24,one,,,zero,two,39,one,14,zero
zero,,6,zero,39,one,zero,,zero,two,9,,49,zero
zero,,5,three,24,zero,zero,one,zero,one,47,,5,one
zero,one,2,one,29,zero,zero,one,,one,29,one,39,one
zero,one,2,one,,one,zero,one,zero,zero,69,,17,zero
zero,zero,2,zero,,one,,,zero,zero,39,one,50,zero
zero,,4,three,55,one,zero,,,zero,14,zero,65,zero
zero,two,4,three,31,zero,,one,,two,77,,35,one
one,zero,4,three,19,one,zero,,zero,zero,29,one,2,zero
one,,1,zero,12,zero,zero,one,zero,one,65,one,22,zero
zero,zero,,zero,,zero,zero,zero,zero,zero,71,,18,zero
one,,,three,35,zero,,,zero,one,64,,45,zero
zero,one,,two,,zero,,,zero,zero,44,one,54,zero
one,one,,two,19,one,zero,,,three,22,one,29,one
zero,two,,zero,12,zero,,zero,zero,two,44,one,22,zero
zero,,5,zero,18,zero,zero,zero,zero,three,63,one,12,one
zero,,5,two,48,zero,zero,one,zero,zero,39,one,21,zero
zero,zero,2,one,15,one,,,,two,43,one,13,zero
zero,zero,3,two,,zero,zero,one,zero,zero,59,one,47,zero
zero,one,11,nine,,one,zero,one,zero,zero,29,one,12,zero
zero,zero,2,one,,zero,zero,one,,one,47,one,0,zero
zero,,3,two,22,one,zero,,zero,one,3,one,32,zero
one,zero,3,one,12,one,,one,zero,zero,47,,21,zero
zero,one,4,zero,44,one,zero,zero,zero,zero,39,,54,one
one,one,,two,36,one,,one,zero,zero,17,one,30,zero
zero,,4,three,18,zero,zero,one,zero,two,39,one,8,zero
zero,zero,2,one,,zero,,one,,zero,43,,35,zero
one,zero,2,zero,,one,zero,zero,zero,two,29,one,21,one
zero,zero,,two,,zero,,one,,zero,39,one,15,zero
zero,two,2,one,,one,zero,one,,three,53,one,31,one
zero,zero,3,two,30,zero,zero,one,,one,9,one,40,one
one,one,2,one,23,one,zero,,,two,24,,33,zero
zero,zero,2,one,,zero,zero,one,zero,zero,47,one,27,zero
zero,,,two,,zero,zero,one,zero,one,69,one,41,zero
zero,zero,3,zero,11,zero,,one,zero,zero,47,one,21,zero
one,zero,0,zero,35,zero,,zero,zero,zero,59,one,3,zero
one,,6,three,40,zero,zero,,,one,39,one,17,one
zero,zero,5,three,61,zero,,one,zero,zero,24,one,45,zero
one,,,zero,22,one,,,,one,59,one,14,zero
zero,one,4,zero,13,one,,,,three,39,one,20,one
zero,zero,2,one,,zero,zero,one,,one,47,one,28,zero
zero,zero,2,one,40,zero,zero,one,zero,zero,39,one,50,zero
one,,,three,,one,zero,zero,zero,zero,11,one,20,zero
one,,1,zero,28,one,,one,zero,zero,39,one,5,zero
zero,zero,,six,37,zero,,one,zero,zero,39,one,28,zero
zero,zero,,zero,13,zero,zero,zero,zero,zero,47,one,21,zero
one,two,,zero,12,one,,,zero,zero,59,one,1,zero
zero,one,3,two,36,zero,zero,one,,three,39,one,29,one
zero,one,2,one,,zero,one,zero,zero,zero,83,,27,zero
zero,,,zero,,zero,,zero,zero,zero,43,,19,zero
zero,one,2,one,,one,zero,one,zero,one,47,one,30,zero
zero,zero,,five,30,one,one,zero,,zero,55,zero,40,zero
one,two,3,two,36,zero,,,zero,three,39,one,25,one
zero,,,zero,30,zero,one,zero,zero,zero,41,one,1,zero
zero,one,,two,22,one,zero,,,one,39,,24,zero
one,zero,,two,17,zero,,,zero,one,47,,19,zero
zero,one,,zero,27,zero,zero,,zero,two,29,one,37,one
zero,,5,zero,13,one,zero,,zero,two,43,one,20,zero
one,one,,two,37,one,zero,one,,three,23,,0,one
one,zero,3,one,30,zero,zero,one,zero,two,97,one,40,zero
one,,,zero,,zero,one,zero,,three,49,one,28,one
zero,zero,3,two,33,zero,,one,zero,zero,53,one,12,zero
zero,,3,two,18,zero,zero,,,one,29,one,8,zero
zero,one,2,one,49,zero,,one,zero,zero,47,one,59,one
zero,,4,zero,,zero,zero,zero,zero,zero,47,one,18,zero
zero,,4,three,17,one,zero,,zero,one,43,one,24,zero
one,zero,3,two,31,zero,zero,one,,one,49,one,12,one
one,one,,zero,22,zero,zero,,zero,zero,47,one,12,zero
one,zero,7,zero,4,one,zero,zero,zero,zero,19,one,14,zero
one,zero,5,four,,zero,,one,,zero,47,one,40,one
one,,0,zero,33,zero,one,zero,zero,zero,47,one,8,one
one,zero,2,two,25,one,zero,,zero,zero,49,,35,zero
zero,one,4,one,42,zero,zero,one,zero,one,49,,52,zero
one,zero,,zero,28,zero,zero,zero,zero,zero,41,one,6,zero
zero,,7,zero,12,zero,zero,zero,zero,zero,44,one,6,zero
zero,one,,zero,28,zero,zero,one,zero,two,47,one,38,one
zero,zero,4,three,,zero,,one,zero,zero,83,,45,zero
zero,,7,zero,15,zero,,zero,zero,zero,39,,25,zero
zero,zero,,zero,,zero,,zero,zero,zero,39,one,19,zero
zero,one,,two,,zero,,one,zero,zero,64,,20,zero
zero,one,7,zero,23,zero,zero,,zero,one,59,one,30,zero
zero,one,3,two,27,zero,zero,one,zero,two,35,one,1,one
zero,one,4,three,40,zero,zero,one,zero,zero,44,one,30,one
one,,,three,37,zero,one,zero,zero,zero,41,one,47,zero
one,zero,2,one,16,zero,zero,one,,one,45,,26,zero
zero,,0,zero,23,zero,,zero,,zero,59,one,8,zero
zero,zero,2,one,23,zero,,one,,zero,41,one,33,zero
zero,zero,,two,,zero,zero,one,zero,zero,44,one,7,zero
zero,,,two,33,one,one,,zero,one,23,zero,30,zero
zero,one,,zero,47,zero,zero,,zero,zero,19,,10,zero
zero,one,2,one,19,zero,zero,,zero,one,59,one,29,zero
one,zero,,zero,1,zero,zero,zero,zero,zero,39,one,4,zero
zero,two,,zero,39,zero,one,zero,zero,two,71,,34,one
zero,,4,three,39,zero,zero,one,zero,three,89,one,49,one
zero,one,2,one,,zero,zero,one,one,zero,83,one,43,one
zero,two,3,two,42,zero,zero,,zero,two,19,,52,one
zero,,2,one,,zero,zero,one,zero,zero,39,,39,zero
zero,zero,,three,,zero,zero,one,zero,zero,39,,10,zero
zero,zero,4,zero,8,one,,,zero,one,44,one,8,zero
one,,8,zero,9,one,,,zero,one,49,one,0,zero
one,one,1,zero,20,one,zero,,,three,43,,2,one
zero,,3,zero,10,zero,zero,zero,zero,one,19,one,20,zero
zero,,5,three,46,zero,,zero,zero,zero,49,zero,56,zero
zero,,3,two,28,zero,zero,one,zero,two,39,one,38,zero
one,two,1,zero,,zero,one,,zero,one,43,one,34,one
zero,two,5,four,28,one,zero,one,zero,two,43,one,38,one
one,zero,2,one,14,zero,zero,one,zero,zero,44,,24,zero
zero,one,,zero,43,zero,zero,zero,zero,two,29,one,53,one
one,zero,2,one,,zero,zero,one,zero,zero,43,,28,zero
zero,,3,two,18,zero,zero,,zero,zero,43,one,12,zero
zero,,3,two,,zero,zero,one,zero,one,49,one,33,one
one,zero,4,one,22,one,zero,,zero,two,19,one,20,zero
zero,,3,zero,35,zero,zero,one,zero,zero,29,one,45,zero
zero,zero,2,one,24,one,zero,one,,one,39,,9,zero
zero,one,,zero,23,one,,,,three,39,one,32,zero
zero,zero,,zero,27,zero,one,zero,zero,one,69,one,20,zero
zero,one,2,one,17,zero,zero,one,,two,69,one,27,zero
zero,zero,2,one,33,one,zero,zero,,three,39,one,34,one
zero,one,3,two,35,zero,,one,zero,zero,49,one,45,zero
one,zero,,one,,zero,zero,one,,zero,44,one,26,zero
zero,,1,zero,28,zero,,zero,zero,zero,49,one,38,zero
one,zero,,zero,17,zero,zero,zero,zero,one,41,one,9,one
zero,one,8,zero,14,one,,,zero,two,39,one,23,zero
one,zero,8,four,,zero,zero,,,zero,45,,23,one
zero,zero,3,zero,24,zero,zero,zero,zero,three,59,,34,one
zero,one,7,four,37,zero,zero,one,zero,two,49,,22,one
zero,,,two,,one,,,,zero,47,one,37,zero
one,,3,two,35,zero,zero,,zero,one,69,one,24,one
zero,,1,zero,,one,,one,zero,two,24,,37,zero
zero,zero,5,two,16,one,,,zero,zero,44,one,26,zero
zero,,3,two,,zero,zero,one,zero,two,49,one,22,zero
zero,zero,3,two,15,zero,,one,zero,zero,69,one,14,zero
zero,zero,9,seven,,zero,zero,one,zero,zero,71,one,48,zero
zero,two,6,one,53,zero,zero,one,,one,59,one,43,one
zero,one,3,one,48,zero,zero,one,,one,55,,7,one
zero,zero,,two,,zero,,one,zero,zero,39,one,13,one
zero,zero,3,one,47,one,zero,zero,,one,39,one,50,one
zero,,,zero,,zero,,zero,zero,zero,49,one,25,zero
zero,zero,2,one,,one,zero,,,two,35,one,8,zero
zero,zero,4,one,52,one,,zero,,one,5,,62,zero
one,one,2,zero,20,zero,,one,zero,two,43,one,30,one
zero,,3,two,18,one,,one,zero,zero,50,,28,zero
one,zero,,one,34,one,zero,zero,zero,zero,29,one,44,zero
zero,,,zero,42,zero,one,zero,zero,three,39,one,30,one
zero,zero,4,three,37,zero,,one,zero,zero,55,one,40,one
zero,one,2,one,38,one,zero,one,,two,59,,18,zero
zero,zero,,two,,zero,,one,zero,zero,83,one,12,zero
zero,,,two,,zero,zero,one,,one,81,one,29,zero
zero,one,,zero,,zero,zero,zero,,one,39,one,32,zero
zero,one,1,zero,32,one,,,,three,49,one,42,one
zero,,,two,27,zero,,,zero,one,59,one,30,one
zero,,3,two,36,zero,zero,,zero,zero,49,one,39,zero
one,zero,1,one,,one,one,zero,zero,zero,39,,56,zero
zero,zero,,zero,18,one,zero,,,two,19,one,8,one
zero,,5,zero,9,one,,,,one,44,one,10,zero
zero,,3,zero,8,zero,,zero,zero,one,47,one,18,zero
zero,three,2,one,41,zero,zero,one,,two,49,,51,one
zero,zero,4,zero,13,one,zero,,zero,zero,47,one,23,zero
one,,3,two,15,zero,zero,,,zero,43,one,5,zero
one,,7,zero,2,zero,,zero,zero,zero,43,one,12,zero
zero,zero,5,zero,14,zero,zero,zero,,two,39,,24,zero
zero,one,,zero,22,zero,zero,one,zero,two,24,one,32,one
one,zero,11,one,,one,zero,,,zero,47,,22,zero
zero,zero,,three,30,zero,zero,one,zero,one,49,one,40,one
one,,0,zero,20,one,,,,zero,47,one,4,one
zero,one,1,zero,13,one,,,,one,35,,23,one
one,zero,6,five,,one,zero,,,zero,24,,42,zero
zero,,2,two,,zero,one,zero,zero,zero,44,,39,zero
zero,,3,two,14,zero,zero,one,,one,53,one,24,one
zero,zero,4,three,53,zero,zero,one,zero,zero,27,one,63,zero
zero,zero,1,zero,57,zero,,one,zero,zero,29,,30,zero
zero,,6,zero,5,zero,zero,,zero,zero,47,one,15,zero
zero,zero,6,zero,,zero,,zero,zero,two,44,one,30,zero
zero,two,2,one,,zero,zero,one,zero,zero,47,,23,one
zero,,,zero,11,zero,zero,,zero,one,59,one,21,zero
zero,zero,1,zero,,zero,,,zero,two,43,one,11,zero
one,zero,,two,19,zero,,one,zero,two,47,,7,one
zero,one,,two,22,zero,zero,one,zero,two,39,one,32,zero
zero,zero,0,zero,30,one,,zero,zero,two,55,one,40,zero
zero,one,3,two,,one,zero,one,,two,39,one,7,zero
zero,three,4,zero,26,zero,zero,zero,,three,44,one,30,one
zero,,2,one,,zero,zero,one,zero,zero,39,one,37,zero
one,,,zero,,zero,zero,one,,zero,43,,26,zero
zero,zero,2,one,,zero,,one,,zero,47,one,35,zero
zero,zero,2,one,,zero,zero,one,zero,two,71,,4,one
zero,,3,zero,11,one,zero,zero,zero,one,47,one,21,zero
one,,3,two,33,zero,zero,one,one,two,39,,21,one
zero,one,5,three,35,zero,zero,one,zero,zero,44,one,29,one
zero,zero,,two,27,zero,zero,one,zero,one,47,one,6,zero
zero,one,2,one,,one,,one,zero,zero,39,,52,zero
zero,zero,,zero,37,one,,zero,zero,two,36,one,47,one
one,,4,three,26,zero,zero,one,zero,zero,39,,12,zero
zero,one,4,three,46,zero,zero,one,zero,two,39,one,56,one
zero,zero,3,two,22,one,,one,zero,zero,47,one,11,zero
zero,zero,2,one,36,zero,zero,one,zero,zero,47,one,46,zero
zero,zero,2,one,18,one,zero,one,,one,19,one,28,zero
zero,one,4,zero,15,one,,zero,zero,two,19,one,20,zero
zero,one,3,two,36,zero,,one,zero,zero,47,,25,zero
one,zero,,two,27,one,zero,,zero,one,17,one,21,zero
zero,zero,4,three,,zero,zero,,zero,zero,29,one,48,zero
zero,,3,two,37,one,,,,three,29,one,31,one
one,zero,3,two,33,one,zero,,,one,39,one,30,zero
zero,,,zero,14,one,zero,,zero,one,69,one,24,zero
one,zero,,zero,12,zero,zero,zero,,one,47,,16,zero
zero,one,3,two,41,one,,,zero,two,39,one,39,zero
one,zero,3,two,26,one,,one,zero,zero,47,one,36,zero
one,one,2,one,31,zero,zero,,zero,two,39,,28,one
zero,two,4,three,,zero,,one,zero,zero,95,one,8,one
one,,,zero,,zero,zero,zero,zero,zero,39,one,10,zero
zero,zero,2,one,11,zero,zero,one,,one,47,,10,zero
zero,zero,0,zero,20,one,,,zero,zero,59,one,30,zero
zero,,,zero,,zero,,,,one,39,one,14,zero
zero,,4,three,,zero,,one,zero,zero,19,,44,zero
zero,two,2,one,,zero,zero,one,zero,two,43,one,13,one
zero,,11,three,16,zero,zero,one,zero,one,23,,26,zero
one,zero,7,six,,zero,zero,one,zero,zero,39,,42,zero
zero,zero,4,zero,9,zero,zero,,zero,one,35,one,19,zero
zero,zero,2,one,,zero,zero,,zero,zero,47,,5,zero
zero,two,,zero,49,zero,zero,one,zero,two,39,one,59,one
zero,zero,,two,,zero,,,zero,one,47,one,44,one
zero,,2,one,36,zero,zero,one,,zero,43,,20,one
zero,zero,5,four,,zero,zero,one,,zero,69,one,35,zero
one,,3,two,,zero,zero,one,zero,two,39,one,43,one
zero,,5,four,,zero,zero,one,zero,one,69,one,44,zero
one,zero,2,one,18,zero,zero,one,,zero,43,one,28,zero
zero,,3,two,28,zero,zero,one,,one,59,one,38,one
one,,5,three,,zero,,one,,zero,39,one,28,zero
zero,,,zero,57,zero,,one,zero,zero,59,one,67,zero
zero,one,3,one,23,zero,zero,one,zero,two,65,one,33,one
zero,zero,2,one,,zero,zero,one,zero,zero,65,,6,zero
zero,zero,3,zero,17,zero,zero,zero,,one,43,one,25,one
zero,,3,two,18,zero,,one,zero,one,39,one,21,zero
zero,zero,2,one,,zero,zero,one,,zero,39,one,37,zero
zero,one,3,three,33,one,one,,zero,one,43,one,30,one
one,zero,,two,,zero,zero,,zero,zero,83,one,25,zero
one,one,,one,24,zero,zero,one,zero,one,59,,34,zero
one,,1,zero,31,zero,zero,one,zero,one,43,one,41,zero
one,zero,,zero,28,zero,one,zero,zero,two,47,one,12,one
zero,zero,,two,,one,,one,,zero,49,one,12,zero
zero,,4,three,29,zero,zero,one,zero,one,43,one,4,one
zero,zero,1,zero,53,one,,zero,zero,zero,5,one,49,zero
zero,,3,two,51,zero,,one,zero,zero,95,one,61,one
one,,,zero,8,one,,,zero,one,47,one,18,zero
zero,zero,3,zero,,zero,,one,zero,zero,34,one,50,one
one,,,zero,57,zero,zero,one,zero,two,39,one,52,one
zero,,4,three,40,zero,zero,one,zero,zero,43,one,31,one
zero,zero,5,four,44,zero,zero,one,,one,64,,53,one
zero,,4,two,47,zero,zero,one,,one,20,one,57,zero
one,,,zero,11,one,,,zero,two,47,one,21,zero
zero,zero,11,zero,,one,,zero,zero,zero,83,one,18,zero
one,zero,6,five,,zero,zero,,zero,zero,47,,15,zero
one,zero,2,one,14,one,zero,one,,one,39,,9,zero
one,zero,2,one,,zero,zero,one,zero,zero,47,,28,zero
zero,three,,zero,7,zero,zero,zero,zero,one,49,,17,zero
zero,zero,5,four,28,one,zero,one,,one,39,,38,zero
one,zero,2,one,,zero,zero,one,,two,41,,35,one
zero,,4,three,,zero,,one,zero,zero,59,one,27,one
zero,zero,,two,35,one,,zero,zero,zero,54,,45,zero
zero,three,3,two,40,one,,,,one,53,,45,one
zero,zero,10,zero,13,zero,,zero,zero,zero,39,one,23,zero
zero,zero,,three,22,one,,one,,three,49,one,8,one
one,one,3,two,38,one,zero,,zero,zero,44,,48,zero
zero,,,zero,6,one,,zero,,one,47,one,16,zero
zero,zero,3,zero,,zero,zero,,zero,zero,39,one,19,zero
zero,one,1,zero,21,zero,zero,one,zero,three,59,one,18,one
zero,zero,3,one,,zero,zero,zero,zero,zero,34,one,28,zero
zero,,3,two,51,one,,one,zero,one,65,one,51,zero
zero,zero,2,one,31,one,zero,one,,one,59,one,2,zero
zero,,2,zero,33,zero,,,zero,three,44,,43,one
zero,zero,,three,23,one,zero,one,,one,43,one,20,zero
zero,one,,zero,47,one,zero,,,zero,47,one,14,zero
zero,one,,zero,14,zero,,zero,,one,47,one,24,one
one,one,5,four,,one,zero,one,,zero,44,,1,one
zero,zero,3,two,36,one,zero,one,zero,zero,20,zero,30,zero
one,zero,,zero,22,zero,zero,,zero,zero,39,one,32,zero
zero,zero,7,six,,zero,zero,one,,zero,47,,42,zero
zero,zero,,seven,38,zero,zero,one,,zero,39,,35,zero
zero,,,zero,,zero,,,zero,one,39,,21,zero
one,zero,,two,20,zero,,one,zero,zero,49,one,8,zero
zero,zero,5,four,,zero,zero,one,,zero,29,one,20,zero
one,zero,2,one,17,zero,zero,one,,zero,39,one,1,zero
zero,zero,10,nine,,zero,zero,one,zero,zero,39,,32,zero
one,zero,3,two,11,one,,,zero,zero,27,one,21,zero
one,,3,zero,10,zero,zero,,zero,one,39,,4,zero
zero,zero,1,zero,24,zero,,zero,zero,zero,24,,34,zero
zero,,3,zero,20,one,,zero,zero,two,47,one,30,zero
zero,zero,2,one,,one,zero,one,,two,43,,23,zero
one,zero,,one,20,zero,zero,one,,two,47,,5,one
zero,zero,5,four,34,zero,zero,one,zero,three,39,zero,20,one
zero,,3,zero,30,zero,zero,one,zero,one,43,one,40,zero
zero,zero,1,zero,45,one,,one,zero,zero,19,one,27,zero
zero,one,3,one,46,one,one,,zero,one,44,,46,zero
zero,zero,2,zero,17,zero,zero,,zero,one,59,one,27,one
one,one,,zero,25,one,zero,zero,zero,three,43,one,35,one
one,zero,2,one,46,zero,zero,one,zero,zero,59,,45,zero
one,zero,4,three,41,zero,,one,zero,zero,35,one,51,zero
zero,zero,,three,28,zero,,one,zero,zero,59,one,20,zero
one,zero,1,zero,,zero,zero,,zero,zero,46,one,56,zero
one,one,2,one,35,one,zero,,,one,47,one,14,one
zero,one,4,three,33,zero,,,zero,two,39,one,43,one
zero,one,1,zero,,zero,zero,one,zero,zero,39,one,31,zero
zero,two,3,two,28,zero,zero,one,,three,59,one,2,one
one,zero,,zero,,zero,zero,zero,zero,two,43,one,3,zero
one,one,0,zero,29,zero,,zero,zero,zero,34,,17,one
zero,,7,seven,,one,one,zero,zero,zero,19,zero,36,zero
zero,,,zero,8,one,,,zero,one,41,one,1,zero
one,zero,2,one,16,zero,zero,one,,one,43,,1,zero
one,zero,1,zero,20,zero,zero,one,zero,two,41,one,30,zero
zero,two,4,three,38,one,zero,one,,zero,69,one,48,one
zero,,2,two,41,one,one,zero,,zero,47,zero,43,zero
one,one,4,three,26,one,,one,,zero,59,one,5,zero
zero,zero,1,zero,19,zero,one,zero,zero,zero,39,,27,zero
zero,,1,zero,31,one,zero,,zero,three,31,one,15,one
zero,one,2,one,37,zero,zero,one,zero,zero,76,one,46,one
zero,zero,,two,41,zero,zero,one,zero,zero,59,one,51,zero
one,zero,,zero,25,zero,,zero,zero,zero,59,,35,zero
one,one,2,one,,zero,zero,one,zero,two,49,,31,one
zero,,,zero,35,zero,,one,zero,zero,39,one,45,zero
one,zero,4,three,,zero,,one,zero,zero,34,one,42,zero
zero,zero,2,one,16,zero,zero,one,,one,53,,18,one
zero,,7,zero,1,zero,,zero,zero,zero,24,one,11,zero
zero,,,zero,,zero,zero,one,zero,zero,39,one,32,zero
zero,,,three,26,zero,,one,zero,zero,47,,30,zero
one,zero,,four,46,zero,zero,one,,one,41,,45,one
zero,,,zero,34,zero,,one,zero,zero,47,zero,10,zero
zero,,,zero,28,zero,zero,one,zero,one,59,,10,zero
one,zero,4,zero,,zero,zero,zero,zero,zero,51,one,30,zero
zero,zero,5,three,31,zero,,,,two,39,,32,one
zero,zero,6,five,37,one,zero,,zero,zero,29,one,47,zero
zero,zero,1,zero,31,zero,,one,zero,two,23,one,41,one
zero,zero,,two,,zero,zero,one,zero,zero,41,,13,zero
zero,zero,2,one,,zero,zero,one,zero,zero,69,,48,zero
zero,zero,14,five,,zero,zero,one,zero,zero,59,,63,zero
zero,zero,2,two,34,one,,,zero,zero,55,one,43,zero
one,zero,2,one,,zero,zero,one,zero,zero,39,one,21,zero
zero,one,,zero,20,zero,zero,one,,two,39,one,12,one
zero,,,zero,4,zero,,zero,zero,zero,59,one,12,zero
zero,one,3,two,28,zero,zero,one,zero,two,43,one,38,one
zero,,3,two,17,one,,,,two,47,one,7,one
zero,one,2,one,,one,zero,one,zero,two,39,,40,zero
one,zero,2,one,,zero,,,,zero,34,zero,22,one
one,one,,zero,,one,zero,,zero,zero,57,one,21,zero
zero,zero,4,three,29,zero,zero,,zero,zero,55,one,39,zero
zero,zero,7,one,40,zero,zero,one,zero,zero,47,one,50,zero
zero,,3,two,19,one,zero,one,,three,39,one,29,zero
one,one,1,zero,13,zero,zero,one,zero,two,39,one,1,one
zero,zero,2,one,11,zero,zero,one,,one,47,,21,zero
zero,one,3,two,,zero,zero,one,zero,one,35,one,28,zero
