age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
25,,32275,,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,,United-States,
47,Private,51835,,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,60,Honduras,>50K
,Federal-gov,251585,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,,United-States,
47,,109832,,,,Exec-managerial,,White,Male,0,0,60,United-States,<=50K
43,,237993,,,,Tech-support,,White,Male,0,0,,United-States,>50K
46,,216666,,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
35,Private,56352,,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,
,Private,147372,HS-grad,,,Adm-clerical,Husband,White,Male,0,0,48,United-States,
30,,188146,HS-grad,,,Machine-op-inspct,Husband,White,Male,5013,0,,United-States,<=50K
30,,59496,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,United-States,<=50K
48,Private,149640,,9,Married-civ-spouse,Transport-moving,,White,Male,0,0,,United-States,
,,116632,Doctorate,,,Prof-specialty,Husband,White,Male,0,0,45,United-States,
29,Private,105598,,,Divorced,Tech-support,,White,Male,0,0,,United-States,<=50K
,Private,155537,,9,,Craft-repair,,White,Male,0,0,40,United-States,<=50K
,Private,183175,,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,,United-States,
53,Private,169846,HS-grad,,Married-civ-spouse,Adm-clerical,,White,Female,0,0,40,United-States,
,Self-emp-inc,191681,Some-college,10,,Exec-managerial,,White,Male,0,0,,United-States,>50K
,,101509,,10,,Prof-specialty,Own-child,White,Male,0,0,,United-States,<=50K
,Private,309974,,,,Sales,Own-child,Black,Female,0,0,,United-States,<=50K
,,162298,,13,,Sales,Husband,White,Male,0,0,,United-States,>50K
23,,211678,Some-college,10,,Machine-op-inspct,Not-in-family,White,Male,0,0,,United-States,
,,124744,Some-college,,,Prof-specialty,,White,Male,0,0,,United-States,<=50K
27,Private,213921,,9,Never-married,Other-service,,White,Male,0,0,40,Mexico,
,Private,32214,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,,White,Male,0,0,40,United-States,
18,,309634,,7,Never-married,Other-service,,White,Female,0,0,,United-States,
31,Local-gov,125927,7th-8th,,Married-civ-spouse,Farming-fishing,,White,Male,0,0,,United-States,<=50K
18,,446839,HS-grad,,,Sales,Not-in-family,White,Male,0,0,,United-States,
52,Private,276515,,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,<=50K
,,51618,HS-grad,9,Married-civ-spouse,Other-service,,White,Female,0,0,40,United-States,<=50K
59,,159937,HS-grad,,,Sales,Husband,White,Male,0,0,48,United-States,
,,343591,HS-grad,9,,Craft-repair,,White,Female,14344,0,,United-States,
53,,346253,HS-grad,9,,Sales,,White,Female,0,0,35,United-States,<=50K
,Local-gov,268234,,,,Protective-serv,,White,Male,0,0,40,United-States,>50K
33,,202051,,,,Prof-specialty,,White,Male,0,0,50,United-States,
,,54334,,,,Sales,,White,Male,0,0,,United-States,<=50K
,,410867,,16,Never-married,Prof-specialty,,White,Female,0,0,50,United-States,>50K
57,Private,249977,,,,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,286730,,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,
,Private,212563,,,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,,United-States,
34,,226296,Bachelors,13,,Protective-serv,Husband,White,Male,0,0,,United-States,
,,115585,Some-college,10,Never-married,Handlers-cleaners,,White,Male,0,0,50,United-States,<=50K
48,,191277,,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,,United-States,>50K
,,202683,,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
48,Private,171095,,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,<=50K
,,249409,,9,,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
,Private,124191,Masters,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,
44,,198282,Bachelors,13,Married-civ-spouse,Exec-managerial,,White,Male,15024,0,60,United-States,
47,Self-emp-not-inc,149116,Masters,,Never-married,Prof-specialty,,White,Female,0,0,,United-States,
20,,188300,,,,Tech-support,,White,Female,0,0,,United-States,<=50K
,,103432,,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,
32,Self-emp-inc,317660,HS-grad,9,Married-civ-spouse,Craft-repair,,White,Male,7688,0,40,United-States,
30,Private,194901,11th,,,Handlers-cleaners,,White,Male,0,0,,United-States,<=50K
31,,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,
,Private,124692,,,,Handlers-cleaners,Husband,White,Male,0,0,,United-States,
24,,432376,,13,,Sales,Other-relative,White,Male,0,0,40,United-States,
,Private,65324,Prof-school,,,Prof-specialty,,White,Male,0,0,,United-States,>50K
56,Self-emp-not-inc,335605,,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,>50K
28,,377869,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,
36,,102864,,9,Never-married,Machine-op-inspct,,White,Female,0,0,40,United-States,
,Private,95647,9th,,Married-civ-spouse,Handlers-cleaners,,White,Male,0,0,50,United-States,
56,,303090,Some-college,,,Sales,Husband,White,Male,0,0,,United-States,<=50K
49,Local-gov,197371,,11,,Craft-repair,,Black,Male,0,0,,United-States,
55,,247552,,,Married-civ-spouse,Sales,,White,Male,0,0,,United-States,<=50K
,,102632,,,,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,
,,199915,,10,,Other-service,,White,Female,0,0,,United-States,
,Private,118853,,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,<=50K
30,Private,77143,,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K
,,267989,Bachelors,13,,Prof-specialty,Husband,White,Male,0,0,,United-States,
,,301606,,,,Other-service,,Black,Male,0,0,35,United-States,
47,Private,287828,Bachelors,13,,Exec-managerial,,White,Female,0,0,40,United-States,>50K
20,,111697,Some-college,,,Adm-clerical,Own-child,White,Female,0,1719,,United-States,
,Private,114937,Assoc-acdm,,,Adm-clerical,,White,Male,0,0,,United-States,
39,Private,365739,Some-college,,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,
,,69621,Assoc-acdm,12,,Sales,,White,Female,0,0,,United-States,<=50K
,,43323,HS-grad,,,Other-service,,White,Female,0,1762,,United-States,<=50K
,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,,White,Male,4386,0,35,United-States,
37,,254202,,,Married-civ-spouse,Sales,Husband,White,Male,0,0,,United-States,<=50K
,,146195,,,,Tech-support,,Black,Female,0,0,36,United-States,<=50K
38,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
43,Self-emp-not-inc,56920,HS-grad,,,Craft-repair,Husband,White,Male,0,0,,United-States,<=50K
,Private,163127,Assoc-voc,,,Adm-clerical,,White,Female,0,0,35,United-States,<=50K
,,34310,Some-college,,,Sales,,White,Male,0,0,,United-States,<=50K
,Private,81973,Some-college,,,Craft-repair,,Asian-Pac-Islander,Male,0,0,40,United-States,
61,,66614,HS-grad,9,Married-civ-spouse,Craft-repair,,White,Male,0,0,,United-States,
27,,232782,,,Never-married,Sales,,White,Female,0,0,,United-States,<=50K
19,,316868,,10,Never-married,Other-service,Own-child,White,Male,0,0,,Mexico,<=50K
45,Private,196584,,,Never-married,Prof-specialty,,White,Female,0,1564,40,United-States,>50K
,Private,105376,,,,Tech-support,Other-relative,White,Male,0,0,,United-States,<=50K
,,185814,,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,
22,,175374,Some-college,,,Other-service,Husband,White,Male,0,0,,United-States,
36,,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,,United-States,
,,181232,11th,,Married-civ-spouse,Craft-repair,,White,Male,0,2179,,United-States,
,Local-gov,186009,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K
34,,198183,,,,Adm-clerical,,White,Female,0,0,40,United-States,<=50K
33,Private,163003,,,Never-married,Exec-managerial,,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
,Private,296158,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,35,United-States,
48,Private,187715,HS-grad,,,Craft-repair,,White,Male,0,0,,United-States,
,Private,214542,Bachelors,13,,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,
71,,494223,,10,,Sales,,Black,Male,0,1816,,United-States,<=50K
,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
,,228456,Bachelors,13,,Other-service,Other-relative,Black,Male,0,0,,United-States,
25,Private,252752,HS-grad,9,,Other-service,,White,Female,0,0,40,United-States,
,,78374,Masters,,,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Private,88419,,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K
,,201080,Masters,14,,Sales,,White,Male,0,0,40,United-States,
36,Private,207157,,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,
39,Federal-gov,235485,Assoc-acdm,12,Never-married,Exec-managerial,,White,Male,0,0,42,United-States,
46,,102628,Masters,,Widowed,Protective-serv,,White,Male,0,0,,United-States,<=50K
,Private,25828,,,Never-married,Handlers-cleaners,,White,Male,0,0,,United-States,
,Local-gov,54826,,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,,United-States,<=50K
,Private,124953,HS-grad,9,Never-married,Other-service,,White,Male,0,1980,,United-States,<=50K
,,175325,,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,,United-States,<=50K
51,,96062,,,Married-civ-spouse,Sales,,White,Male,0,1977,40,United-States,>50K
,Private,428030,Bachelors,,Never-married,Craft-repair,,White,Male,0,0,50,United-States,
28,,149624,,,,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
,,253814,HS-grad,9,Married-spouse-absent,Sales,,White,Female,0,0,,United-States,<=50K
21,Private,312956,,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,
34,Private,483777,,,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
,Private,183930,HS-grad,,Never-married,Other-service,Own-child,White,Male,0,0,,United-States,
33,,37274,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
,Local-gov,181344,Some-college,10,,Exec-managerial,,Black,Male,0,0,38,United-States,>50K
43,Private,114580,,10,Divorced,Adm-clerical,,White,Female,0,0,40,United-States,
,,633742,,,,Craft-repair,,Black,Male,0,0,,United-States,
40,Private,286370,,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K
,Federal-gov,29054,Some-college,10,,Adm-clerical,,White,Male,0,0,42,United-States,
,,304030,HS-grad,,Married-civ-spouse,Adm-clerical,,Black,Male,0,0,40,United-States,
,,143129,Bachelors,,Divorced,Exec-managerial,,White,Female,0,0,40,United-States,
,,99928,Masters,,,Prof-specialty,Wife,White,Female,0,0,50,United-States,
58,,109567,Doctorate,16,,Prof-specialty,,White,Male,0,0,,United-States,
38,Private,155222,,,Divorced,Machine-op-inspct,,Black,Female,0,0,,United-States,
24,Private,159567,Some-college,,Married-civ-spouse,Machine-op-inspct,,White,Male,0,0,40,United-States,
,,523910,Bachelors,,Married-civ-spouse,Craft-repair,,Black,Male,0,0,,United-States,
47,,120939,Some-college,10,,Tech-support,,White,Male,0,0,,United-States,<=50K
41,,130760,Bachelors,,,Tech-support,,White,Male,0,0,24,United-States,
23,,197387,,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,,Mexico,<=50K
36,Private,99374,Some-college,10,,Craft-repair,,White,Male,0,0,,United-States,
,Federal-gov,56795,,,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,,United-States,>50K
35,,138992,Masters,14,,Prof-specialty,,White,Male,7298,0,40,United-States,
,Self-emp-not-inc,32921,,,Never-married,Sales,Not-in-family,White,Male,0,0,,United-States,
,,397317,Masters,14,Never-married,Prof-specialty,,White,Female,0,1876,,United-States,
51,,259323,,,Married-civ-spouse,Exec-managerial,,White,Male,0,0,50,United-States,>50K
42,Local-gov,254817,Some-college,,,Prof-specialty,,White,Female,0,1340,40,United-States,<=50K
,State-gov,48211,,,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,
18,,140164,11th,,Never-married,Sales,,White,Female,0,0,40,United-States,
36,Private,128757,,,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,>50K
,Private,36270,,,Divorced,Craft-repair,Not-in-family,White,Male,0,0,,United-States,
,,210563,HS-grad,,,Sales,,White,Female,15024,0,35,United-States,>50K
17,Private,65368,,7,Never-married,Sales,,White,Female,0,0,,United-States,<=50K
44,Local-gov,160943,,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,208358,,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,
35,,153790,Some-college,,Never-married,Sales,,Amer-Indian-Eskimo,Female,0,0,,United-States,<=50K
,Private,85815,HS-grad,,,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,
,,125417,7th-8th,,,Machine-op-inspct,,White,Male,0,0,40,United-States,
,Private,635913,,,Never-married,Exec-managerial,,Black,Male,0,0,,United-States,
,Private,313321,,12,Divorced,Sales,,White,Female,0,0,,United-States,<=50K
38,Private,182609,,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland,<=50K
,,109434,,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,<=50K
,,255004,10th,,,Craft-repair,Not-in-family,White,Male,0,0,,United-States,
31,Private,197860,,,,Handlers-cleaners,,White,Male,0,0,,United-States,<=50K
90,Private,51744,HS-grad,,,Other-service,,Black,Male,0,2206,,United-States,<=50K
,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States,<=50K
,Local-gov,140359,,,Never-married,Machine-op-inspct,,White,Female,0,0,,United-States,
18,Private,243313,HS-grad,,Never-married,Sales,Own-child,White,Female,0,0,,United-States,<=50K
,Self-emp-not-inc,167687,HS-grad,,Married-civ-spouse,Farming-fishing,,White,Male,1409,0,50,United-States,
75,Private,314209,,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K
,Private,176796,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,40,United-States,<=50K
35,,538583,,7,,Transport-moving,Not-in-family,Black,Male,3674,0,,United-States,<=50K
41,Private,130408,HS-grad,,,Sales,Unmarried,Black,Female,0,0,,United-States,<=50K
,Private,159732,,10,,Adm-clerical,,White,Male,0,0,42,United-States,
,,110978,Some-college,,,Craft-repair,,Other,Female,0,0,,United-States,<=50K
28,Private,76714,Prof-school,,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,,United-States,
59,,268700,,9,,Other-service,Husband,White,Male,0,0,,United-States,
,State-gov,170525,Some-college,,,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,
41,Private,180138,,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,>50K
38,Local-gov,115076,,,Married-civ-spouse,Exec-managerial,,White,Male,0,0,,United-States,
23,Private,115458,HS-grad,9,,Transport-moving,,White,Male,0,0,,United-States,<=50K
40,Private,347890,Bachelors,,,Prof-specialty,,White,Male,0,0,,United-States,
,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,,White,Female,0,0,,United-States,
,State-gov,273905,,12,Married-civ-spouse,Protective-serv,,White,Male,0,0,50,United-States,<=50K
38,Private,179488,,,,Craft-repair,,White,Male,0,1741,,United-States,<=50K
58,,236596,HS-grad,9,,Adm-clerical,,White,Male,0,0,45,United-States,
,,183916,HS-grad,,,Other-service,,White,Female,0,0,,United-States,
40,,207578,Assoc-acdm,,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,,United-States,>50K
41,Private,112763,,,,Prof-specialty,Wife,White,Female,0,0,40,United-States,
,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,,Black,Female,0,0,40,United-States,
59,Local-gov,171328,,6,,Other-service,,Black,Female,0,0,30,United-States,
,Local-gov,27382,,10,,Adm-clerical,,White,Male,0,0,,United-States,
,,259014,,,,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,
42,Self-emp-not-inc,303044,,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
,,117789,HS-grad,,Never-married,Other-service,,White,Female,0,0,,United-States,
32,,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
,,187666,,,Widowed,Exec-managerial,,White,Female,0,0,45,United-States,
50,Private,204518,7th-8th,4,Divorced,Craft-repair,,White,Male,0,0,,United-States,
36,Private,150042,Bachelors,13,Divorced,Prof-specialty,,White,Female,0,0,,United-States,<=50K
45,,98092,,,,Sales,,White,Male,0,0,60,United-States,<=50K
17,Private,245918,,7,Never-married,Other-service,Own-child,White,Male,0,0,,United-States,
,Private,146013,Some-college,,,Sales,Husband,White,Male,4064,0,,United-States,
26,Private,378322,,7,,Craft-repair,,White,Male,0,0,,United-States,<=50K
,Self-emp-inc,257295,Some-college,,,Exec-managerial,,Asian-Pac-Islander,Male,0,0,,Thailand,>50K
,Private,21174,HS-grad,9,,Exec-managerial,Husband,White,Male,0,0,,United-States,
,,185480,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,,United-States,<=50K
33,Private,222205,HS-grad,9,,Craft-repair,Wife,White,Female,0,0,,United-States,
,Private,69867,,,Married-civ-spouse,Exec-managerial,,White,Male,0,0,,United-States,
,,191260,9th,5,Never-married,Other-service,Own-child,White,Male,1055,0,,United-States,<=50K
50,Self-emp-not-inc,30653,Masters,,,Farming-fishing,,White,Male,2407,0,,United-States,
,Local-gov,209109,,14,,Prof-specialty,,White,Male,0,0,35,United-States,<=50K
,,70377,HS-grad,,Divorced,Prof-specialty,Own-child,White,Female,0,0,,United-States,<=50K
43,Private,477983,,,Married-civ-spouse,Handlers-cleaners,,Black,Male,0,0,40,United-States,
,Private,170924,Some-college,,,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
35,,190174,Some-college,,,Exec-managerial,Not-in-family,White,Female,0,0,,United-States,
,Private,193787,,,Never-married,Tech-support,,White,Female,0,0,40,United-States,
,,279472,,,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,,United-States,
22,Private,34918,,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Germany,<=50K
,Local-gov,97688,Some-college,10,,Craft-repair,,White,Male,5178,0,,United-States,>50K
34,,175413,,12,,Sales,Unmarried,Black,Female,0,0,45,United-States,<=50K
60,Private,173960,Bachelors,13,,Prof-specialty,Not-in-family,White,Female,0,0,,United-States,
,Private,205759,,9,Never-married,Handlers-cleaners,,White,Male,0,0,,United-States,
57,,425161,,14,,Sales,Husband,White,Male,15024,0,40,United-States,>50K
41,,220531,Prof-school,,,Prof-specialty,,White,Male,0,0,,United-States,
50,Private,176609,Some-college,,,Other-service,,White,Male,0,0,,United-States,
,,371987,,,,Exec-managerial,,White,Female,0,0,,United-States,
50,Private,193884,,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Ecuador,<=50K
,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,,White,Male,0,0,45,United-States,
,,127595,,,,Prof-specialty,,White,Female,0,0,,United-States,
29,,220419,,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,,United-States,<=50K
21,,231931,Some-college,10,,Sales,,White,Male,0,0,45,United-States,<=50K
,,248402,,13,,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
,,111095,HS-grad,,,Transport-moving,,White,Male,0,0,16,United-States,
,,57424,Bachelors,,Divorced,Sales,Not-in-family,White,Female,0,0,,United-States,<=50K
,,278130,HS-grad,9,,Craft-repair,,White,Male,0,0,40,United-States,
38,Private,169469,,,,Sales,,White,Male,0,0,80,United-States,
48,,146268,,,,Adm-clerical,Husband,White,Male,7688,0,,United-States,
,,153718,Some-college,10,,Other-service,,Asian-Pac-Islander,Female,0,0,25,United-States,
,Private,217460,HS-grad,,,Transport-moving,,White,Male,0,0,45,United-States,
,,238638,HS-grad,,,Sales,,White,Male,4386,0,,United-States,>50K
24,Private,303296,,10,Married-civ-spouse,Adm-clerical,,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
,Private,173321,,,,Adm-clerical,,White,Female,0,0,40,United-States,
26,,193945,,12,Never-married,Tech-support,,White,Male,0,0,,United-States,<=50K
46,,83082,,12,,Prof-specialty,Not-in-family,White,Female,0,0,33,United-States,
,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,,White,Male,0,0,,United-States,>50K
,Self-emp-inc,34987,Some-college,,Married-civ-spouse,Farming-fishing,,White,Male,0,0,54,United-States,>50K
26,,59306,,13,Never-married,Sales,Not-in-family,White,Male,0,0,,United-States,
34,Private,142897,,,,Exec-managerial,,Asian-Pac-Islander,Male,7298,0,35,Taiwan,
,,205607,,13,,Prof-specialty,,Black,Female,0,0,40,United-States,>50K
22,,199698,,10,,Sales,,White,Male,0,0,15,United-States,
,,191954,,,,Machine-op-inspct,,White,Male,0,0,,United-States,
,,138714,Some-college,,Married-civ-spouse,Sales,,White,Male,0,0,40,United-States,<=50K
22,,399087,,,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,Mexico,<=50K
29,,423158,,,,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,,159841,HS-grad,,Widowed,Other-service,,White,Female,0,0,,United-States,
,Self-emp-not-inc,174308,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,
43,Private,50356,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,<=50K
35,,186110,HS-grad,9,,Transport-moving,,White,Male,0,0,,United-States,<=50K
,Private,200381,,7,,Exec-managerial,,White,Female,0,0,,United-States,
,Self-emp-not-inc,174309,,,,Craft-repair,,White,Male,0,0,10,United-States,
63,Self-emp-not-inc,78383,,,,Farming-fishing,,White,Male,0,0,45,United-States,<=50K
43,Private,187728,,,,Prof-specialty,Wife,White,Female,0,1887,,United-States,>50K
58,Self-emp-not-inc,321171,,,,Handlers-cleaners,,White,Male,0,0,40,United-States,
66,,127921,HS-grad,,Never-married,Transport-moving,Not-in-family,White,Male,2050,0,,United-States,
,,206565,Some-college,,Never-married,Craft-repair,,Black,Male,0,0,45,United-States,<=50K
,,224563,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,,United-States,<=50K
,,178686,,11,,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Local-gov,98545,10th,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,,United-States,
53,Private,242606,,,,Transport-moving,,White,Male,0,0,40,United-States,
