marital-status,education,workclass
,Doctorate,
Married-civ-spouse,HS-grad,
,Bachelors,
,HS-grad,Private
,Bachelors,
Separated,HS-grad,Private
,HS-grad,
,HS-grad,
Married-civ-spouse,Some-college,
,HS-grad,
,Assoc-voc,
,HS-grad,Private
,Some-college,
,Masters,
,7th-8th,Private
,Assoc-voc,
,HS-grad,Private
,HS-grad,
,Some-college,
Married-civ-spouse,Masters,
Separated,HS-grad,
Married-civ-spouse,Some-college,
,HS-grad,
,HS-grad,
,Bachelors,Private
,HS-grad,Private
,10th,
,Masters,
,Assoc-voc,Private
,Assoc-acdm,
,Some-college,
,HS-grad,
,9th,
,HS-grad,
,HS-grad,
,HS-grad,
,Some-college,
Divorced,Some-college,
,Bachelors,
Never-married,Some-college,
Divorced,Prof-school,
Married-civ-spouse,Some-college,
Never-married,Some-college,
,Bachelors,Private
,HS-grad,
,Bachelors,
,Bachelors,
,Some-college,
Divorced,Some-college,
,Bachelors,Private
,12th,Self-emp-not-inc
,Assoc-voc,Private
,Masters,
,HS-grad,
Married-civ-spouse,HS-grad,
,HS-grad,Private
,HS-grad,
,Assoc-acdm,
Married-civ-spouse,Some-college,
,Some-college,Private
Married-civ-spouse,Prof-school,
,12th,
,Bachelors,
Divorced,Assoc-acdm,Private
,Bachelors,
Married-civ-spouse,HS-grad,
,HS-grad,Private
,Doctorate,
,11th,Private
Never-married,Some-college,
,Bachelors,
,Bachelors,
Married-civ-spouse,HS-grad,
,Assoc-voc,
,Bachelors,
Divorced,HS-grad,
Married-civ-spouse,HS-grad,
,Some-college,
Married-civ-spouse,Some-college,
,Assoc-voc,
,HS-grad,
,Bachelors,
Married-civ-spouse,Some-college,
,HS-grad,
,Assoc-acdm,
,Bachelors,
,Doctorate,
Divorced,HS-grad,
Never-married,Some-college,
,Bachelors,
,10th,Private
,HS-grad,
,Some-college,
,Bachelors,Self-emp-inc
,9th,Self-emp-inc
,Bachelors,
,Assoc-acdm,Self-emp-not-inc
Divorced,HS-grad,
Never-married,Bachelors,Private
,HS-grad,
,Bachelors,
Married-civ-spouse,Assoc-voc,
,Masters,
,Bachelors,
,Bachelors,
,HS-grad,
,HS-grad,
,Assoc-voc,Self-emp-inc
,Some-college,Private
,HS-grad,
,Bachelors,
Married-civ-spouse,Bachelors,
Married-civ-spouse,Some-college,
Divorced,HS-grad,
,Some-college,
,Bachelors,Private
,Some-college,Private
,Assoc-voc,
Married-civ-spouse,HS-grad,
,HS-grad,
,Some-college,
,Bachelors,Private
,Some-college,
,HS-grad,
,Assoc-voc,
,Some-college,
,Masters,
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,
,1st-4th,
Never-married,Some-college,
Never-married,Some-college,
,HS-grad,
,Bachelors,
,Some-college,
,Masters,
,Some-college,
,HS-grad,
,HS-grad,Self-emp-inc
Married-civ-spouse,HS-grad,Self-emp-inc
Never-married,HS-grad,Private
,Some-college,
,HS-grad,
,HS-grad,
,Some-college,
,HS-grad,
,Masters,
,Bachelors,
Never-married,HS-grad,
,Assoc-voc,
Widowed,HS-grad,
,Bachelors,
,Assoc-acdm,
Married-civ-spouse,Bachelors,
,HS-grad,Private
,Bachelors,
Married-civ-spouse,Prof-school,
Divorced,HS-grad,
Divorced,HS-grad,
,11th,Private
,Masters,
,Assoc-voc,
,HS-grad,
,Assoc-voc,Private
,HS-grad,State-gov
,HS-grad,
,11th,
,Bachelors,
,Bachelors,
Married-civ-spouse,HS-grad,
,HS-grad,
,Some-college,
Married-civ-spouse,HS-grad,
,Bachelors,
,Bachelors,Local-gov
,Assoc-voc,
Married-civ-spouse,Some-college,
,HS-grad,
,Bachelors,
,Some-college,
,Bachelors,
,Assoc-acdm,
,Masters,Private
,HS-grad,
,HS-grad,
,HS-grad,
,Bachelors,
,Bachelors,
,Bachelors,Private
,Some-college,
Married-civ-spouse,Masters,
,HS-grad,
,Bachelors,
,HS-grad,
,Some-college,
,Some-college,
,Some-college,
,Doctorate,
,Some-college,
,Some-college,
,Bachelors,Private
,Prof-school,
,HS-grad,
,HS-grad,Private
,Some-college,
,HS-grad,
Married-civ-spouse,Masters,
,HS-grad,
,Bachelors,
Married-civ-spouse,Some-college,
,HS-grad,
,Prof-school,
Married-civ-spouse,Bachelors,
,HS-grad,Federal-gov
,Bachelors,
,HS-grad,
,11th,Private
,Some-college,
,HS-grad,
,HS-grad,
Never-married,HS-grad,
,Some-college,
,Masters,
,HS-grad,
,HS-grad,
,HS-grad,
,Some-college,
Widowed,Some-college,
,Prof-school,
,HS-grad,
,HS-grad,
,HS-grad,
,Masters,
,Some-college,
,HS-grad,
,HS-grad,
,Some-college,
,HS-grad,
,Bachelors,
,HS-grad,
Married-civ-spouse,Bachelors,
,Some-college,
,HS-grad,
,HS-grad,
,HS-grad,Private
,Some-college,
Never-married,HS-grad,
Married-civ-spouse,Bachelors,
Married-civ-spouse,Some-college,
,Some-college,
,Bachelors,
,Bachelors,
Married-civ-spouse,Some-college,
Never-married,Assoc-acdm,
,HS-grad,
,Some-college,
,Bachelors,
,Bachelors,Private
,Bachelors,
Married-civ-spouse,HS-grad,
,HS-grad,
,HS-grad,
,Assoc-acdm,
,Some-college,
,HS-grad,
,Some-college,
,Bachelors,
,10th,Private
,Bachelors,
,HS-grad,
,1st-4th,Self-emp-not-inc
,HS-grad,
Married-civ-spouse,Masters,
,HS-grad,Private
,5th-6th,Private
Never-married,Some-college,
,Assoc-acdm,
,Some-college,
,HS-grad,
,Some-college,
,HS-grad,
,Some-college,
,Prof-school,
,Assoc-voc,
,Bachelors,
,Assoc-voc,
,5th-6th,Private
,HS-grad,Private
,HS-grad,
,Bachelors,
,Bachelors,
,HS-grad,
,Some-college,
,HS-grad,
,Doctorate,
,Bachelors,State-gov
,Bachelors,
,HS-grad,
,Some-college,
Never-married,HS-grad,
Married-civ-spouse,Some-college,
,HS-grad,
,HS-grad,
Widowed,HS-grad,
,HS-grad,Private
,11th,
,HS-grad,
,Some-college,
,HS-grad,
,Prof-school,
,Assoc-voc,
,Some-college,
,Bachelors,
Married-civ-spouse,HS-grad,Private
,Bachelors,Private
,Some-college,
,Prof-school,
Married-spouse-absent,Masters,
Divorced,Some-college,
,HS-grad,
,HS-grad,
,Bachelors,
,Bachelors,
,Bachelors,
,Some-college,
,Bachelors,
,HS-grad,
,Some-college,Private
,5th-6th,Private
,HS-grad,
,10th,Private
,Bachelors,
,HS-grad,
Never-married,Some-college,
,HS-grad,
,HS-grad,Private
,HS-grad,Private
Divorced,Some-college,
,Assoc-voc,Federal-gov
,HS-grad,
,HS-grad,Private
Widowed,Some-college,
,HS-grad,
,10th,
,Assoc-acdm,
,Masters,
,Bachelors,
,Assoc-voc,
Divorced,HS-grad,
,HS-grad,
Married-civ-spouse,HS-grad,
,Masters,
Divorced,Bachelors,
,Some-college,
,Bachelors,
,Bachelors,Local-gov
Never-married,Some-college,
,HS-grad,
,Some-college,
Never-married,HS-grad,
Divorced,Some-college,
,11th,Private
,Bachelors,
,7th-8th,Local-gov
,HS-grad,
,HS-grad,
,10th,Private
,10th,
,HS-grad,
Married-civ-spouse,Masters,
,10th,Private
,HS-grad,
,HS-grad,
,Assoc-acdm,Private
,HS-grad,Private
,HS-grad,
,HS-grad,
,11th,
,Assoc-acdm,
,HS-grad,
Married-civ-spouse,HS-grad,
Widowed,HS-grad,Private
,HS-grad,Self-emp-inc
,Bachelors,
Married-civ-spouse,Some-college,
,10th,Self-emp-not-inc
,Some-college,
,HS-grad,
,Bachelors,
,Bachelors,
Never-married,Some-college,
,Assoc-voc,
,Assoc-acdm,
,11th,Private
,HS-grad,
,11th,Private
,Bachelors,
,9th,
,HS-grad,
Married-civ-spouse,HS-grad,
,Assoc-voc,
Divorced,HS-grad,
,Assoc-voc,
,Some-college,
,10th,
Never-married,Bachelors,
,Assoc-acdm,
Divorced,Masters,Self-emp-not-inc
,HS-grad,
,HS-grad,
Married-civ-spouse,HS-grad,
,Assoc-voc,
,HS-grad,
,Assoc-voc,
,Some-college,
,HS-grad,
,Some-college,
Married-civ-spouse,Some-college,
Divorced,HS-grad,Private
,11th,Private
,Masters,
,HS-grad,
,HS-grad,
,HS-grad,
,Some-college,
Married-civ-spouse,Prof-school,
,HS-grad,
,10th,Private
Never-married,Some-college,
,HS-grad,
,10th,Private
Married-civ-spouse,HS-grad,
,Some-college,
,Masters,
,Assoc-voc,Private
,Assoc-acdm,
,Prof-school,
,Bachelors,
,Bachelors,
,Masters,
,Some-college,
,HS-grad,
,HS-grad,
,Assoc-voc,
,11th,Private
,Some-college,
Married-spouse-absent,HS-grad,
,Assoc-voc,
,HS-grad,
,HS-grad,
,Bachelors,Local-gov
,10th,Private
,HS-grad,
,HS-grad,
Divorced,HS-grad,
,Masters,
Married-civ-spouse,Some-college,
Divorced,HS-grad,
Married-civ-spouse,HS-grad,
,HS-grad,
Never-married,HS-grad,
,11th,Self-emp-inc
,11th,Private
,Bachelors,
Married-civ-spouse,Some-college,
,Some-college,
,Bachelors,
,Some-college,
,Some-college,
,Bachelors,
,Assoc-acdm,
,HS-grad,
,HS-grad,
Never-married,Some-college,
,Some-college,
,Some-college,
,Assoc-voc,Self-emp-not-inc
,Bachelors,
,Assoc-voc,
,Bachelors,Self-emp-inc
,Bachelors,
,HS-grad,
,Bachelors,
,Bachelors,Private
,9th,
,Bachelors,
,9th,
,Some-college,
,Some-college,
Never-married,Bachelors,Local-gov
,Some-college,
,HS-grad,
,HS-grad,
,Bachelors,
Divorced,HS-grad,Private
,HS-grad,Private
,10th,
,Masters,
,10th,Private
,Some-college,
,Assoc-acdm,
,Some-college,
,HS-grad,
,10th,Private
,HS-grad,
Divorced,HS-grad,
,Prof-school,
,HS-grad,
,Some-college,
,Bachelors,Private
,10th,Private
,Bachelors,
,Some-college,
,10th,Private
,HS-grad,Private
,10th,Private
,7th-8th,
,Some-college,
,Doctorate,Private
,12th,
,Bachelors,Private
,HS-grad,
,HS-grad,
Never-married,Some-college,
,12th,Private
,Some-college,
,7th-8th,Private
Separated,HS-grad,Federal-gov
,Some-college,Private
,Some-college,
,11th,
,Bachelors,Local-gov
,Assoc-acdm,
Never-married,Some-college,
,Some-college,
