age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50,management,married,secondary,,49,yes,,,5,may,180,,0,0,unknown,no
60,blue-collar,married,unknown,,104,yes,no,unknown,5,may,22,1,0,0,,no
54,retired,married,secondary,no,529,,no,unknown,5,may,1492,1,0,0,unknown,no
58,,married,unknown,,96,yes,no,,5,may,616,1,0,,,
36,admin.,single,primary,,-171,yes,no,unknown,5,may,242,1,0,0,unknown,no
58,self-employed,married,,no,-364,yes,no,unknown,5,,355,1,0,0,,no
44,technician,,secondary,,0,yes,no,,5,,225,2,0,0,unknown,no
55,technician,divorced,secondary,,0,,,unknown,5,may,160,1,0,,unknown,no
29,management,single,tertiary,no,0,yes,no,,5,may,363,1,0,0,unknown,no
54,blue-collar,married,secondary,no,1291,yes,,unknown,5,may,266,1,0,0,unknown,
,,divorced,tertiary,no,-244,yes,no,,5,,253,1,0,0,unknown,no
32,management,married,tertiary,,0,yes,no,,5,may,179,1,0,0,unknown,no
42,admin.,single,secondary,no,-76,yes,no,,5,may,787,1,0,,unknown,no
24,technician,single,secondary,,-103,yes,yes,,5,may,145,,0,,unknown,no
38,entrepreneur,,,no,243,no,yes,unknown,5,may,174,1,0,,,no
38,management,single,tertiary,,424,yes,no,,5,may,104,,0,,unknown,no
47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,,,0,unknown,no
40,blue-collar,single,unknown,,24,yes,no,unknown,5,may,185,1,0,0,unknown,no
46,,married,primary,no,179,yes,no,unknown,,may,1778,,0,,unknown,no
32,admin.,married,tertiary,no,0,yes,no,,5,may,138,1,0,0,unknown,no
53,technician,divorced,secondary,no,989,yes,no,unknown,5,may,812,1,0,0,unknown,no
57,blue-collar,married,,no,249,,no,unknown,5,may,164,1,0,,unknown,no
33,services,married,secondary,no,,yes,no,unknown,5,may,,1,0,0,unknown,no
49,blue-collar,,unknown,no,154,yes,no,unknown,5,may,357,1,0,,unknown,no
51,management,married,tertiary,no,6530,yes,,unknown,,may,91,1,0,0,unknown,
60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,0,,unknown,no
59,management,divorced,tertiary,,59,yes,,unknown,5,may,273,1,0,0,unknown,no
55,technician,,secondary,no,1205,,no,unknown,5,may,158,2,0,0,,
35,blue-collar,single,secondary,,12223,yes,yes,,5,may,177,,0,0,unknown,no
,blue-collar,married,secondary,,5935,yes,yes,unknown,5,,258,,0,,unknown,no
31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,,0,0,unknown,
54,management,,secondary,no,282,yes,yes,unknown,,,154,1,0,,,no
55,blue-collar,married,primary,,,,no,unknown,5,may,,,,0,,no
43,technician,,secondary,no,1937,yes,no,unknown,5,may,181,1,0,,unknown,no
53,technician,married,,no,384,,no,unknown,,may,176,1,0,0,unknown,no
44,blue-collar,married,secondary,no,582,no,yes,unknown,5,may,,1,0,0,unknown,no
55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,,0,0,unknown,no
49,services,divorced,secondary,,,yes,yes,unknown,5,may,272,1,0,,unknown,no
55,,divorced,secondary,yes,1,yes,,unknown,5,may,208,1,,0,,no
45,admin.,single,,no,206,yes,no,unknown,,may,193,1,0,,unknown,
47,services,divorced,secondary,no,,no,no,unknown,5,may,212,1,0,0,unknown,no
42,technician,,secondary,,690,,no,unknown,5,may,20,1,0,0,unknown,no
59,admin.,married,secondary,,2343,yes,no,unknown,5,may,1042,1,,0,unknown,yes
46,self-employed,married,tertiary,no,,yes,yes,unknown,5,may,246,1,0,,,no
,blue-collar,married,primary,no,173,yes,no,,5,may,529,,0,0,unknown,no
56,admin.,married,secondary,,45,no,no,,5,may,1467,1,0,,unknown,yes
41,technician,,,no,1270,yes,,unknown,5,may,,1,0,0,unknown,yes
46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,0,,unknown,no
57,retired,married,secondary,no,486,yes,no,unknown,5,may,180,2,0,0,unknown,no
42,management,single,secondary,no,50,no,no,,5,may,48,1,0,0,unknown,no
30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,0,,unknown,no
60,admin.,,secondary,,290,yes,no,unknown,5,may,583,1,0,0,unknown,no
60,blue-collar,married,unknown,,54,yes,no,,,,221,,0,0,unknown,no
57,entrepreneur,divorced,secondary,no,,,no,,5,may,173,1,0,0,unknown,no
36,management,married,tertiary,no,101,yes,yes,unknown,,may,,1,0,0,unknown,no
55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,0,0,unknown,
60,retired,,tertiary,no,81,yes,no,unknown,5,may,101,1,0,0,unknown,no
39,,married,secondary,no,0,,no,,5,may,203,1,0,0,unknown,no
46,management,,tertiary,,,yes,,,5,may,197,1,0,0,unknown,
44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,0,0,unknown,no
53,blue-collar,married,primary,no,,no,no,unknown,5,,124,1,0,0,unknown,no
52,blue-collar,married,primary,no,128,yes,,,,may,229,1,0,,unknown,no
59,blue-collar,married,primary,no,179,yes,no,unknown,5,,55,3,0,,unknown,no
27,technician,single,tertiary,no,,yes,no,unknown,5,may,400,1,0,0,unknown,
44,blue-collar,married,secondary,no,54,,,unknown,5,,197,1,0,,,
47,technician,,tertiary,,151,,no,unknown,5,may,190,1,0,,,no
34,admin.,married,secondary,,61,,yes,unknown,5,may,21,1,0,0,unknown,no
59,retired,,secondary,,30,,no,unknown,5,may,,1,0,0,,no
45,management,married,tertiary,no,523,yes,no,unknown,5,,849,,0,0,,no
29,services,divorced,secondary,,,,no,unknown,5,may,194,,0,,unknown,
46,,divorced,secondary,,79,no,no,unknown,5,may,144,1,0,0,unknown,no
,self-employed,married,primary,no,-34,yes,yes,,5,may,212,2,0,0,unknown,no
36,blue-collar,married,,no,448,yes,no,unknown,5,,286,,0,,,no
59,retired,divorced,primary,no,81,yes,no,unknown,5,,107,1,0,0,,no
44,blue-collar,married,secondary,,144,yes,no,,,may,247,2,0,,,no
41,admin.,married,secondary,no,351,yes,,,5,may,,1,,0,,no
33,management,single,tertiary,,-67,yes,no,unknown,5,may,,1,0,0,unknown,no
59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,,0,0,,no
57,technician,,primary,,0,no,no,unknown,5,,98,1,0,0,unknown,no
56,technician,,unknown,no,56,yes,no,unknown,5,may,439,1,0,0,unknown,no
51,blue-collar,married,secondary,,26,yes,,unknown,5,may,79,1,0,0,,no
34,,,unknown,no,3,yes,,unknown,5,may,120,,0,0,unknown,
43,services,married,secondary,,41,yes,yes,unknown,5,may,127,2,0,,unknown,no
52,technician,married,tertiary,,7,no,yes,unknown,5,may,175,1,0,,unknown,no
33,technician,,secondary,,,,no,,5,may,,2,0,0,unknown,no
29,admin.,single,secondary,no,818,yes,yes,unknown,5,,61,1,0,,unknown,
34,services,,secondary,no,-16,yes,yes,unknown,5,may,78,,0,0,,no
31,blue-collar,married,secondary,,,yes,,unknown,5,may,143,1,0,0,,no
55,services,married,secondary,no,,yes,no,unknown,5,may,579,1,0,,unknown,yes
55,management,married,,,1185,no,no,unknown,5,may,677,1,0,0,unknown,no
32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,0,,unknown,
38,technician,,secondary,no,1685,yes,no,unknown,5,,185,1,0,0,unknown,no
55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,,2,0,0,unknown,no
28,unemployed,single,tertiary,no,0,yes,no,unknown,5,,125,2,0,,unknown,
23,blue-collar,married,secondary,no,94,yes,no,unknown,5,,193,1,0,0,unknown,no
32,technician,,secondary,,0,,no,,5,may,136,1,0,0,unknown,no
43,services,single,unknown,no,0,,no,unknown,5,may,73,1,0,0,,no
32,blue-collar,,secondary,no,517,yes,,unknown,5,may,528,1,0,0,unknown,no
46,blue-collar,,secondary,,,yes,,unknown,5,,541,1,0,0,unknown,no
53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,0,0,unknown,no
34,self-employed,single,secondary,no,3,,no,unknown,5,may,,,0,0,unknown,no
57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,,0,,no
37,blue-collar,married,,no,,yes,no,unknown,5,may,204,1,0,0,unknown,no
59,blue-collar,,,no,,yes,no,unknown,5,may,98,1,0,0,unknown,no
33,,,secondary,no,22,,,unknown,5,may,71,,0,0,unknown,no
56,blue-collar,,primary,,,yes,no,unknown,5,may,,2,0,,unknown,no
48,,married,,no,293,yes,no,unknown,5,may,243,1,0,0,,no
43,services,married,primary,no,3,yes,,unknown,5,,186,2,0,0,unknown,no
54,blue-collar,,primary,,348,yes,no,unknown,5,may,,2,0,,unknown,no
51,blue-collar,married,unknown,no,-19,yes,,unknown,5,may,163,2,0,0,unknown,no
26,student,,secondary,,0,yes,no,unknown,5,may,,2,0,,unknown,no
40,management,married,tertiary,no,,yes,,,5,may,2033,,0,0,unknown,
39,,,secondary,,18,yes,no,,,may,,1,0,,unknown,no
50,technician,,primary,,,no,no,unknown,5,may,114,2,0,0,,
,services,married,secondary,no,,,no,unknown,5,may,114,2,0,0,unknown,no
51,blue-collar,married,unknown,no,1883,yes,no,,,may,,,0,0,unknown,no
60,retired,divorced,secondary,no,216,,,unknown,5,may,238,,0,0,unknown,no
52,blue-collar,married,secondary,no,782,yes,,unknown,5,may,93,3,0,0,unknown,
,blue-collar,married,secondary,no,904,yes,,unknown,5,may,,,0,0,unknown,no
48,services,married,unknown,,1705,yes,no,unknown,5,may,107,1,0,0,unknown,
39,technician,single,tertiary,no,,yes,no,unknown,5,,181,1,0,,unknown,no
47,services,single,,no,176,yes,no,unknown,5,,303,,0,0,unknown,no
40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,0,0,,no
45,technician,married,secondary,no,,yes,no,unknown,5,may,270,1,,0,,
26,admin.,,,no,82,yes,no,unknown,5,,228,1,0,,unknown,no
52,management,,tertiary,no,271,yes,no,unknown,,may,99,1,0,0,unknown,no
54,technician,married,secondary,no,1378,yes,no,,5,may,240,1,0,0,unknown,no
54,admin.,married,tertiary,,184,no,no,unknown,5,may,673,2,0,0,unknown,yes
50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,0,0,unknown,no
,blue-collar,married,secondary,no,0,,no,unknown,5,may,1056,1,0,0,unknown,no
44,services,,secondary,no,,yes,yes,unknown,5,,250,1,0,0,unknown,no
53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,,0,,,no
35,retired,single,primary,no,434,,no,unknown,5,,138,1,0,0,unknown,no
60,admin.,divorced,secondary,,,yes,no,unknown,5,may,130,,0,0,,no
53,admin.,divorced,secondary,no,1151,yes,,unknown,5,may,412,,,0,unknown,no
48,unemployed,married,secondary,,41,yes,no,unknown,5,may,179,,0,0,unknown,
34,technician,married,secondary,,51,,no,unknown,5,may,19,2,0,,unknown,no
54,services,married,secondary,no,,yes,no,unknown,5,may,458,2,0,0,unknown,
51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,0,0,,no
31,services,,,,37,yes,,unknown,5,,313,1,0,0,unknown,no
35,technician,,secondary,no,787,yes,no,unknown,5,may,,2,0,0,unknown,no
35,services,married,secondary,no,59,yes,,,5,may,1077,1,0,0,unknown,no
38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,0,0,unknown,no
36,admin.,married,tertiary,,211,yes,,,5,may,146,2,0,0,unknown,no
58,retired,married,,no,235,,no,unknown,5,may,167,1,0,,unknown,no
,services,divorced,unknown,,4384,yes,,unknown,5,may,315,1,0,,,no
54,management,married,secondary,no,,no,no,unknown,5,may,140,,0,,unknown,no
34,blue-collar,,secondary,no,,yes,yes,,5,may,346,1,0,0,unknown,
31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,0,0,unknown,no
51,retired,married,secondary,,2127,yes,no,,5,may,,1,0,,,no
33,management,married,tertiary,no,,yes,,unknown,5,may,217,1,,0,unknown,no
55,management,married,tertiary,no,,yes,no,unknown,,,142,2,,0,unknown,no
42,admin.,married,,no,,yes,no,unknown,5,may,67,1,0,0,unknown,no
34,blue-collar,married,secondary,,243,,no,unknown,5,may,291,1,0,0,unknown,no
,blue-collar,single,secondary,no,307,yes,,unknown,5,may,,2,0,0,unknown,no
38,services,married,secondary,no,155,yes,no,,5,may,248,1,0,0,unknown,no
,technician,divorced,tertiary,,173,no,yes,unknown,5,may,98,1,0,0,,no
43,management,married,tertiary,,400,yes,no,unknown,5,may,256,1,0,0,unknown,no
61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,0,,unknown,
47,admin.,married,secondary,no,219,yes,no,unknown,,may,577,1,0,0,unknown,no
48,self-employed,married,tertiary,no,,yes,no,unknown,5,,,1,0,0,unknown,no
44,blue-collar,married,secondary,no,,yes,no,unknown,5,may,477,1,0,0,,no
35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,0,0,unknown,
,services,married,secondary,,0,yes,no,unknown,5,,471,1,,0,,no
50,services,married,secondary,no,,yes,no,unknown,5,may,381,,0,0,unknown,no
41,management,married,,,176,yes,yes,unknown,5,may,42,1,0,,,no
41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,0,0,unknown,no
39,services,single,,no,257,yes,no,unknown,5,may,408,1,0,0,unknown,no
42,retired,,secondary,,56,,no,unknown,5,may,215,1,0,0,unknown,no
38,blue-collar,married,secondary,,-390,yes,no,,5,may,287,1,0,0,unknown,no
53,retired,married,secondary,no,330,,no,,5,may,216,2,0,0,unknown,no
59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,0,0,unknown,no
36,services,,secondary,no,301,yes,no,unknown,5,may,210,1,0,,,no
54,blue-collar,married,primary,no,-41,yes,no,,5,may,288,1,0,0,unknown,
40,technician,married,tertiary,no,483,,no,unknown,5,may,168,1,0,,unknown,
47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,0,0,unknown,
53,,married,unknown,no,13,no,no,unknown,5,,410,3,0,0,unknown,no
46,housemaid,married,,no,,no,no,,5,may,177,1,0,0,unknown,no
39,management,,tertiary,,378,yes,yes,unknown,5,may,127,2,0,,unknown,no
40,unemployed,married,secondary,,219,,no,unknown,,may,357,1,0,0,unknown,
28,blue-collar,married,,no,324,yes,no,unknown,5,may,175,1,0,0,unknown,
,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,,0,0,,no
55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,0,0,unknown,
43,technician,divorced,unknown,no,,yes,,,5,may,1419,,0,0,unknown,no
48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,0,0,unknown,no
58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,0,,unknown,
33,management,single,tertiary,no,,,no,,5,may,27,1,0,0,unknown,no
36,blue-collar,married,unknown,no,1033,no,,unknown,5,may,238,2,0,0,unknown,
53,services,divorced,secondary,no,1467,,no,unknown,5,may,124,1,0,0,,no
47,blue-collar,married,primary,,-12,,,unknown,5,may,18,1,0,0,unknown,no
31,services,married,secondary,no,,yes,no,unknown,5,may,730,2,0,0,unknown,no
57,entrepreneur,married,secondary,,294,yes,no,unknown,5,may,,2,0,0,unknown,no
53,blue-collar,married,unknown,,1827,no,,unknown,5,,121,1,0,0,,
55,blue-collar,,primary,no,627,yes,no,unknown,,may,247,1,0,,unknown,no
45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,,0,0,unknown,no
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,,0,,no
37,blue-collar,married,primary,no,0,yes,,unknown,,may,79,1,0,0,unknown,no
44,admin.,divorced,secondary,,66,yes,,unknown,5,may,206,1,0,0,unknown,no
49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,0,,unknown,no
46,technician,married,secondary,,349,yes,yes,unknown,5,may,127,1,0,0,unknown,no
43,entrepreneur,,unknown,no,100,yes,no,unknown,5,,702,1,0,,unknown,no
38,admin.,married,secondary,no,0,no,no,unknown,,may,151,1,0,0,,no
43,technician,married,secondary,,434,yes,no,unknown,5,may,117,1,0,,unknown,no
49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,0,0,unknown,no
42,management,,unknown,,275,no,no,unknown,5,may,408,2,0,0,unknown,
22,blue-collar,,secondary,no,0,yes,no,unknown,5,may,179,2,0,,unknown,no
40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,0,0,unknown,no
39,blue-collar,married,secondary,no,,yes,no,,5,,282,1,0,0,unknown,no
51,services,married,secondary,,2248,yes,no,unknown,5,may,,2,0,,unknown,
49,,married,secondary,no,428,yes,no,unknown,5,may,50,1,,0,unknown,no
53,blue-collar,,secondary,no,0,yes,,unknown,5,may,181,1,0,0,unknown,no
34,,single,secondary,no,0,yes,no,unknown,5,may,142,1,0,0,unknown,no
33,technician,divorced,secondary,no,140,yes,no,unknown,5,,227,1,,0,unknown,
50,management,single,tertiary,,297,yes,no,unknown,5,may,119,,0,0,unknown,no
,blue-collar,married,primary,no,279,yes,,unknown,5,,361,1,,0,unknown,no
,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,0,,unknown,no
30,technician,single,secondary,,2573,yes,no,unknown,5,may,67,2,0,,unknown,no
36,services,married,,no,143,yes,yes,unknown,,may,350,1,0,0,unknown,no
40,blue-collar,married,,no,475,yes,no,,5,may,332,2,0,0,unknown,no
53,blue-collar,married,secondary,,70,yes,,unknown,,may,611,,0,0,unknown,no
34,management,single,tertiary,no,,yes,no,unknown,5,,113,2,0,0,unknown,
37,technician,married,secondary,,275,yes,no,unknown,5,may,132,1,0,0,unknown,no
42,management,divorced,tertiary,no,742,yes,,unknown,5,may,58,3,0,0,unknown,no
41,entrepreneur,,primary,,236,yes,,unknown,5,may,151,1,0,0,unknown,no
30,student,single,tertiary,,25,yes,no,,5,may,89,2,0,,unknown,no
37,management,single,tertiary,,600,yes,no,,5,,152,1,0,,unknown,no
39,admin.,divorced,secondary,no,-349,yes,no,,5,may,611,2,0,0,unknown,no
,blue-collar,married,primary,no,183,yes,yes,,5,may,110,2,0,0,unknown,
,blue-collar,married,primary,no,,yes,,unknown,5,may,463,1,,0,unknown,no
42,,single,tertiary,no,0,yes,yes,,,may,562,2,,0,,yes
40,blue-collar,divorced,primary,,,yes,no,unknown,5,may,962,,0,,,
57,technician,,secondary,no,,yes,no,unknown,5,,10,4,0,0,unknown,no
56,entrepreneur,divorced,secondary,no,155,no,,unknown,5,,118,3,,0,unknown,
37,admin.,married,,no,,yes,no,,5,may,92,2,0,0,unknown,
59,retired,,secondary,no,319,yes,no,unknown,5,may,143,3,0,,unknown,no
39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,0,,unknown,no
49,services,,secondary,no,,no,,,5,may,234,2,0,0,unknown,no
38,services,single,secondary,no,,yes,no,unknown,5,may,75,2,0,0,,
36,self-employed,married,tertiary,,,no,no,,5,,189,2,0,0,unknown,no
50,blue-collar,married,primary,,,yes,no,unknown,5,may,621,3,0,0,,
41,admin.,married,secondary,,-62,yes,yes,unknown,,may,55,2,0,,unknown,no
54,technician,married,tertiary,no,258,no,,,5,may,310,4,0,,unknown,
58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,0,,unknown,no
30,blue-collar,single,secondary,,,yes,,unknown,5,may,5,2,,,unknown,no
33,admin.,single,secondary,no,352,yes,no,unknown,,may,225,,0,0,unknown,no
47,admin.,married,secondary,no,368,yes,no,,5,may,125,2,0,0,unknown,no
50,technician,single,tertiary,no,339,yes,no,unknown,5,,2,3,0,0,unknown,no
32,blue-collar,married,,,1331,yes,no,unknown,5,may,286,2,0,0,unknown,no
,self-employed,married,secondary,,,yes,,,5,,164,2,0,,unknown,no
37,management,married,tertiary,,,yes,,unknown,5,may,98,2,0,,unknown,
54,technician,single,unknown,no,447,yes,no,unknown,5,may,,2,0,0,unknown,no
24,student,single,secondary,no,423,yes,no,,5,may,226,3,0,0,unknown,no
54,management,married,tertiary,no,,no,no,unknown,5,may,120,2,0,0,unknown,
34,technician,married,secondary,no,,yes,no,unknown,5,may,362,4,0,0,unknown,no
56,technician,divorced,primary,,13,yes,no,unknown,5,may,357,2,,,,no
31,blue-collar,,secondary,no,,yes,no,unknown,5,,,2,0,0,unknown,no
24,student,single,secondary,,82,yes,no,,,may,204,2,0,0,unknown,no
42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,0,0,unknown,no
57,technician,,,no,792,yes,no,unknown,5,may,65,2,0,0,unknown,no
42,blue-collar,married,unknown,no,408,yes,no,,,may,107,2,0,0,unknown,no
51,admin.,married,secondary,no,531,yes,no,unknown,5,may,267,2,0,0,unknown,
57,retired,married,secondary,,,,,unknown,5,may,248,2,0,0,unknown,no
36,services,,secondary,no,62,,no,,5,may,,2,0,0,unknown,no
,services,married,unknown,no,257,yes,no,unknown,5,,209,,0,,unknown,no
50,technician,,secondary,no,1234,,no,unknown,5,may,205,2,0,0,,no
54,management,married,tertiary,,313,yes,no,unknown,5,may,83,2,,0,,no
55,blue-collar,,secondary,no,89,yes,no,unknown,5,,106,3,0,,unknown,no
44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,189,,,0,,
43,management,married,unknown,no,0,yes,,unknown,5,may,105,2,0,0,unknown,
56,,married,secondary,no,353,yes,no,unknown,5,may,106,,0,0,,no
54,technician,married,unknown,no,,yes,no,,5,may,108,2,0,0,unknown,no
55,services,,primary,no,96,yes,yes,unknown,5,may,311,2,0,0,,
37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,0,0,,no
33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,0,0,unknown,
46,admin.,,secondary,no,-358,yes,,unknown,5,may,358,2,0,0,unknown,no
36,blue-collar,married,secondary,,539,yes,,unknown,5,may,453,2,0,0,unknown,no
51,technician,,,,0,yes,,unknown,5,may,364,2,,0,unknown,
40,retired,single,primary,no,0,,no,unknown,5,may,136,,0,0,unknown,no
42,blue-collar,married,secondary,no,490,yes,no,,5,,386,2,0,,,
51,blue-collar,married,secondary,,0,yes,,unknown,5,may,173,2,,,unknown,no
49,blue-collar,,unknown,no,,yes,no,,5,may,241,2,0,0,,no
48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,0,,unknown,no
32,technician,divorced,tertiary,no,,no,no,unknown,5,may,148,2,0,0,unknown,no
31,admin.,single,secondary,no,,yes,,,,,196,2,0,0,unknown,no
55,management,,,no,115,no,no,,5,may,111,4,0,,unknown,no
40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,0,,unknown,no
47,technician,married,tertiary,no,831,yes,no,unknown,5,may,316,3,0,0,unknown,no
57,technician,married,unknown,no,,yes,no,unknown,5,may,,3,0,0,unknown,no
41,blue-collar,married,secondary,no,290,yes,no,unknown,,may,240,2,0,,,
48,blue-collar,married,secondary,no,1,no,no,,5,,669,3,0,0,,no
42,blue-collar,,unknown,,57,yes,no,unknown,5,may,425,2,0,0,,no
30,blue-collar,single,secondary,,-457,yes,no,unknown,5,may,143,2,0,0,unknown,no
58,management,,tertiary,no,1387,,no,,,may,174,5,0,0,unknown,no
45,management,divorced,tertiary,no,,yes,,unknown,5,may,313,3,0,,,no
49,blue-collar,married,secondary,,,yes,,,5,may,135,4,,,unknown,no
42,admin.,single,,no,,,no,,,may,146,2,0,,unknown,no
53,,married,secondary,,56,yes,yes,unknown,5,may,152,,0,0,unknown,no
51,admin.,single,secondary,yes,-2,no,no,unknown,5,,402,3,0,0,unknown,no
32,services,single,secondary,no,,yes,no,unknown,5,may,213,2,0,0,,no
41,blue-collar,single,secondary,no,842,yes,no,,5,may,144,3,0,0,unknown,no
43,management,divorced,secondary,no,,yes,no,unknown,5,may,124,3,0,0,unknown,no
,blue-collar,divorced,secondary,,-333,yes,no,unknown,5,,183,2,0,0,,no
50,blue-collar,married,primary,no,,yes,,unknown,5,may,325,2,,,,
34,management,married,,,,,no,unknown,5,may,,4,0,0,unknown,no
53,services,married,unknown,,18,no,no,unknown,5,may,503,,0,0,unknown,
45,technician,married,secondary,no,,yes,no,unknown,5,,,4,0,0,unknown,no
39,blue-collar,married,primary,no,-100,,no,unknown,5,may,680,2,0,0,unknown,no
44,services,,tertiary,no,510,,no,unknown,5,may,,4,0,0,unknown,
55,management,married,tertiary,no,685,yes,,unknown,5,,174,3,0,0,unknown,no
46,management,single,,,187,yes,no,,5,may,113,2,0,0,unknown,no
45,blue-collar,married,secondary,no,66,,no,unknown,5,may,808,2,0,0,unknown,no
34,admin.,,secondary,,560,yes,no,,5,may,198,3,0,0,unknown,
