marital-status,education,workclass
Married-civ-spouse,,
,,Private
Married-civ-spouse,Masters,Self-emp-not-inc
Never-married,Masters,Local-gov
Divorced,,Private
,,
,,Private
,,
Never-married,Some-college,
,,Private
,Bachelors,Private
,Some-college,Local-gov
,,Private
,Bachelors,Private
,HS-grad,
,,
,,Private
Divorced,,Private
Never-married,Bachelors,Private
,7th-8th,Private
,,
Divorced,HS-grad,Private
Never-married,Bachelors,
Never-married,Some-college,
Never-married,,
Married-civ-spouse,,Private
Divorced,,Self-emp-inc
Never-married,,
Divorced,,Private
,,Private
,Some-college,
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,Some-college,Private
Divorced,,
Never-married,Assoc-acdm,
,,Private
Married-civ-spouse,,Private
Married-civ-spouse,Some-college,
Never-married,,
,Masters,Private
,,Self-emp-not-inc
,Some-college,Private
Never-married,,
,,Self-emp-not-inc
,,Private
Never-married,Some-college,
,HS-grad,
Married-civ-spouse,HS-grad,
Married-civ-spouse,Some-college,Private
,,Private
,11th,
Married-civ-spouse,,Self-emp-not-inc
Married-civ-spouse,HS-grad,Self-emp-not-inc
,,Private
,,
Never-married,HS-grad,Private
Never-married,Some-college,Private
Never-married,Bachelors,Private
Never-married,Assoc-voc,
,,
,,
Never-married,5th-6th,Private
,,
,Masters,
Never-married,HS-grad,
,HS-grad,
,Assoc-acdm,
Married-civ-spouse,,
Married-civ-spouse,HS-grad,State-gov
Never-married,HS-grad,
Never-married,,
,Bachelors,
Married-spouse-absent,,
Never-married,Bachelors,
Married-civ-spouse,,Private
Married-civ-spouse,HS-grad,Private
,Bachelors,
,,Local-gov
Married-civ-spouse,HS-grad,Federal-gov
Widowed,11th,
Married-civ-spouse,,
,,
,,Self-emp-not-inc
,10th,Private
Married-civ-spouse,Masters,Private
,,Private
,,Private
,HS-grad,Private
,HS-grad,Private
,,Self-emp-not-inc
Never-married,,Private
Divorced,,Private
,,Private
Never-married,,
,11th,
Married-civ-spouse,,
Married-civ-spouse,HS-grad,
Never-married,HS-grad,
,Some-college,
,,Private
,Some-college,
Divorced,,Self-emp-not-inc
Married-civ-spouse,,Private
Divorced,,Private
,5th-6th,Private
,Some-college,
,,Private
Married-civ-spouse,Some-college,Local-gov
Never-married,,
Separated,HS-grad,
,,Private
,Some-college,
,HS-grad,
,,Private
,Bachelors,
Separated,Assoc-acdm,Self-emp-not-inc
,,
,HS-grad,
Married-civ-spouse,Some-college,Private
,,Private
Married-civ-spouse,,Private
Married-civ-spouse,Bachelors,
,Some-college,
,Some-college,
Married-civ-spouse,,State-gov
Divorced,,Private
,7th-8th,Private
,Masters,
,HS-grad,Private
,HS-grad,Self-emp-not-inc
,,Private
,Some-college,Local-gov
Never-married,HS-grad,
Divorced,,Private
,,Private
Married-civ-spouse,Some-college,State-gov
Divorced,12th,Private
,,Private
Never-married,11th,Private
,,
,,State-gov
,Some-college,Private
Never-married,,
Married-civ-spouse,,State-gov
,,Private
,10th,
,HS-grad,
,Masters,
,HS-grad,Private
,,
Married-civ-spouse,Masters,Local-gov
,,Self-emp-not-inc
Married-civ-spouse,Assoc-acdm,Private
,Some-college,
Married-civ-spouse,,
,HS-grad,
,Some-college,
,,Private
Married-civ-spouse,,Local-gov
,Bachelors,Private
Divorced,,
,HS-grad,
,Some-college,
,9th,
,Some-college,
,HS-grad,
Married-civ-spouse,HS-grad,
,,
,HS-grad,Private
Married-civ-spouse,,Self-emp-inc
,,
,,
,HS-grad,Self-emp-not-inc
Married-civ-spouse,,Private
,HS-grad,Private
,,
Married-civ-spouse,HS-grad,
,,
,HS-grad,Local-gov
,,Private
Married-spouse-absent,,Private
Never-married,Bachelors,
Married-civ-spouse,HS-grad,
Divorced,,Private
Married-civ-spouse,,Private
,,
Married-civ-spouse,,Private
Never-married,Some-college,
Never-married,HS-grad,Private
,HS-grad,
Divorced,,Private
Never-married,Bachelors,Private
Never-married,,Private
,,
Never-married,10th,
Never-married,,
Married-civ-spouse,,Private
,Some-college,
Never-married,,
,HS-grad,Private
,Some-college,Private
,HS-grad,
Divorced,,Local-gov
,,Private
Never-married,HS-grad,Private
Divorced,,Federal-gov
,Assoc-acdm,
Divorced,,
Never-married,Bachelors,Private
Divorced,,Private
,Some-college,
,,
,Some-college,
,,
,,Local-gov
Married-civ-spouse,Some-college,Private
,,Private
,Bachelors,
,Bachelors,
,,
,Some-college,Private
,HS-grad,
,,Private
Married-spouse-absent,,
,Assoc-voc,Private
Married-civ-spouse,Some-college,
,HS-grad,Private
Never-married,Some-college,Private
Married-civ-spouse,,
,Bachelors,Self-emp-inc
Married-civ-spouse,HS-grad,Private
Divorced,,Local-gov
,,
Divorced,,Private
,Some-college,Private
,Bachelors,Private
,,Private
Married-civ-spouse,,Self-emp-not-inc
Married-civ-spouse,Masters,Self-emp-not-inc
,,
Never-married,HS-grad,
,,
Married-civ-spouse,Assoc-acdm,Private
,,
Married-civ-spouse,,
Widowed,1st-4th,
Separated,,
,Bachelors,Self-emp-inc
Married-civ-spouse,Some-college,
,Doctorate,
Never-married,Some-college,Private
Never-married,,
,,
,HS-grad,
Married-civ-spouse,,Private
,,
Never-married,HS-grad,
,Some-college,
Divorced,,Self-emp-not-inc
Separated,HS-grad,
,11th,Private
,HS-grad,
Divorced,Assoc-voc,Federal-gov
Never-married,,
Married-civ-spouse,,
,HS-grad,Private
Married-civ-spouse,,
,,
Never-married,Bachelors,Private
,Bachelors,
Married-civ-spouse,,Private
,HS-grad,
,,
Never-married,,
,,
Separated,,
Separated,HS-grad,
,,Private
Never-married,HS-grad,
Married-civ-spouse,,
Never-married,11th,
Married-civ-spouse,,Private
,Doctorate,
Married-civ-spouse,,Private
,,Self-emp-not-inc
,,
Married-civ-spouse,Some-college,
,HS-grad,Private
,,Private
,HS-grad,
,Bachelors,Self-emp-not-inc
,Some-college,
,,Private
,11th,Private
,,Private
Divorced,,Self-emp-inc
,,
,Bachelors,Private
,Bachelors,Private
,,Private
,Prof-school,Self-emp-not-inc
,,Private
Never-married,Bachelors,Private
,Bachelors,Private
Never-married,,Private
,,Private
Married-civ-spouse,,Local-gov
Never-married,Assoc-acdm,
,HS-grad,
,,Private
,HS-grad,
,,
,10th,
,,Private
,HS-grad,
Married-civ-spouse,,Private
Never-married,Bachelors,Local-gov
Never-married,Bachelors,
Never-married,HS-grad,
Married-civ-spouse,,Private
Married-civ-spouse,,
Married-civ-spouse,,Self-emp-inc
,,Private
,Bachelors,
Widowed,11th,
,9th,
Married-civ-spouse,,Private
Married-spouse-absent,9th,Private
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Private
,,Self-emp-not-inc
,Some-college,Private
,Bachelors,Private
Never-married,,Self-emp-not-inc
,10th,Local-gov
,,Private
,Bachelors,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
,HS-grad,
,,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,,
,Doctorate,Self-emp-not-inc
,,Private
Married-civ-spouse,,
Never-married,,
Married-civ-spouse,,Private
Married-civ-spouse,Some-college,
Separated,Doctorate,Self-emp-inc
,,Local-gov
Married-civ-spouse,,Private
Married-civ-spouse,Bachelors,State-gov
,Some-college,
Never-married,HS-grad,
Married-civ-spouse,,
,Some-college,
Never-married,HS-grad,
Never-married,,State-gov
Married-civ-spouse,HS-grad,Private
,,Private
Married-civ-spouse,,Private
Married-civ-spouse,,
Never-married,Masters,Private
Never-married,,
Never-married,,
Never-married,Some-college,
,Assoc-acdm,Private
,Some-college,
Married-civ-spouse,HS-grad,
,9th,Private
,Some-college,Federal-gov
,11th,
Married-civ-spouse,,
Married-civ-spouse,HS-grad,
Never-married,HS-grad,
,12th,
Married-civ-spouse,Some-college,Private
Never-married,HS-grad,
Widowed,HS-grad,
,,
Married-civ-spouse,Assoc-voc,Private
,HS-grad,Self-emp-not-inc
Separated,Some-college,
,11th,
Divorced,,Private
Married-civ-spouse,,
Never-married,,
,HS-grad,
Married-civ-spouse,Some-college,
,Some-college,Private
,,Private
,Some-college,
,Bachelors,
,,Private
Married-civ-spouse,,Private
Never-married,,Private
,HS-grad,
Never-married,Bachelors,Local-gov
Widowed,Bachelors,
,Some-college,
,Some-college,
,,Private
,,Private
,,Private
Never-married,Some-college,
,HS-grad,Private
Never-married,11th,
Married-civ-spouse,Bachelors,Private
,Some-college,Private
Separated,Bachelors,
,,
,,Local-gov
,HS-grad,
Married-civ-spouse,HS-grad,
,,
Never-married,Some-college,
Married-civ-spouse,Bachelors,
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Never-married,,
Married-civ-spouse,,Local-gov
Married-civ-spouse,Bachelors,
Never-married,Bachelors,
,HS-grad,
Never-married,,
,,Private
Married-civ-spouse,,Self-emp-not-inc
,Some-college,
Divorced,,Private
Married-civ-spouse,,Private
Never-married,Assoc-voc,
Married-civ-spouse,Some-college,Private
Never-married,Some-college,
,Bachelors,State-gov
Widowed,HS-grad,
,Bachelors,Private
Never-married,Some-college,
,,
Never-married,Masters,
,,
,,
,Bachelors,Local-gov
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,
Never-married,,
,Bachelors,
Married-civ-spouse,Bachelors,State-gov
,,Private
,,Self-emp-not-inc
,,
Never-married,HS-grad,Private
,Assoc-voc,
,,
Never-married,Bachelors,
Married-civ-spouse,HS-grad,
Never-married,,Private
Never-married,HS-grad,
Married-civ-spouse,HS-grad,Local-gov
,,Local-gov
,,Self-emp-inc
,Bachelors,Private
Separated,,Private
Married-spouse-absent,Some-college,
,Some-college,Private
,,
,,Private
,,
,,
Divorced,,Private
Married-civ-spouse,Assoc-voc,Private
Never-married,,Private
,,
Divorced,,Private
Married-civ-spouse,,Private
,,Private
Never-married,Some-college,
,,State-gov
Never-married,,
,Assoc-voc,
Married-civ-spouse,Some-college,
,Bachelors,
,,Private
Married-civ-spouse,,Self-emp-not-inc
,12th,
,,
Married-civ-spouse,,Self-emp-inc
Never-married,HS-grad,
Married-civ-spouse,,Private
Never-married,Some-college,
Married-civ-spouse,,
Never-married,HS-grad,
Never-married,Masters,
Married-civ-spouse,,Private
,,Private
Never-married,HS-grad,
Never-married,,Self-emp-not-inc
,,Private
,11th,
,,Private
,Bachelors,Private
Married-civ-spouse,,Private
Never-married,HS-grad,
,,
,,Private
Never-married,Some-college,
Never-married,10th,
Married-civ-spouse,,Self-emp-not-inc
Never-married,Assoc-voc,
Married-civ-spouse,Some-college,
Married-civ-spouse,HS-grad,Private
,,Private
,,
,Masters,
Never-married,,Private
,HS-grad,
,,
,HS-grad,
,HS-grad,
,HS-grad,
Never-married,Some-college,Private
,Bachelors,
,,Private
Never-married,,
,HS-grad,Self-emp-not-inc
Married-civ-spouse,HS-grad,Private
Divorced,,Private
,,Private
Never-married,Bachelors,
,HS-grad,
Never-married,11th,Private
,,Private
,,
Widowed,Bachelors,
,HS-grad,
Divorced,,Private
Divorced,,Local-gov
,,Private
Married-civ-spouse,Bachelors,
,HS-grad,Private
Widowed,Masters,Private
,Assoc-voc,Private
,HS-grad,Self-emp-not-inc
Never-married,Bachelors,
,,
,,
,,
Married-civ-spouse,,Private
Never-married,Bachelors,
,Bachelors,
,11th,
,HS-grad,Private
Married-civ-spouse,,Private
,,Self-emp-inc
Married-civ-spouse,HS-grad,Private
Never-married,,Private
,10th,Private
Never-married,11th,
Married-civ-spouse,,
Separated,Bachelors,Self-emp-not-inc
,,
,Some-college,Private
,,
,Bachelors,Self-emp-not-inc
,,Private
Married-civ-spouse,,
,HS-grad,
,,Private
Married-civ-spouse,,Private
,HS-grad,
,,Private
,Bachelors,
,HS-grad,
Married-civ-spouse,,Private
,Some-college,Private
Never-married,Bachelors,
,Some-college,
Married-civ-spouse,,
Divorced,,Private
Never-married,Bachelors,Self-emp-not-inc
,,Private
,Bachelors,
,Prof-school,Self-emp-not-inc
,Masters,
Divorced,,
,,Private
Married-civ-spouse,Bachelors,
Married-civ-spouse,HS-grad,
Married-civ-spouse,7th-8th,Local-gov
,9th,Self-emp-not-inc
Never-married,,
,HS-grad,
,,Private
,Some-college,Private
Never-married,,
Divorced,,Self-emp-not-inc
Married-civ-spouse,Some-college,Private
Never-married,HS-grad,Private
Divorced,,
Married-civ-spouse,,Self-emp-not-inc
,Some-college,
,HS-grad,
Married-civ-spouse,,
Married-civ-spouse,,Private
Married-civ-spouse,,Self-emp-inc
Married-civ-spouse,,Self-emp-not-inc
,,Private
Never-married,,Private
,Some-college,
Married-civ-spouse,5th-6th,
,Some-college,Private
Married-civ-spouse,,Private
,,Private
,Masters,Private
,Some-college,Private
,1st-4th,Private
Divorced,,Private
Married-civ-spouse,Preschool,Local-gov
Married-civ-spouse,,
,11th,Private
Married-civ-spouse,HS-grad,
Never-married,Masters,
Married-civ-spouse,Prof-school,
Married-civ-spouse,HS-grad,
Never-married,Bachelors,
,,
,HS-grad,Private
Married-civ-spouse,HS-grad,
Never-married,HS-grad,
,HS-grad,Private
Divorced,,Local-gov
Divorced,,
Married-civ-spouse,Bachelors,
,,
,,Self-emp-not-inc
Married-civ-spouse,HS-grad,State-gov
,,Private
Widowed,7th-8th,
Never-married,,
,,
,10th,
,,
Divorced,,Local-gov
,Bachelors,
,,Private
Married-civ-spouse,Some-college,
,,Private
Married-civ-spouse,Bachelors,
,,Private
,,Private
,HS-grad,
,,
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,,
Married-civ-spouse,,
,Bachelors,
Widowed,Bachelors,
,,
Never-married,HS-grad,Private
Never-married,,Private
,Some-college,
,,State-gov
Widowed,HS-grad,
,,Private
Never-married,HS-grad,Private
Never-married,,
Never-married,HS-grad,
Widowed,HS-grad,
,,Private
Never-married,HS-grad,
,,Private
Divorced,,
,Some-college,
Never-married,,
,,Private
,,
Married-civ-spouse,,
,,
,,
,,Private
Divorced,Bachelors,Federal-gov
Married-civ-spouse,,Private
Married-civ-spouse,,
,Some-college,
,Doctorate,Private
,,
,,
Never-married,HS-grad,
Married-civ-spouse,,
Separated,HS-grad,Private
,,Self-emp-inc
,,Self-emp-not-inc
,,
,,Private
,Assoc-voc,
Married-civ-spouse,,
Married-civ-spouse,Some-college,Private
,,Private
Married-civ-spouse,7th-8th,Private
Married-civ-spouse,,
,HS-grad,
Divorced,,Private
,Some-college,
,Masters,
Separated,HS-grad,
,,Private
,HS-grad,Private
,,Private
,Bachelors,
,,Private
Married-civ-spouse,,Private
Married-spouse-absent,Masters,
,,
,Assoc-acdm,
Never-married,Some-college,Private
Never-married,HS-grad,
Married-civ-spouse,,
Never-married,HS-grad,
Divorced,,Private
,,
Never-married,Some-college,Private
,,
,,Private
,,Private
Divorced,,Private
,,Private
Never-married,Some-college,
Married-civ-spouse,,Private
Married-civ-spouse,HS-grad,Private
,,
Married-civ-spouse,,
,Some-college,
Divorced,,Private
,,Private
Married-civ-spouse,12th,Self-emp-not-inc
Divorced,,Private
Married-civ-spouse,Masters,
,,
,,Self-emp-not-inc
,HS-grad,
Married-civ-spouse,HS-grad,
Separated,Assoc-acdm,
Married-civ-spouse,Some-college,
,,
,,
Married-civ-spouse,,
Married-civ-spouse,Bachelors,Private
,,Private
Never-married,Bachelors,Local-gov
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,,Private
,Doctorate,State-gov
Never-married,11th,
Never-married,Some-college,
Never-married,Bachelors,Private
,Bachelors,Private
Married-civ-spouse,,
,,State-gov
Separated,Bachelors,
,,
,HS-grad,
Married-civ-spouse,Some-college,
,Some-college,Private
Married-civ-spouse,Assoc-voc,
,HS-grad,Private
,Bachelors,
Married-civ-spouse,Some-college,Private
,,Private
,,Federal-gov
Never-married,Bachelors,
Married-spouse-absent,Doctorate,
,,
Never-married,Some-college,
Never-married,,Self-emp-not-inc
,,
,HS-grad,
Divorced,Some-college,Private
,Bachelors,
,9th,Self-emp-inc
Married-civ-spouse,Bachelors,
,Assoc-acdm,
Divorced,,Local-gov
Never-married,Bachelors,Private
Never-married,,
Married-civ-spouse,,
Married-civ-spouse,,
Married-civ-spouse,,
,Bachelors,Private
Never-married,Bachelors,State-gov
Married-civ-spouse,,
Divorced,,Private
Married-civ-spouse,,Self-emp-inc
Married-civ-spouse,,
,HS-grad,
,Bachelors,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,,Private
,,
Married-civ-spouse,Some-college,State-gov
Married-civ-spouse,Bachelors,
,,Private
,,
,HS-grad,
Widowed,HS-grad,Federal-gov
Divorced,,
Married-civ-spouse,,
,Some-college,
,HS-grad,Private
,,
Married-civ-spouse,,Private
Married-civ-spouse,Masters,
Married-civ-spouse,,Federal-gov
,,
Married-civ-spouse,1st-4th,Private
,Some-college,
Never-married,,
Widowed,,
,Bachelors,Private
,,
Married-civ-spouse,,Private
Never-married,,Self-emp-inc
,HS-grad,
,,Self-emp-inc
Married-civ-spouse,,
,HS-grad,
,,Private
,HS-grad,Private
Married-civ-spouse,,State-gov
Married-civ-spouse,,Private
,,Private
Married-civ-spouse,Masters,
Never-married,Bachelors,
,,
,,Private
,HS-grad,
Married-civ-spouse,,Private
,Assoc-acdm,Private
Married-civ-spouse,,Private
,,
,,Private
Married-civ-spouse,Prof-school,
Divorced,,Private
Divorced,,Private
,,Private
,,Private
,Assoc-voc,
,,
Never-married,Assoc-voc,
,HS-grad,
Never-married,HS-grad,Private
,11th,Local-gov
Divorced,,Private
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,,Private
Married-civ-spouse,HS-grad,Private
,,
Married-civ-spouse,HS-grad,
,Bachelors,
Never-married,Bachelors,
,,Private
,Some-college,Private
Married-civ-spouse,,
,Bachelors,
Never-married,Some-college,
,,Local-gov
Married-civ-spouse,,
Married-civ-spouse,,Private
Never-married,HS-grad,
,HS-grad,
,HS-grad,Federal-gov
Married-civ-spouse,,
Divorced,,Private
Never-married,,Private
Married-civ-spouse,Some-college,Private
Married-civ-spouse,,Self-emp-inc
Married-civ-spouse,,Local-gov
Married-civ-spouse,,
,HS-grad,Private
,,Self-emp-inc
Separated,Some-college,
,,
,,Private
Never-married,Some-college,
,,
,,Private
Married-civ-spouse,,
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,,Private
Widowed,HS-grad,
,,Private
,,
,Bachelors,Private
,Some-college,Self-emp-not-inc
Divorced,,Private
Married-civ-spouse,,Self-emp-not-inc
Married-civ-spouse,Bachelors,Private
,,Federal-gov
,Bachelors,
,,Private
,11th,
,Some-college,
Never-married,HS-grad,
,HS-grad,
,,
,Some-college,Private
,Masters,
,HS-grad,
Widowed,,State-gov
,,Self-emp-not-inc
Never-married,,
Widowed,Some-college,
,,Self-emp-inc
Divorced,HS-grad,Private
,,Private
Never-married,HS-grad,Private
Married-civ-spouse,Masters,Self-emp-inc
,,Self-emp-not-inc
,,Private
,,Federal-gov
Never-married,Some-college,
,HS-grad,
,Bachelors,
,HS-grad,
Married-civ-spouse,,Federal-gov
Separated,Some-college,
,,Private
,HS-grad,Private
,HS-grad,
Never-married,Some-college,Self-emp-inc
Never-married,,Private
,Bachelors,
Married-civ-spouse,Some-college,
,Some-college,Private
,,
,Bachelors,Private
,,Private
Never-married,Assoc-acdm,
,HS-grad,
Never-married,Some-college,
Married-civ-spouse,Bachelors,Local-gov
,Bachelors,Private
Married-civ-spouse,Bachelors,
Married-civ-spouse,,Private
Married-civ-spouse,HS-grad,Private
,,
Divorced,,Federal-gov
Never-married,,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,,Private
,,Self-emp-not-inc
,,
Never-married,Bachelors,
Married-civ-spouse,HS-grad,Private
,1st-4th,
Married-civ-spouse,HS-grad,Private
,Masters,
,HS-grad,Private
,5th-6th,
Never-married,Some-college,
,,
,,
Married-civ-spouse,HS-grad,Private
Never-married,Some-college,
Never-married,HS-grad,
Married-civ-spouse,Some-college,Self-emp-inc
Married-civ-spouse,,
,Assoc-voc,Private
,,Private
Never-married,Assoc-voc,
,5th-6th,
Married-civ-spouse,,
Married-civ-spouse,,
Married-civ-spouse,,Federal-gov
,Bachelors,
Divorced,HS-grad,Private
,Some-college,
,HS-grad,
Married-civ-spouse,,
Married-civ-spouse,,State-gov
Married-civ-spouse,,Private
,HS-grad,
,Some-college,
Never-married,HS-grad,
,Some-college,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,,Private
Widowed,HS-grad,
,,
,11th,Private
Never-married,HS-grad,
,Some-college,
,,
,Prof-school,Private
Married-civ-spouse,,Private
,Some-college,
Never-married,Bachelors,
Married-civ-spouse,,Private
,,Private
,,
,,State-gov
Married-spouse-absent,,Private
Divorced,,Private
Never-married,,
Never-married,HS-grad,
,Bachelors,Private
Married-civ-spouse,Bachelors,Self-emp-inc
,Bachelors,Private
,Some-college,
,,
,HS-grad,
Married-civ-spouse,Some-college,Private
,,Private
Married-civ-spouse,,Self-emp-not-inc
,,
Never-married,Bachelors,
,,
,Some-college,Private
Never-married,HS-grad,
,,
Never-married,HS-grad,
Divorced,,Private
,Assoc-voc,Federal-gov
Divorced,HS-grad,Self-emp-inc
Married-civ-spouse,,Private
,Some-college,
,,Private
,10th,
,Assoc-acdm,Private
Never-married,Masters,Private
,Bachelors,
,Assoc-voc,
,,Private
,,Self-emp-not-inc
Married-civ-spouse,,
Married-civ-spouse,Masters,
Divorced,,Private
Separated,Some-college,
Never-married,,Private
Never-married,Bachelors,
,Some-college,
,HS-grad,Self-emp-not-inc
,Some-college,Private
,,
,Some-college,
Never-married,11th,Private
,Bachelors,
Married-civ-spouse,,
,,Private
,,Federal-gov
,10th,
,,Private
,,Private
,Masters,Self-emp-not-inc
,,Private
Married-civ-spouse,HS-grad,
,HS-grad,
,,Private
,,Private
Married-civ-spouse,HS-grad,
,,Private
Divorced,,Private
,,Local-gov
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Widowed,HS-grad,
,,
,Bachelors,
Married-civ-spouse,,
Married-civ-spouse,10th,
Married-civ-spouse,Some-college,
,HS-grad,Private
,,Private
,Bachelors,Private
Never-married,,Private
Married-civ-spouse,Assoc-voc,
Never-married,Assoc-acdm,Private
Divorced,,
Married-civ-spouse,HS-grad,Federal-gov
,,Private
,,Self-emp-inc
,,Private
,HS-grad,Private
Married-civ-spouse,,Private
Married-civ-spouse,Assoc-voc,
Divorced,,Private
Divorced,,Private
,Some-college,State-gov
Married-civ-spouse,,Self-emp-inc
,Bachelors,Private
Married-civ-spouse,Assoc-acdm,
,,Self-emp-not-inc
,,
,,Self-emp-inc
,,
,,Private
,HS-grad,Self-emp-not-inc
,,
Married-civ-spouse,,Self-emp-not-inc
Married-civ-spouse,,
,Some-college,Private
