marital-status,education,workclass
Married-civ-spouse,,
,,
Married-civ-spouse,,
,,
,,
,,
,Assoc-voc,
Married-civ-spouse,,Private
Married-civ-spouse,Some-college,
,,Private
,,
,HS-grad,
Married-civ-spouse,,
,,Private
,Bachelors,
,,
,HS-grad,
,,Private
,Masters,
,,
,,Private
,,Private
,HS-grad,
,,Private
,Bachelors,Private
,,
Never-married,,
,,
Never-married,,
,,
,Some-college,
Never-married,,
,HS-grad,
,,
,HS-grad,
Divorced,,
,Bachelors,
Never-married,HS-grad,
,HS-grad,
,,
Divorced,,
,,
,,
,,
,,
,,
,,
,,
,Some-college,
,,
,,Private
,,
,Some-college,
,,
,,Local-gov
,,
,,Private
,Assoc-voc,Private
,Some-college,
,HS-grad,Private
,,
,,
,,Self-emp-inc
,,
,,
,,
,,
,Some-college,
,,
,,
,,
,,Self-emp-not-inc
,,
,,
,HS-grad,Private
,Assoc-acdm,
Married-civ-spouse,Prof-school,
,,Local-gov
,,
,Assoc-voc,
,,Self-emp-inc
,,
,,
,,
Never-married,HS-grad,
,Some-college,
Never-married,HS-grad,
,,
,,
,,
,,
,,
,,
,,
,,
,Assoc-voc,Federal-gov
,11th,Private
,,
,,
Married-civ-spouse,,
,,
Never-married,,
,,
,,
,,
Married-civ-spouse,Bachelors,
Never-married,,Private
Married-civ-spouse,,Self-emp-inc
,,
,,
,,Private
,,
,,Private
,,
,,Private
,Doctorate,
,,
,Assoc-acdm,
Never-married,,
,,
,,Private
,HS-grad,
,,
,,Self-emp-not-inc
Never-married,,
,,Private
Never-married,,
,,
Divorced,,
Never-married,,
,Bachelors,
Never-married,,
Never-married,,
,,
,,Private
,Bachelors,
Never-married,,
Never-married,,
Divorced,7th-8th,
,,Local-gov
Never-married,,
,,
Married-civ-spouse,,
,,
,,
,10th,
Divorced,,Private
,,
,HS-grad,
,,
,,
,,Private
,,
,,
,,
Married-civ-spouse,,
,,
Widowed,,
Widowed,9th,
Married-civ-spouse,,
,,Private
,,
,,
,,
,Some-college,
,,Private
Never-married,,
,,
,,
,Bachelors,
Married-civ-spouse,,
,,
,,
,,
Married-civ-spouse,,Self-emp-inc
,Doctorate,
,HS-grad,
,HS-grad,
,,
,,
,,Private
,,
Divorced,HS-grad,
,,
,,
Never-married,,
,,
,,
,,
Never-married,,
Never-married,,
,,Private
,,Private
Married-civ-spouse,,
,,Self-emp-not-inc
,,
Never-married,,
,,
,,
,,
Married-civ-spouse,Some-college,
,,
,,
,,
,,
Married-civ-spouse,Bachelors,
,,
,HS-grad,
,,
Married-civ-spouse,,Private
,,
Widowed,,
,,
,,
,,
,,
,,State-gov
,,
,,
Never-married,,
Never-married,HS-grad,
,Some-college,
,,
,,
,,
,Bachelors,
,,
,,Private
,,
,,
Never-married,,
,,Private
,,
,,
,,Private
,,
,,
Never-married,,
,,
,11th,
Married-civ-spouse,,
,Some-college,
,,Private
,,
,,
,,Private
Married-civ-spouse,,
Never-married,HS-grad,
,,
,,
,,
,,Private
Never-married,,Private
,,
,,
Never-married,,
,,
,,
,,
Married-civ-spouse,11th,Self-emp-not-inc
,,
,,
,,
Never-married,,
,,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,Masters,
,,
,12th,
,,
,,
,,
,,
Married-civ-spouse,Bachelors,
Married-civ-spouse,,
,,
,10th,
,,
,,
,Assoc-voc,
,,
,,Local-gov
Married-civ-spouse,,
,,
,,
,,Local-gov
,,
,Doctorate,
,,
Separated,,
Married-spouse-absent,Some-college,
,,
,,
,,
Never-married,,
,,
,,Private
,,
,,Private
,,
Divorced,Some-college,
,,
Married-civ-spouse,,
,,Private
,,State-gov
,,
,,Private
,,
,,
,,
,,
,,
,,
,,
,HS-grad,
,,
,,
,HS-grad,
,,Private
,,
,,
,,
,,
,,
Divorced,,
,,
,,Private
,,
,,Private
,,
Separated,,
,,
,Some-college,
,,
,,Self-emp-not-inc
,Assoc-voc,
,,
,,
,,
,Assoc-voc,
,,
,,Private
,,Private
,,
,HS-grad,
,HS-grad,
,,
,,
Never-married,,
,,
,,
,,
,HS-grad,
Divorced,HS-grad,Private
Divorced,,
Never-married,Bachelors,
,,
,,
,,
Married-civ-spouse,,
Widowed,,
Married-civ-spouse,,
Divorced,,
,HS-grad,
,,
,,
,,
,,Private
,,
,,
,,
,,State-gov
,,
Never-married,,
,,
,Bachelors,
Never-married,,Private
,,
,,
,,
,,
,,
,Some-college,Private
,,Private
,,
Married-civ-spouse,,
Separated,,
,,
,,
Married-civ-spouse,,
,,
,,
Married-civ-spouse,,
,,
,,
,,
Never-married,,
Divorced,,
,,
,,
,,
,Some-college,
,,
,,Self-emp-inc
Married-civ-spouse,HS-grad,
,,Private
Never-married,,
,,
,,
Married-civ-spouse,,
,,Private
,,Private
,,
,,
,,Private
,,
,9th,Self-emp-not-inc
,,
,,
,HS-grad,
,,Private
,,
Divorced,,
,,
,,
,,
,,
,,
,,
,Bachelors,
,Masters,
,,
,HS-grad,
,,
,,
,,Private
,,
,,
,,
Married-civ-spouse,,Private
,,
Never-married,Some-college,
,1st-4th,
,,
,,
,HS-grad,Private
,,
,HS-grad,Private
,,Private
Married-civ-spouse,,
Married-civ-spouse,,
,,
Divorced,,
,,Private
,,Self-emp-inc
Never-married,,
,HS-grad,Private
,,Local-gov
,,
Married-civ-spouse,,
Divorced,,
Divorced,,
,HS-grad,
,,
,,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,,
,,
Divorced,,
,,Private
,,
,,Private
,,
,,
,,
,,
,,
,,
,Bachelors,Private
,,
,,
Never-married,Some-college,
Never-married,,
,,
,HS-grad,
Divorced,,Private
Never-married,,
,,
,,
,,
,,
,,
,,
,,
,,
,Bachelors,
,,
,,Self-emp-not-inc
,,
,,
,,
,,
,,Federal-gov
,,
,,Self-emp-inc
,Some-college,
,,
,,State-gov
,Bachelors,
,,
,Bachelors,
,,
Married-civ-spouse,,
,HS-grad,
,,
Divorced,,
,Assoc-voc,
,HS-grad,
,,
,Masters,
,7th-8th,
,,Private
Widowed,HS-grad,
,HS-grad,
,,
,,
Separated,HS-grad,
,,
,,
,HS-grad,
,,
,,
,,
,,
Never-married,Assoc-voc,
,,
,,
,HS-grad,
,,
Never-married,,
,,
,,Private
,,
,,
,Bachelors,
,,
,,
,,
,,Private
,,
,,
,,Self-emp-not-inc
,,
,,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,,
Married-civ-spouse,,
,,
,,
,,
,Some-college,
Married-civ-spouse,,
,,
Married-civ-spouse,,
Divorced,Assoc-acdm,
,,Local-gov
Married-civ-spouse,,
,,Private
,,
,,
,,
Never-married,,
Never-married,,
,HS-grad,
,,State-gov
,,
,,
,,
,,
,,
,,
,HS-grad,
Never-married,Bachelors,
,Some-college,Private
,HS-grad,
,,Federal-gov
,,
Married-spouse-absent,,
,,
,,
,,
,,Private
Married-civ-spouse,,
,Some-college,Private
,,Self-emp-inc
Married-civ-spouse,,
Married-civ-spouse,,
,Assoc-acdm,
,HS-grad,
,Bachelors,
,,
,,Private
Married-civ-spouse,,Private
,,
,,
,Bachelors,
,,Private
,,
,Assoc-voc,
,,
,HS-grad,Private
,,Local-gov
Married-civ-spouse,,
,,
Divorced,HS-grad,
Married-civ-spouse,,
,Bachelors,
,,
,,Private
Married-civ-spouse,,Private
,,
,,Self-emp-not-inc
,,
,,
,HS-grad,
Never-married,,Private
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,
,1st-4th,Private
,,Private
Never-married,,
,,
,,
,,
,,
Never-married,,
,HS-grad,
Married-civ-spouse,HS-grad,
,,Self-emp-inc
,HS-grad,
,,
,,
,HS-grad,
Married-civ-spouse,,Private
,,
,,
,,
Never-married,,
,Assoc-voc,
,HS-grad,
Married-civ-spouse,Bachelors,
Married-civ-spouse,,
Married-civ-spouse,,
,,
,,
,,
,,Private
,,
,,
,,
,Assoc-voc,Private
,,
,,
Married-civ-spouse,,
,,
,,Local-gov
,Bachelors,
,,Private
,,
Married-civ-spouse,,
Never-married,,Federal-gov
,,
,,
,,
,,
,,
,HS-grad,
Married-civ-spouse,,
,,Private
,,
Married-civ-spouse,Assoc-acdm,
,,
Never-married,,
,,
,,
,,
,,
,,
,,Private
,,
Married-civ-spouse,HS-grad,
,,Private
,HS-grad,
,,
,Some-college,
,Some-college,Private
,,
,,Private
,,
,,
,,
Married-civ-spouse,HS-grad,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,,
,HS-grad,
Married-civ-spouse,Prof-school,
,Bachelors,
,,
,,Private
,,
,,
,Some-college,Private
,HS-grad,Private
,,Self-emp-not-inc
,,Private
,,
,,
,HS-grad,
,,
Married-civ-spouse,,
Never-married,,
,,Private
,,
,,
Married-civ-spouse,,
,,Private
,Masters,Self-emp-inc
,Some-college,
,,
Divorced,,
,,
,,
,,
,,
,,Federal-gov
,,State-gov
Married-civ-spouse,,
,,
,,Private
,Some-college,
Never-married,HS-grad,
,,
,,
,,
,,
,,
,Some-college,
,,Private
,,
,,
Married-civ-spouse,,Local-gov
,,
,,
,,Private
,HS-grad,
Never-married,,
,,
,,Private
Married-civ-spouse,,Private
,,
Married-civ-spouse,,
,,
,,
,,Private
,,
,,
,,
,,
,,
,,
,,
,,
,,
,Some-college,
,,
,,
,Prof-school,Self-emp-not-inc
,,
,,
Never-married,,Private
,5th-6th,Private
,,
,,
,,
Never-married,,
,,Private
,,
Never-married,HS-grad,Private
,,Private
,,State-gov
,,Private
,,
,,
,,
,,
,,
,HS-grad,
,,Private
,,
,,Private
,,
Never-married,,
,,
,,
,Assoc-voc,
,,
,,
,,Private
,Bachelors,
,Some-college,
Never-married,,
,,
,,
,,
,HS-grad,Private
,,
,,
,Bachelors,
,Some-college,
Married-civ-spouse,,
,,Private
,,
,,
,HS-grad,
Never-married,,
Never-married,,
,,
,,
Never-married,,
,,
,,
,,
Never-married,,
,,
,,
,,
,,
,,
Never-married,,
,,
,,
,,
,HS-grad,
,,
,,
,,
,,
Separated,Some-college,
Never-married,,Private
Never-married,,
,Some-college,Private
,,Self-emp-not-inc
,,
Never-married,,Private
,,
,,
,,Private
,7th-8th,Local-gov
,HS-grad,
,HS-grad,
,,
,,
,,
,Masters,
Married-civ-spouse,,
,,
,,
Married-civ-spouse,,
Divorced,,
,,
,,Private
,,
Married-civ-spouse,Assoc-acdm,Local-gov
,,
Married-civ-spouse,HS-grad,
,,
,,Self-emp-inc
,,
,,
,,
,Some-college,State-gov
,HS-grad,
,Bachelors,Private
,Bachelors,
,,
,,Private
,,
,11th,Private
Married-civ-spouse,,Federal-gov
,11th,
Married-civ-spouse,Bachelors,
,,Private
,,Private
,,
,,
,,Private
,,
,,
Married-civ-spouse,,
Never-married,,
,,
,Masters,
,,Private
,,
,,
Divorced,Assoc-voc,
Married-civ-spouse,,
,,Private
,,Self-emp-not-inc
,HS-grad,
,,
,,
,HS-grad,
,,
,,
,,Private
,,
Divorced,,
,,
,,
,,
,,
,,Private
,,
,,Private
Married-civ-spouse,,
Married-civ-spouse,,
,,
Never-married,,
Married-civ-spouse,Assoc-acdm,
,,
Never-married,Bachelors,
,,
Married-civ-spouse,,
Never-married,,
,,Private
,HS-grad,
,Assoc-voc,
,,
,,Self-emp-not-inc
,,
,Assoc-voc,
,,
,HS-grad,Private
,,
Married-civ-spouse,,
,,
,HS-grad,
,,Federal-gov
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,Self-emp-inc
,,Private
,Some-college,Private
Married-civ-spouse,,
,,
,,
,,
,,
Married-civ-spouse,,
,Some-college,
Married-civ-spouse,,
,,
,Assoc-voc,
Married-civ-spouse,Bachelors,
,,
,,
,,
,,
,9th,
Married-civ-spouse,,Local-gov
,,
Divorced,,
,,
Never-married,,
,,
,,
,HS-grad,
,,
,,
,,
Married-civ-spouse,,Private
Divorced,,
,,
,Some-college,
Never-married,,
,,
Married-civ-spouse,,
,10th,Private
,,
,,
,,
Separated,,
,,
,,
,,
,,
,,Private
Never-married,,
,HS-grad,
,10th,
,7th-8th,
Never-married,,Private
,,
,12th,
Never-married,,
,,
,,
,Some-college,
Never-married,,
,,
Married-civ-spouse,7th-8th,
,HS-grad,
,,
,,
,,
,,
,,Private
,,
,,
,,Private
,,
,,State-gov
,,
,,
,,
Married-civ-spouse,Bachelors,Private
Divorced,HS-grad,
Married-civ-spouse,HS-grad,Self-emp-not-inc
,Some-college,
,,
,HS-grad,
,,Private
,Bachelors,
Married-civ-spouse,,
,,
,Masters,Private
,Bachelors,
,HS-grad,
,,
,Bachelors,Private
,,Private
,,Private
,,
,,
,,
Married-civ-spouse,,
,,State-gov
,,
,,Private
,,
,,
,,
,,
,,
,,
Never-married,,
Married-civ-spouse,HS-grad,
,Prof-school,
,Some-college,Private
,11th,Private
Married-civ-spouse,HS-grad,
,,
Married-civ-spouse,,
,,
,Some-college,Private
,,
Married-civ-spouse,,
,,
,,
,,
,11th,Private
,HS-grad,
,,
,,
,1st-4th,
,Some-college,
,10th,Private
,,Private
,,
,,
,,
,,
,,
,,
,,
,HS-grad,
,Some-college,
,,Private
,,
,,
,,
,,
,,
,,
,,
Married-civ-spouse,,
,HS-grad,
Never-married,,
,,
,,
,,
,,Private
Married-civ-spouse,,
,,
,Some-college,
,,
,,
,,
,,Private
,,
,7th-8th,
,,
,,
,Masters,
Never-married,,
,Some-college,
,,
,,
Married-civ-spouse,,
,,
,,Private
,,
,,
,,
,,Private
Divorced,,
,,
,,
,,
Never-married,,
Married-civ-spouse,,State-gov
Married-civ-spouse,,
,,
,,Private
,,Private
,,
,,Private
,,
,,
,,
,,
,,
,,Private
,,
,Masters,
,HS-grad,
,Some-college,
,,
Married-civ-spouse,Bachelors,
Married-civ-spouse,,
,,
,,
,,
Married-civ-spouse,,
Married-civ-spouse,,
,,
,,
,,Private
,,Local-gov
,,
Divorced,,
,,
,,Private
,,
,,
,Masters,
Never-married,Some-college,
,,
,,
,,
,,
,,Private
,,
,,Private
Married-civ-spouse,,
,Bachelors,
Married-civ-spouse,,Private
,,
,,
,Some-college,
,,Private
Never-married,Bachelors,
,,
,,
,,
,,
Divorced,,
,,
,10th,
,,
,,Private
,,
,,Self-emp-not-inc
,,
,,Private
Divorced,,
,10th,
,,Private
,Bachelors,Private
,HS-grad,
,,Private
,HS-grad,
,,Private
,,
,,
,Assoc-voc,
,,
Married-civ-spouse,10th,
Married-civ-spouse,11th,
Widowed,HS-grad,Local-gov
,,Private
Married-civ-spouse,,
,,Private
,,
,,
,,
Married-spouse-absent,,
,,
Married-civ-spouse,,
Divorced,Assoc-acdm,Private
,,
,,
,,
,9th,
,Masters,Private
,,Private
,HS-grad,Private
,,Private
,,
,HS-grad,
,,Private
,,
,,Private
,HS-grad,
Married-civ-spouse,Prof-school,Self-emp-inc
,,Private
,,
,11th,
,,
,7th-8th,
Divorced,,
,,Private
,,
,Bachelors,Private
,,
,,
Never-married,,
,,
,,
,HS-grad,
,,
,,
,,
Never-married,Some-college,
,,
,,
,,Self-emp-not-inc
,,
,,
Divorced,,Private
Never-married,Some-college,
,HS-grad,
Married-civ-spouse,,
Divorced,Masters,State-gov
,HS-grad,Private
,,
,,Private
,,
,,
,,
Never-married,Some-college,
Married-civ-spouse,,Local-gov
,,Private
,,
,,
Never-married,,
,,
,,
,,
,,
,,
,,
Never-married,,
Never-married,Bachelors,Local-gov
,,State-gov
,,
,,
,,
,,
,,
,,
,,
,,
,,
Divorced,,
Divorced,9th,
,Bachelors,
,10th,
,,
,Some-college,
Never-married,,
,,
,Some-college,
,,
,,
Divorced,,
,,
,,
,,
,,
,,
,,
,,
,Some-college,
,,
Married-civ-spouse,,
,,Self-emp-not-inc
Widowed,,
,,
,,
,,
,,
,Bachelors,
,,
,,
,Bachelors,Private
,,
,,
,,
,,Private
,,
,HS-grad,
,,
,,
,,
,9th,Private
,,
,,
,,Self-emp-inc
,1st-4th,
,,
,,
,Bachelors,
,,
Never-married,Bachelors,
,,
,,
,,Private
Married-civ-spouse,,
,Bachelors,
,,
,,
,,
,,Private
,,Private
,,
Married-civ-spouse,,
,,
,,
,Bachelors,Private
,,
,,
Married-civ-spouse,Bachelors,
,,
,,
,,
,HS-grad,Local-gov
,,
,,
Married-civ-spouse,,
,,
Never-married,,State-gov
,,
Married-civ-spouse,,Private
,,
,,
,,Private
,,
Married-civ-spouse,,Private
,,Private
,,
,,Private
,,
,,
,HS-grad,
,,
,,
,,
,,Private
,HS-grad,
,,
,,
,10th,
,,Self-emp-not-inc
,Some-college,
,,
,,Private
,,
,,Private
,,
,,
,,
,,Local-gov
Divorced,Prof-school,
,,
,,
,HS-grad,
Married-civ-spouse,,
,,
,Some-college,Self-emp-inc
,,
Never-married,Some-college,
,,
,,Private
,,
,,
Never-married,,Private
,,
,,
,,
Married-civ-spouse,Bachelors,Private
Divorced,,
,HS-grad,
,,Private
,,
,,
,,
,,
,Some-college,
,,
,,Private
Married-spouse-absent,,
,,
Never-married,,Private
,,Private
Never-married,,
,Bachelors,Private
,,
,,
Never-married,,
,Masters,
,,
Married-civ-spouse,Assoc-acdm,
,,
,Some-college,Private
,Assoc-acdm,
,,
,,Private
,,
Married-civ-spouse,,Federal-gov
,Masters,
Married-civ-spouse,Assoc-acdm,Private
,,
,,
Married-civ-spouse,,
Married-civ-spouse,11th,
,,Private
,,
,,
,,
Never-married,,
Widowed,,
,,
,,
,Bachelors,Private
,,
,Some-college,
,HS-grad,
,,
,Some-college,Private
,Bachelors,Private
Never-married,,
,,Private
,,Private
,,
,,
,,
,,
,,
,,
,Bachelors,
Married-civ-spouse,,Local-gov
,Some-college,
,,
,,
,,Private
,,
,,
,,
,,
,,
,,
Never-married,,
,,Private
,,
,HS-grad,Private
,Some-college,
,,
Married-civ-spouse,,
,,Private
,,
,Masters,
Married-civ-spouse,,
,,
,,
,,Private
,,Private
Divorced,,Private
Married-civ-spouse,,
,,
Never-married,,Private
,,
,,
Married-civ-spouse,Masters,
,,
Married-civ-spouse,,
,,
,,Self-emp-inc
,,
,HS-grad,Private
,,
,,
,,
,,Private
,,
,,
Never-married,,
,Bachelors,
,,
,HS-grad,
Divorced,,
,HS-grad,
,,
,,
,,
,Bachelors,
Never-married,,Private
Never-married,HS-grad,
,HS-grad,
Married-civ-spouse,,
,,
Separated,,State-gov
,,
,,
Never-married,,
,,
,HS-grad,Private
,,
,,Federal-gov
,,
,,Private
Widowed,Masters,Local-gov
,HS-grad,
Widowed,,
Divorced,,
,,
,,
Never-married,,Private
,HS-grad,
,,
Married-civ-spouse,,
Never-married,11th,
,,
,Masters,
,,
,,Private
,,Self-emp-inc
,,
,5th-6th,
,HS-grad,
Never-married,,
,,
Never-married,,Private
,,
,Bachelors,
,,
,,
,,
,,
,,Private
,,Private
,,
,,
,Some-college,
,,
,,Private
,,
Married-civ-spouse,,
,,
Divorced,Masters,
Married-civ-spouse,,Self-emp-not-inc
,,Self-emp-inc
,HS-grad,
,,
,Bachelors,
,,
,,Federal-gov
,,Private
Never-married,Some-college,
,,
,,
,,
,,
,,
,,
,,
,HS-grad,
,Assoc-voc,
Married-civ-spouse,,
Widowed,,
Never-married,,
,HS-grad,
,,Private
Married-civ-spouse,,
Never-married,,
,,
Widowed,,
,,
,HS-grad,
,,
Married-civ-spouse,,
Never-married,,
,,Private
Never-married,,
,,
Never-married,10th,
Separated,,
,7th-8th,
Never-married,,Private
,,
,HS-grad,
Separated,,Local-gov
,,
,7th-8th,
Married-civ-spouse,,
,Bachelors,
,,
,,
,,
Divorced,,
Married-civ-spouse,,
,,
,,Private
Married-civ-spouse,,
,Prof-school,
Married-civ-spouse,,Private
,,
,,
,Some-college,
Married-civ-spouse,,
,,
Divorced,HS-grad,
,,
,,
Divorced,,
,,
Married-civ-spouse,,
,,
,,
,Assoc-voc,
,,
,,
,,
,,
Never-married,,
,,
,,
,,
Never-married,,
,,
,,
Never-married,,
,,
Married-civ-spouse,Bachelors,
,,
,,
Never-married,Some-college,
,,
,,
,,
,,Private
,,
,,
Never-married,,
,,
,,
,,
,,Private
,,
,,
,,
,Some-college,
,,
,,
,,
,,
Divorced,,
Never-married,,
,,Self-emp-not-inc
,,
,HS-grad,
,,
,Bachelors,
Separated,,
,Some-college,Private
,Some-college,
,,
,,
,,
,Some-college,
,,
,,
,,
Married-spouse-absent,,
,,
Never-married,,
,,
,,Private
Married-civ-spouse,,
,,
Married-civ-spouse,Masters,
,,
Never-married,,
,Some-college,Local-gov
,,Private
,,
Married-civ-spouse,,
Widowed,,
Married-civ-spouse,,
,,
,,
,,
,,
Separated,,
,,
,Some-college,
,,
,,
,HS-grad,
,,
Married-civ-spouse,,
,,Self-emp-not-inc
Never-married,,
Married-civ-spouse,Masters,
,,
,,
Never-married,9th,
,,
,,
,,
,,
,Bachelors,
,,
,,
Married-civ-spouse,,
,,
,,Private
,Some-college,
,,
,,Private
,,
Never-married,,
,,
,,
,9th,
,,State-gov
,,
,,
,,
,,
,,
,,Private
,Some-college,
,,Private
,,
,,
,Some-college,
Married-civ-spouse,,
,,
Married-civ-spouse,,
,,
,,Local-gov
,,
,,Private
,,Private
Never-married,,
,,
Never-married,12th,Private
,,Private
,HS-grad,
Divorced,,Private
Never-married,,
,Some-college,
,,Private
Married-civ-spouse,,
,,
,Assoc-voc,Private
Married-civ-spouse,,
Married-civ-spouse,,
,,
Never-married,,
,,
Divorced,,
Never-married,Some-college,
Never-married,,
,,
,Masters,
,,
Never-married,,Private
,,
,,Self-emp-not-inc
,,
,,
Never-married,,
,,
Married-civ-spouse,,
,,
,,
,,Self-emp-not-inc
,,
,,
,,
,,
Never-married,,
,Some-college,Local-gov
,Masters,
,,
,,
,,
Married-civ-spouse,,
,,
,,
,,
,,
,,
Married-civ-spouse,,Private
,,
,HS-grad,Local-gov
,,
,,
,,
,,
,,
Divorced,,
,,
,,
,HS-grad,
,,
,,
,Assoc-voc,
,,
,Bachelors,
,,
,,
,,
,,
Divorced,,Private
,,
,,
,,
,Assoc-voc,
,,Self-emp-inc
,,
,,
Separated,,
,,
Separated,,
,,Private
Married-civ-spouse,,
Never-married,11th,
,,
,,
,,
,,
Married-civ-spouse,,Self-emp-not-inc
,,
,HS-grad,
,,
Never-married,11th,Private
Divorced,,Private
,Bachelors,
,,
,,
,,
Never-married,Some-college,
,Bachelors,
Divorced,,Private
Divorced,HS-grad,
,,
Widowed,,Self-emp-not-inc
,,
,,
,,
,,
,,
,,
,Some-college,Private
Never-married,,Private
,12th,
,,
,,
,,
,,Self-emp-not-inc
,,
Separated,,Private
,,
,,
,,Local-gov
,,
,,
,,
,,
,,Private
,,
,,
Married-civ-spouse,HS-grad,
,,
,,
,,
,,
,,
,,
,Some-college,Private
,,
,,
,,
,Some-college,
Never-married,,
,,
,,
,,
,,
,Some-college,
Never-married,HS-grad,
,,
,,Private
Married-civ-spouse,,
,Some-college,Local-gov
,,
,Some-college,
,,
Never-married,,
,,Private
,,
Never-married,,
,HS-grad,
,Masters,State-gov
,,
Married-civ-spouse,,
Separated,,Private
,,
,,
