marital-status,education,workclass
Divorced,Assoc-voc,
,11th,
Married-civ-spouse,,
,HS-grad,Private
Married-civ-spouse,,
,,
Never-married,Bachelors,
Married-civ-spouse,Bachelors,
,Some-college,Private
,HS-grad,
Married-civ-spouse,Bachelors,Self-emp-not-inc
,,
,Masters,
,7th-8th,
Separated,HS-grad,Self-emp-not-inc
,Masters,Private
Never-married,HS-grad,Private
Married-civ-spouse,,Private
,,
,,Private
,Doctorate,
,Bachelors,
Divorced,,
Never-married,,
,Some-college,
,HS-grad,
Married-civ-spouse,HS-grad,Private
,,
Never-married,,Self-emp-not-inc
Never-married,Some-college,Private
Never-married,,Private
,11th,
Married-civ-spouse,,Private
,Bachelors,
,7th-8th,
,Bachelors,
Never-married,Bachelors,
,HS-grad,
,Prof-school,Self-emp-not-inc
Never-married,,Private
,,
Never-married,,
,Some-college,
Divorced,7th-8th,
Married-civ-spouse,,Local-gov
,Assoc-acdm,Self-emp-not-inc
,,Private
,,Private
Never-married,,Private
,,Local-gov
,,Private
,,
Never-married,,Private
,HS-grad,
Never-married,Bachelors,
Never-married,,
Never-married,,
Married-civ-spouse,HS-grad,
,HS-grad,Self-emp-not-inc
Married-civ-spouse,Bachelors,Self-emp-inc
,,Private
,,Private
,11th,
Widowed,,
,Assoc-voc,
Married-spouse-absent,,
,,Private
Married-civ-spouse,,
,HS-grad,
Married-civ-spouse,Some-college,
,Bachelors,
,,Self-emp-not-inc
,10th,Local-gov
,Some-college,Private
Married-civ-spouse,Bachelors,
Married-civ-spouse,HS-grad,
,HS-grad,Private
Never-married,Bachelors,
,,
Married-civ-spouse,5th-6th,Self-emp-inc
Married-civ-spouse,,
Divorced,HS-grad,
Married-civ-spouse,,
Never-married,Some-college,Private
Married-civ-spouse,,Private
Married-civ-spouse,,Private
,,
Divorced,HS-grad,
Married-civ-spouse,,
,Bachelors,
Never-married,Some-college,
Never-married,,Private
Married-civ-spouse,,Private
Separated,,
,,Private
Never-married,Some-college,State-gov
Married-civ-spouse,HS-grad,Private
,,Private
Married-civ-spouse,,
Married-civ-spouse,12th,Self-emp-not-inc
Never-married,Masters,Private
Never-married,Some-college,Private
Never-married,,Local-gov
Never-married,Some-college,
Divorced,Assoc-acdm,Private
Married-civ-spouse,Some-college,State-gov
Married-civ-spouse,HS-grad,Private
,,
,Some-college,
,11th,Self-emp-not-inc
,,
Married-civ-spouse,HS-grad,Self-emp-inc
Never-married,,
Never-married,12th,Private
Married-civ-spouse,,
Never-married,HS-grad,Private
,HS-grad,
,HS-grad,Local-gov
,,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Separated,,Local-gov
Never-married,,
Divorced,,
,,
Never-married,,Private
Never-married,,Private
Married-civ-spouse,,Local-gov
,,
Married-civ-spouse,,Private
Never-married,Some-college,
Never-married,,
Never-married,Masters,Private
Married-civ-spouse,,
,Bachelors,Private
,HS-grad,
,Bachelors,Local-gov
Widowed,,Private
,,
,,Self-emp-not-inc
Divorced,Doctorate,
Divorced,Bachelors,Private
Married-civ-spouse,,
,Some-college,
,,Private
,11th,Private
,Bachelors,
,,Private
Separated,Bachelors,Private
Married-civ-spouse,Assoc-voc,
Divorced,,
,,
Married-civ-spouse,,Private
Never-married,,State-gov
Never-married,,Private
Married-civ-spouse,Bachelors,Private
Never-married,,
,,Private
,Bachelors,
Married-civ-spouse,HS-grad,
,Bachelors,Private
Never-married,Bachelors,
Married-civ-spouse,HS-grad,Private
,,
Married-civ-spouse,,Private
,11th,Self-emp-not-inc
,Some-college,
,,Private
Married-civ-spouse,Assoc-voc,Private
,,
,Some-college,
Never-married,Some-college,
,Bachelors,
Widowed,HS-grad,Private
Married-civ-spouse,Bachelors,Private
,,
,,Self-emp-not-inc
Never-married,Masters,
Never-married,Assoc-voc,
,,
Married-civ-spouse,Bachelors,
Married-civ-spouse,,
,Some-college,Private
Never-married,11th,Private
Married-civ-spouse,,State-gov
,,
Never-married,Bachelors,
,10th,
Never-married,HS-grad,
Never-married,,
,,
Married-civ-spouse,HS-grad,
,,
,HS-grad,
,HS-grad,Private
,,Private
Married-civ-spouse,HS-grad,Local-gov
,,Local-gov
,,
,,
,10th,Private
Married-spouse-absent,,State-gov
,,Private
Divorced,,Self-emp-not-inc
,,
,Some-college,
Separated,5th-6th,Private
Divorced,HS-grad,Private
,Assoc-voc,Private
Never-married,HS-grad,Private
Divorced,Assoc-voc,
Divorced,,Private
Married-civ-spouse,,Private
,,Private
,,Private
Married-civ-spouse,Some-college,
Never-married,Assoc-voc,
Married-civ-spouse,,Private
,,Self-emp-not-inc
,Bachelors,Private
Divorced,,
Married-civ-spouse,,
,12th,
Married-civ-spouse,,Private
,,Self-emp-inc
,HS-grad,
Married-civ-spouse,HS-grad,Private
,,
,,Private
,HS-grad,
Never-married,,Private
,Bachelors,
,,
,HS-grad,
Never-married,,
Divorced,,
Never-married,11th,
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,Bachelors,
Married-civ-spouse,Bachelors,
Never-married,HS-grad,
,,Private
Divorced,Some-college,
Never-married,Some-college,
Never-married,,Private
Married-civ-spouse,,Self-emp-not-inc
Never-married,,
Married-civ-spouse,,Private
,HS-grad,
Married-civ-spouse,HS-grad,
Never-married,Assoc-voc,
Never-married,Masters,Private
Never-married,,Private
,,Private
Married-civ-spouse,HS-grad,
,,
Widowed,HS-grad,
Separated,,
,Some-college,
Never-married,,Self-emp-inc
,,
Never-married,Some-college,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
,HS-grad,Private
Divorced,HS-grad,Private
,Bachelors,Private
Never-married,Bachelors,
Widowed,HS-grad,
Never-married,11th,Private
Married-civ-spouse,,
Married-civ-spouse,Some-college,
,Bachelors,Local-gov
,HS-grad,
,Some-college,Private
,HS-grad,
,,
,,Private
,HS-grad,
Widowed,,
,Assoc-voc,Private
Married-civ-spouse,,Self-emp-not-inc
Never-married,,Private
,Doctorate,
Never-married,HS-grad,Private
,,
Married-civ-spouse,,
,,
Never-married,,
Never-married,11th,Private
,,
,11th,Private
Married-civ-spouse,,
Married-civ-spouse,HS-grad,Private
Never-married,,Private
,,Private
,11th,
,Some-college,Private
,Bachelors,
,,
Never-married,,
Married-civ-spouse,Masters,Self-emp-not-inc
Married-civ-spouse,,Self-emp-not-inc
,5th-6th,
Married-civ-spouse,Bachelors,
Never-married,,
,,
,,Private
Never-married,HS-grad,
,,
Married-civ-spouse,,
Married-civ-spouse,HS-grad,
Married-civ-spouse,Bachelors,Private
,Some-college,Private
Never-married,,Private
,,
,HS-grad,Self-emp-not-inc
,Assoc-voc,
Never-married,Bachelors,Self-emp-not-inc
Married-civ-spouse,,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Prof-school,
Married-civ-spouse,Masters,
,,Private
Never-married,,
Married-civ-spouse,,Private
Married-civ-spouse,,Private
Married-civ-spouse,,
,9th,Self-emp-not-inc
Never-married,HS-grad,
,HS-grad,Private
Divorced,HS-grad,
,Some-college,Private
Never-married,,
Divorced,HS-grad,Self-emp-not-inc
Married-civ-spouse,Some-college,
Never-married,,
,Some-college,Private
Married-civ-spouse,10th,Self-emp-not-inc
Never-married,Some-college,Private
,,Private
Married-civ-spouse,,
Married-civ-spouse,Masters,
,,
Married-civ-spouse,HS-grad,
,Some-college,
,Some-college,Private
,Some-college,
,5th-6th,
Married-civ-spouse,Some-college,Private
,,
,,Private
Married-civ-spouse,,
,,Private
,,Private
,HS-grad,Private
,,
Married-civ-spouse,,
Married-civ-spouse,11th,Private
Married-civ-spouse,HS-grad,
,,Private
,,
,HS-grad,Private
,,Private
,,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,
Never-married,HS-grad,Private
,,Private
Divorced,,Local-gov
,Some-college,
Married-civ-spouse,Bachelors,
Divorced,Some-college,Private
,Some-college,
Married-civ-spouse,,
,Masters,Private
Widowed,7th-8th,
Never-married,,Private
,,Private
,10th,
Married-civ-spouse,,
Divorced,10th,Local-gov
Married-civ-spouse,Bachelors,
Married-civ-spouse,,Private
Married-civ-spouse,Some-college,
,HS-grad,Private
,,
Divorced,,
,,
Never-married,HS-grad,Private
,Some-college,
Married-civ-spouse,HS-grad,
Married-civ-spouse,,
Married-civ-spouse,,Private
Never-married,,
Widowed,Bachelors,
,HS-grad,
,,Private
,,Private
Never-married,,Private
Married-civ-spouse,Masters,
Widowed,,
Divorced,,Private
,HS-grad,
,Assoc-acdm,Private
,,
Widowed,,Local-gov
Divorced,Assoc-voc,Private
,HS-grad,
,HS-grad,
Divorced,HS-grad,Private
,,
Never-married,,Private
Married-civ-spouse,,Private
Married-civ-spouse,,
Married-civ-spouse,HS-grad,Private
Never-married,,
Married-civ-spouse,,
,Masters,Private
,Bachelors,
Married-civ-spouse,Some-college,
Married-civ-spouse,Bachelors,Self-emp-inc
,,Private
,Doctorate,
Married-civ-spouse,HS-grad,
Never-married,,
,HS-grad,Private
Married-civ-spouse,Bachelors,
Separated,HS-grad,
Married-civ-spouse,,
,,
,,Private
Divorced,HS-grad,Private
Never-married,Assoc-voc,Private
,,Private
,Some-college,
Married-civ-spouse,Masters,
,7th-8th,
,,
,,
Divorced,HS-grad,
,Some-college,
,Masters,
,HS-grad,
Married-civ-spouse,,Private
,,Private
Married-civ-spouse,HS-grad,
Never-married,,
,,
Married-civ-spouse,,
Married-spouse-absent,Masters,Self-emp-inc
Never-married,Assoc-voc,Private
,Assoc-acdm,
,Some-college,Private
,,Private
,,
,,Private
Divorced,,Private
Never-married,,
,,Private
,Some-college,Private
,Bachelors,
Never-married,Some-college,Private
Divorced,,Private
Married-civ-spouse,Some-college,
,Some-college,Private
Married-civ-spouse,,
,,
,Bachelors,Self-emp-not-inc
Married-civ-spouse,,
,Some-college,
Divorced,,Private
,Bachelors,
,,
,,Private
,,Local-gov
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,HS-grad,Self-emp-not-inc
Married-civ-spouse,HS-grad,Private
,HS-grad,Private
,Assoc-acdm,Private
Married-civ-spouse,,Private
,,
Married-civ-spouse,,Private
Married-civ-spouse,,Private
Married-civ-spouse,Bachelors,Private
,,Private
,,Local-gov
,,
Married-civ-spouse,HS-grad,
,,State-gov
,11th,
,Some-college,Self-emp-not-inc
,Bachelors,Private
Never-married,Bachelors,Private
Married-civ-spouse,,Private
,,State-gov
Separated,Bachelors,
Divorced,,
,HS-grad,Self-emp-not-inc
Married-civ-spouse,Some-college,Local-gov
Married-civ-spouse,Some-college,
Married-civ-spouse,,Private
,HS-grad,
,Bachelors,
,Some-college,Private
,,Private
Married-civ-spouse,,Federal-gov
Never-married,Bachelors,
Married-spouse-absent,,
,,
Never-married,,Private
,Bachelors,
Married-civ-spouse,10th,
,HS-grad,
,,Private
Married-civ-spouse,,Self-emp-inc
Married-civ-spouse,9th,
,,Private
Married-civ-spouse,,Self-emp-not-inc
,HS-grad,Local-gov
,Bachelors,
,,
Married-civ-spouse,Bachelors,Private
Married-civ-spouse,Assoc-voc,
,,Self-emp-inc
Married-civ-spouse,Bachelors,Private
Never-married,Bachelors,State-gov
,,Private
Divorced,,Private
Married-civ-spouse,Assoc-voc,Self-emp-inc
,Some-college,
Married-civ-spouse,,Private
Married-civ-spouse,,
,Bachelors,Private
,,Private
Divorced,,Federal-gov
Married-civ-spouse,,
Married-civ-spouse,,Private
,,Private
Never-married,Assoc-voc,Private
Married-civ-spouse,,Private
,,Federal-gov
,Some-college,Self-emp-not-inc
,,Private
Never-married,,
Never-married,,
,Assoc-voc,Private
Married-civ-spouse,,
Married-civ-spouse,,Self-emp-not-inc
Married-civ-spouse,,
Married-civ-spouse,HS-grad,
,,Private
Never-married,Some-college,Private
,,Private
,,
Never-married,Bachelors,Private
,,
Married-civ-spouse,Masters,
,Some-college,Self-emp-inc
,HS-grad,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,HS-grad,
,HS-grad,Private
,Some-college,
Married-civ-spouse,,Private
Married-civ-spouse,HS-grad,
,,Private
Married-civ-spouse,,
Married-civ-spouse,Masters,
Never-married,,
Never-married,,Private
,,
,,Private
,Bachelors,Private
,Assoc-acdm,
Married-civ-spouse,Bachelors,
Divorced,,Private
Married-civ-spouse,,Private
Married-civ-spouse,Prof-school,
Divorced,HS-grad,
Divorced,HS-grad,
,,Private
,Masters,Private
,,
Married-civ-spouse,HS-grad,
,Assoc-voc,
Married-civ-spouse,HS-grad,State-gov
Never-married,,Private
,11th,
Divorced,Bachelors,Private
Married-civ-spouse,,Private
,HS-grad,
,,
Never-married,Some-college,
,,
,,State-gov
Never-married,,Local-gov
Divorced,,
Married-civ-spouse,,
Married-civ-spouse,,
Married-civ-spouse,,Private
,Some-college,Private
,,Local-gov
,,
,,
,,
,HS-grad,Private
Married-civ-spouse,HS-grad,Federal-gov
,,
,,Private
,Bachelors,Private
,,Private
Married-civ-spouse,Masters,
,,Local-gov
Married-civ-spouse,Bachelors,Private
,HS-grad,Private
,Some-college,
,,
,Some-college,Private
,Doctorate,
Never-married,Some-college,Private
,,
,Bachelors,Private
,,
,,Self-emp-not-inc
,,Private
,Some-college,Private
,,
,,Private
Never-married,HS-grad,Private
,Bachelors,
Married-civ-spouse,,
,HS-grad,
,Prof-school,
,,
,HS-grad,
,Bachelors,Private
,HS-grad,Private
Separated,,
Never-married,Some-college,
Never-married,,
,HS-grad,
Never-married,HS-grad,Private
,Some-college,
,Masters,Private
Separated,HS-grad,Private
Widowed,HS-grad,
Married-civ-spouse,HS-grad,
Never-married,Some-college,Local-gov
,,Private
Married-civ-spouse,,
,,Private
Married-civ-spouse,,Private
Never-married,HS-grad,Private
,,
Married-civ-spouse,,Self-emp-not-inc
,HS-grad,
Divorced,HS-grad,Federal-gov
Never-married,Some-college,Self-emp-not-inc
Married-civ-spouse,HS-grad,Private
Never-married,Bachelors,
Married-civ-spouse,,Private
Married-civ-spouse,Bachelors,Federal-gov
Separated,,State-gov
,HS-grad,Private
,,
Widowed,,
,,
,,
Married-civ-spouse,,Private
Married-civ-spouse,Some-college,
Married-civ-spouse,,
,Bachelors,Local-gov
,Bachelors,
,Some-college,
Never-married,,Private
,,
,,Private
Married-civ-spouse,,
,,Private
Married-civ-spouse,,Private
Married-civ-spouse,,Private
,,
Never-married,,
Divorced,Assoc-acdm,
Never-married,,
Married-civ-spouse,HS-grad,
Married-civ-spouse,Some-college,
Married-civ-spouse,Bachelors,
,10th,Private
Never-married,,Private
,,
,1st-4th,
,HS-grad,Private
,,
Married-civ-spouse,HS-grad,
Married-civ-spouse,5th-6th,Private
,,Private
Married-civ-spouse,,Private
,Some-college,
Married-civ-spouse,HS-grad,Private
Never-married,,Federal-gov
Never-married,,
Married-civ-spouse,Some-college,Self-emp-inc
,,Self-emp-not-inc
,,
Married-civ-spouse,Bachelors,Private
,Assoc-voc,
,,Private
,,Private
Married-civ-spouse,,
Married-civ-spouse,,Federal-gov
,,
Divorced,HS-grad,Private
,Some-college,
,,
,Doctorate,Private
,,State-gov
,,Private
,,Local-gov
,,Private
,HS-grad,
Married-civ-spouse,,Private
Married-civ-spouse,,
,,
,,
,HS-grad,Private
,11th,Private
Never-married,HS-grad,
Never-married,Some-college,
Never-married,HS-grad,Private
Married-civ-spouse,Prof-school,Private
Married-civ-spouse,,
Never-married,,Private
,Bachelors,
,HS-grad,
,Bachelors,
,Some-college,State-gov
,Prof-school,
,,Private
,Some-college,Private
Never-married,HS-grad,State-gov
,HS-grad,
,,Private
Married-civ-spouse,Bachelors,Self-emp-inc
Married-civ-spouse,Bachelors,Private
,Some-college,
,Bachelors,
,HS-grad,Private
,,Private
,5th-6th,
Married-civ-spouse,,Self-emp-not-inc
,10th,
,Bachelors,Private
Never-married,HS-grad,Private
Never-married,,Private
,HS-grad,
,HS-grad,Private
Never-married,HS-grad,Private
Divorced,,Private
Never-married,,
,,Self-emp-inc
,HS-grad,Private
,Some-college,
,,
Never-married,,Private
Never-married,,Private
Never-married,Masters,
Married-civ-spouse,Bachelors,
,,
Divorced,,
Married-civ-spouse,HS-grad,Self-emp-not-inc
,HS-grad,Private
,Masters,
,Bachelors,Private
,Some-college,Private
Never-married,Bachelors,
,Bachelors,Local-gov
,Some-college,Private
,,Self-emp-not-inc
,,Private
,HS-grad,Private
,,Self-emp-not-inc
Never-married,11th,
Never-married,Bachelors,
Married-civ-spouse,7th-8th,
Divorced,HS-grad,Private
Never-married,,
,,Private
Never-married,10th,Private
Married-civ-spouse,,
,,
,,Private
,,
Never-married,,Private
Married-civ-spouse,Assoc-acdm,
,HS-grad,Private
Married-civ-spouse,HS-grad,Private
Married-civ-spouse,,
,,Private
Married-civ-spouse,,
Divorced,,Private
,HS-grad,
Widowed,,Private
,HS-grad,
Married-civ-spouse,Bachelors,Private
,Some-college,
,10th,
,,State-gov
Never-married,,Private
,,
Married-civ-spouse,,
Never-married,,
Married-civ-spouse,,Private
Never-married,Assoc-acdm,
Divorced,11th,Private
,,
,11th,
Married-civ-spouse,,Self-emp-inc
,,
Never-married,HS-grad,Private
Married-civ-spouse,HS-grad,
Married-civ-spouse,,
Divorced,HS-grad,
Divorced,Assoc-voc,
,Some-college,
,,Self-emp-inc
,Bachelors,
,,Federal-gov
Divorced,,
Married-civ-spouse,,Private
,,Self-emp-inc
Married-civ-spouse,HS-grad,Private
Divorced,,
,,
