age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,Private,249977,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,,Male,0,0,,United-States,<=50K
,Private,286730,Some-college,,Divorced,Craft-repair,Unmarried,White,Female,0,0,,,<=50K
28,,212563,Some-college,10,Divorced,Machine-op-inspct,Unmarried,,Female,0,0,25,United-States,
34,Local-gov,226296,Bachelors,13,,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
29,Local-gov,,Some-college,,Never-married,Handlers-cleaners,Not-in-family,,,,0,,,
48,,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,,White,Male,0,,60,United-States,>50K
37,Private,202683,Some-college,,,,Husband,,Male,,0,,,
48,Private,,,,Divorced,,,White,,0,0,40,England,<=50K
,Federal-gov,,,9,Never-married,Other-service,Own-child,Black,,0,0,40,United-States,<=50K
76,Private,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,
,Private,198282,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0,60,United-States,>50K
47,,,Masters,,Never-married,,Not-in-family,White,,0,,50,United-States,<=50K
,Private,,Some-college,10,,Tech-support,Own-child,White,,,0,40,United-States,
29,Private,103432,HS-grad,,Never-married,Craft-repair,,,Male,0,0,40,,
32,,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,,0,40,United-States,>50K
30,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,,,,,,<=50K
31,,,HS-grad,9,Never-married,,Not-in-family,White,,0,0,40,United-States,
42,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,,White,Male,0,,40,United-States,<=50K
24,,432376,,13,Never-married,Sales,Other-relative,White,Male,,0,,,<=50K
38,Private,,,15,Married-civ-spouse,Prof-specialty,Husband,White,,,0,40,United-States,>50K
56,,335605,HS-grad,9,Married-civ-spouse,,Husband,White,,,,,Canada,
28,Private,377869,Some-college,,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,<=50K
,Private,102864,HS-grad,9,,Machine-op-inspct,,White,Female,,,,United-States,
53,Private,95647,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,,,United-States,<=50K
56,Self-emp-inc,,Some-college,,Married-civ-spouse,Sales,,White,Male,0,,50,United-States,<=50K
49,Local-gov,,,11,Married-civ-spouse,Craft-repair,Husband,Black,,0,,40,United-States,>50K
,,247552,Some-college,10,Married-civ-spouse,Sales,Husband,,,0,0,56,United-States,<=50K
,Private,102632,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,,0,41,United-States,<=50K
21,Private,,Some-college,10,Never-married,,,White,Female,0,0,40,,
,,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,,White,Male,,,,United-States,
,Private,77143,Bachelors,,Never-married,Exec-managerial,Own-child,Black,Male,,0,40,Germany,<=50K
29,State-gov,267989,Bachelors,13,,Prof-specialty,Husband,White,,0,0,50,,>50K
,Private,,Some-college,10,Never-married,Other-service,,,,0,0,,United-States,<=50K
,Private,,Bachelors,13,,Exec-managerial,Wife,,,0,0,40,United-States,
20,Private,,Some-college,,Never-married,,,,Female,0,1719,28,United-States,<=50K
,Private,114937,Assoc-acdm,,Married-civ-spouse,Adm-clerical,,White,Male,0,,40,United-States,>50K
39,,365739,,10,,Craft-repair,Not-in-family,,Male,,0,,United-States,<=50K
28,Private,,Assoc-acdm,12,,Sales,Not-in-family,White,Female,0,,60,United-States,<=50K
24,Private,,HS-grad,,Never-married,,Not-in-family,White,Female,0,1762,40,,
38,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,,4386,0,35,United-States,<=50K
37,Private,254202,,13,Married-civ-spouse,Sales,Husband,White,Male,0,,,United-States,
,,,Assoc-acdm,12,,Tech-support,Not-in-family,,,,0,36,United-States,<=50K
38,,125933,Masters,14,Married-civ-spouse,,Husband,,Male,0,0,40,Iran,
43,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,Craft-repair,,White,Male,,0,60,United-States,<=50K
27,Private,163127,Assoc-voc,11,Married-civ-spouse,Adm-clerical,,White,,0,,,United-States,<=50K
20,Private,,Some-college,10,Never-married,,Own-child,White,Male,0,0,,,<=50K
49,Private,81973,Some-college,,Married-civ-spouse,Craft-repair,Husband,,Male,0,0,,,>50K
61,Self-emp-inc,,HS-grad,9,Married-civ-spouse,,Husband,White,,,0,40,United-States,
27,,232782,,,Never-married,,Own-child,,Female,0,0,40,,<=50K
19,Private,,Some-college,,,Other-service,Own-child,White,,0,,30,,<=50K
45,,,,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,,40,,>50K
,Private,105376,,10,Never-married,,Other-relative,,,0,0,40,United-States,
31,Private,185814,HS-grad,9,,Transport-moving,Unmarried,Black,Female,0,0,30,,<=50K
22,Private,,Some-college,,,,Husband,,,,0,,United-States,<=50K
36,,,,,,Other-service,Unmarried,White,,0,0,24,United-States,<=50K
64,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,,2179,40,United-States,<=50K
47,Local-gov,186009,,10,Divorced,Adm-clerical,Unmarried,White,,,,38,Mexico,<=50K
,,198183,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,0,,40,United-States,
33,,163003,Bachelors,13,,Exec-managerial,Other-relative,Asian-Pac-Islander,,0,0,,Philippines,<=50K
21,Private,296158,HS-grad,9,,Craft-repair,Own-child,,Male,0,,,United-States,<=50K
48,,187715,HS-grad,9,,Craft-repair,Husband,White,,0,0,46,United-States,<=50K
23,,214542,,,Never-married,Handlers-cleaners,Not-in-family,White,Male,,,,United-States,<=50K
,Self-emp-not-inc,,Some-college,,,,Unmarried,,,0,1816,2,United-States,<=50K
29,Private,191535,,9,Divorced,Craft-repair,Not-in-family,,,0,,60,United-States,<=50K
42,Private,,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,,,<=50K
25,Private,252752,HS-grad,9,Never-married,,Unmarried,White,Female,0,0,,United-States,
44,Self-emp-inc,,,14,Divorced,Exec-managerial,,Asian-Pac-Islander,,,0,40,United-States,
28,,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,,0,0,,,<=50K
45,,201080,,14,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,>50K
36,Private,,Some-college,10,,Other-service,Unmarried,,Female,0,0,40,Mexico,
39,Federal-gov,235485,,,Never-married,Exec-managerial,Not-in-family,White,Male,,0,42,United-States,<=50K
46,State-gov,102628,Masters,14,,,Unmarried,White,Male,0,0,,United-States,
18,Private,,11th,7,Never-married,,Own-child,White,Male,,0,16,,
66,Local-gov,54826,Assoc-voc,11,,,,,Female,0,,20,United-States,<=50K
27,Private,,,9,Never-married,Other-service,Not-in-family,,,,1980,40,United-States,<=50K
28,State-gov,175325,HS-grad,9,Married-civ-spouse,Protective-serv,,White,Male,0,0,,United-States,<=50K
51,Private,,Some-college,10,Married-civ-spouse,Sales,Husband,,Male,0,1977,40,,>50K
27,,,Bachelors,,,Craft-repair,Not-in-family,White,Male,0,0,,United-States,<=50K
28,State-gov,149624,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,,
27,,253814,HS-grad,9,Married-spouse-absent,Sales,,White,Female,,0,,,<=50K
21,Private,312956,,9,Never-married,Craft-repair,Own-child,Black,Male,,,,United-States,<=50K
34,,483777,HS-grad,,Never-married,Handlers-cleaners,Not-in-family,Black,,0,0,40,United-States,
,Private,183930,HS-grad,9,Never-married,,,White,,0,0,12,,<=50K
,Private,37274,Bachelors,13,,Prof-specialty,,White,Male,0,,,United-States,<=50K
44,Local-gov,,Some-college,10,,,,,Male,0,,38,United-States,>50K
43,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,,0,,,United-States,<=50K
,,633742,,10,Never-married,Craft-repair,Not-in-family,Black,Male,,0,45,,<=50K
,,286370,,4,Married-civ-spouse,,,White,Male,0,,40,,>50K
37,Federal-gov,,,,,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
34,Private,304030,,9,Married-civ-spouse,Adm-clerical,,Black,Male,,0,,United-States,<=50K
,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,,Female,0,0,40,United-States,
,Private,99928,Masters,,,Prof-specialty,,,,,0,,United-States,<=50K
58,State-gov,109567,,16,,Prof-specialty,Husband,,,,0,1,United-States,>50K
38,,,Some-college,,,Machine-op-inspct,Not-in-family,Black,,0,0,28,,
24,Private,,,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,,40,United-States,<=50K
41,Local-gov,,Bachelors,,Married-civ-spouse,Craft-repair,Husband,,Male,,0,40,,<=50K
47,Private,,,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
41,Federal-gov,130760,,13,Married-civ-spouse,Tech-support,Husband,,Male,0,0,,,<=50K
23,Private,197387,5th-6th,3,Married-civ-spouse,,,White,,,0,,,<=50K
36,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,,,0,0,40,,<=50K
40,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,14084,,55,United-States,>50K
35,Private,,,,Married-civ-spouse,,,White,,7298,0,40,United-States,
24,Self-emp-not-inc,32921,,9,,Sales,Not-in-family,White,,0,,40,,<=50K
,Private,397317,,14,Never-married,,,,Female,0,1876,40,United-States,<=50K
,Private,259323,Bachelors,13,,Exec-managerial,Husband,White,,0,,50,,
,Local-gov,254817,Some-college,,,Prof-specialty,Not-in-family,White,,0,1340,40,United-States,<=50K
37,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,,0,35,United-States,<=50K
18,Private,140164,11th,7,,Sales,Own-child,White,Female,0,0,40,,<=50K
,Private,128757,Bachelors,,,Other-service,Husband,Black,Male,7298,0,36,United-States,
35,Private,,HS-grad,,Divorced,,Not-in-family,White,,0,0,60,United-States,<=50K
58,Self-emp-inc,210563,,9,Married-civ-spouse,Sales,Wife,,Female,15024,0,35,United-States,>50K
17,,65368,11th,,,Sales,,,Female,,0,12,United-States,<=50K
,Local-gov,160943,,9,,Transport-moving,Husband,,Male,0,,,,<=50K
37,Private,208358,,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,
35,,,Some-college,10,,,Not-in-family,,,0,0,40,United-States,<=50K
,,85815,HS-grad,,Married-civ-spouse,Craft-repair,,,Male,0,0,40,,<=50K
54,Self-emp-inc,125417,7th-8th,4,Married-civ-spouse,,Husband,,Male,,,40,United-States,
37,,635913,Bachelors,13,Never-married,,,Black,Male,,0,60,,
50,,,Assoc-acdm,12,,,,White,Female,,0,,,<=50K
,Private,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,,0,50,,<=50K
45,Private,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0,55,United-States,<=50K
,,255004,10th,6,Never-married,,Not-in-family,,,0,,40,United-States,
,Private,197860,,10,,Handlers-cleaners,Husband,White,Male,0,,,United-States,
,Private,51744,,9,Never-married,Other-service,Not-in-family,,Male,0,2206,40,United-States,<=50K
,,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,,0,20,,<=50K
53,Local-gov,140359,,,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K
,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,,<=50K
66,,167687,HS-grad,,Married-civ-spouse,Farming-fishing,,,Male,1409,0,50,,<=50K
,,,,11,,,,White,Female,0,0,20,Columbia,<=50K
65,Private,176796,HS-grad,,Divorced,,Not-in-family,,Female,,0,,United-States,<=50K
35,,538583,11th,,Separated,Transport-moving,,Black,,3674,,,United-States,
41,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,,Female,0,0,38,United-States,<=50K
,,159732,,,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,
33,,,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,,0,40,United-States,<=50K
28,Private,,,15,Never-married,Prof-specialty,Not-in-family,White,,0,,,United-States,
59,,268700,HS-grad,9,,,Husband,White,Male,,0,40,,<=50K
40,State-gov,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,,United-States,
,,180138,Bachelors,13,,,,,Male,0,0,50,,>50K
,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,,Male,0,0,70,United-States,>50K
23,Private,115458,HS-grad,9,,Transport-moving,,White,,0,0,40,,
40,Private,347890,Bachelors,,Married-civ-spouse,,Husband,,Male,,0,40,,>50K
41,,196001,HS-grad,,Married-civ-spouse,,,White,Female,,,,,<=50K
24,State-gov,273905,,12,Married-civ-spouse,Protective-serv,Husband,White,,,,50,,
38,Private,,Some-college,10,,Craft-repair,Not-in-family,White,,,1741,,,<=50K
58,Private,236596,HS-grad,9,,,Husband,White,Male,0,0,45,United-States,>50K
32,Private,183916,,9,Never-married,,,White,Female,0,0,34,United-States,<=50K
40,Private,,Assoc-acdm,12,Married-civ-spouse,,,White,Male,0,1977,60,United-States,>50K
41,Private,112763,,15,Married-civ-spouse,,Wife,White,Female,0,0,,United-States,
42,,390781,Bachelors,13,,Adm-clerical,,Black,,0,,40,United-States,<=50K
59,Local-gov,171328,10th,6,Widowed,Other-service,Unmarried,Black,,0,,30,,
,,27382,Some-college,,,,Own-child,White,Male,0,,,,<=50K
,Private,259014,Some-college,,Never-married,Transport-moving,Not-in-family,White,Male,0,0,,United-States,<=50K
42,,303044,,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,,,Cambodia,>50K
20,Private,117789,HS-grad,9,,,Own-child,,Female,0,0,40,United-States,
32,Private,172579,,9,Separated,,Not-in-family,White,,0,,30,United-States,
,Private,187666,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,,,0,45,United-States,<=50K
50,Private,204518,,4,,,Not-in-family,White,,0,0,40,United-States,<=50K
36,,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,,,0,0,40,United-States,
45,Private,98092,HS-grad,9,Married-civ-spouse,,,White,Male,,0,60,,<=50K
,Private,245918,11th,,,Other-service,Own-child,White,Male,0,0,12,,<=50K
59,Private,,Some-college,,,,Husband,White,Male,4064,0,,,
26,Private,378322,11th,,Married-civ-spouse,Craft-repair,Husband,,Male,0,0,40,,
37,,257295,,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,,0,0,75,Thailand,
64,Private,21174,HS-grad,,,Exec-managerial,,,Male,,0,40,,>50K
,Private,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,,0,0,,,<=50K
33,Private,222205,,,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,>50K
61,,69867,,,,,,White,Male,,0,,United-States,
17,Private,191260,,,,Other-service,Own-child,White,Male,,0,24,United-States,<=50K
,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,,,Male,2407,0,98,,
,Local-gov,,,,,,,White,Male,0,,35,United-States,<=50K
,,70377,,9,Divorced,Prof-specialty,,White,,0,,,,<=50K
43,,477983,HS-grad,,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,,<=50K
,,170924,Some-college,10,,Craft-repair,Husband,White,,,,40,United-States,>50K
,Private,,Some-college,10,,,,White,,0,0,,United-States,
25,,,,,Never-married,Tech-support,Own-child,White,,0,,40,United-States,<=50K
,Private,279472,,,Married-civ-spouse,Machine-op-inspct,Wife,,,7298,0,,,
22,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,,0,0,15,Germany,
,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,,,Male,5178,0,40,United-States,
34,,175413,,12,Divorced,,,,,0,0,,United-States,<=50K
60,Private,,Bachelors,,Divorced,Prof-specialty,Not-in-family,,Female,0,0,,,<=50K
21,Private,205759,HS-grad,,,Handlers-cleaners,Own-child,White,,0,0,40,United-States,<=50K
,,425161,Masters,,,Sales,,White,Male,,,,United-States,>50K
,Private,220531,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,,
,,,Some-college,,Divorced,,,,Male,0,0,45,,
25,Private,,,,Never-married,,Not-in-family,,Female,,,40,United-States,
50,Private,,7th-8th,4,Married-civ-spouse,Craft-repair,,White,Male,0,0,40,Ecuador,<=50K
36,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,,0,0,,,<=50K
31,Private,127595,HS-grad,9,,,Not-in-family,,Female,0,,,United-States,<=50K
29,Local-gov,220419,,13,,Protective-serv,Not-in-family,White,,0,,,United-States,<=50K
21,Private,,Some-college,10,Never-married,Sales,,White,Male,,0,45,United-States,<=50K
27,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,,0,0,40,United-States,
,Private,111095,,,Married-civ-spouse,,Husband,,Male,,0,16,United-States,
37,Self-emp-inc,,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,,,<=50K
,,278130,HS-grad,,Never-married,,Own-child,,Male,0,0,40,United-States,
,Private,169469,HS-grad,,Divorced,Sales,Not-in-family,White,,,0,80,United-States,<=50K
48,Private,146268,Bachelors,13,,,Husband,White,Male,7688,0,40,United-States,>50K
,,,,,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,,0,0,25,,
31,Private,217460,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,0,,45,,>50K
55,Private,238638,HS-grad,9,,Sales,,White,Male,4386,0,40,United-States,>50K
,Private,303296,,,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,,,
43,Private,173321,HS-grad,,Divorced,,Not-in-family,,Female,0,,,United-States,<=50K
26,,193945,,12,Never-married,Tech-support,,White,Male,0,0,45,United-States,<=50K
46,Private,83082,,12,Never-married,,Not-in-family,White,Female,,0,33,United-States,<=50K
35,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,,,United-States,>50K
41,Self-emp-inc,,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,,,United-States,>50K
26,Private,59306,,,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,,,14,,Exec-managerial,,Asian-Pac-Islander,Male,7298,,35,,>50K
,Self-emp-not-inc,205607,Bachelors,,Divorced,Prof-specialty,Not-in-family,Black,Female,,,,United-States,>50K
22,Private,,Some-college,10,,Sales,Own-child,White,Male,0,,15,United-States,
24,Private,191954,Some-college,,,Machine-op-inspct,Not-in-family,White,,,,40,,
77,Self-emp-not-inc,138714,Some-college,10,Married-civ-spouse,Sales,,White,Male,0,,40,United-States,<=50K
22,Private,,,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,,,<=50K
29,Private,,,10,Never-married,Tech-support,,,,0,0,,United-States,<=50K
62,Private,159841,HS-grad,9,Widowed,,,White,Female,,,24,United-States,<=50K
39,,174308,,9,Married-civ-spouse,Exec-managerial,Husband,White,,,0,,,<=50K
43,Private,50356,Some-college,,Married-civ-spouse,Craft-repair,Husband,,Male,0,1485,50,,<=50K
35,,186110,,9,Divorced,Transport-moving,,White,Male,,0,,United-States,<=50K
29,Private,,11th,7,Never-married,Exec-managerial,,White,,0,0,40,,<=50K
76,Self-emp-not-inc,174309,,,,,,White,Male,,0,10,United-States,
63,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,187728,,,Married-civ-spouse,Prof-specialty,Wife,,,0,1887,50,United-States,>50K
,,321171,HS-grad,,Married-civ-spouse,,,White,Male,0,0,40,United-States,<=50K
66,Private,127921,HS-grad,9,Never-married,,Not-in-family,,Male,,0,,United-States,<=50K
41,Private,206565,Some-college,,Never-married,,Not-in-family,Black,,0,,45,United-States,<=50K
26,,224563,Bachelors,13,Never-married,Adm-clerical,,,,0,0,,United-States,
,Private,178686,,11,,,Not-in-family,,Male,0,0,40,,<=50K
55,Local-gov,98545,10th,6,Married-civ-spouse,Adm-clerical,Husband,,Male,,0,40,United-States,
53,,242606,,,,Transport-moving,Husband,White,Male,0,0,,,<=50K
,,,5th-6th,3,Never-married,Other-service,Other-relative,,Male,0,,48,,<=50K
30,,,HS-grad,,Never-married,,Other-relative,White,Male,,,,United-States,
