age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,,101509,,,,,,White,,,,,,
,Private,309974,Bachelors,,,,,,Female,0,,40,United-States,<=50K
29,,,Bachelors,,Married-civ-spouse,,Husband,White,,,,70,,
,Private,211678,,10,,Machine-op-inspct,Not-in-family,,,,,40,,
,,124744,,10,Married-civ-spouse,,Other-relative,,,,,20,,
,Private,,,,Never-married,Other-service,Own-child,,,0,0,40,,
40,,32214,Assoc-acdm,12,,Adm-clerical,,,Male,,0,40,,<=50K
18,,,,,Never-married,,Own-child,White,,0,0,,,<=50K
31,,125927,7th-8th,,,Farming-fishing,Husband,White,,0,,40,,<=50K
18,,446839,,9,,Sales,,White,Male,0,0,,,
52,,276515,Bachelors,,,Other-service,Husband,White,,,0,,,
46,Private,,HS-grad,,,,,White,,0,,40,United-States,
,,,HS-grad,9,Married-civ-spouse,,Husband,,Male,,,,,
44,Private,343591,,,Divorced,Craft-repair,,White,,14344,0,,,>50K
,,,,,Divorced,,,White,Female,0,0,,,
,Local-gov,268234,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,,,40,,>50K
33,,,,14,,Prof-specialty,,,,0,,50,,
,Private,54334,,5,Never-married,Sales,,,,,,40,United-States,<=50K
43,,,Doctorate,16,,Prof-specialty,,,Female,,,50,,
57,Private,249977,Assoc-voc,11,,Prof-specialty,Husband,,Male,0,0,40,United-States,<=50K
37,,286730,Some-college,,Divorced,,Unmarried,White,,,,40,United-States,<=50K
28,Private,212563,Some-college,,Divorced,Machine-op-inspct,,,Female,,,,United-States,
34,Local-gov,,Bachelors,,,,Husband,White,,,,40,United-States,>50K
,,,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,,,0,0,,United-States,<=50K
,Self-emp-not-inc,,Doctorate,,Married-civ-spouse,,Husband,,,0,1902,60,,>50K
,,,Some-college,10,Married-civ-spouse,Sales,Husband,,,,,48,United-States,>50K
,Private,171095,,,Divorced,,,White,Female,,,,England,
32,,,HS-grad,9,,Other-service,Own-child,,,,,,United-States,
76,Private,,,14,,Exec-managerial,,,,,,40,United-States,
,Private,198282,Bachelors,13,,Exec-managerial,Husband,,,15024,0,60,,
,Self-emp-not-inc,149116,,14,Never-married,Prof-specialty,,White,Female,0,0,,,<=50K
,,,Some-college,,Never-married,Tech-support,Own-child,White,,0,,,United-States,
29,Private,,,,Never-married,Craft-repair,Not-in-family,,Male,0,,,,
,Self-emp-inc,317660,HS-grad,9,,Craft-repair,,White,Male,7688,,40,United-States,
,Private,,,,,Handlers-cleaners,Own-child,,,,0,,United-States,
,,189265,HS-grad,,,Adm-clerical,,,Female,0,0,40,,
42,,,,9,,,,,,0,0,,United-States,<=50K
24,Private,,,,Never-married,,,White,Male,,0,,United-States,<=50K
,,65324,Prof-school,15,,,Husband,White,,0,,40,United-States,>50K
,,,,9,Married-civ-spouse,,Husband,White,Male,,,,Canada,
,Private,,Some-college,,Married-civ-spouse,,Wife,White,Female,4064,0,25,,<=50K
36,Private,102864,,9,Never-married,Machine-op-inspct,,White,,0,0,40,,
53,,95647,,,Married-civ-spouse,Handlers-cleaners,,,Male,,0,,United-States,<=50K
56,,303090,,10,,Sales,,White,,,,50,,
,,,Assoc-voc,11,,,,,,0,,40,,>50K
,,247552,Some-college,,Married-civ-spouse,Sales,,White,,,0,,United-States,
22,Private,102632,HS-grad,9,Never-married,,Not-in-family,,,,,,United-States,
21,Private,,,,Never-married,Other-service,Own-child,White,Female,0,0,40,,<=50K
,Private,118853,Bachelors,13,,Exec-managerial,,White,,0,,60,United-States,<=50K
,,77143,Bachelors,,Never-married,Exec-managerial,,Black,,,,,Germany,<=50K
,State-gov,,Bachelors,13,Married-civ-spouse,Prof-specialty,,White,,,0,,,>50K
19,,301606,,10,Never-married,,Own-child,Black,Male,,,35,,<=50K
47,,,,,,,,White,,0,0,40,United-States,>50K
20,Private,111697,Some-college,10,Never-married,Adm-clerical,,White,Female,,1719,,,
,,114937,Assoc-acdm,12,Married-civ-spouse,,,White,Male,0,,40,,
39,Private,,Some-college,,Divorced,,,,,0,,,,<=50K
,,69621,Assoc-acdm,12,Never-married,Sales,,,,,,,United-States,<=50K
,Private,,HS-grad,9,,Other-service,Not-in-family,White,,,,40,United-States,
38,Self-emp-not-inc,120985,,9,Married-civ-spouse,Craft-repair,Husband,White,Male,,,35,,
,,254202,,,,,,White,,0,0,50,United-States,<=50K
,Private,146195,Assoc-acdm,12,Divorced,Tech-support,,Black,Female,0,0,36,United-States,
,,125933,Masters,,Married-civ-spouse,Prof-specialty,,,,0,0,40,Iran,>50K
43,Self-emp-not-inc,,,,,,Husband,White,,,0,,,<=50K
27,Private,163127,Assoc-voc,11,,Adm-clerical,,,,0,,,,<=50K
20,,,,10,,,,,Male,0,,,,<=50K
,,81973,,,Married-civ-spouse,,Husband,,Male,0,,,United-States,
61,,66614,HS-grad,9,,,,White,Male,,0,,,<=50K
,,,,,,,Own-child,,Female,,,40,United-States,
,,,,10,,Other-service,,,,0,0,30,Mexico,
,,,,,,Prof-specialty,Not-in-family,,Female,,1564,40,,
70,Private,,Some-college,,Never-married,Tech-support,,White,,,,,United-States,<=50K
31,,,,,Never-married,Transport-moving,,,,0,,,United-States,
22,Private,175374,Some-college,10,,Other-service,Husband,White,,,,24,United-States,<=50K
,,108293,,9,,,,,,0,,,,<=50K
64,,,11th,7,Married-civ-spouse,,Husband,,Male,,,,United-States,<=50K
,,186009,,10,,Adm-clerical,,,,0,0,,,<=50K
34,,198183,,9,,Adm-clerical,Not-in-family,,,,0,,United-States,
,Private,163003,,13,Never-married,Exec-managerial,,,,0,0,40,Philippines,
21,,296158,,,,Craft-repair,Own-child,,,,,,United-States,
48,Private,187715,,9,,Craft-repair,Husband,White,,0,,46,,
,,,,13,Never-married,Handlers-cleaners,Not-in-family,White,,0,0,40,,
,Self-emp-not-inc,,Some-college,,,,Unmarried,Black,,0,,,United-States,
,Private,191535,,9,,,Not-in-family,,Male,0,0,60,,<=50K
42,,228456,,,Separated,,,,Male,,,,United-States,<=50K
25,,252752,HS-grad,,Never-married,,Unmarried,White,,,0,40,United-States,
,Self-emp-inc,,,,,Exec-managerial,Unmarried,,Female,,,,United-States,<=50K
28,,,,9,Never-married,Exec-managerial,,Asian-Pac-Islander,,,,,England,<=50K
45,,201080,,14,Married-civ-spouse,Sales,,White,Male,,0,,,>50K
,Private,207157,Some-college,,Divorced,Other-service,Unmarried,White,,,,40,Mexico,<=50K
39,,235485,Assoc-acdm,,Never-married,,,White,Male,,0,,,<=50K
,,102628,Masters,,Widowed,Protective-serv,,,Male,0,0,,United-States,<=50K
,Private,25828,,,Never-married,Handlers-cleaners,Own-child,,,0,0,16,United-States,<=50K
,Local-gov,,Assoc-voc,11,,,Not-in-family,White,Female,,,,United-States,
27,,124953,HS-grad,,,Other-service,,,Male,0,1980,,United-States,<=50K
,State-gov,,,,,,Husband,White,Male,,0,40,United-States,<=50K
,,,Some-college,,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
27,,,,,,Craft-repair,Not-in-family,,,,0,,,
,State-gov,149624,Bachelors,,Married-civ-spouse,,Husband,,,0,0,,,
27,Private,,,9,,,Unmarried,White,,0,,,,
,,312956,,,,Craft-repair,,,,0,0,40,,
,,483777,,9,,Handlers-cleaners,,,,0,0,,,<=50K
,,,,9,,Other-service,,,,,,12,United-States,<=50K
33,,37274,,13,Married-civ-spouse,Prof-specialty,Husband,White,,0,0,65,United-States,
44,,,Some-college,10,Married-civ-spouse,,,,,0,0,38,United-States,
,,,,,,,Not-in-family,,,,,,United-States,
,,633742,Some-college,,Never-married,Craft-repair,,Black,,0,0,45,,<=50K
,Private,,7th-8th,,,Machine-op-inspct,,White,,0,,40,,
37,,29054,,10,Married-civ-spouse,,,,Male,,,,United-States,>50K
,,,HS-grad,,,Adm-clerical,,Black,Male,,0,40,United-States,<=50K
,,,,13,,,,,,0,0,40,,<=50K
31,Private,99928,Masters,14,,,,,Female,0,0,,United-States,
58,State-gov,,,16,Married-civ-spouse,,Husband,White,Male,,0,1,,>50K
,,155222,,10,Divorced,Machine-op-inspct,,Black,,0,0,28,,
,Private,159567,Some-college,,,,Husband,White,Male,0,,,,<=50K
41,Local-gov,,,13,Married-civ-spouse,Craft-repair,Husband,,Male,,,40,,<=50K
,,120939,,,,Tech-support,Husband,,Male,0,0,,,<=50K
41,,,Bachelors,13,,Tech-support,Husband,White,Male,,,24,,<=50K
,Private,197387,5th-6th,3,Married-civ-spouse,,Other-relative,White,,,,,Mexico,
36,Private,99374,Some-college,10,,,Not-in-family,,Male,,0,40,United-States,<=50K
40,,56795,,,,,,White,,,,,United-States,
,Private,,Masters,,Married-civ-spouse,Prof-specialty,,,,7298,,,United-States,
24,,32921,HS-grad,,Never-married,Sales,,,Male,0,,40,,<=50K
,,,,14,,,Not-in-family,,,,1876,40,United-States,<=50K
51,,259323,Bachelors,13,,Exec-managerial,,White,Male,0,,50,,
,Local-gov,,,10,Never-married,,Not-in-family,,,,1340,,,<=50K
,,48211,,,Divorced,,Unmarried,,,0,0,,United-States,
,Private,,,,Never-married,Sales,Own-child,White,Female,,,,United-States,<=50K
36,Private,128757,,13,Married-civ-spouse,Other-service,Husband,,,,0,,United-States,>50K
,Private,36270,HS-grad,,Divorced,Craft-repair,,White,Male,,,60,United-States,
58,,,,9,,,Wife,White,Female,,0,35,,
17,,,11th,,Never-married,,Own-child,,,0,,12,United-States,
,,,,9,,Transport-moving,Husband,,,,0,40,United-States,<=50K
37,Private,,HS-grad,9,Married-civ-spouse,,,,,0,,40,United-States,
35,Private,,,10,,,,Amer-Indian-Eskimo,Female,,,,United-States,<=50K
,,,,9,Married-civ-spouse,Craft-repair,,Asian-Pac-Islander,Male,,0,40,United-States,<=50K
,Self-emp-inc,125417,7th-8th,,Married-civ-spouse,,,White,,0,0,,,
37,,,Bachelors,,,Exec-managerial,Not-in-family,,Male,,,,United-States,>50K
50,,313321,,12,Divorced,,Not-in-family,,Female,,,,United-States,
38,Private,182609,Bachelors,,Married-civ-spouse,,Husband,,,,,50,,<=50K
,Private,,,,,,,,Male,,0,55,United-States,<=50K
25,Private,255004,,6,,,,White,,0,,,,
,Private,197860,Some-college,10,,Handlers-cleaners,,White,Male,,,40,United-States,<=50K
,,,,9,,Other-service,,Black,,0,2206,40,,<=50K
,,176681,,,,,Husband,Black,,,0,,United-States,<=50K
53,Local-gov,140359,,,Never-married,Machine-op-inspct,Not-in-family,,,,0,,United-States,<=50K
,,,,9,Never-married,,Own-child,White,,,0,,,
,Self-emp-not-inc,167687,,,Married-civ-spouse,Farming-fishing,Husband,,Male,,,50,,<=50K
75,,,Assoc-voc,11,,,,White,,,0,,,
65,,,HS-grad,9,Divorced,Adm-clerical,,White,,0,0,,United-States,<=50K
,Private,538583,11th,,Separated,,Not-in-family,,Male,,,40,United-States,<=50K
,,,,9,,,Unmarried,Black,,,,,United-States,
25,Private,159732,Some-college,,,,,White,,,,42,,<=50K
33,,,Some-college,,Divorced,Craft-repair,,Other,,0,0,,,
28,Private,,Prof-school,,Never-married,,,White,Male,0,0,55,,>50K
59,State-gov,268700,,9,Married-civ-spouse,,Husband,,,0,,40,,
40,,,Some-college,,,Adm-clerical,,,Female,0,0,38,United-States,
41,,,,13,,,,White,Male,,,,,>50K
,Local-gov,115076,Masters,,,Exec-managerial,Husband,White,,0,0,70,,>50K
,,,HS-grad,,,Transport-moving,,,Male,,0,,,
40,Private,347890,,,Married-civ-spouse,,Husband,White,,0,0,,United-States,
41,Self-emp-not-inc,,,9,,,Wife,White,Female,0,,20,,
24,,,Assoc-acdm,12,Married-civ-spouse,,,,,,,,,<=50K
,Private,179488,Some-college,10,Divorced,,,,,,1741,,,<=50K
,,236596,,9,,Adm-clerical,,,Male,0,,,,>50K
32,,,,9,,Other-service,Not-in-family,,Female,0,0,34,,<=50K
,Private,207578,Assoc-acdm,12,,Tech-support,,White,Male,,,60,,>50K
41,Private,112763,,15,Married-civ-spouse,Prof-specialty,,,Female,0,0,40,,>50K
42,Private,,Bachelors,,,Adm-clerical,Wife,,,0,0,40,,<=50K
,Local-gov,,10th,6,,Other-service,,,,0,,,United-States,<=50K
19,Local-gov,27382,,,,,,,Male,,0,,United-States,
,,,,,Never-married,Transport-moving,Not-in-family,White,,0,,,,<=50K
42,,,,9,Married-civ-spouse,,Husband,,Male,,0,40,,>50K
20,Private,117789,HS-grad,9,Never-married,Other-service,Own-child,,,,,,,
,Private,,HS-grad,,,,,White,Female,0,,30,United-States,<=50K
,Private,187666,,,,Exec-managerial,,,,0,,45,,
50,,204518,,4,Divorced,Craft-repair,Not-in-family,White,,0,,40,,
36,,150042,,,Divorced,Prof-specialty,Own-child,,,0,0,40,United-States,
45,Private,98092,HS-grad,,,,Husband,White,,,0,60,,<=50K
,,245918,,7,,Other-service,,White,,,0,,,
59,Private,,Some-college,,,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
26,,378322,,,Married-civ-spouse,Craft-repair,,,,,0,40,,
37,,257295,,,Married-civ-spouse,Exec-managerial,,,,,,75,,
,Private,,,,Married-civ-spouse,Exec-managerial,Husband,,,0,,40,United-States,>50K
33,,,Bachelors,,,,,,,0,0,,,<=50K
,Private,,,9,,,,White,Female,,,,,>50K
,,69867,HS-grad,9,,Exec-managerial,,White,Male,,,,,>50K
,,191260,,,Never-married,Other-service,Own-child,,Male,1055,0,,United-States,
,,30653,Masters,14,,Farming-fishing,Husband,White,,2407,,98,,<=50K
,Local-gov,,Masters,14,Never-married,Prof-specialty,,White,,0,,,United-States,<=50K
30,,,HS-grad,9,,,Own-child,,,0,0,40,,<=50K
,,477983,,,,Handlers-cleaners,Husband,Black,Male,0,,,,
44,Private,,,10,Married-civ-spouse,Craft-repair,,White,,,,,,
,Private,190174,Some-college,10,,Exec-managerial,Not-in-family,,,0,0,40,,
,Private,,Some-college,10,,Tech-support,Own-child,White,,0,,,,
,Private,,,10,,,,White,Female,7298,,48,United-States,>50K
22,Private,34918,Bachelors,,,Prof-specialty,,White,Female,,0,15,,
42,,97688,,10,,,Husband,,Male,5178,0,,,
34,Private,175413,,,Divorced,,,Black,Female,,,,United-States,
,,173960,,13,,,Not-in-family,White,,,,42,United-States,
21,Private,205759,,,Never-married,,,White,Male,,,40,United-States,<=50K
,,,,,,Sales,Husband,,Male,,,40,,
41,,,,,,,,,Male,,0,,United-States,
50,,,,,,Other-service,,,Male,0,0,45,,
,,371987,Bachelors,,Never-married,,,White,Female,,0,,United-States,<=50K
50,,,,4,,,Husband,White,Male,0,0,,,
,,,,,Married-civ-spouse,,Husband,White,,,0,45,United-States,
,Private,,HS-grad,9,,,,White,,0,0,,,<=50K
,Local-gov,220419,Bachelors,,Never-married,,Not-in-family,,Male,0,0,,United-States,<=50K
,Private,,Some-college,10,Never-married,,,,,,,45,,<=50K
27,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,,,,,,<=50K
,Private,111095,HS-grad,,,Transport-moving,Husband,,,0,0,,United-States,<=50K
,,,Bachelors,,Divorced,Sales,Not-in-family,,,,,60,United-States,<=50K
,Private,278130,HS-grad,,Never-married,Craft-repair,Own-child,,Male,,,40,,
38,,169469,HS-grad,9,Divorced,Sales,,,Male,0,,80,,<=50K
48,,146268,,13,Married-civ-spouse,Adm-clerical,,,Male,,,,,
21,Private,153718,Some-college,,,Other-service,,,,0,0,,United-States,
31,Private,,HS-grad,,Married-civ-spouse,,,,Male,0,,,United-States,>50K
55,,,HS-grad,,,Sales,,,,,,,,>50K
24,,,,10,,,Wife,,,,0,,,<=50K
,,,,,Divorced,Adm-clerical,,,Female,,0,,United-States,
26,Private,,Assoc-acdm,12,,,,White,,,0,45,United-States,<=50K
46,Private,,Assoc-acdm,12,,Prof-specialty,Not-in-family,,,0,0,33,United-States,<=50K
,,,Assoc-acdm,,,Adm-clerical,,,Male,0,0,,United-States,
,,34987,Some-college,10,Married-civ-spouse,,,White,Male,0,,54,,
,Private,59306,,13,Never-married,Sales,Not-in-family,White,,,,40,,<=50K
34,Private,,,,,,Husband,Asian-Pac-Islander,,7298,0,35,,
,Self-emp-not-inc,205607,Bachelors,13,,Prof-specialty,Not-in-family,,,0,,40,United-States,
22,Private,199698,,,,Sales,Own-child,White,,0,,15,,
,,,,10,,,,White,,,,,,
,,,,,,Sales,Husband,,Male,,,40,United-States,<=50K
,Private,,5th-6th,3,,,Other-relative,,,,0,,Mexico,
29,Private,423158,Some-college,10,Never-married,Tech-support,,,Female,0,,40,,
62,,159841,HS-grad,,,,,,Female,,,,,
,Self-emp-not-inc,174308,,9,Married-civ-spouse,Exec-managerial,Husband,,,0,,,United-States,<=50K
43,Private,50356,,10,,Craft-repair,,White,Male,0,1485,50,,
35,,186110,,9,Divorced,Transport-moving,,White,,0,,,United-States,
,,200381,11th,,,Exec-managerial,Not-in-family,White,,,,40,United-States,
76,,174309,Masters,14,,,,White,,,,10,United-States,<=50K
,Self-emp-not-inc,,HS-grad,,,Farming-fishing,Husband,,Male,0,0,45,,
43,,187728,Some-college,,,,Wife,White,Female,,1887,,,
,,321171,HS-grad,,,Handlers-cleaners,,,Male,0,0,40,United-States,
,,127921,,,,,Not-in-family,,,2050,0,,United-States,
41,,,Some-college,,,Craft-repair,,,Male,,,45,United-States,<=50K
,,,Bachelors,,,,,,Male,0,0,,,
47,,,,,Never-married,Other-service,Not-in-family,White,Male,0,,40,United-States,
55,Local-gov,,10th,6,,Adm-clerical,Husband,,Male,,0,,,
,Private,242606,HS-grad,,Married-civ-spouse,Transport-moving,Husband,White,,,,,United-States,
,,270942,,3,,Other-service,,,Male,,0,,,<=50K
30,Private,94235,,9,Never-married,,,,Male,0,,,United-States,<=50K
,,,,14,,Prof-specialty,Not-in-family,White,Male,,0,60,,<=50K
,Private,,,,,,Unmarried,Black,Male,,,30,,<=50K
,,261192,HS-grad,,,Other-service,,Black,Male,,0,40,United-States,<=50K
26,,,,,Never-married,,,White,Male,0,0,,,
38,,,,,Married-civ-spouse,,,,,7298,0,,United-States,
,State-gov,,,,,,,White,,7298,0,,United-States,
33,,85043,HS-grad,9,,,Not-in-family,White,,0,,20,,<=50K
,State-gov,,,10,,,,Black,Female,0,0,,United-States,
43,,,Bachelors,,Never-married,Sales,,,Male,0,,,United-States,
56,,,Assoc-acdm,,Married-spouse-absent,,Not-in-family,,Male,,,25,Iran,
,Private,156464,,,,,,White,Male,,0,,United-States,
33,,,,,,Exec-managerial,Husband,,,0,0,,United-States,>50K
,Private,,,9,Married-civ-spouse,Other-service,Husband,,,0,,,,<=50K
33,,,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,,,,0,40,United-States,>50K
,,,,,,,,,,0,,,United-States,<=50K
38,,,,9,Married-civ-spouse,,,,,0,0,,,
,Private,161400,,7,,Other-service,Unmarried,Other,Male,0,,40,,
,Private,96129,Assoc-voc,11,,,,,,,0,40,,>50K
,Private,111949,,,,,Wife,White,,,0,,United-States,
26,,117125,9th,5,,Craft-repair,Husband,White,Male,,,40,,
,Private,348022,10th,,,Other-service,Wife,,Female,0,,,,<=50K
,Private,270092,,14,,,Husband,,Male,,0,,United-States,
,,180609,,13,Married-civ-spouse,Transport-moving,,,Male,0,0,,United-States,<=50K
,,174575,Bachelors,,Divorced,Exec-managerial,,White,,0,1564,,United-States,>50K
22,Private,410439,HS-grad,,Married-spouse-absent,Sales,,,,,,,United-States,
,Private,92262,HS-grad,9,,Craft-repair,Husband,White,,,0,40,United-States,
,,183081,,,Married-civ-spouse,,Husband,,,0,,45,United-States,<=50K
22,Private,362589,,,,,Not-in-family,White,Female,0,,,,<=50K
57,,212448,Bachelors,13,,,,White,Female,,0,,United-States,
,,481060,,,,Sales,Unmarried,White,,0,0,,,<=50K
,,185885,Some-college,10,,Adm-clerical,,White,Female,,,,,<=50K
17,,89821,,,,Other-service,Own-child,,,0,,10,United-States,<=50K
40,State-gov,,,11,,Machine-op-inspct,,White,,0,,38,,>50K
,,,,,,Machine-op-inspct,,Black,Male,0,0,40,,<=50K
,Private,160323,HS-grad,,Never-married,,Not-in-family,,Male,0,0,,,
20,,,,10,Never-married,Adm-clerical,Own-child,White,,,0,,,
,,267404,,9,Married-civ-spouse,,,White,Female,0,,,United-States,<=50K
23,,,,,,,,,Male,0,,40,United-States,
46,Self-emp-not-inc,80914,Masters,14,Divorced,,Not-in-family,,,0,0,,,<=50K
,,172927,,,,,Husband,,,0,0,50,United-States,
,Private,,,9,Divorced,Transport-moving,,White,,0,,40,,<=50K
,,214955,5th-6th,3,Divorced,,Not-in-family,White,,,,,,<=50K
,,,,10,Married-civ-spouse,Craft-repair,,,Male,0,0,40,,<=50K
46,,,,10,Divorced,Sales,Not-in-family,,Female,0,,,United-States,<=50K
,Local-gov,,Some-college,,Married-civ-spouse,,,,,0,,,,<=50K
,,,,9,,,,White,,0,,25,United-States,<=50K
,,134152,,,,,,White,,,0,,United-States,<=50K
,Private,,Some-college,,,,Wife,,Female,,,,United-States,
,,25429,Some-college,10,,,,,,0,,16,,
,,,,,,,Other-relative,White,Female,0,0,40,,<=50K
35,Private,,HS-grad,9,Married-civ-spouse,Other-service,,,Female,,0,,,
,,,,,Never-married,Craft-repair,,White,Male,0,,,,<=50K
46,Self-emp-not-inc,277946,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,,,0,,40,United-States,<=50K
34,Private,196164,,,Never-married,Other-service,Not-in-family,,Female,,0,35,,<=50K
,,115562,Some-college,,Married-civ-spouse,Tech-support,Husband,White,Male,0,,40,United-States,
,Private,96975,,10,Divorced,,Unmarried,,Female,,0,40,United-States,
25,Private,,Bachelors,13,Married-civ-spouse,,,,Male,0,,55,,>50K
52,,132178,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,,0,,50,,>50K
,Private,416103,Some-college,10,,,,,Male,0,0,40,,<=50K
,,,,,,Other-service,,,,0,,40,United-States,
50,State-gov,,,,,Protective-serv,,White,Male,0,0,,United-States,>50K
,Private,,,,,,,White,Female,0,,64,,
,Private,,,4,,Handlers-cleaners,Husband,,,0,,,Puerto-Rico,
,,445382,,,Married-civ-spouse,,Husband,,,0,,,United-States,>50K
,Private,110145,,9,,,Husband,White,,0,,,,
,,,,9,,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
32,Private,,,10,,,Husband,White,,,0,50,,
,Local-gov,,,,,,Not-in-family,Black,Female,0,,24,,<=50K
,,241951,HS-grad,9,,,Unmarried,Black,,,0,,,<=50K
,Private,,Some-college,10,,Exec-managerial,Unmarried,,,,,,,
46,,,,16,Married-civ-spouse,,Husband,,Male,15024,,60,,
,,1033222,Some-college,10,Married-civ-spouse,,,White,Male,0,0,40,,<=50K
35,,92440,,8,,Craft-repair,,,Male,,0,,United-States,>50K
52,Private,190762,1st-4th,2,Married-civ-spouse,,Husband,,,,,,,
,,,11th,7,,Other-service,,,,0,0,,United-States,
