age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,0,0,unknown,no
59,blue-collar,married,secondary,,57,yes,no,unknown,5,may,98,,,0,unknown,no
33,,married,secondary,no,,yes,no,unknown,5,may,71,1,0,0,unknown,no
56,blue-collar,divorced,primary,,8,yes,no,unknown,5,may,157,,0,0,unknown,
48,unemployed,married,secondary,no,,,no,unknown,5,may,243,1,,0,,no
43,services,married,primary,no,3,yes,no,unknown,,may,186,,0,0,,
54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,,0,unknown,no
51,blue-collar,married,unknown,no,-19,,no,,,may,163,2,,0,unknown,no
26,student,single,secondary,no,,yes,no,unknown,5,may,610,2,,,unknown,no
40,,,tertiary,,-4,yes,no,unknown,,,,1,0,0,,
,management,married,secondary,no,,yes,no,,5,may,85,1,0,0,unknown,no
50,,married,,no,139,no,no,unknown,5,may,114,2,0,,unknown,no
41,services,married,secondary,no,0,yes,no,,,,114,2,0,0,unknown,no
51,blue-collar,married,unknown,no,1883,yes,,unknown,5,may,57,1,0,0,unknown,no
,retired,divorced,secondary,no,216,,no,unknown,5,may,238,1,,0,unknown,no
52,blue-collar,married,,,782,yes,no,unknown,5,may,93,3,,,,no
,blue-collar,married,secondary,no,904,,,unknown,,may,128,2,0,0,unknown,no
48,services,married,unknown,no,1705,,no,,5,,107,1,0,0,unknown,no
,technician,single,tertiary,no,47,yes,no,,5,,181,1,0,0,unknown,
47,,single,secondary,no,176,yes,,unknown,5,may,303,,0,,unknown,no
40,blue-collar,married,secondary,,1225,yes,no,unknown,,,558,5,0,0,,no
,technician,married,secondary,no,86,yes,,unknown,,may,270,1,,0,unknown,no
26,admin.,,secondary,no,82,yes,no,unknown,5,may,228,1,,0,,no
52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,0,0,unknown,no
54,technician,married,secondary,no,1378,,no,unknown,5,may,240,1,0,0,unknown,
,admin.,married,,,184,no,no,,5,may,673,,0,0,,yes
50,blue-collar,married,,no,0,no,no,,5,may,233,,0,0,,no
,,married,secondary,no,0,yes,no,unknown,,may,,1,0,0,,no
,services,married,secondary,no,1357,yes,,unknown,5,,250,,0,0,,no
53,entrepreneur,married,unknown,no,19,yes,no,unknown,,may,252,1,0,0,unknown,no
35,retired,single,primary,,,no,no,,5,may,138,1,0,0,unknown,no
60,admin.,divorced,secondary,no,92,yes,no,,5,may,130,1,0,,,no
53,admin.,divorced,secondary,no,1151,,no,unknown,5,may,412,,0,0,unknown,
48,unemployed,,secondary,no,41,yes,no,,,may,179,2,0,0,unknown,no
,technician,married,,,51,yes,no,unknown,5,may,19,2,,0,unknown,no
54,,,secondary,,214,yes,no,unknown,,,,2,0,0,unknown,
51,management,married,secondary,no,1161,yes,no,unknown,,,717,,0,0,,no
31,services,,tertiary,no,,yes,no,,5,,313,1,,0,unknown,no
,,divorced,,,787,yes,,unknown,5,may,683,2,0,0,unknown,
35,services,married,secondary,no,59,yes,no,,5,may,,1,0,0,unknown,
38,technician,married,secondary,,253,yes,no,unknown,5,may,416,,0,,unknown,
36,admin.,married,,no,211,yes,no,unknown,5,may,146,2,0,0,unknown,
,retired,married,primary,no,,yes,no,unknown,,may,167,,0,0,unknown,no
40,,divorced,unknown,no,,yes,no,,5,may,315,1,0,0,unknown,no
54,management,,secondary,no,,,no,unknown,5,,140,1,0,0,unknown,no
34,blue-collar,,secondary,no,,,,,5,may,346,1,,0,,no
31,management,single,tertiary,no,0,yes,no,unknown,,may,562,1,,0,,no
,retired,,,no,,,no,unknown,5,may,172,,,0,unknown,
33,management,,tertiary,no,377,yes,no,unknown,,may,217,1,0,0,unknown,no
55,,married,tertiary,no,73,yes,no,unknown,5,may,142,,,0,unknown,
42,admin.,,,,445,yes,no,unknown,,,67,1,,,unknown,no
,,married,secondary,no,,,no,unknown,5,may,291,1,0,0,unknown,no
33,blue-collar,single,secondary,,307,yes,no,unknown,,may,,2,0,0,unknown,no
38,services,married,secondary,no,155,,,unknown,5,may,248,1,0,0,,no
50,technician,,tertiary,no,173,no,,unknown,,may,98,1,,,unknown,no
,management,,tertiary,no,,yes,,unknown,5,may,256,1,0,0,unknown,no
61,blue-collar,divorced,primary,,1428,yes,,unknown,,may,82,2,,0,unknown,no
47,admin.,married,,,219,yes,no,unknown,,may,577,1,0,0,unknown,
,self-employed,married,tertiary,no,7,yes,no,unknown,5,,286,1,0,0,unknown,no
44,,married,,no,575,yes,no,unknown,,may,477,1,0,0,unknown,
35,,single,unknown,,298,,no,unknown,5,may,611,2,0,0,unknown,no
35,,,secondary,no,0,yes,,unknown,,may,471,1,0,0,,no
50,services,married,,,,yes,,unknown,5,may,381,2,0,0,unknown,no
41,management,,tertiary,no,176,yes,yes,,5,,42,1,,0,unknown,
,management,married,,no,517,yes,no,,,,251,1,0,0,unknown,no
39,services,single,,no,257,yes,no,unknown,5,,408,1,0,0,,no
42,retired,,,no,56,yes,no,unknown,5,may,215,1,0,0,unknown,no
38,blue-collar,,,no,-390,,no,unknown,5,,287,1,0,0,unknown,no
53,retired,married,secondary,,330,,no,,5,may,216,2,0,0,unknown,no
59,housemaid,divorced,,no,195,no,no,unknown,5,may,366,2,,,unknown,
36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,,,,no
54,blue-collar,,primary,no,-41,yes,no,unknown,5,may,288,,,0,unknown,no
40,,married,,no,483,yes,no,unknown,5,may,,1,0,,unknown,no
47,unknown,married,,no,28,no,no,unknown,5,may,338,,0,0,unknown,no
53,,married,unknown,no,,,no,unknown,5,may,410,3,0,0,unknown,no
46,housemaid,married,primary,no,965,no,no,,5,may,177,1,0,,unknown,no
39,management,married,tertiary,,378,yes,,unknown,5,,127,2,0,,,no
,,married,secondary,,219,,no,,5,may,357,1,0,0,unknown,no
28,blue-collar,married,primary,no,,yes,no,unknown,,may,175,,0,0,unknown,no
35,entrepreneur,divorced,,no,-69,yes,no,,5,may,300,1,0,0,unknown,no
55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,0,,unknown,
,technician,divorced,unknown,no,205,yes,no,,5,may,1419,1,0,0,unknown,no
48,blue-collar,,primary,no,278,yes,no,,5,,125,2,,0,,no
,management,married,unknown,no,1065,yes,no,unknown,5,may,213,,0,0,unknown,no
33,management,single,tertiary,no,34,yes,no,,5,may,27,1,0,0,,no
36,blue-collar,married,unknown,no,1033,no,,unknown,,may,238,2,0,0,unknown,no
,services,divorced,secondary,no,,yes,,unknown,5,may,,1,0,,unknown,no
47,,married,primary,no,-12,yes,no,unknown,5,may,18,,0,,,no
31,services,married,secondary,no,388,,no,unknown,,may,,2,0,0,unknown,no
57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,0,,unknown,no
53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,0,0,unknown,no
55,blue-collar,married,primary,no,627,,no,unknown,,may,,1,0,0,,no
45,,married,,,25,yes,no,unknown,5,may,40,1,0,0,unknown,no
53,,divorced,secondary,no,,yes,no,unknown,5,may,181,2,0,0,unknown,no
,blue-collar,married,,no,,yes,no,unknown,5,,79,,0,,unknown,no
44,,divorced,,no,66,,no,unknown,5,may,206,1,0,,unknown,no
,,divorced,primary,no,-9,yes,,unknown,5,may,389,1,0,0,unknown,no
46,technician,married,,no,349,,yes,unknown,,,127,1,0,,unknown,no
43,entrepreneur,married,unknown,no,100,yes,no,unknown,,may,702,1,0,0,unknown,no
38,admin.,married,secondary,no,0,no,no,unknown,5,,151,1,0,0,unknown,no
43,technician,married,,no,434,yes,no,unknown,5,may,,1,,0,,no
49,management,married,tertiary,no,3237,yes,,,5,may,232,3,,0,unknown,no
42,management,married,unknown,no,275,no,,unknown,,may,,2,0,0,unknown,no
22,,single,secondary,no,0,yes,no,,,,,,0,0,,no
40,management,married,tertiary,no,,,no,unknown,5,may,39,1,0,,unknown,no
,,married,,no,483,yes,no,unknown,5,may,282,1,0,,unknown,no
51,services,married,secondary,no,2248,yes,no,unknown,5,may,,2,,,unknown,no
49,admin.,married,secondary,no,,yes,,unknown,5,may,50,1,0,0,unknown,no
,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,,0,unknown,no
,services,,secondary,no,0,yes,no,unknown,5,may,142,1,0,0,unknown,
33,technician,divorced,secondary,no,140,yes,no,unknown,,,227,1,0,0,,no
50,management,,,,297,yes,no,unknown,5,may,119,1,0,0,unknown,no
,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,0,0,unknown,no
59,entrepreneur,divorced,secondary,,901,yes,no,unknown,,may,,3,0,0,unknown,
30,technician,single,,no,,,no,,5,may,67,,,0,unknown,no
36,services,married,secondary,no,143,,yes,unknown,5,,,1,0,0,unknown,no
40,blue-collar,married,secondary,no,475,,no,unknown,5,may,332,2,0,,,no
53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,,,0,0,unknown,no
34,management,single,tertiary,no,318,yes,no,unknown,5,may,,,0,0,unknown,no
37,technician,married,secondary,no,275,yes,no,,5,may,132,1,0,0,unknown,
42,management,,tertiary,,,yes,no,unknown,5,may,58,,0,0,unknown,no
41,entrepreneur,married,primary,no,236,yes,no,unknown,,may,151,1,0,0,unknown,no
30,student,single,,no,25,yes,no,,5,may,89,,0,0,unknown,no
37,management,,,no,600,yes,no,unknown,,may,152,1,0,0,unknown,no
39,admin.,divorced,,no,-349,,no,unknown,5,may,611,2,0,0,unknown,no
41,blue-collar,married,,no,183,,yes,unknown,5,may,110,2,0,0,,no
40,blue-collar,married,primary,no,0,,no,,5,may,463,1,0,0,unknown,
42,,single,tertiary,,,yes,,unknown,,may,562,2,0,0,unknown,yes
40,blue-collar,divorced,,,0,yes,no,unknown,,may,962,,0,0,unknown,
57,technician,married,secondary,no,1078,yes,no,unknown,,may,10,4,0,0,unknown,no
56,entrepreneur,,secondary,no,,,,unknown,5,may,,3,0,0,unknown,no
37,,married,secondary,,,yes,no,unknown,5,may,,2,,,unknown,no
59,retired,,secondary,no,319,yes,,unknown,5,may,143,3,0,0,unknown,no
39,,divorced,secondary,no,-185,,no,,5,may,189,3,0,,unknown,no
49,,married,secondary,,47,no,,unknown,5,,,2,0,0,unknown,no
38,,single,secondary,no,570,yes,no,unknown,5,,75,,0,0,unknown,no
36,,married,tertiary,no,19,no,,unknown,5,may,189,2,0,0,,no
50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,,3,0,0,unknown,no
41,,,secondary,no,-62,yes,yes,,5,,55,2,,0,,no
,,married,,no,258,no,no,unknown,5,may,310,4,0,0,unknown,
58,,married,primary,no,,,no,unknown,5,may,156,2,0,0,unknown,no
30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,0,0,unknown,no
33,admin.,single,secondary,no,352,,no,unknown,5,may,225,2,0,,,no
47,,,secondary,no,368,yes,no,unknown,5,may,125,2,,0,unknown,no
50,,single,tertiary,no,339,yes,,unknown,5,may,,3,0,,unknown,no
32,,married,secondary,no,1331,yes,no,,5,may,,2,0,0,unknown,no
40,self-employed,married,secondary,no,672,,,,,may,164,2,0,0,unknown,no
37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,0,0,unknown,
54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,0,0,unknown,no
24,student,single,,no,423,yes,no,unknown,,may,226,3,0,0,unknown,no
54,,married,tertiary,,0,,no,unknown,5,may,120,2,0,0,unknown,no
34,technician,,,no,19,yes,no,unknown,5,may,362,4,0,,unknown,no
56,technician,divorced,,,,yes,no,unknown,5,may,357,2,0,0,unknown,no
31,blue-collar,single,,,3,yes,no,unknown,5,,200,2,0,0,unknown,no
24,,single,secondary,no,,yes,no,unknown,5,may,204,2,,0,unknown,no
42,blue-collar,,primary,no,28,yes,no,unknown,5,may,126,,0,0,,
57,technician,married,secondary,no,792,,,unknown,5,may,65,2,0,0,unknown,
42,blue-collar,married,unknown,no,408,yes,no,unknown,5,,107,,0,0,unknown,
51,admin.,,secondary,no,531,yes,,unknown,5,may,267,,0,0,unknown,no
57,,married,secondary,,211,yes,no,unknown,5,may,248,2,0,0,unknown,no
,,,secondary,no,62,yes,no,unknown,5,may,215,2,,0,unknown,no
53,services,married,unknown,no,257,yes,no,unknown,5,may,209,2,0,0,unknown,
50,,married,secondary,,1234,yes,no,unknown,5,,205,,0,0,,no
54,management,,tertiary,no,313,yes,no,unknown,5,,83,2,,0,unknown,no
55,blue-collar,married,secondary,no,,yes,no,unknown,5,may,106,3,0,0,unknown,no
44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,,189,2,0,,,no
,management,married,unknown,,,yes,,unknown,,may,105,,,,unknown,no
56,admin.,married,,no,353,,no,unknown,5,may,,2,0,0,,no
54,technician,married,unknown,,851,,no,unknown,5,may,108,,0,,unknown,no
,services,divorced,primary,no,96,,yes,unknown,5,may,311,,0,0,unknown,no
37,services,divorced,,no,,yes,yes,unknown,,may,214,2,,0,unknown,no
33,admin.,,,no,193,no,no,unknown,5,may,,2,0,0,unknown,no
,admin.,,secondary,,-358,yes,no,unknown,,may,358,2,0,0,unknown,
36,blue-collar,,secondary,,,yes,yes,unknown,,may,453,2,0,0,unknown,
51,,single,secondary,no,0,yes,,unknown,5,may,364,2,0,,unknown,no
40,retired,single,primary,no,,no,,unknown,5,may,,2,0,0,unknown,no
42,blue-collar,married,secondary,no,,yes,no,,,may,386,2,0,0,unknown,
,blue-collar,married,secondary,no,,yes,no,unknown,5,,173,2,0,0,unknown,
49,blue-collar,married,unknown,no,403,yes,no,unknown,5,,241,,0,0,unknown,no
,management,married,secondary,no,161,yes,no,unknown,5,may,224,,0,0,unknown,
32,technician,divorced,,no,2558,no,no,unknown,5,may,148,2,0,0,unknown,no
31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,0,0,,no
,management,,tertiary,no,115,,no,unknown,5,may,111,,0,0,unknown,no
,blue-collar,,secondary,,436,yes,no,unknown,5,may,231,3,,0,unknown,no
47,technician,married,,no,,yes,no,unknown,5,may,316,,0,0,unknown,no
57,technician,married,unknown,no,206,yes,no,unknown,5,may,,3,0,0,,
41,blue-collar,married,secondary,no,,yes,no,unknown,5,may,240,2,,0,unknown,
,,married,secondary,no,1,,no,unknown,,may,,3,,0,unknown,no
,blue-collar,married,,,57,yes,no,unknown,5,,,2,0,0,unknown,no
30,,single,secondary,no,-457,yes,no,unknown,5,may,143,,0,0,unknown,
,management,single,,no,1387,,no,unknown,5,may,174,5,0,,unknown,no
45,management,divorced,tertiary,no,24598,yes,no,unknown,,may,313,3,0,0,,no
49,blue-collar,married,secondary,,30,yes,,,5,may,,4,0,0,unknown,no
42,,single,secondary,,1022,yes,no,unknown,5,may,146,2,,0,unknown,no
53,,married,secondary,no,56,,yes,,5,may,152,,0,0,unknown,no
,admin.,single,secondary,yes,-2,,no,,5,may,402,,0,0,unknown,no
32,services,single,,no,,yes,no,,5,may,213,2,0,0,unknown,no
,blue-collar,,secondary,no,842,yes,no,unknown,5,,144,3,0,0,unknown,no
,management,divorced,secondary,no,693,,no,unknown,5,may,124,3,0,0,unknown,no
40,blue-collar,divorced,secondary,no,-333,yes,no,,5,may,183,2,0,0,unknown,no
50,,married,primary,no,1533,yes,no,unknown,5,may,325,2,0,0,unknown,no
,management,married,,no,46,yes,,unknown,5,,39,4,0,0,,no
53,services,married,,no,18,no,no,unknown,5,may,503,,0,0,unknown,no
45,technician,married,secondary,no,44,yes,,unknown,5,may,95,4,0,0,unknown,no
,blue-collar,married,primary,no,-100,yes,no,,5,,680,2,0,0,unknown,no
44,services,married,tertiary,no,,,,,5,may,421,4,0,0,unknown,
55,management,married,tertiary,no,685,yes,,unknown,5,may,174,3,0,0,unknown,no
46,management,single,,no,,yes,no,unknown,5,may,113,2,0,0,unknown,no
45,blue-collar,married,secondary,no,,yes,no,unknown,,may,808,2,0,0,,no
34,,married,,,,yes,no,unknown,5,may,198,3,0,0,unknown,no
36,blue-collar,married,secondary,,,yes,no,unknown,5,may,195,2,,0,unknown,no
59,unknown,divorced,unknown,no,27,no,no,unknown,5,may,347,3,0,0,,
31,admin.,single,secondary,no,12,yes,no,unknown,5,may,208,2,,0,unknown,no
44,blue-collar,single,secondary,no,34,yes,,unknown,,may,404,4,0,0,unknown,no
33,entrepreneur,single,tertiary,no,,yes,no,unknown,,,,2,0,,unknown,no
40,blue-collar,married,secondary,no,211,,no,unknown,5,may,,4,,0,unknown,no
46,admin.,single,,no,377,yes,no,unknown,5,may,98,2,0,0,,
48,management,married,tertiary,,263,yes,no,unknown,5,may,350,2,0,,unknown,no
42,services,married,secondary,no,1263,yes,no,,6,may,114,2,0,0,,no
