age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,,,secondary,no,176,,,unknown,5,may,303,,0,0,,
40,blue-collar,married,secondary,no,1225,yes,no,unknown,,may,558,,0,0,unknown,
45,,,,,86,yes,,unknown,5,may,270,1,0,0,,no
,admin.,single,secondary,,,yes,no,unknown,5,may,,1,0,0,,no
,management,,tertiary,,,yes,no,unknown,5,may,99,1,0,,unknown,no
,,,secondary,,1378,,no,unknown,5,may,,,,,unknown,no
,,,tertiary,no,184,no,no,,5,,673,2,,0,,yes
50,blue-collar,married,,no,,,no,,,,233,3,0,,unknown,
,,married,secondary,no,0,,,,5,may,1056,1,0,,,no
44,,,secondary,,1357,yes,yes,unknown,5,may,,1,,0,unknown,no
53,entrepreneur,,unknown,no,19,,,unknown,5,may,252,1,0,0,,
35,retired,single,primary,,434,no,no,,5,may,,1,0,0,,
,,divorced,secondary,no,92,,no,,5,,130,1,,0,unknown,no
53,admin.,,,no,1151,yes,no,unknown,5,,412,1,0,0,,
,,married,,no,41,,,,5,,179,2,,0,,
34,technician,married,secondary,,51,yes,,unknown,5,may,19,,0,0,unknown,no
,services,married,,no,214,,,unknown,5,,458,2,,,unknown,
51,,married,,no,1161,,no,unknown,5,,717,,0,,unknown,no
,services,married,,no,37,yes,no,unknown,5,may,,,0,0,unknown,
35,,divorced,,,,yes,,unknown,5,may,683,2,0,0,,no
35,,,secondary,no,59,yes,,,,,1077,1,0,0,,no
38,technician,married,secondary,no,253,,,unknown,5,may,416,,0,0,,no
,admin.,married,tertiary,no,,,no,unknown,5,may,146,,0,0,unknown,no
58,retired,,primary,,,,,unknown,,,,1,0,0,unknown,no
40,,divorced,,no,,yes,no,,,may,315,1,0,0,unknown,no
54,,married,secondary,,4080,,,unknown,5,may,140,,,0,unknown,no
34,,,secondary,no,53,yes,,unknown,5,may,346,,,0,unknown,no
,management,single,tertiary,no,0,yes,no,unknown,,may,562,,0,,unknown,
51,,married,secondary,,2127,,no,unknown,5,,,,,0,unknown,no
,management,,,,,yes,,,5,may,217,1,,0,unknown,no
55,,,,,73,yes,no,unknown,,,142,,0,0,,no
42,admin.,,,,445,yes,,,,,67,,,0,unknown,no
34,blue-collar,married,secondary,,243,,no,unknown,5,,291,1,0,,unknown,no
33,blue-collar,single,secondary,no,307,yes,no,,,may,,2,0,,,no
,services,married,secondary,no,155,yes,no,,5,may,248,1,0,0,,no
50,,divorced,tertiary,,173,no,yes,unknown,5,may,98,,,0,unknown,no
43,management,,tertiary,no,400,yes,no,,5,may,,1,0,0,unknown,
61,blue-collar,,primary,no,1428,,no,,5,may,,2,,0,,
,admin.,married,,no,219,,no,unknown,,,577,,,,unknown,no
48,self-employed,married,tertiary,,7,,no,,5,,286,,,0,unknown,no
44,blue-collar,married,,,575,yes,,unknown,5,may,477,1,,,unknown,
,student,single,unknown,no,298,yes,,,5,may,611,2,,,,no
35,services,married,secondary,no,0,yes,no,unknown,,,471,,0,0,unknown,no
50,services,married,secondary,no,5699,,no,unknown,5,may,,2,0,0,unknown,no
,management,,tertiary,no,176,yes,yes,unknown,5,may,42,1,0,,unknown,no
41,management,married,tertiary,,517,yes,,unknown,,,251,1,0,,unknown,
39,,single,unknown,no,257,,no,unknown,,may,408,1,,0,unknown,no
42,,married,secondary,no,56,yes,no,unknown,5,may,215,1,0,0,unknown,
38,blue-collar,,secondary,no,-390,,no,,,may,287,,0,,unknown,no
,retired,married,secondary,no,330,yes,no,,5,may,,,0,0,,no
,housemaid,,primary,,,,no,unknown,5,may,366,2,0,,,
,services,,,no,301,yes,,unknown,5,may,210,1,,0,unknown,no
54,blue-collar,married,primary,,-41,yes,,unknown,,,288,1,0,,unknown,no
40,,married,tertiary,no,483,yes,,unknown,5,,,1,0,0,,no
47,unknown,,unknown,no,28,no,no,,,,338,2,,0,unknown,no
53,unemployed,married,unknown,no,13,,,unknown,5,may,,3,,0,,
46,housemaid,married,primary,no,965,no,,unknown,,may,,,0,0,,
,management,married,,,378,yes,yes,,5,,,2,,0,unknown,no
40,unemployed,,,,219,,no,unknown,,may,357,1,0,,unknown,no
28,blue-collar,,primary,no,,,,unknown,5,,175,,,0,unknown,no
35,entrepreneur,divorced,secondary,,,yes,no,unknown,5,,300,1,0,0,unknown,
55,,,,no,0,no,yes,,5,may,136,,0,,unknown,
,technician,divorced,,no,,,no,unknown,5,may,,1,0,,unknown,
48,blue-collar,married,primary,no,,yes,no,unknown,5,may,125,2,,,unknown,
58,management,married,unknown,no,1065,yes,,unknown,,may,213,3,,,unknown,no
,,single,,no,,yes,no,unknown,5,may,27,,,0,,
36,blue-collar,married,,,1033,no,no,unknown,5,,238,2,,0,unknown,no
,services,,secondary,no,1467,yes,no,unknown,5,may,,1,0,,unknown,
,blue-collar,married,primary,no,-12,yes,,,5,may,18,1,0,0,,no
,services,married,secondary,no,388,,no,,5,may,730,2,0,,unknown,no
,,,secondary,no,294,yes,no,,5,may,746,2,,,unknown,
53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,,1,0,,unknown,no
,,married,primary,,627,,no,unknown,5,,247,1,0,,unknown,no
45,,married,primary,no,25,yes,,,5,,40,1,0,,,no
53,admin.,divorced,secondary,,315,yes,no,,,may,181,2,0,0,unknown,no
,,married,primary,no,0,,,,,may,79,,0,0,unknown,no
,,divorced,secondary,no,66,,no,unknown,5,may,,,0,0,unknown,
49,blue-collar,,primary,,-9,yes,yes,unknown,5,,389,1,0,0,unknown,no
,,married,,no,,yes,yes,unknown,,,127,1,0,,,
43,,married,unknown,no,100,yes,,unknown,5,may,702,,0,,unknown,
38,admin.,,secondary,no,,no,no,unknown,5,,151,,,0,unknown,no
,,married,,no,434,yes,no,unknown,5,,117,1,,,,no
49,,married,tertiary,,3237,yes,no,unknown,5,may,,3,0,0,unknown,no
42,management,married,unknown,,275,no,no,unknown,5,may,408,2,0,0,,no
22,blue-collar,single,,,0,,no,,5,,,,0,0,,no
,,,tertiary,no,207,yes,,,5,may,39,1,,,unknown,no
39,blue-collar,,secondary,,,yes,no,unknown,,,282,,,0,unknown,no
,,married,secondary,no,2248,,no,unknown,5,,714,2,0,0,unknown,
49,,married,secondary,no,428,yes,no,unknown,5,may,50,1,0,,,no
53,blue-collar,married,,no,0,yes,yes,unknown,,may,181,,0,,unknown,no
,services,single,secondary,no,,yes,no,,5,,142,1,,0,unknown,no
33,technician,,,no,140,yes,,unknown,,may,227,1,,,unknown,no
50,,single,tertiary,no,297,yes,no,unknown,,may,119,1,0,0,unknown,no
39,blue-collar,married,primary,,279,yes,no,unknown,5,may,361,1,0,,unknown,no
59,,,secondary,no,901,yes,no,unknown,5,may,,3,0,,unknown,no
,technician,single,,no,2573,,no,unknown,,may,67,2,,0,unknown,no
36,services,married,secondary,no,143,yes,,unknown,5,may,350,1,,0,,
40,,married,,no,475,yes,no,unknown,,may,332,2,,0,unknown,
53,blue-collar,married,secondary,no,70,yes,no,,,may,611,,0,0,,no
,management,single,tertiary,,318,yes,no,unknown,5,may,113,2,0,0,unknown,
37,,married,,no,,yes,no,,5,may,,,,0,,no
42,management,divorced,tertiary,,742,,,unknown,5,may,,,0,0,unknown,no
41,entrepreneur,,primary,no,,,no,,,,,1,0,,unknown,no
30,student,single,tertiary,no,25,yes,,unknown,5,may,,2,0,0,unknown,no
37,management,single,,no,600,yes,no,unknown,,may,152,1,0,0,unknown,no
39,admin.,divorced,secondary,no,,,,,5,may,611,2,,0,unknown,no
,blue-collar,married,primary,no,,,yes,,5,,,2,0,0,,no
40,blue-collar,married,,,,yes,no,,,,463,,,0,,no
42,management,single,tertiary,,,yes,,unknown,5,may,562,2,0,,unknown,
40,blue-collar,divorced,primary,no,0,,no,unknown,5,may,,1,,0,,no
57,technician,married,secondary,,1078,yes,no,unknown,5,may,10,,0,0,,no
56,,divorced,secondary,,155,,no,unknown,,may,,,0,,unknown,no
,admin.,married,secondary,,,yes,no,unknown,,may,92,2,0,0,,
59,,married,,no,,,no,unknown,,may,143,3,,,,
,services,,secondary,,,yes,,unknown,5,may,189,3,0,,unknown,
49,,married,secondary,no,,no,no,,5,may,234,2,0,,unknown,no
38,services,,secondary,no,570,,,unknown,,,75,2,,0,unknown,no
36,self-employed,married,tertiary,,19,no,no,,,,,2,0,,unknown,no
,,married,,,,yes,no,,5,may,,,0,,,no
41,admin.,,secondary,,-62,yes,yes,unknown,5,may,55,2,,,,
,technician,married,tertiary,no,258,no,,unknown,,,,4,0,0,,no
58,,married,,no,76,yes,no,,5,may,,2,0,0,unknown,no
30,,single,secondary,no,0,,no,unknown,5,may,5,2,,0,,no
,admin.,,secondary,,352,yes,no,unknown,,may,,2,0,0,unknown,no
47,admin.,married,secondary,,368,yes,no,,,,125,,0,0,,no
,,,,no,,yes,no,unknown,5,may,,3,,,unknown,no
,blue-collar,married,,no,1331,yes,,unknown,5,may,286,,0,0,unknown,
,self-employed,married,,no,,yes,,unknown,5,may,,2,0,0,,
,,married,,no,58,yes,no,unknown,5,may,98,2,0,,unknown,no
,,single,unknown,no,447,,,unknown,5,may,742,,0,,unknown,
,,single,secondary,,,,no,unknown,5,may,226,3,0,0,unknown,no
54,management,married,tertiary,no,0,no,no,,5,,120,2,,,unknown,no
34,technician,married,,,,,,unknown,5,may,362,,0,0,unknown,no
56,technician,divorced,primary,,,,no,unknown,5,may,357,2,,,unknown,no
31,blue-collar,single,secondary,no,,yes,no,unknown,,may,,2,0,0,,
24,student,,,,,yes,,,,may,204,2,0,,unknown,
42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,,0,0,,no
57,technician,married,secondary,no,,yes,no,,5,may,65,2,0,0,,no
42,blue-collar,,unknown,no,408,yes,no,unknown,,,107,2,0,,,no
51,,,secondary,,,yes,,unknown,5,may,267,,0,0,unknown,
,,married,secondary,no,,yes,no,unknown,,may,,,0,0,,no
,,,,no,62,yes,no,,5,may,215,2,0,0,unknown,
53,,married,unknown,no,257,yes,no,unknown,5,,209,2,0,0,unknown,no
,,married,,no,1234,yes,no,unknown,5,may,,2,0,0,unknown,no
,management,married,tertiary,no,,,no,unknown,5,,,2,0,,,
55,blue-collar,married,secondary,,89,yes,,,5,may,106,3,0,0,,no
44,,married,secondary,no,129,yes,yes,unknown,5,may,189,2,,0,,
43,management,married,unknown,,,yes,no,unknown,5,may,,2,0,0,unknown,
,admin.,married,,no,,yes,no,unknown,5,may,,2,,0,unknown,
54,technician,married,unknown,,851,yes,,unknown,5,may,108,2,0,0,unknown,no
55,,divorced,primary,,96,yes,yes,unknown,5,may,311,2,,0,unknown,
37,,divorced,secondary,,398,yes,,unknown,5,may,214,2,0,0,unknown,
33,admin.,single,,no,193,no,no,unknown,5,,132,2,,,unknown,no
46,admin.,,secondary,,-358,yes,no,unknown,,,,,0,0,unknown,no
,blue-collar,married,,,539,yes,,unknown,5,may,,2,0,,unknown,
,,single,secondary,no,0,yes,no,,5,,,2,0,,,no
,retired,,primary,no,,no,no,unknown,5,,136,2,0,0,unknown,
,,married,secondary,no,490,,no,unknown,5,may,,2,0,0,unknown,no
51,,married,secondary,no,,yes,no,unknown,,may,173,2,0,0,,no
49,blue-collar,married,unknown,,403,,no,unknown,5,,241,,,,unknown,no
48,management,married,secondary,no,161,yes,no,unknown,5,,,3,,0,unknown,no
32,,divorced,tertiary,no,,no,no,unknown,5,,148,2,0,,unknown,no
,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,,,,no
55,,single,tertiary,,,no,no,unknown,5,,111,,0,0,unknown,no
40,blue-collar,single,,no,436,yes,no,,,may,,,0,0,unknown,no
47,technician,,tertiary,no,,yes,no,,5,may,,,0,,,no
57,technician,,unknown,no,206,,no,,5,may,216,,,,unknown,no
,blue-collar,,secondary,,290,,no,unknown,5,,240,2,0,0,unknown,
48,blue-collar,,secondary,no,1,no,,unknown,5,may,669,3,0,0,unknown,no
42,blue-collar,,unknown,no,57,yes,,unknown,5,may,425,2,0,0,unknown,no
,blue-collar,single,secondary,,-457,,no,,5,may,,2,0,0,unknown,
,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,,0,,,no
,management,,tertiary,no,24598,yes,no,unknown,,may,313,3,,,unknown,no
49,,married,secondary,no,30,yes,,unknown,,may,,4,0,0,,no
42,,single,secondary,no,,,,unknown,5,may,,2,0,0,unknown,
53,technician,married,secondary,,,yes,,,5,,,2,,0,unknown,
51,admin.,single,secondary,yes,-2,,no,unknown,5,,402,3,,0,unknown,no
32,services,single,secondary,no,121,yes,,unknown,5,may,213,2,0,,unknown,
,,single,secondary,no,842,yes,no,,5,may,144,,0,0,unknown,no
,management,divorced,,no,,,no,unknown,5,may,124,3,,,unknown,no
,blue-collar,,,,-333,,no,,5,may,183,2,,,unknown,
,blue-collar,married,primary,no,,yes,no,unknown,5,,325,2,0,0,unknown,no
34,management,married,,no,46,yes,no,unknown,5,may,,4,0,,unknown,no
53,,married,unknown,no,18,,,unknown,5,may,503,2,,0,unknown,
45,technician,,,,44,yes,no,unknown,5,may,95,,0,0,unknown,no
39,blue-collar,married,,no,-100,,no,unknown,5,may,680,2,0,0,unknown,
,services,married,tertiary,no,,yes,no,unknown,5,may,,,,0,,no
,,married,,no,685,yes,no,,,may,174,,0,,unknown,
46,management,single,tertiary,no,,,no,unknown,5,may,,2,0,0,unknown,no
,blue-collar,,secondary,no,66,,no,unknown,,,808,2,0,0,unknown,no
,admin.,married,,no,560,yes,no,unknown,,may,198,3,0,0,unknown,
36,blue-collar,married,secondary,,0,yes,,unknown,5,,,2,0,0,,no
,,,unknown,no,27,,,,5,,,3,0,0,unknown,no
31,admin.,,secondary,,12,,,unknown,,,208,2,,0,unknown,
44,blue-collar,,secondary,,34,,no,unknown,5,may,404,4,0,,unknown,no
33,entrepreneur,,,,1068,yes,,,,,,,0,,,no
,blue-collar,,secondary,no,211,yes,no,,5,may,216,4,0,,unknown,
,,single,tertiary,,377,yes,no,unknown,5,,98,2,0,0,unknown,no
48,management,married,tertiary,no,263,yes,no,unknown,5,,350,2,0,0,,no
,services,,,no,1263,yes,no,unknown,6,may,114,2,,0,unknown,no
,services,,secondary,no,8,,no,unknown,,may,,,0,0,,no
48,admin.,married,,,126,yes,,unknown,6,may,379,,,,,no
59,admin.,married,secondary,no,230,yes,no,unknown,6,may,190,3,0,,,no
46,technician,married,tertiary,no,,yes,no,,6,,158,,0,0,,no
38,,divorced,secondary,,308,,no,unknown,6,may,,1,0,0,unknown,no
43,,divorced,tertiary,no,1,yes,no,,,may,,,0,0,unknown,no
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,0,0,unknown,no
23,student,single,secondary,no,,yes,no,unknown,6,may,,1,0,,,no
34,services,married,,no,,,,unknown,6,may,344,1,0,0,unknown,no
38,,,,,46,yes,yes,unknown,6,may,195,,,0,unknown,no
37,blue-collar,married,secondary,,1293,no,no,unknown,6,may,652,1,0,0,,no
,admin.,single,secondary,,122,yes,no,,6,may,286,,0,0,,no
48,blue-collar,married,,no,131,yes,,,6,may,,1,0,,,no
49,blue-collar,single,secondary,,143,,,unknown,6,may,,1,0,,,no
38,admin.,single,secondary,,393,no,no,unknown,6,may,184,2,0,0,unknown,no
43,blue-collar,married,primary,no,98,yes,no,unknown,6,may,235,1,0,,,no
,management,married,tertiary,no,0,,no,unknown,6,may,290,1,0,0,unknown,
55,blue-collar,,secondary,,,yes,no,,6,may,,1,0,0,unknown,no
38,blue-collar,married,secondary,,757,yes,,unknown,,may,133,1,0,0,,no
,,married,secondary,no,,,yes,,6,,318,1,0,0,unknown,no
40,management,married,,no,8486,,,unknown,6,,260,3,0,,unknown,no
43,admin.,,unknown,no,350,no,,unknown,6,may,437,1,0,0,,
38,,married,secondary,,20,yes,,,6,may,,1,0,0,,
,services,married,,no,1667,yes,,unknown,6,may,,,,0,unknown,
57,technician,married,unknown,no,,yes,no,unknown,,,125,1,0,0,,no
32,,married,secondary,,,yes,no,unknown,6,may,501,4,,,unknown,
56,management,married,,no,830,yes,yes,unknown,6,may,,,0,,unknown,yes
58,,,unknown,no,29,,,unknown,6,may,253,1,0,0,unknown,no
60,,,secondary,,,yes,no,unknown,6,may,1030,1,0,,unknown,
