age,job,education,balance,day,month,duration,campaign,pdays,previous,poutcome,y,combo
49.0,management,tertiary,,5.0,may,232.0,,0.0,,unknown,no,
42.0,management,,275.0,5.0,may,408.0,2.0,,0.0,unknown,no,married_no_no_no_unknown
22.0,,secondary,0.0,5.0,may,179.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
40.0,management,tertiary,207.0,5.0,may,39.0,1.0,,,unknown,,
39.0,,secondary,483.0,5.0,may,282.0,1.0,,0.0,,no,married_no_yes_no_unknown
51.0,services,secondary,,,,714.0,2.0,0.0,0.0,unknown,no,
49.0,admin.,secondary,428.0,,may,50.0,1.0,0.0,0.0,unknown,no,
53.0,blue-collar,secondary,0.0,5.0,may,181.0,1.0,0.0,0.0,unknown,,
34.0,services,secondary,0.0,5.0,,142.0,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
33.0,technician,,140.0,,may,227.0,1.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
50.0,management,tertiary,297.0,5.0,may,119.0,,0.0,0.0,unknown,no,single_no_yes_no_unknown
39.0,blue-collar,primary,279.0,5.0,may,361.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
59.0,entrepreneur,secondary,901.0,5.0,may,73.0,3.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
30.0,technician,secondary,2573.0,5.0,may,67.0,2.0,0.0,,unknown,no,single_no_yes_no_unknown
36.0,services,secondary,,5.0,may,350.0,1.0,0.0,0.0,unknown,no,
40.0,,secondary,475.0,5.0,may,332.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
53.0,blue-collar,secondary,70.0,5.0,may,611.0,2.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
34.0,management,tertiary,318.0,5.0,may,113.0,2.0,,0.0,unknown,,single_no_yes_no_unknown
37.0,technician,secondary,275.0,5.0,may,132.0,1.0,0.0,0.0,unknown,no,
42.0,management,tertiary,742.0,5.0,may,58.0,3.0,0.0,0.0,unknown,no,
41.0,entrepreneur,primary,236.0,5.0,may,151.0,1.0,0.0,0.0,unknown,no,married_no_yes_no_unknown
30.0,student,tertiary,25.0,5.0,may,89.0,2.0,0.0,0.0,unknown,no,
,management,tertiary,600.0,5.0,,152.0,1.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
39.0,admin.,,-349.0,5.0,may,611.0,2.0,0.0,0.0,unknown,no,
41.0,blue-collar,primary,183.0,5.0,may,110.0,2.0,0.0,0.0,unknown,no,
40.0,blue-collar,primary,0.0,5.0,may,463.0,1.0,,0.0,unknown,no,
42.0,management,tertiary,0.0,5.0,may,562.0,2.0,0.0,0.0,unknown,yes,single_no_yes_yes_unknown
40.0,blue-collar,primary,0.0,5.0,may,962.0,1.0,0.0,0.0,unknown,no,
,technician,secondary,1078.0,5.0,may,10.0,4.0,0.0,0.0,,no,married_no_yes_no_unknown
56.0,entrepreneur,secondary,155.0,5.0,,118.0,3.0,0.0,0.0,unknown,no,
37.0,admin.,secondary,,5.0,may,92.0,2.0,0.0,0.0,unknown,no,
59.0,retired,secondary,319.0,,may,143.0,3.0,0.0,0.0,unknown,no,
39.0,services,secondary,,5.0,may,189.0,3.0,0.0,0.0,unknown,no,divorced_no_yes_no_unknown
49.0,services,secondary,47.0,5.0,,234.0,2.0,0.0,0.0,unknown,,married_no_no_no_unknown
38.0,services,secondary,570.0,5.0,may,75.0,2.0,0.0,0.0,unknown,no,single_no_yes_no_unknown
36.0,,tertiary,19.0,5.0,may,,2.0,,0.0,unknown,,
50.0,blue-collar,primary,61.0,,may,621.0,3.0,0.0,0.0,unknown,,
41.0,admin.,,-62.0,5.0,may,55.0,2.0,0.0,0.0,unknown,no,
